tick,event_time_ns,monotonic_ns,vehicle_speed,vehicle_speed_valid,external_stop,autonomous_enabled,lane_confidence,gps_valid,lidar_valid,avoid_updated,avoid_maneuver_done,avoid_path_n,avoid_generation,avoid_age_s,avoid_timeout_s,obstacle,avoidable,ttc,avoid_x,avoid_y,avoid_yaw,avoid_k
593,1789393216048911641,46115101451917,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
594,1789393216058914177,46115111454457,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
595,1789393216068959116,46115121499393,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
596,1789393216078959578,46115131499859,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
597,1789393216088914065,46115141454340,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
598,1789393216098910114,46115151450389,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
599,1789393216108907692,46115161447967,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
600,1789393216118918564,46115171458829,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
601,1789393216128914813,46115181455087,-3.849850296e-15,1,1,0,0,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
602,1789393216138912326,46115191452602,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
603,1789393216148908420,46115201448699,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
604,1789393216158916606,46115211456884,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
605,1789393216168912562,46115221452842,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
606,1789393216178907450,46115231447725,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
607,1789393216188902653,46115241442934,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
608,1789393216198929843,46115251470117,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
609,1789393216208981151,46115261521410,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
610,1789393216218947354,46115271487603,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
611,1789393216228965890,46115281506094,-3.849850296e-15,1,1,0,0,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
612,1789393216239016244,46115291556286,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
613,1789393216248943980,46115301484245,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
614,1789393216258924834,46115311465097,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
615,1789393216268955871,46115321496147,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
616,1789393216278975555,46115331515828,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
617,1789393216288921645,46115341461919,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
618,1789393216298911442,46115351451714,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
619,1789393216308914939,46115361455201,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
620,1789393216318911528,46115371451801,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
621,1789393216328935099,46115381475374,-3.849850296e-15,1,1,0,0,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
622,1789393216338932877,46115391473152,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
623,1789393216348915711,46115401455987,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
624,1789393216358916725,46115411456994,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
625,1789393216368960949,46115421501224,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
626,1789393216378979987,46115431520252,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
627,1789393216388966547,46115441506817,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
628,1789393216398966616,46115451506878,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
629,1789393216408993821,46115461533851,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
630,1789393216418964434,46115471504636,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
631,1789393216428937958,46115481478222,-3.849850296e-15,1,1,0,0,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
632,1789393216438972174,46115491512367,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
633,1789393216448965979,46115501506114,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
634,1789393216458947920,46115511488171,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
635,1789393216468964758,46115521505007,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
636,1789393216478980094,46115531520339,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
637,1789393216488940641,46115541480914,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
638,1789393216498931951,46115551472228,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
639,1789393216508929345,46115561469618,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
640,1789393216518932419,46115571472686,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
641,1789393216528921608,46115581461882,-3.849850296e-15,1,1,0,0,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
642,1789393216538928832,46115591469101,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
643,1789393216548936379,46115601476652,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
644,1789393216558937119,46115611477396,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
645,1789393216568967434,46115621507709,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
646,1789393216578930919,46115631471197,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
647,1789393216588905130,46115641445408,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
648,1789393216598938473,46115651478729,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
649,1789393216608918370,46115661458644,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
650,1789393216618933462,46115671473730,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
651,1789393216628929394,46115681469652,-3.849850296e-15,1,1,0,0,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
652,1789393216638961417,46115691501683,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
653,1789393216648930889,46115701471157,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
654,1789393216658938986,46115711479250,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
655,1789393216668956212,46115721496487,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
656,1789393216678968086,46115731508351,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
657,1789393216688951308,46115741491576,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
658,1789393216698912790,46115751453067,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
659,1789393216708912574,46115761452848,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
660,1789393216718906941,46115771447215,-3.849850296e-15,1,1,0,0,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
661,1789393216728919616,46115781459891,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
662,1789393216738914031,46115791454307,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
663,1789393216748932719,46115801472995,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
664,1789393216758914617,46115811454887,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
665,1789393216768910566,46115821450843,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
666,1789393216778936188,46115831476466,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
667,1789393216788924968,46115841465249,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
668,1789393216798924028,46115851464307,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
669,1789393216808916086,46115861456360,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
670,1789393216818940173,46115871480454,-3.849850296e-15,1,1,0,0,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
671,1789393216828939351,46115881479632,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
672,1789393216838959740,46115891500020,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
673,1789393216848933184,46115901473460,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
674,1789393216858931704,46115911471968,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
675,1789393216868934722,46115921474995,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
676,1789393216878936413,46115931476693,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
677,1789393216888933839,46115941474107,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
678,1789393216898931632,46115951471903,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
679,1789393216908919048,46115961459325,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
680,1789393216918908052,46115971448326,-3.849850296e-15,1,1,0,0,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
681,1789393216928974011,46115981514283,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
682,1789393216938923340,46115991463618,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
683,1789393216948946417,46116001486692,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
684,1789393216958907047,46116011447326,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
685,1789393216968937264,46116021477528,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
686,1789393216978959942,46116031500224,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
687,1789393216988904771,46116041445048,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
688,1789393216998947415,46116051487694,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
689,1789393217008934380,46116061474653,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
690,1789393217018932981,46116071473257,-3.849850296e-15,1,1,0,0,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
691,1789393217028935260,46116081475540,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
692,1789393217038957920,46116091498200,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
693,1789393217048945155,46116101485426,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
694,1789393217058914328,46116111454609,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
695,1789393217068963553,46116121503827,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
696,1789393217078954626,46116131494907,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
697,1789393217088913785,46116141454053,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
698,1789393217098914903,46116151455176,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
699,1789393217108913760,46116161454035,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
700,1789393217118933982,46116171474256,-3.849850296e-15,1,1,0,0,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
701,1789393217128935189,46116181475456,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
702,1789393217138923230,46116191463505,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
703,1789393217148923306,46116201463568,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
704,1789393217158945064,46116211485335,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
705,1789393217168939661,46116221479870,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
706,1789393217178928761,46116231469025,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
707,1789393217188928967,46116241469233,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
708,1789393217198966113,46116251506390,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
709,1789393217208949054,46116261489327,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
710,1789393217218974805,46116271515066,-3.849850296e-15,1,1,0,0,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
711,1789393217228933083,46116281473355,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
712,1789393217238998084,46116291538356,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
713,1789393217248930006,46116301470272,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
714,1789393217258937523,46116311477787,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
715,1789393217268965611,46116321505881,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
716,1789393217278928022,46116331468285,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
717,1789393217288934834,46116341475034,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
718,1789393217298933469,46116351473736,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
719,1789393217308912533,46116361452788,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
720,1789393217318921052,46116371461326,-3.849850296e-15,1,1,0,0,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
721,1789393217328911927,46116381452201,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
722,1789393217338914882,46116391455157,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
723,1789393217348913101,46116401453375,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
724,1789393217358932706,46116411472985,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
725,1789393217368929033,46116421469310,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
726,1789393217378951162,46116431491442,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
727,1789393217388946452,46116441486723,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
728,1789393217398927777,46116451468055,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
729,1789393217408947701,46116461487976,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
730,1789393217418940411,46116471480691,-3.849850296e-15,1,1,0,0,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
731,1789393217428939766,46116481480043,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
732,1789393217438946962,46116491487238,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
733,1789393217448930573,46116501470848,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
734,1789393217458920949,46116511461207,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
735,1789393217468922137,46116521462417,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
736,1789393217478923727,46116531464007,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
737,1789393217488916438,46116541456714,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
738,1789393217498935142,46116551475417,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
739,1789393217508931924,46116561472202,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
740,1789393217518937952,46116571478227,-3.849850296e-15,1,1,0,0,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
741,1789393217528910722,46116581450996,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
742,1789393217538907400,46116591447680,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
743,1789393217548916295,46116601456558,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
744,1789393217558909585,46116611449865,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
745,1789393217568943606,46116621483875,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
746,1789393217578912683,46116631452960,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
747,1789393217588913657,46116641453931,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
748,1789393217598936030,46116651476306,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
749,1789393217608914444,46116661454719,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
750,1789393217618909751,46116671450028,-3.849850296e-15,1,1,0,0,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
751,1789393217628914159,46116681454427,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
752,1789393217638922778,46116691463059,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
753,1789393217648919886,46116701460165,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
754,1789393217658920408,46116711460675,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
755,1789393217668914694,46116721454969,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
756,1789393217678918358,46116731458632,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
757,1789393217688877047,46116741417322,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
758,1789393217698912640,46116751452917,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
759,1789393217708908594,46116761448868,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
760,1789393217718918137,46116771458412,-3.849850296e-15,1,1,0,0,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
761,1789393217729185886,46116781726160,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
762,1789393217738916051,46116791456325,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
763,1789393217748930953,46116801471222,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
764,1789393217758903386,46116811443661,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
765,1789393217768941569,46116821481845,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
766,1789393217778921211,46116831461489,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
767,1789393217788939729,46116841480004,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
768,1789393217798924612,46116851464892,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
769,1789393217808925552,46116861465826,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
770,1789393217818916400,46116871456676,-3.849850296e-15,1,1,0,0,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
771,1789393217828930008,46116881470282,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
772,1789393217838909513,46116891449795,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
773,1789393217848962715,46116901502991,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
774,1789393217858978529,46116911518803,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
775,1789393217868954082,46116921494332,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
776,1789393217878959833,46116931500094,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
777,1789393217888932568,46116941472829,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
778,1789393217898938234,46116951478504,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
779,1789393217908932837,46116961473109,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
780,1789393217918959040,46116971499296,-3.849850296e-15,1,1,0,0,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
781,1789393217928937680,46116981477944,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
782,1789393217938930226,46116991470497,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
783,1789393217948925538,46117001465809,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
784,1789393217958921949,46117011462211,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
785,1789393217968917797,46117021458068,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
786,1789393217978954423,46117031494693,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
787,1789393217988925143,46117041465385,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
788,1789393217998964341,46117051504608,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
789,1789393218008934254,46117061474521,-3.849850296e-15,1,1,0,0,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,0,0,0
