idx,lat,lon,east_m,north_m,yaw_rad,yaw_deg,s_m,segment_type,zone_id,inside_zone,state,parking_mode,drive_mode
0,37.30353774,127.90680713,-64.335000,-70.648000,-0.058122224,-3.330158,0.000000,CUBIC_HERMITE,1,1,0,none,mission
1,37.30353761,127.90680994,-64.085490,-70.662518,-0.077251849,-4.426205,0.249932,CUBIC_HERMITE,1,1,0,none,mission
2,37.30353739,127.90681275,-63.836653,-70.686575,-0.100187589,-5.740326,0.499930,CUBIC_HERMITE,1,1,0,none,mission
3,37.30353715,127.90681555,-63.588003,-70.712528,-0.103240206,-5.915228,0.749930,CUBIC_HERMITE,1,1,0,none,mission
4,37.30353692,127.90681836,-63.339315,-70.738103,-0.099062526,-5.675865,0.999929,CUBIC_HERMITE,1,1,0,none,mission
5,37.30353671,127.90682117,-63.090459,-70.761978,-0.089948928,-5.153694,1.249928,CUBIC_HERMITE,1,1,0,none,mission
6,37.30353652,127.90682398,-62.841348,-70.783016,-0.076034085,-4.356432,1.499926,CUBIC_HERMITE,1,1,0,none,mission
7,37.30353637,127.90682679,-62.591926,-70.799956,-0.056221806,-3.221272,1.749923,CUBIC_HERMITE,1,1,0,none,mission
8,37.30353627,127.90682961,-62.342183,-70.811110,-0.027806250,-1.593181,1.999915,CUBIC_HERMITE,1,1,0,none,mission
9,37.30353624,127.90683243,-62.092215,-70.813855,0.015327724,0.878214,2.249897,CUBIC_HERMITE,1,1,0,none,mission
10,37.30353634,127.90683524,-61.842479,-70.803450,0.089520346,5.129138,2.499850,CUBIC_HERMITE,1,1,0,none,mission
11,37.30353664,127.90683803,-61.595025,-70.769227,0.260685526,14.936180,2.749660,CUBIC_HERMITE,1,1,0,none,mission
12,37.30353748,127.90684063,-61.365137,-70.676116,0.436255107,24.995576,2.997688,CUBIC_HERMITE,1,1,0,none,mission
13,37.30353774,127.90684097,-61.335000,-70.648000,0.831322681,47.631281,3.038904,CUBIC_HERMITE,1,1,0,none,mission
14,37.30353941,127.90684283,-61.169820,-70.461982,0.844662238,48.395581,3.287675,STRAIGHT,1,1,0,none,mission
15,37.30354109,127.90684469,-61.004640,-70.275964,0.844662238,48.395581,3.536447,STRAIGHT,1,1,0,none,mission
16,37.30354276,127.90684656,-60.839459,-70.089946,0.844662238,48.395581,3.785218,STRAIGHT,1,1,0,none,mission
17,37.30354444,127.90684842,-60.674279,-69.903928,0.844662238,48.395581,4.033990,STRAIGHT,1,1,0,none,mission
18,37.30354612,127.90685028,-60.509099,-69.717910,0.844662238,48.395581,4.282761,STRAIGHT,1,1,0,none,mission
19,37.30354779,127.90685215,-60.343919,-69.531892,0.844662238,48.395581,4.531532,STRAIGHT,1,1,0,none,mission
20,37.30354947,127.90685401,-60.178739,-69.345874,0.844662238,48.395581,4.780304,STRAIGHT,1,1,0,none,mission
21,37.30355114,127.90685587,-60.013559,-69.159856,0.844662238,48.395581,5.029075,STRAIGHT,1,1,0,none,mission
22,37.30355282,127.90685774,-59.848378,-68.973838,0.844662238,48.395581,5.277846,STRAIGHT,1,1,0,none,mission
23,37.30355450,127.90685960,-59.683198,-68.787820,0.844662238,48.395581,5.526618,STRAIGHT,1,1,0,none,mission
24,37.30355617,127.90686146,-59.518018,-68.601802,0.844662238,48.395581,5.775389,STRAIGHT,1,1,0,none,mission
25,37.30355785,127.90686333,-59.352838,-68.415784,0.844662238,48.395581,6.024161,STRAIGHT,1,1,0,none,mission
26,37.30355953,127.90686519,-59.187658,-68.229766,0.844662238,48.395581,6.272932,STRAIGHT,1,1,0,none,mission
27,37.30356120,127.90686705,-59.022477,-68.043748,0.844662238,48.395581,6.521703,STRAIGHT,1,1,0,none,mission
28,37.30356288,127.90686891,-58.857297,-67.857730,0.844662238,48.395581,6.770475,STRAIGHT,1,1,0,none,mission
29,37.30356455,127.90687078,-58.692117,-67.671712,0.844662238,48.395581,7.019246,STRAIGHT,1,1,0,none,mission
30,37.30356623,127.90687264,-58.526937,-67.485694,0.844662238,48.395581,7.268017,STRAIGHT,1,1,0,none,mission
31,37.30356791,127.90687450,-58.361757,-67.299676,0.844662238,48.395581,7.516789,STRAIGHT,1,1,0,none,mission
32,37.30356958,127.90687637,-58.196577,-67.113658,0.844662238,48.395581,7.765560,STRAIGHT,1,1,0,none,mission
33,37.30357126,127.90687823,-58.031396,-66.927640,0.844662238,48.395581,8.014331,STRAIGHT,1,1,0,none,mission
34,37.30357293,127.90688009,-57.866216,-66.741622,0.844662238,48.395581,8.263103,STRAIGHT,1,1,0,none,mission
35,37.30357461,127.90688196,-57.701036,-66.555604,0.844662238,48.395581,8.511874,STRAIGHT,0,0,0,none,mission
36,37.30357629,127.90688382,-57.535856,-66.369586,0.844662238,48.395581,8.760646,STRAIGHT,0,0,0,none,mission
37,37.30357796,127.90688568,-57.370676,-66.183568,0.844662238,48.395581,9.009417,STRAIGHT,0,0,0,none,mission
38,37.30357964,127.90688755,-57.205495,-65.997550,0.844662238,48.395581,9.258188,STRAIGHT,0,0,0,none,mission
39,37.30358131,127.90688941,-57.040315,-65.811532,0.844662238,48.395581,9.506960,STRAIGHT,0,0,0,none,mission
40,37.30358299,127.90689127,-56.875135,-65.625514,0.844662238,48.395581,9.755731,STRAIGHT,0,0,0,none,mission
41,37.30358467,127.90689314,-56.709955,-65.439495,0.844662238,48.395581,10.004502,STRAIGHT,0,0,0,none,mission
42,37.30358634,127.90689500,-56.544775,-65.253477,0.844662238,48.395581,10.253274,STRAIGHT,0,0,0,none,mission
43,37.30358802,127.90689686,-56.379595,-65.067459,0.844662238,48.395581,10.502045,STRAIGHT,0,0,0,none,mission
44,37.30358969,127.90689873,-56.214414,-64.881441,0.844662238,48.395581,10.750817,STRAIGHT,0,0,0,none,mission
45,37.30359137,127.90690059,-56.049234,-64.695423,0.844662238,48.395581,10.999588,STRAIGHT,0,0,0,none,mission
46,37.30359305,127.90690245,-55.884054,-64.509405,0.844662238,48.395581,11.248359,STRAIGHT,0,0,0,none,mission
47,37.30359472,127.90690431,-55.718874,-64.323387,0.844662238,48.395581,11.497131,STRAIGHT,0,0,0,none,mission
48,37.30359640,127.90690618,-55.553694,-64.137369,0.844662238,48.395581,11.745902,STRAIGHT,0,0,0,none,mission
49,37.30359808,127.90690804,-55.388514,-63.951351,0.844662238,48.395581,11.994673,STRAIGHT,0,0,0,none,mission
50,37.30359975,127.90690990,-55.223333,-63.765333,0.844662238,48.395581,12.243445,STRAIGHT,0,0,0,none,mission
51,37.30360143,127.90691177,-55.058153,-63.579315,0.844662238,48.395581,12.492216,STRAIGHT,0,0,0,none,mission
52,37.30360310,127.90691363,-54.892973,-63.393297,0.844662238,48.395581,12.740988,STRAIGHT,0,0,0,none,mission
53,37.30360478,127.90691549,-54.727793,-63.207279,0.844662238,48.395581,12.989759,STRAIGHT,0,0,0,none,mission
54,37.30360646,127.90691736,-54.562613,-63.021261,0.844662238,48.395581,13.238530,STRAIGHT,0,0,0,none,mission
55,37.30360813,127.90691922,-54.397432,-62.835243,0.844662238,48.395581,13.487302,STRAIGHT,0,0,0,none,mission
56,37.30360981,127.90692108,-54.232252,-62.649225,0.844662238,48.395581,13.736073,STRAIGHT,0,0,0,none,mission
57,37.30361148,127.90692295,-54.067072,-62.463207,0.844662238,48.395581,13.984844,STRAIGHT,0,0,0,none,mission
58,37.30361316,127.90692481,-53.901892,-62.277189,0.844662238,48.395581,14.233616,STRAIGHT,0,0,0,none,mission
59,37.30361484,127.90692667,-53.736712,-62.091171,0.844662238,48.395581,14.482387,STRAIGHT,0,0,0,none,mission
60,37.30361651,127.90692854,-53.571532,-61.905153,0.844662238,48.395581,14.731159,STRAIGHT,0,0,0,none,mission
61,37.30361819,127.90693040,-53.406351,-61.719135,0.844662238,48.395581,14.979930,STRAIGHT,0,0,0,none,mission
62,37.30361986,127.90693226,-53.241171,-61.533117,0.844662238,48.395581,15.228701,STRAIGHT,0,0,0,none,mission
63,37.30362154,127.90693413,-53.075991,-61.347099,0.844662238,48.395581,15.477473,STRAIGHT,0,0,0,none,mission
64,37.30362322,127.90693599,-52.910811,-61.161081,0.844662238,48.395581,15.726244,STRAIGHT,0,0,0,none,mission
65,37.30362489,127.90693785,-52.745631,-60.975063,0.844662238,48.395581,15.975015,STRAIGHT,0,0,0,none,mission
66,37.30362657,127.90693972,-52.580450,-60.789045,0.844662238,48.395581,16.223787,STRAIGHT,0,0,0,none,mission
67,37.30362824,127.90694158,-52.415270,-60.603027,0.844662238,48.395581,16.472558,STRAIGHT,0,0,0,none,mission
68,37.30362992,127.90694344,-52.250090,-60.417009,0.844662238,48.395581,16.721329,STRAIGHT,0,0,0,none,mission
69,37.30363160,127.90694530,-52.084910,-60.230991,0.844662238,48.395581,16.970101,STRAIGHT,0,0,0,none,mission
70,37.30363327,127.90694717,-51.919730,-60.044973,0.844662238,48.395581,17.218872,STRAIGHT,0,0,0,none,mission
71,37.30363495,127.90694903,-51.754550,-59.858955,0.844662238,48.395581,17.467644,STRAIGHT,0,0,0,none,mission
72,37.30363663,127.90695089,-51.589369,-59.672937,0.844662238,48.395581,17.716415,STRAIGHT,0,0,0,none,mission
73,37.30363830,127.90695276,-51.424189,-59.486919,0.844662238,48.395581,17.965186,STRAIGHT,0,0,0,none,mission
74,37.30363998,127.90695462,-51.259009,-59.300901,0.844662238,48.395581,18.213958,STRAIGHT,0,0,0,none,mission
75,37.30364165,127.90695648,-51.093829,-59.114883,0.844662238,48.395581,18.462729,STRAIGHT,0,0,0,none,mission
76,37.30364333,127.90695835,-50.928649,-58.928865,0.844662238,48.395581,18.711500,STRAIGHT,0,0,0,none,mission
77,37.30364501,127.90696021,-50.763468,-58.742847,0.844662238,48.395581,18.960272,STRAIGHT,0,0,0,none,mission
78,37.30364668,127.90696207,-50.598288,-58.556829,0.844662238,48.395581,19.209043,STRAIGHT,0,0,0,none,mission
79,37.30364836,127.90696394,-50.433108,-58.370811,0.844662238,48.395581,19.457815,STRAIGHT,0,0,0,none,mission
80,37.30365003,127.90696580,-50.267928,-58.184793,0.844662238,48.395581,19.706586,STRAIGHT,0,0,0,none,mission
81,37.30365171,127.90696766,-50.102748,-57.998775,0.844662238,48.395581,19.955357,STRAIGHT,0,0,0,none,mission
82,37.30365339,127.90696953,-49.937568,-57.812757,0.844662238,48.395581,20.204129,STRAIGHT,0,0,0,none,mission
83,37.30365506,127.90697139,-49.772387,-57.626739,0.844662238,48.395581,20.452900,STRAIGHT,0,0,0,none,mission
84,37.30365674,127.90697325,-49.607207,-57.440721,0.844662238,48.395581,20.701671,STRAIGHT,0,0,0,none,mission
85,37.30365841,127.90697512,-49.442027,-57.254703,0.844662238,48.395581,20.950443,STRAIGHT,0,0,0,none,mission
86,37.30366009,127.90697698,-49.276847,-57.068685,0.844662238,48.395581,21.199214,STRAIGHT,0,0,0,none,mission
87,37.30366177,127.90697884,-49.111667,-56.882667,0.844662238,48.395581,21.447986,STRAIGHT,0,0,0,none,mission
88,37.30366344,127.90698070,-48.946486,-56.696649,0.844662238,48.395581,21.696757,STRAIGHT,0,0,0,none,mission
89,37.30366512,127.90698257,-48.781306,-56.510631,0.844662238,48.395581,21.945528,STRAIGHT,0,0,0,none,mission
90,37.30366679,127.90698443,-48.616126,-56.324613,0.844662238,48.395581,22.194300,STRAIGHT,0,0,0,none,mission
91,37.30366847,127.90698629,-48.450946,-56.138595,0.844662238,48.395581,22.443071,STRAIGHT,0,0,0,none,mission
92,37.30367015,127.90698816,-48.285766,-55.952577,0.844662238,48.395581,22.691842,STRAIGHT,0,0,0,none,mission
93,37.30367182,127.90699002,-48.120586,-55.766559,0.844662238,48.395581,22.940614,STRAIGHT,0,0,0,none,mission
94,37.30367350,127.90699188,-47.955405,-55.580541,0.844662238,48.395581,23.189385,STRAIGHT,0,0,0,none,mission
95,37.30367518,127.90699375,-47.790225,-55.394523,0.844662238,48.395581,23.438156,STRAIGHT,0,0,0,none,mission
96,37.30367685,127.90699561,-47.625045,-55.208505,0.844662238,48.395581,23.686928,STRAIGHT,0,0,0,none,mission
97,37.30367853,127.90699747,-47.459865,-55.022486,0.844662238,48.395581,23.935699,STRAIGHT,0,0,0,none,mission
98,37.30368020,127.90699934,-47.294685,-54.836468,0.844662238,48.395581,24.184471,STRAIGHT,0,0,0,none,mission
