idx,lat,lon,east_m,north_m,yaw_rad,yaw_deg,s_m,segment_type,zone_id,inside_zone,state,parking_mode,drive_mode
99,37.30368188,127.90700120,-47.129505,-54.650450,0.844662238,48.395581,24.433242,STRAIGHT,0,0,0,none,mission
100,37.30368356,127.90700306,-46.964324,-54.464432,0.844662238,48.395581,24.682013,STRAIGHT,0,0,0,none,mission
101,37.30368523,127.90700493,-46.799144,-54.278414,0.844662238,48.395581,24.930785,STRAIGHT,0,0,0,none,mission
102,37.30368691,127.90700679,-46.633964,-54.092396,0.844662238,48.395581,25.179556,STRAIGHT,0,0,0,none,mission
103,37.30368858,127.90700865,-46.468784,-53.906378,0.844662238,48.395581,25.428327,STRAIGHT,0,0,0,none,mission
104,37.30369026,127.90701052,-46.303604,-53.720360,0.844662238,48.395581,25.677099,STRAIGHT,0,0,0,none,mission
105,37.30369194,127.90701238,-46.138423,-53.534342,0.844662238,48.395581,25.925870,STRAIGHT,0,0,0,none,mission
106,37.30369361,127.90701424,-45.973243,-53.348324,0.844662238,48.395581,26.174642,STRAIGHT,0,0,0,none,mission
107,37.30369529,127.90701610,-45.808063,-53.162306,0.844662238,48.395581,26.423413,STRAIGHT,0,0,0,none,mission
108,37.30369696,127.90701797,-45.642883,-52.976288,0.844662238,48.395581,26.672184,STRAIGHT,0,0,0,none,mission
109,37.30369864,127.90701983,-45.477703,-52.790270,0.844662238,48.395581,26.920956,STRAIGHT,0,0,0,none,mission
110,37.30370032,127.90702169,-45.312523,-52.604252,0.844662238,48.395581,27.169727,STRAIGHT,0,0,0,none,mission
111,37.30370199,127.90702356,-45.147342,-52.418234,0.844662238,48.395581,27.418498,STRAIGHT,0,0,0,none,mission
112,37.30370367,127.90702542,-44.982162,-52.232216,0.844662238,48.395581,27.667270,STRAIGHT,0,0,0,none,mission
113,37.30370534,127.90702728,-44.816982,-52.046198,0.844662238,48.395581,27.916041,STRAIGHT,0,0,0,none,mission
114,37.30370702,127.90702915,-44.651802,-51.860180,0.844662238,48.395581,28.164813,STRAIGHT,0,0,0,none,mission
115,37.30370870,127.90703101,-44.486622,-51.674162,0.844662238,48.395581,28.413584,STRAIGHT,0,0,0,none,mission
116,37.30371037,127.90703287,-44.321441,-51.488144,0.844662238,48.395581,28.662355,STRAIGHT,0,0,0,none,mission
117,37.30371205,127.90703474,-44.156261,-51.302126,0.844662238,48.395581,28.911127,STRAIGHT,0,0,0,none,mission
118,37.30371373,127.90703660,-43.991081,-51.116108,0.844662238,48.395581,29.159898,STRAIGHT,0,0,0,none,mission
119,37.30371540,127.90703846,-43.825901,-50.930090,0.844662238,48.395581,29.408669,STRAIGHT,0,0,0,none,mission
120,37.30371708,127.90704033,-43.660721,-50.744072,0.844662238,48.395581,29.657441,STRAIGHT,0,0,0,none,mission
121,37.30371875,127.90704219,-43.495541,-50.558054,0.844662238,48.395581,29.906212,STRAIGHT,0,0,0,none,mission
122,37.30372043,127.90704405,-43.330360,-50.372036,0.844662238,48.395581,30.154983,STRAIGHT,0,0,0,none,mission
123,37.30372211,127.90704592,-43.165180,-50.186018,0.844662238,48.395581,30.403755,STRAIGHT,2,1,0,none,mission
124,37.30372378,127.90704778,-43.000000,-50.000000,0.872592324,49.995857,30.652526,STRAIGHT,2,1,0,none,mission
125,37.30372555,127.90704953,-42.844739,-49.804187,0.937616932,53.721493,30.902424,CUBIC_HERMITE,2,1,0,none,mission
126,37.30372741,127.90705111,-42.704429,-49.597312,0.997203187,57.135534,31.152392,CUBIC_HERMITE,2,1,0,none,mission
127,37.30372933,127.90705259,-42.573505,-49.384352,1.034737924,59.286116,31.402378,CUBIC_HERMITE,2,1,0,none,mission
128,37.30373128,127.90705399,-42.449093,-49.167515,1.060923287,60.786427,31.652371,CUBIC_HERMITE,2,1,0,none,mission
129,37.30373326,127.90705534,-42.329491,-48.947985,1.080360980,61.900124,31.902368,CUBIC_HERMITE,2,1,0,none,mission
130,37.30373526,127.90705665,-42.213599,-48.726472,1.095400775,62.761841,32.152365,CUBIC_HERMITE,2,1,0,none,mission
131,37.30373727,127.90705792,-42.100653,-48.503442,1.107376721,63.448012,32.402364,CUBIC_HERMITE,2,1,0,none,mission
132,37.30373929,127.90705917,-41.990099,-48.279216,1.117116446,64.006058,32.652363,CUBIC_HERMITE,2,1,0,none,mission
133,37.30374132,127.90706039,-41.881518,-48.054027,1.125159368,64.466883,32.902362,CUBIC_HERMITE,2,1,0,none,mission
134,37.30374335,127.90706160,-41.774584,-47.828052,1.131873159,64.851555,33.152362,CUBIC_HERMITE,2,1,0,none,mission
135,37.30374539,127.90706279,-41.669037,-47.601425,1.137517206,65.174935,33.402361,CUBIC_HERMITE,2,1,0,none,mission
136,37.30374744,127.90706397,-41.564661,-47.374257,1.142282716,65.447979,33.652361,CUBIC_HERMITE,2,1,0,none,mission
137,37.30374949,127.90706513,-41.461278,-47.146635,1.146310081,65.678730,33.902361,CUBIC_HERMITE,2,1,0,none,mission
138,37.30375155,127.90706629,-41.358735,-46.918633,1.149704915,65.873239,34.152361,CUBIC_HERMITE,2,1,0,none,mission
139,37.30375360,127.90706744,-41.256900,-46.690314,1.152550383,66.036273,34.402361,CUBIC_HERMITE,2,1,0,none,mission
140,37.30375566,127.90706858,-41.155656,-46.461732,1.154909862,66.171461,34.652361,CUBIC_HERMITE,2,1,0,none,mission
141,37.30375772,127.90706972,-41.054899,-46.232935,1.156831737,66.281576,34.902361,CUBIC_HERMITE,2,1,0,none,mission
142,37.30375979,127.90707085,-40.954535,-46.003965,1.158353184,66.368749,35.152361,CUBIC_HERMITE,2,1,0,none,mission
143,37.30376185,127.90707198,-40.854475,-45.774863,1.159503590,66.434662,35.402361,CUBIC_HERMITE,2,1,0,none,mission
144,37.30376392,127.90707311,-40.754638,-45.545663,1.160304037,66.480524,35.652361,CUBIC_HERMITE,2,1,0,none,mission
145,37.30376598,127.90707423,-40.654945,-45.316401,1.160769075,66.507169,35.902361,CUBIC_HERMITE,2,1,0,none,mission
146,37.30376805,127.90707535,-40.555320,-45.087108,1.160907661,66.515109,36.152361,CUBIC_HERMITE,2,1,0,none,mission
147,37.30377011,127.90707648,-40.455691,-44.857818,1.160723467,66.504556,36.402361,CUBIC_HERMITE,2,1,0,none,mission
148,37.30377218,127.90707760,-40.355982,-44.628562,1.160215016,66.475424,36.652361,CUBIC_HERMITE,2,1,0,none,mission
149,37.30377425,127.90707873,-40.256120,-44.399373,1.159375640,66.427331,36.902361,CUBIC_HERMITE,2,1,0,none,mission
150,37.30377631,127.90707986,-40.156027,-44.170285,1.158193268,66.359586,37.152361,CUBIC_HERMITE,2,1,0,none,mission
151,37.30377837,127.90708099,-40.055622,-43.941334,1.156649872,66.271156,37.402361,CUBIC_HERMITE,2,1,0,none,mission
152,37.30378043,127.90708213,-39.954822,-43.712556,1.154719442,66.160551,37.652361,CUBIC_HERMITE,2,1,0,none,mission
153,37.30378249,127.90708327,-39.853535,-43.483993,1.152370375,66.025959,37.902361,CUBIC_HERMITE,2,1,0,none,mission
154,37.30378455,127.90708442,-39.751661,-43.255691,1.149559442,65.864904,38.152361,CUBIC_HERMITE,2,1,0,none,mission
155,37.30378660,127.90708558,-39.649090,-43.027702,1.146230260,65.674156,38.402360,CUBIC_HERMITE,2,1,0,none,mission
156,37.30378866,127.90708674,-39.545699,-42.800084,1.142311995,65.449656,38.652360,CUBIC_HERMITE,2,1,0,none,mission
157,37.30379070,127.90708792,-39.441345,-42.572905,1.137714513,65.186240,38.902360,CUBIC_HERMITE,2,1,0,none,mission
158,37.30379275,127.90708911,-39.335865,-42.346247,1.132317564,64.877018,39.152360,CUBIC_HERMITE,2,1,0,none,mission
159,37.30379478,127.90709031,-39.229065,-42.120208,1.125962336,64.512890,39.402359,CUBIC_HERMITE,2,1,0,none,mission
160,37.30379681,127.90709154,-39.120712,-41.894910,1.118435292,64.081622,39.652359,CUBIC_HERMITE,2,1,0,none,mission
161,37.30379883,127.90709278,-39.010522,-41.670504,1.109442650,63.566381,39.902358,CUBIC_HERMITE,2,1,0,none,mission
162,37.30380085,127.90709405,-38.898136,-41.447191,1.098568122,62.943317,40.152357,CUBIC_HERMITE,2,1,0,none,mission
163,37.30380285,127.90709534,-38.783091,-41.225237,1.085194904,62.177088,40.402355,CUBIC_HERMITE,2,1,0,none,mission
164,37.30380483,127.90709668,-38.664774,-41.005010,1.068376280,61.213452,40.652352,CUBIC_HERMITE,2,1,0,none,mission
165,37.30380679,127.90709806,-38.542332,-40.787053,1.046547487,59.962754,40.902347,CUBIC_HERMITE,2,1,0,none,mission
166,37.30380873,127.90709950,-38.414519,-40.572205,1.016939655,58.266350,41.152339,CUBIC_HERMITE,2,1,0,none,mission
167,37.30381062,127.90710102,-38.279399,-40.361887,0.973988756,55.805445,41.402321,CUBIC_HERMITE,2,1,0,none,mission
168,37.30381245,127.90710267,-38.133644,-40.158826,0.913324816,52.329657,41.652278,CUBIC_HERMITE,0,0,0,none,mission
169,37.30381389,127.90710418,-38.000000,-40.000000,0.843562297,48.332559,41.859850,CUBIC_HERMITE,0,0,0,none,mission
170,37.30381553,127.90710609,-37.830367,-39.818046,0.820428057,47.007065,42.108612,STRAIGHT,0,0,0,none,mission
171,37.30381716,127.90710800,-37.660734,-39.636092,0.820428057,47.007065,42.357375,STRAIGHT,0,0,0,none,mission
172,37.30381880,127.90710992,-37.491101,-39.454138,0.820428057,47.007065,42.606137,STRAIGHT,0,0,0,none,mission
173,37.30382044,127.90711183,-37.321468,-39.272183,0.820428057,47.007065,42.854899,STRAIGHT,0,0,0,none,mission
174,37.30382208,127.90711374,-37.151835,-39.090229,0.820428057,47.007065,43.103661,STRAIGHT,0,0,0,none,mission
175,37.30382372,127.90711566,-36.982202,-38.908275,0.820428057,47.007065,43.352424,STRAIGHT,0,0,0,none,mission
176,37.30382536,127.90711757,-36.812569,-38.726321,0.820428057,47.007065,43.601186,STRAIGHT,0,0,0,none,mission
177,37.30382700,127.90711948,-36.642936,-38.544367,0.820428057,47.007065,43.849948,STRAIGHT,0,0,0,none,mission
178,37.30382864,127.90712140,-36.473303,-38.362413,0.820428057,47.007065,44.098710,STRAIGHT,0,0,0,none,mission
179,37.30383028,127.90712331,-36.303670,-38.180459,0.820428057,47.007065,44.347473,STRAIGHT,0,0,0,none,mission
180,37.30383192,127.90712522,-36.134037,-37.998505,0.820428057,47.007065,44.596235,STRAIGHT,0,0,0,none,mission
181,37.30383356,127.90712714,-35.964404,-37.816550,0.820428057,47.007065,44.844997,STRAIGHT,0,0,0,none,mission
182,37.30383520,127.90712905,-35.794771,-37.634596,0.820428057,47.007065,45.093760,STRAIGHT,0,0,0,none,mission
183,37.30383684,127.90713096,-35.625138,-37.452642,0.820428057,47.007065,45.342522,STRAIGHT,0,0,0,none,mission
184,37.30383848,127.90713288,-35.455505,-37.270688,0.820428057,47.007065,45.591284,STRAIGHT,0,0,0,none,mission
185,37.30384012,127.90713479,-35.285872,-37.088734,0.820428057,47.007065,45.840046,STRAIGHT,0,0,0,none,mission
186,37.30384176,127.90713670,-35.116239,-36.906780,0.820428057,47.007065,46.088809,STRAIGHT,0,0,0,none,mission
187,37.30384340,127.90713862,-34.946606,-36.724826,0.820428057,47.007065,46.337571,STRAIGHT,0,0,0,none,mission
188,37.30384504,127.90714053,-34.776972,-36.542872,0.820428057,47.007065,46.586333,STRAIGHT,0,0,0,none,mission
189,37.30384668,127.90714244,-34.607339,-36.360917,0.820428057,47.007065,46.835096,STRAIGHT,0,0,0,none,mission
190,37.30384831,127.90714436,-34.437706,-36.178963,0.820428057,47.007065,47.083858,STRAIGHT,0,0,0,none,mission
191,37.30384995,127.90714627,-34.268073,-35.997009,0.820428057,47.007065,47.332620,STRAIGHT,0,0,0,none,mission
192,37.30385159,127.90714818,-34.098440,-35.815055,0.820428057,47.007065,47.581382,STRAIGHT,0,0,0,none,mission
193,37.30385323,127.90715010,-33.928807,-35.633101,0.820428057,47.007065,47.830145,STRAIGHT,0,0,0,none,mission
194,37.30385487,127.90715201,-33.759174,-35.451147,0.820428057,47.007065,48.078907,STRAIGHT,0,0,0,none,mission
195,37.30385651,127.90715392,-33.589541,-35.269193,0.820428057,47.007065,48.327669,STRAIGHT,0,0,0,none,mission
196,37.30385815,127.90715584,-33.419908,-35.087239,0.820428057,47.007065,48.576431,STRAIGHT,0,0,0,none,mission
197,37.30385979,127.90715775,-33.250275,-34.905284,0.820428057,47.007065,48.825194,STRAIGHT,0,0,0,none,mission
198,37.30386143,127.90715966,-33.080642,-34.723330,0.820428057,47.007065,49.073956,STRAIGHT,0,0,0,none,mission
199,37.30386307,127.90716158,-32.911009,-34.541376,0.820428057,47.007065,49.322718,STRAIGHT,0,0,0,none,mission
200,37.30386471,127.90716349,-32.741376,-34.359422,0.820428057,47.007065,49.571481,STRAIGHT,0,0,0,none,mission
201,37.30386635,127.90716540,-32.571743,-34.177468,0.820428057,47.007065,49.820243,STRAIGHT,0,0,0,none,mission
202,37.30386799,127.90716732,-32.402110,-33.995514,0.820428057,47.007065,50.069005,STRAIGHT,0,0,0,none,mission
203,37.30386963,127.90716923,-32.232477,-33.813560,0.820428057,47.007065,50.317767,STRAIGHT,0,0,0,none,mission
204,37.30387127,127.90717114,-32.062844,-33.631606,0.820428057,47.007065,50.566530,STRAIGHT,0,0,0,none,mission
205,37.30387291,127.90717306,-31.893211,-33.449651,0.820428057,47.007065,50.815292,STRAIGHT,0,0,0,none,mission
206,37.30387455,127.90717497,-31.723578,-33.267697,0.820428057,47.007065,51.064054,STRAIGHT,0,0,0,none,mission
207,37.30387619,127.90717689,-31.553945,-33.085743,0.820428057,47.007065,51.312816,STRAIGHT,0,0,0,none,mission
208,37.30387783,127.90717880,-31.384312,-32.903789,0.820428057,47.007065,51.561579,STRAIGHT,0,0,0,none,mission
209,37.30387946,127.90718071,-31.214679,-32.721835,0.820428057,47.007065,51.810341,STRAIGHT,0,0,0,none,mission
210,37.30388110,127.90718263,-31.045046,-32.539881,0.820428057,47.007065,52.059103,STRAIGHT,0,0,0,none,mission
211,37.30388274,127.90718454,-30.875413,-32.357927,0.820428057,47.007065,52.307866,STRAIGHT,0,0,0,none,mission
212,37.30388438,127.90718645,-30.705780,-32.175972,0.820428057,47.007065,52.556628,STRAIGHT,0,0,0,none,mission
213,37.30388602,127.90718837,-30.536147,-31.994018,0.820428057,47.007065,52.805390,STRAIGHT,0,0,0,none,mission
214,37.30388766,127.90719028,-30.366514,-31.812064,0.820428057,47.007065,53.054152,STRAIGHT,0,0,0,none,mission
215,37.30388930,127.90719219,-30.196881,-31.630110,0.820428057,47.007065,53.302915,STRAIGHT,0,0,0,none,mission
216,37.30389094,127.90719411,-30.027248,-31.448156,0.820428057,47.007065,53.551677,STRAIGHT,0,0,0,none,mission
217,37.30389258,127.90719602,-29.857615,-31.266202,0.820428057,47.007065,53.800439,STRAIGHT,0,0,0,none,mission
218,37.30389422,127.90719793,-29.687982,-31.084248,0.820428057,47.007065,54.049201,STRAIGHT,0,0,0,none,mission
219,37.30389586,127.90719985,-29.518349,-30.902294,0.820428057,47.007065,54.297964,STRAIGHT,0,0,0,none,mission
220,37.30389750,127.90720176,-29.348716,-30.720339,0.820428057,47.007065,54.546726,STRAIGHT,0,0,0,none,mission
221,37.30389914,127.90720367,-29.179083,-30.538385,0.820428057,47.007065,54.795488,STRAIGHT,0,0,0,none,mission
222,37.30390078,127.90720559,-29.009450,-30.356431,0.820428057,47.007065,55.044251,STRAIGHT,0,0,0,none,mission
