tick,event_time_ns,monotonic_ns,vehicle_speed,vehicle_speed_valid,external_stop,autonomous_enabled,lane_confidence,gps_valid,lidar_valid,avoid_updated,avoid_maneuver_done,avoid_path_n,avoid_generation,avoid_age_s,avoid_timeout_s,obstacle,avoidable,ttc,auto_estop,estop,parking_valid,parking_wall_complete,parking_ready,parking_search,parking_request_id,traffic_fail_safe,avoid_x,avoid_y,avoid_yaw,avoid_k,gps_x,gps_y,gps_heading_valid,rear_clear,red,green,traffic_stop_required
33,1789387384857786298,40283910326575,-1.589778139e-15,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1789387384867787980,40283920328252,-1.589778139e-15,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1789387384878484835,40283931025108,-1.589778139e-15,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1789387384887787271,40283940327546,-1.589778139e-15,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1789387384897787824,40283950328099,-1.589778139e-15,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1789387384907785772,40283960326046,-1.589778139e-15,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1789387384917786211,40283970326478,-1.589778139e-15,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1789387384927783177,40283980323443,-1.589778139e-15,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1789387384937786307,40283990326577,-1.589778139e-15,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1789387384948481655,40284001021939,-1.589778139e-15,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1789387384957786218,40284010326490,-1.589778139e-15,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1789387384967787858,40284020328133,-1.589778139e-15,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1789387384980721591,40284033261867,-1.589778139e-15,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1789387384987787948,40284040328222,-1.589778139e-15,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1789387384997782234,40284050322510,-1.589778139e-15,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1789387385007793132,40284060333409,-1.589778139e-15,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1789387385017806820,40284070347078,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
50,1789387385027923978,40284080464241,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
51,1789387385038994268,40284091534543,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
52,1789387385064870018,40284117410291,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
53,1789387385065658544,40284118198816,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
54,1789387385069109637,40284121649910,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
55,1789387385077795529,40284130335803,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
56,1789387385087747402,40284140287678,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
57,1789387385097794417,40284150334690,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
58,1789387385107795103,40284160335378,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
59,1789387385117793669,40284170333935,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
60,1789387385130261741,40284182802014,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
61,1789387385137794811,40284190335085,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
62,1789387385147794682,40284200334954,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
63,1789387385157793962,40284210334239,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
64,1789387385167830404,40284220370677,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
65,1789387385177796634,40284230336913,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
66,1789387385187814181,40284240354452,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
67,1789387385197807353,40284250347616,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
68,1789387385207811779,40284260352042,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
69,1789387385218888861,40284271429138,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
70,1789387385228255999,40284280796262,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
71,1789387385238967866,40284291508140,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
72,1789387385247961183,40284300501431,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
73,1789387385257799219,40284310339496,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
74,1789387385267967846,40284320508117,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
75,1789387385277796487,40284330336762,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
76,1789387385287799758,40284340340034,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
77,1789387385297795928,40284350336204,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
78,1789387385308373178,40284360913441,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
79,1789387385317851388,40284370391653,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
80,1789387385327807974,40284380348235,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
81,1789387385337817105,40284390357355,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
82,1789387385347790166,40284400330440,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
83,1789387385357790860,40284410331132,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
84,1789387385367788504,40284420328775,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
85,1789387385377798721,40284430338996,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
86,1789387385387784519,40284440324789,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
87,1789387385397808043,40284450348297,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
88,1789387385407959836,40284460500106,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
89,1789387385417813122,40284470353387,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
90,1789387385427814309,40284480354575,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
91,1789387385437950521,40284490490661,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
92,1789387385447954483,40284500494758,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
93,1789387385457802268,40284510342527,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
94,1789387385467812046,40284520352291,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
95,1789387385477800455,40284530340703,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
96,1789387385487970792,40284540511055,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
97,1789387385497808396,40284550348667,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
98,1789387385507809459,40284560349713,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
99,1789387385517807356,40284570347606,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
100,1789387385527818632,40284580358898,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
101,1789387385537957124,40284590497399,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
102,1789387385547793970,40284600334247,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
103,1789387385557795455,40284610335729,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
104,1789387385567799908,40284620340172,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
105,1789387385577814003,40284630354266,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
106,1789387385587801798,40284640342064,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
107,1789387385597806120,40284650346379,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
108,1789387385607806453,40284660346726,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
109,1789387385617838716,40284670378987,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
110,1789387385627800645,40284680340906,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
111,1789387385637803520,40284690343772,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
112,1789387385647809034,40284700349302,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
113,1789387385657787454,40284710327729,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
114,1789387385667801428,40284720341702,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
115,1789387385677806648,40284730346915,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
116,1789387385687803683,40284740343943,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
117,1789387385697925223,40284750465497,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
118,1789387385707796702,40284760336964,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
119,1789387385717820565,40284770360836,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
120,1789387385727808322,40284780348592,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
121,1789387385737816481,40284790356730,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
122,1789387385747805789,40284800346056,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
123,1789387385757807843,40284810348095,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
124,1789387385767844793,40284820385066,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
125,1789387385777807968,40284830348208,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
126,1789387385787906672,40284840446948,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
127,1789387385797808946,40284850349214,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.731050666,0,0,0,0,0
128,1789387385807804608,40284860344881,-1.589778139e-15,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,1.937126003,2.712497333,0,0,0,0,0
