tick,time,v_ref,top,navigation,avoidance,safety,mission,source,x,y,position_valid
1661,1789654115.634114981,0.500000000,1,0,0,0,0,0,-5.324637869,-6.360082667,1
1662,1789654115.644179344,0.500000000,1,0,0,0,0,0,-5.324637869,-6.360082667,1
1663,1789654115.654146194,0.500000000,1,0,0,0,0,0,-5.324637869,-6.360082667,1
1664,1789654115.664125443,0.500000000,1,0,0,0,0,0,-5.324637869,-6.360082667,1
1665,1789654115.674104691,0.500000000,1,0,0,0,0,0,-5.383669331,-6.397189333,1
1666,1789654115.684140205,0.500000000,1,0,0,0,0,0,-5.383669331,-6.397189333,1
1667,1789654115.694113255,0.500000000,1,0,0,0,0,0,-5.383669331,-6.397189333,1
1668,1789654115.704124689,0.500000000,1,0,0,0,0,0,-5.383669331,-6.397189333,1
1669,1789654115.714157581,0.500000000,1,0,0,0,0,0,-5.383669331,-6.397189333,1
1670,1789654115.724167585,0.500000000,1,0,0,0,0,0,-5.383669331,-6.397189333,1
1671,1789654115.734122276,0.500000000,1,0,0,0,0,0,-5.383669331,-6.397189333,1
1672,1789654115.744132280,0.500000000,1,0,0,0,0,0,-5.383669331,-6.397189333,1
1673,1789654115.754127264,0.500000000,1,0,0,0,0,0,-5.383669331,-6.397189333,1
1674,1789654115.764127731,0.500000000,1,0,0,0,0,0,-5.383669331,-6.397189333,1
1675,1789654115.774109364,0.500000000,1,0,0,0,0,0,-5.427942927,-6.434296000,1
1676,1789654115.784131289,0.500000000,1,0,0,0,0,0,-5.427942927,-6.434296000,1
1677,1789654115.794111967,0.500000000,1,0,0,0,0,0,-5.427942927,-6.434296000,1
1678,1789654115.804128170,0.500000000,1,0,0,0,0,0,-5.427942927,-6.434296000,1
1679,1789654115.814175844,0.500000000,1,0,0,0,0,0,-5.427942927,-6.434296000,1
1680,1789654115.824171543,0.500000000,1,0,0,0,0,0,-5.427942927,-6.434296000,1
1681,1789654115.834115744,0.500000000,1,0,0,0,0,0,-5.427942927,-6.434296000,1
1682,1789654115.844141006,0.500000000,1,0,0,0,0,0,-5.427942927,-6.434296000,1
1683,1789654115.854182720,0.500000000,1,0,0,0,0,0,-5.427942927,-6.434296000,1
1684,1789654115.864172459,0.500000000,1,0,0,0,0,0,-5.427942927,-6.434296000,1
1685,1789654115.874127388,0.500000000,1,0,0,0,0,0,-5.472216523,-6.471402667,1
1686,1789654115.884164333,0.500000000,1,0,0,0,0,0,-5.472216523,-6.471402667,1
1687,1789654115.894145250,0.500000000,1,0,0,0,0,0,-5.472216523,-6.471402667,1
1688,1789654115.904138088,0.500000000,1,0,0,0,0,0,-5.472216523,-6.471402667,1
1689,1789654115.914199114,0.500000000,1,0,0,0,0,0,-5.472216523,-6.471402667,1
1690,1789654115.924169540,0.500000000,1,0,0,0,0,0,-5.472216523,-6.471402667,1
1691,1789654115.934130192,0.500000000,1,0,0,0,0,0,-5.472216523,-6.471402667,1
1692,1789654115.944137812,0.500000000,1,0,0,0,0,0,-5.472216523,-6.471402667,1
1693,1789654115.954133749,0.500000000,1,0,0,0,0,0,-5.472216523,-6.471402667,1
1694,1789654115.964156628,0.500000000,1,0,0,0,0,0,-5.472216523,-6.471402667,1
1695,1789654115.974135399,0.500000000,1,0,0,0,0,0,-5.472216523,-6.471402667,1
1696,1789654115.984118938,0.500000000,1,0,0,0,0,0,-5.472216523,-6.471402667,1
1697,1789654115.994146585,0.500000000,1,0,0,0,0,0,-5.472216523,-6.471402667,1
1698,1789654116.004135609,0.500000000,1,0,0,0,0,0,-5.472216523,-6.471402667,1
1699,1789654116.014160156,0.500000000,1,0,0,0,0,0,-5.472216523,-6.471402667,1
1700,1789654116.024180651,0.500000000,1,0,0,0,0,0,-5.472216523,-6.471402667,1
1701,1789654116.034133196,0.500000000,1,0,0,0,0,0,-5.472216523,-6.471402667,1
1702,1789654116.044223070,0.500000000,1,0,0,0,0,0,-5.472216523,-6.471402667,1
1703,1789654116.054144144,0.500000000,1,0,0,0,0,0,-5.472216523,-6.471402667,1
1704,1789654116.064126253,0.500000000,1,0,0,0,0,0,-5.472216523,-6.471402667,1
1705,1789654116.074118614,0.500000000,1,0,0,0,0,0,-5.516490120,-6.508509333,1
1706,1789654116.084135056,0.500000000,1,0,0,0,0,0,-5.516490120,-6.508509333,1
1707,1789654116.094115257,0.500000000,1,0,0,0,0,0,-5.516490120,-6.508509333,1
1708,1789654116.104108095,0.500000000,1,0,0,0,0,0,-5.516490120,-6.508509333,1
1709,1789654116.114160299,0.500000000,1,0,0,0,0,0,-5.516490120,-6.508509333,1
1710,1789654116.124123573,0.500000000,1,0,0,0,0,0,-5.516490120,-6.508509333,1
1711,1789654116.134105444,0.500000000,1,0,0,0,0,0,-5.516490120,-6.508509333,1
1712,1789654116.144157648,0.500000000,1,0,0,0,0,0,-5.516490120,-6.508509333,1
1713,1789654116.154126644,0.500000000,1,0,0,0,0,0,-5.516490120,-6.508509333,1
1714,1789654116.164120436,0.500000000,1,0,0,0,0,0,-5.516490120,-6.508509333,1
1715,1789654116.174112082,0.500000000,1,0,0,0,0,0,-5.546005851,-6.545616000,1
1716,1789654116.184118509,0.500000000,1,0,0,0,0,0,-5.546005851,-6.545616000,1
1717,1789654116.194163799,0.500000000,1,0,0,0,0,0,-5.546005851,-6.545616000,1
1718,1789654116.204144955,0.500000000,1,0,0,0,0,0,-5.546005851,-6.545616000,1
1719,1789654116.214192390,0.500000000,1,0,0,0,0,0,-5.546005851,-6.545616000,1
1720,1789654116.224185944,0.500000000,1,0,0,0,0,0,-5.546005851,-6.545616000,1
1721,1789654116.234127760,0.500000000,1,0,0,0,0,0,-5.546005851,-6.545616000,1
1722,1789654116.244179726,0.500000000,1,0,0,0,0,0,-5.546005851,-6.545616000,1
1723,1789654116.254137754,0.500000000,1,0,0,0,0,0,-5.546005851,-6.545616000,1
1724,1789654116.264140129,0.500000000,1,0,0,0,0,0,-5.546005851,-6.545616000,1
1725,1789654116.274164915,0.500000000,1,0,0,0,0,0,-5.605037312,-6.601276000,1
1726,1789654116.284171581,0.500000000,1,0,0,0,0,0,-5.605037312,-6.601276000,1
1727,1789654116.294127464,0.500000000,1,0,0,0,0,0,-5.605037312,-6.601276000,1
1728,1789654116.304129362,0.500000000,1,0,0,0,0,0,-5.605037312,-6.601276000,1
1729,1789654116.314223766,0.500000000,1,0,0,0,0,0,-5.605037312,-6.601276000,1
1730,1789654116.324179888,0.500000000,1,0,0,0,0,0,-5.605037312,-6.601276000,1
1731,1789654116.334134340,0.500000000,1,0,0,0,0,0,-5.605037312,-6.601276000,1
1732,1789654116.344266891,0.500000000,1,0,0,0,0,0,-5.605037312,-6.601276000,1
1733,1789654116.354165316,0.500000000,1,0,0,0,0,0,-5.605037312,-6.601276000,1
1734,1789654116.364169121,0.500000000,1,0,0,0,0,0,-5.605037312,-6.601276000,1
1735,1789654116.374135256,0.500000000,1,0,0,0,0,0,-5.605037312,-6.601276000,1
1736,1789654116.384160280,0.500000000,1,0,0,0,0,0,-5.605037312,-6.601276000,1
1737,1789654116.394186497,0.500000000,1,0,0,0,0,0,-5.605037312,-6.601276000,1
1738,1789654116.404165983,0.500000000,1,0,0,0,0,0,-5.605037312,-6.601276000,1
1739,1789654116.414231539,0.500000000,1,0,0,0,0,0,-5.605037312,-6.601276000,1
1740,1789654116.424167156,0.500000000,1,0,0,0,0,0,-5.605037312,-6.601276000,1
1741,1789654116.434144497,0.500000000,1,0,0,0,0,0,-5.605037312,-6.601276000,1
1742,1789654116.444201231,0.500000000,1,0,0,0,0,0,-5.605037312,-6.601276000,1
1743,1789654116.454117537,0.500000000,1,0,0,0,0,0,-5.605037312,-6.601276000,1
1744,1789654116.464155436,0.500000000,1,0,0,0,0,0,-5.605037312,-6.601276000,1
1745,1789654116.474103689,0.500000000,1,0,0,0,0,0,-5.664068774,-6.619829333,1
1746,1789654116.484108448,0.500000000,1,0,0,0,0,0,-5.664068774,-6.619829333,1
1747,1789654116.494123697,0.500000000,1,0,0,0,0,0,-5.664068774,-6.619829333,1
1748,1789654116.504190207,0.500000000,1,0,0,0,0,0,-5.664068774,-6.619829333,1
1749,1789654116.514161110,0.500000000,1,0,0,0,0,0,-5.664068774,-6.619829333,1
1750,1789654116.524182320,0.500000000,1,0,0,0,0,0,-5.664068774,-6.619829333,1
1751,1789654116.534135342,0.500000000,1,0,0,0,0,0,-5.664068774,-6.619829333,1
1752,1789654116.544198036,0.500000000,1,0,0,0,0,0,-5.664068774,-6.619829333,1
1753,1789654116.554163218,0.500000000,1,0,0,0,0,0,-5.664068774,-6.619829333,1
1754,1789654116.564173460,0.500000000,1,0,0,0,0,0,-5.664068774,-6.619829333,1
1755,1789654116.574125528,0.500000000,1,0,0,0,0,0,-5.708342372,-6.675489334,1
1756,1789654116.584133625,0.500000000,1,0,0,0,0,0,-5.708342372,-6.675489334,1
1757,1789654116.594138861,0.500000000,1,0,0,0,0,0,-5.708342372,-6.675489334,1
1758,1789654116.604171753,0.500000000,1,0,0,0,0,0,-5.708342372,-6.675489334,1
1759,1789654116.614169598,0.500000000,1,0,0,0,0,0,-5.708342372,-6.675489334,1
1760,1789654116.624200821,0.500000000,1,0,0,0,0,0,-5.708342372,-6.675489334,1
1761,1789654116.634147167,0.500000000,1,0,0,0,0,0,-5.708342372,-6.675489334,1
1762,1789654116.644128323,0.500000000,1,0,0,0,0,0,-5.708342372,-6.675489334,1
1763,1789654116.654170990,0.500000000,1,0,0,0,0,0,-5.708342372,-6.675489334,1
1764,1789654116.664129972,0.500000000,1,0,0,0,0,0,-5.708342372,-6.675489334,1
1765,1789654116.674157143,0.500000000,1,0,0,0,0,0,-5.752615968,-6.712596000,1
1766,1789654116.684159517,0.500000000,1,0,0,0,0,0,-5.752615968,-6.712596000,1
1767,1789654116.694126606,0.500000000,1,0,0,0,0,0,-5.752615968,-6.712596000,1
1768,1789654116.704160213,0.500000000,1,0,0,0,0,0,-5.752615968,-6.712596000,1
1769,1789654116.714127064,0.500000000,1,0,0,0,0,0,-5.752615968,-6.712596000,1
1770,1789654116.724174738,0.500000000,1,0,0,0,0,0,-5.752615968,-6.712596000,1
1771,1789654116.734156609,0.500000000,1,0,0,0,0,0,-5.752615968,-6.712596000,1
1772,1789654116.744163990,0.500000000,1,0,0,0,0,0,-5.752615968,-6.712596000,1
1773,1789654116.754164219,0.500000000,1,0,0,0,0,0,-5.752615968,-6.712596000,1
1774,1789654116.764161110,0.500000000,1,0,0,0,0,0,-5.752615968,-6.712596000,1
1775,1789654116.774156332,0.000000000,1,1,0,0,1,1,-5.811647430,-6.749702667,1
1776,1789654116.784159184,0.000000000,1,1,0,0,1,1,-5.811647430,-6.749702667,1
1777,1789654116.794155598,0.000000000,1,1,0,0,1,1,-5.811647430,-6.749702667,1
1778,1789654116.804164171,0.000000000,1,1,0,0,1,1,-5.811647430,-6.749702667,1
1779,1789654116.814176321,0.000000000,1,1,0,0,1,1,-5.811647430,-6.749702667,1
1780,1789654116.824165821,0.000000000,1,1,0,0,1,1,-5.811647430,-6.749702667,1
1781,1789654116.834145784,0.000000000,1,1,0,0,1,1,-5.811647430,-6.749702667,1
1782,1789654116.844171286,0.000000000,1,1,0,0,1,1,-5.811647430,-6.749702667,1
1783,1789654116.854172945,0.000000000,1,1,0,0,1,1,-5.811647430,-6.749702667,1
1784,1789654116.864139080,0.000000000,1,1,0,0,1,1,-5.811647430,-6.749702667,1
1785,1789654116.874114752,0.000000000,1,1,0,0,1,1,-5.811647430,-6.749702667,1
1786,1789654116.884160280,0.000000000,1,1,0,0,1,1,-5.811647430,-6.749702667,1
1787,1789654116.894179821,0.000000000,1,1,0,0,1,1,-5.811647430,-6.749702667,1
1788,1789654116.904156685,0.000000000,1,1,0,0,1,1,-5.811647430,-6.749702667,1
1789,1789654116.914147854,0.000000000,1,1,0,0,1,1,-5.811647430,-6.749702667,1
1790,1789654116.924128294,0.000000000,1,1,0,0,1,1,-5.811647430,-6.749702667,1
1791,1789654116.934169769,0.000000000,1,1,0,0,1,1,-5.811647430,-6.749702667,1
1792,1789654116.944226265,0.000000000,1,1,0,0,1,1,-5.811647430,-6.749702667,1
1793,1789654116.954172134,0.000000000,1,1,0,0,1,1,-5.811647430,-6.749702667,1
1794,1789654116.964212656,0.000000000,1,1,0,0,1,1,-5.811647430,-6.749702667,1
1795,1789654116.974126101,0.000000000,1,1,0,0,1,1,-5.841163161,-6.768256000,1
1796,1789654116.984123945,0.000000000,1,1,0,0,1,1,-5.841163161,-6.768256000,1
1797,1789654116.994144201,0.000000000,1,1,0,0,1,1,-5.841163161,-6.768256000,1
1798,1789654117.004121304,0.000000000,1,1,0,0,1,1,-5.841163161,-6.768256000,1
1799,1789654117.014143467,0.000000000,1,1,0,0,1,1,-5.841163161,-6.768256000,1
1800,1789654117.024135113,0.000000000,1,1,0,0,1,1,-5.841163161,-6.768256000,1
1801,1789654117.034132957,0.000000000,1,1,0,0,1,1,-5.841163161,-6.768256000,1
1802,1789654117.044183254,0.000000000,1,1,0,0,1,1,-5.841163161,-6.768256000,1
1803,1789654117.054179430,0.000000000,1,1,0,0,1,1,-5.841163161,-6.768256000,1
1804,1789654117.064172029,0.000000000,1,1,0,0,1,1,-5.841163161,-6.768256000,1
1805,1789654117.074122906,0.000000000,1,1,0,0,1,1,-5.841163161,-6.768256000,1
1806,1789654117.084186316,0.000000000,1,1,0,0,1,1,-5.841163161,-6.768256000,1
1807,1789654117.094174147,0.000000000,1,1,0,0,1,1,-5.841163161,-6.768256000,1
1808,1789654117.104136467,0.000000000,1,1,0,0,1,1,-5.841163161,-6.768256000,1
1809,1789654117.114173651,0.000000000,1,1,0,0,1,1,-5.841163161,-6.768256000,1
1810,1789654117.124115705,0.000000000,1,1,0,0,1,1,-5.841163161,-6.768256000,1
1811,1789654117.134169579,0.000000000,1,1,0,0,1,1,-5.841163161,-6.768256000,1
1812,1789654117.144273758,0.000000000,1,1,0,0,1,1,-5.841163161,-6.768256000,1
1813,1789654117.154173851,0.000000000,1,1,0,0,1,1,-5.841163161,-6.768256000,1
1814,1789654117.164134979,0.000000000,1,1,0,0,1,1,-5.841163161,-6.768256000,1
1815,1789654117.174127579,0.000000000,1,1,0,0,1,1,-5.944468219,-6.823916000,1
1816,1789654117.184164047,0.000000000,1,1,0,0,1,1,-5.944468219,-6.823916000,1
1817,1789654117.194145441,0.000000000,1,1,0,0,1,1,-5.944468219,-6.823916000,1
1818,1789654117.204141140,0.000000000,1,1,0,0,1,1,-5.944468219,-6.823916000,1
1819,1789654117.214183331,0.000000000,1,1,0,0,1,1,-5.944468219,-6.823916000,1
1820,1789654117.224122524,0.000000000,1,1,0,0,1,1,-5.944468219,-6.823916000,1
1821,1789654117.234164238,0.000000000,1,1,0,0,1,1,-5.944468219,-6.823916000,1
1822,1789654117.244143248,0.000000000,1,1,0,0,1,1,-5.944468219,-6.823916000,1
1823,1789654117.254194498,0.000000000,1,1,0,0,1,1,-5.944468219,-6.823916000,1
1824,1789654117.264160395,0.000000000,1,1,0,0,1,1,-5.944468219,-6.823916000,1
1825,1789654117.274117708,0.000000000,1,1,0,0,1,1,-5.973983950,-6.842469333,1
1826,1789654117.284193516,0.000000000,1,1,0,0,1,1,-5.973983950,-6.842469333,1
1827,1789654117.294168234,0.000000000,1,1,0,0,1,1,-5.973983950,-6.842469333,1
1828,1789654117.304193735,0.000000000,1,1,0,0,1,1,-5.973983950,-6.842469333,1
1829,1789654117.314172268,0.000000000,1,1,0,0,1,1,-5.973983950,-6.842469333,1
1830,1789654117.324169874,0.000000000,1,1,0,0,1,1,-5.973983950,-6.842469333,1
1831,1789654117.334160805,0.000000000,1,1,0,0,1,1,-5.973983950,-6.842469333,1
1832,1789654117.344254732,0.000000000,1,1,0,0,1,1,-5.973983950,-6.842469333,1
1833,1789654117.354136944,0.000000000,1,1,0,0,1,1,-5.973983950,-6.842469333,1
1834,1789654117.364135504,0.000000000,1,1,0,0,1,1,-5.973983950,-6.842469333,1
1835,1789654117.374122381,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1836,1789654117.384204149,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1837,1789654117.394128799,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1838,1789654117.404131651,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1839,1789654117.414196014,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1840,1789654117.424141407,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1841,1789654117.434164524,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1842,1789654117.444164515,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1843,1789654117.454115391,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1844,1789654117.464186430,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1845,1789654117.474104166,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1846,1789654117.484104633,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1847,1789654117.494120598,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1848,1789654117.504133463,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1849,1789654117.514135599,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1850,1789654117.524159670,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1851,1789654117.534115553,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1852,1789654117.544177771,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1853,1789654117.554116011,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1854,1789654117.564129591,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1855,1789654117.574110985,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1856,1789654117.584130526,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1857,1789654117.594132185,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1858,1789654117.604141235,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1859,1789654117.614185810,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1860,1789654117.624152422,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1861,1789654117.634109497,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1862,1789654117.644140959,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1863,1789654117.654159546,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1864,1789654117.664185286,0.000000000,1,1,0,0,1,1,-5.988741815,-6.861022666,1
1865,1789654117.674112797,0.000000000,1,1,0,0,1,1,-5.988741815,-6.879576000,1
1866,1789654117.684126377,0.000000000,1,1,0,0,1,1,-5.988741815,-6.879576000,1
1867,1789654117.694115877,0.000000000,1,1,0,0,1,1,-5.988741815,-6.879576000,1
1868,1789654117.704166889,0.000000000,1,1,0,0,1,1,-5.988741815,-6.879576000,1
1869,1789654117.714158297,0.000000000,1,1,0,0,1,1,-5.988741815,-6.879576000,1
1870,1789654117.724155664,0.000000000,1,1,0,0,1,1,-5.988741815,-6.879576000,1
1871,1789654117.734109402,0.000000000,1,1,0,0,1,1,-5.988741815,-6.879576000,1
1872,1789654117.744183779,0.000000000,1,1,0,0,1,1,-5.988741815,-6.879576000,1
1873,1789654117.754117727,0.000000000,1,1,0,0,1,1,-5.988741815,-6.879576000,1
1874,1789654117.764128923,0.000000000,1,1,0,0,1,1,-5.988741815,-6.879576000,1
1875,1789654117.774173498,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1876,1789654117.784127474,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1877,1789654117.794143677,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1878,1789654117.804126978,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1879,1789654117.814123869,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1880,1789654117.824208975,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1881,1789654117.834147930,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1882,1789654117.844180107,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1883,1789654117.854135752,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1884,1789654117.864148140,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1885,1789654117.874129772,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1886,1789654117.901519775,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1887,1789654117.901896000,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1888,1789654117.904127836,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1889,1789654117.914133549,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1890,1789654117.924121380,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1891,1789654117.934115648,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1892,1789654117.944153309,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1893,1789654117.954174757,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1894,1789654117.964106560,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1895,1789654117.974109650,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1896,1789654117.984137535,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1897,1789654117.994173765,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1898,1789654118.004161835,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1899,1789654118.014133453,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1900,1789654118.024063349,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1901,1789654118.034131050,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1902,1789654118.044194698,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1903,1789654118.054137945,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1904,1789654118.064159632,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1905,1789654118.074107170,0.000000000,1,1,0,0,1,1,-5.988741815,-6.879576000,1
1906,1789654118.084113598,0.000000000,1,1,0,0,1,1,-5.988741815,-6.879576000,1
1907,1789654118.094131708,0.000000000,1,1,0,0,1,1,-5.988741815,-6.879576000,1
1908,1789654118.104158878,0.000000000,1,1,0,0,1,1,-5.988741815,-6.879576000,1
1909,1789654118.114111185,0.000000000,1,1,0,0,1,1,-5.988741815,-6.879576000,1
1910,1789654118.124105930,0.000000000,1,1,0,0,1,1,-5.988741815,-6.879576000,1
1911,1789654118.134170771,0.000000000,1,1,0,0,1,1,-5.988741815,-6.879576000,1
1912,1789654118.144247532,0.000000000,1,1,0,0,1,1,-5.988741815,-6.879576000,1
1913,1789654118.154124498,0.000000000,1,1,0,0,1,1,-5.988741815,-6.879576000,1
1914,1789654118.164182425,0.000000000,1,1,0,0,1,1,-5.988741815,-6.879576000,1
1915,1789654118.174124241,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1916,1789654118.184138775,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1917,1789654118.194146633,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1918,1789654118.204141855,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1919,1789654118.214138508,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1920,1789654118.224167585,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1921,1789654118.234162092,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1922,1789654118.244133234,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1923,1789654118.254169226,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1924,1789654118.264144421,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1925,1789654118.274124861,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1926,1789654118.284209251,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1927,1789654118.294181347,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1928,1789654118.304131746,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1929,1789654118.314124346,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1930,1789654118.324178696,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1931,1789654118.334161997,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1932,1789654118.344168186,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1933,1789654118.354165077,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1934,1789654118.364127398,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1935,1789654118.374127150,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1936,1789654118.384156227,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1937,1789654118.394181490,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1938,1789654118.404129744,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1939,1789654118.414136171,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1940,1789654118.424119473,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1941,1789654118.434159517,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1942,1789654118.444214582,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1943,1789654118.454214096,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1944,1789654118.464184284,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1945,1789654118.474204063,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1946,1789654118.484205484,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1947,1789654118.494188070,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1948,1789654118.504127979,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1949,1789654118.514126301,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1950,1789654118.524122715,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1951,1789654118.534132481,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1952,1789654118.544251919,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1953,1789654118.554166317,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1954,1789654118.564140558,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1955,1789654118.574175596,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1956,1789654118.584166050,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1957,1789654118.594136000,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1958,1789654118.604185820,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1959,1789654118.614178658,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1960,1789654118.624165297,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1961,1789654118.634140730,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1962,1789654118.644240856,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
1963,1789654118.654161930,0.000000000,1,1,0,0,1,1,-6.003499681,-6.879576000,1
