start_s,end_s,state,map_x,map_y
0.0,7.9489359855651855,출발 대기,0.0,0.0
7.9489359855651855,14.259006023406982,GPS 주행,-3.12571591,-3.911042667
14.259006023406982,17.748987197875977,차선 주행,-4.527713132,-5.636502666
17.748987197875977,17.798996686935425,주차 제어,-5.81164743,-6.749702667
17.798996686935425,33.02897787094116,주차 선택 대기,-5.81164743,-6.749702667
33.02897787094116,39.60896182060242,주차 전진,-6.003499681,-6.861022666
39.60896182060242,41.108964681625366,후진 전환 대기,-7.995811522,-8.567929334
41.108964681625366,54.768998861312866,주차 후진,-8.261453101,-8.660696
54.768998861312866,104.67895674705505,ESTOP,-3.406115355,-6.452849333
