tick,event_time_ns,stopline_detected,stop_distance,red,green,vehicle_speed,vehicle_speed_valid
2444,1789335615736193202,0,-1,0,1,0.6788011789,1
2445,1789335615746177354,0,-1,0,1,0.6682881713,1
2446,1789335615756158037,0,-1,0,1,0.6571628451,1
2447,1789335615766155406,0,-1,0,1,0.6471349597,1
2448,1789335615776126489,0,-1,0,1,0.6367457509,1
2449,1789335615786148615,0,-1,0,1,0.6260645986,1
2450,1789335615796194669,0,-1,0,1,0.6153006554,1
2451,1789335615806136882,0,-1,0,1,0.6049121618,1
2452,1789335615816150659,0,-1,0,1,0.5942268968,1
2453,1789335615826135166,0,-1,0,1,0.5837346911,1
2454,1789335615836146285,0,-1,0,1,0.5728855133,1
2455,1789335615846174266,0,-1,0,1,0.5621486902,1
2456,1789335615856148687,0,-1,0,1,0.5512180328,1
2457,1789335615866146492,0,-1,0,1,0.5409135222,1
2458,1789335615876148405,0,-1,0,1,0.5303704739,1
2459,1789335615886309644,0,-1,0,1,0.5194221735,1
2460,1789335615896153905,0,-1,0,1,0.5084807873,1
2461,1789335615906140643,0,-1,0,1,0.4975209236,1
2462,1789335615916158680,0,-1,0,1,0.4872018099,1
2463,1789335615926144371,0,-1,0,1,0.4757551551,1
2464,1789335615936160253,0,-1,0,1,0.4646459818,1
2465,1789335615946139230,0,-1,0,1,0.453258723,1
2466,1789335615956151307,0,-1,0,1,0.4422452152,1
2467,1789335615966206872,0,-1,0,1,0.4314531684,1
2468,1789335615976170953,0,-1,0,1,0.4197672606,1
2469,1789335615986142391,0,-1,0,1,0.4083814621,1
2470,1789335615996185011,0,-1,0,1,0.3967968225,1
2471,1789335616006204277,0,-1,0,1,0.3853543401,1
2472,1789335616016149541,0,-1,0,1,0.374417007,1
2473,1789335616026210114,0,-1,0,1,0.3628024757,1
2474,1789335616036270444,0,-1,0,1,0.3513857722,1
2475,1789335616046190781,0,-1,0,1,0.3403542042,1
2476,1789335616056155923,0,-1,0,1,0.3289495707,1
2477,1789335616066138789,0,-1,0,1,0.3174599707,1
2478,1789335616076150628,0,-1,0,1,0.3064856231,1
2479,1789335616086147537,0,-1,0,1,0.295476079,1
2480,1789335616096148608,0,-1,0,1,0.2844119668,1
2481,1789335616106131950,0,-1,0,1,0.2734433115,1
2482,1789335616116201169,0,-1,0,1,0.2631370127,1
2483,1789335616126207491,0,-1,0,1,0.2527119517,1
2484,1789335616136143574,0,-1,0,1,0.2420403808,1
2485,1789335616146160069,0,-1,0,1,0.2320280969,1
2486,1789335616156161789,0,-1,0,1,0.2223688513,1
2487,1789335616166138411,0,-1,0,1,0.2124951035,1
2488,1789335616176146081,0,-1,0,1,0.2020747364,1
2489,1789335616186136044,0,-1,0,1,0.1925826818,1
2490,1789335616196155571,0,-1,0,1,0.1838627309,1
2491,1789335616206168211,0,-1,0,1,0.1748375446,1
2492,1789335616216189230,0,-1,0,1,0.1654556394,1
2493,1789335616226189743,0,-1,0,1,0.1567790806,1
2494,1789335616236121675,0,-1,0,1,0.1489644051,1
2495,1789335616246127679,0,-1,0,1,0.1411595792,1
2496,1789335616256172328,0,-1,0,1,0.1331278682,1
2497,1789335616266167200,0,-1,0,1,0.1252670139,1
2498,1789335616276148639,0,-1,0,1,0.1178053394,1
2499,1789335616286146256,0,-1,0,1,0.1108994558,1
2500,1789335616296146754,0,-1,0,1,0.104374364,1
2501,1789335616306147068,0,-1,0,1,0.09812349081,1
2502,1789335616316228713,0,-1,0,1,0.0918885991,1
2503,1789335616326215646,0,-1,0,1,0.08579209447,1
2504,1789335616336220231,0,-1,0,1,0.07991077006,1
2505,1789335616346179402,0,-1,0,1,0.07434125245,1
2506,1789335616356210756,0,-1,0,1,0.06913386285,1
2507,1789335616366176923,0,-1,0,1,0.06438572705,1
2508,1789335616376140660,0,-1,0,1,0.05973607674,1
2509,1789335616386140431,0,-1,0,1,0.05538595468,1
2510,1789335616396169922,0,-1,0,1,0.05113687739,1
2511,1789335616406223173,0,-1,0,1,0.0471197404,1
2512,1789335616416142193,0,-1,0,1,0.04313679039,1
2513,1789335616426221257,0,-1,0,1,0.03944409266,1
2514,1789335616436224725,0,-1,0,1,0.03597494215,1
2515,1789335616446182704,0,-1,0,1,0.0326239951,1
2516,1789335616456164979,0,-1,0,1,0.02941659465,1
2517,1789335616466161175,0,-1,0,1,0.02636446059,1
2518,1789335616476153170,0,-1,0,1,0.02383179404,1
2519,1789335616486141981,0,-1,0,1,0.02136684209,1
2520,1789335616496136182,0,-1,0,1,0.01880750991,1
2521,1789335616506134180,0,-1,0,1,0.01669150963,1
2522,1789335616516159170,0,-1,0,1,0.0148225762,1
2523,1789335616526171172,0,-1,0,1,0.01301496103,1
2524,1789335616536208018,0,-1,0,1,0.01127395127,1
2525,1789335616546190547,0,-1,0,1,0.009653215297,1
2526,1789335616556146623,0,-1,0,1,0.008415454067,1
2527,1789335616566152671,0,-1,0,1,0.00723240152,1
2528,1789335616576143145,0,-1,0,1,0.006070132367,1
2529,1789335616586144985,0,-1,0,1,0.005120758433,1
2530,1789335616596218637,0,-1,0,1,0.004208552185,1
2531,1789335616606160518,0,-1,0,1,0.003364774631,1
2532,1789335616616209118,0,-1,0,1,0.002737700241,1
2533,1789335616626176045,0,-1,0,1,0.002296006074,1
2534,1789335616636224614,0,-1,0,1,0.001947277342,1
2535,1789335616646176903,0,-1,0,1,0.001652815146,1
2536,1789335616656155935,0,-1,0,1,0.00135358132,1
2537,1789335616666133540,0,-1,0,1,0.001105377451,1
2538,1789335616677060722,0,-1,0,1,0.0008994932869,1
2539,1789335616686128169,0,-1,0,1,0.0007227485185,1
2540,1789335616696134119,0,-1,0,1,0.0005084074219,1
2541,1789335616706133675,0,-1,0,1,0.0003303636331,1
2542,1789335616716146525,0,-1,0,1,0.0001321135205,1
2543,1789335616726131163,0,-1,0,1,-2.736130591e-05,1
2544,1789335616736170946,0,-1,0,1,-0.0001677950058,1
2545,1789335616746129148,0,-1,0,1,-0.0003417240514,1
2546,1789335616756193434,0,-1,0,1,-0.0005224181223,1
2547,1789335616766153528,0,-1,0,1,-0.0007108703721,1
2548,1789335616776147345,0,-1,0,1,-0.0008586255717,1
2549,1789335616786138560,0,-1,0,1,-0.0009732149774,1
2550,1789335616796234327,0,-1,0,1,-0.001078281202,1
2551,1789335616806231452,0,-1,0,1,-0.001173855504,1
2552,1789335616816144090,0,-1,0,1,-0.001269429922,1
2553,1789335616826153682,0,-1,0,1,-0.001365004224,1
2554,1789335616836199909,0,-1,0,1,-0.001460578642,1
2555,1789335616846146690,0,-1,0,1,-0.001556152944,1
2556,1789335616856195490,0,-1,0,1,-0.001546887099,1
2557,1789335616866142182,0,-1,0,1,-0.001541814068,1
2558,1789335616876152643,0,-1,0,1,-0.001273944974,1
2559,1789335616886129681,0,-1,0,1,-0.0009099307936,1
2560,1789335616896132361,0,-1,0,1,-0.0003653969325,1
2561,1789335616906145535,0,-1,0,1,0.0004214321962,1
2562,1789335616916215843,0,-1,0,1,0.001138530555,1
2563,1789335616926156606,0,-1,0,1,0.001792572206,1
2564,1789335616936143563,0,-1,0,1,0.002454684582,1
2565,1789335616946137828,0,-1,0,1,0.003291156841,1
2566,1789335616956151754,0,-1,0,1,0.004462166689,1
2567,1789335616966139477,0,-1,0,1,0.005613133777,1
2568,1789335616976145889,0,-1,0,1,0.006944756489,1
2569,1789335616986137325,0,-1,0,1,0.008554955944,1
2570,1789335616996198509,0,-1,0,1,0.01054809242,1
2571,1789335617006195771,0,-1,0,1,0.0126005942,1
2572,1789335617016156282,0,-1,0,1,0.01475191023,1
2573,1789335617026201002,0,-1,0,1,0.0172398556,1
2574,1789335617036140919,0,-1,0,1,0.02005638182,1
2575,1789335617046175929,0,-1,0,1,0.02265718207,1
2576,1789335617056203196,0,-1,0,1,0.02572257072,1
2577,1789335617066141850,0,-1,0,1,0.02918487601,1
2578,1789335617076152160,0,-1,0,1,0.03258505836,1
2579,1789335617086153288,0,-1,0,1,0.03637405857,1
2580,1789335617096137531,0,-1,0,1,0.04036587477,1
2581,1789335617106131608,0,-1,0,1,0.04437063262,1
2582,1789335617116144006,0,-1,0,1,0.04880998656,1
2583,1789335617126234317,0,-1,0,1,0.05352046341,1
2584,1789335617136123533,0,-1,0,1,0.05856260285,1
2585,1789335617146349334,0,-1,0,1,0.06402732432,1
2586,1789335617156152648,0,-1,0,1,0.06985750049,1
2587,1789335617166141507,0,-1,0,1,0.07591523975,1
2588,1789335617176142282,0,-1,0,1,0.08205801994,1
2589,1789335617186141816,0,-1,0,1,0.08870525658,1
2590,1789335617196173095,0,-1,0,1,0.0951801911,1
2591,1789335617206161636,0,-1,0,1,0.1016613841,1
2592,1789335617216191226,0,-1,0,1,0.1088650972,1
2593,1789335617226206268,0,-1,0,1,0.1165634468,1
2594,1789335617236140654,0,-1,0,1,0.1242869124,1
2595,1789335617246195798,0,-1,0,1,0.1323625743,1
2596,1789335617256241685,0,-1,0,1,0.1403956115,1
2597,1789335617266176084,0,-1,0,1,0.1484253556,1
2598,1789335617276151875,0,-1,0,1,0.1568642408,1
2599,1789335617286127348,0,-1,0,1,0.1655550003,1
2600,1789335617296124853,0,-1,0,1,0.1743693501,1
2601,1789335617306125203,0,-1,0,1,0.1834352762,1
2602,1789335617316198655,0,-1,0,1,0.1924910396,1
2603,1789335617326196887,0,-1,0,1,0.2016801387,1
2604,1789335617336215467,0,-1,0,1,0.2108516842,1
2605,1789335617346154522,0,-1,0,1,0.2207402885,1
2606,1789335617356166763,0,-1,0,1,0.2301838696,1
2607,1789335617366171511,0,-1,0,1,0.2396743745,1
2608,1789335617376130934,0,-1,0,1,0.2499233782,1
2609,1789335617386146892,0,-1,0,1,0.260291189,1
2610,1789335617396162114,0,-1,0,1,0.2701724768,1
2611,1789335617406201238,0,-1,0,1,0.2805032432,1
2612,1789335617416236337,0,-1,0,1,0.2911656499,1
2613,1789335617426134875,0,-1,0,1,0.3014713526,1
2614,1789335617436209106,0,-1,0,1,0.3113358617,1
2615,1789335617446195403,0,-1,0,1,0.3218113482,1
2616,1789335617456146602,0,-1,0,1,0.3325544894,1
2617,1789335617466226457,0,-1,0,1,0.3427051008,1
2618,1789335617476133729,0,-1,0,1,0.3530839682,1
2619,1789335617486155213,0,-1,0,1,0.3635754585,1
2620,1789335617496127700,0,-1,0,1,0.3731969297,1
2621,1789335617506126989,0,-1,0,1,0.383358568,1
2622,1789335617516216300,0,-1,0,1,0.3938792646,1
2623,1789335617526154209,0,-1,0,1,0.4035738707,1
2624,1789335617536207780,0,-1,0,1,0.4141197205,1
2625,1789335617546140870,0,-1,0,1,0.4242664874,1
2626,1789335617556223259,0,-1,0,1,0.4338352084,1
2627,1789335617566187787,0,-1,0,1,0.4446343482,1
2628,1789335617576134853,0,-1,0,1,0.4550538361,1
2629,1789335617586144261,0,-1,0,1,0.4654340148,1
2630,1789335617596183685,0,-1,0,1,0.4754382372,1
2631,1789335617606193682,0,-1,0,1,0.485150069,1
2632,1789335617616137881,0,-1,0,1,0.4953495562,1
2633,1789335617626188544,0,-1,0,1,0.5056891441,1
2634,1789335617636217366,0,-1,0,1,0.5164718032,1
2635,1789335617646180326,0,-1,0,1,0.5263956189,1
2636,1789335617656145548,0,-1,0,1,0.536998868,1
2637,1789335617666191962,0,-1,0,1,0.5464057326,1
2638,1789335617676151987,0,-1,0,1,0.5566399693,1
2639,1789335617686136517,0,-1,0,1,0.5660617352,1
2640,1789335617696155017,0,-1,0,1,0.5767993927,1
2641,1789335617706151053,0,-1,0,1,0.5863796473,1
2642,1789335617716144786,0,-1,0,1,0.5955591202,1
2643,1789335617726140767,0,-1,0,1,0.6055629253,1
2644,1789335617736153721,0,-1,0,1,0.6158376932,1
2645,1789335617746177435,0,-1,0,1,0.6254543662,1
2646,1789335617756144835,0,-1,0,1,0.6343974471,1
2647,1789335617766143289,0,-1,0,1,0.6437518001,1
2648,1789335617776141843,0,-1,0,1,0.6536782384,1
2649,1789335617786140980,0,-1,0,1,0.6627403498,1
2650,1789335617796210588,0,-1,0,1,0.6730976701,1
2651,1789335617806143519,0,-1,0,1,0.6821966171,1
2652,1789335617816148164,0,-1,0,1,0.6916077733,1
2653,1789335617826176248,0,-1,0,1,0.7013849616,1
2654,1789335617836175253,0,-1,0,1,0.7102587223,1
2655,1789335617846142288,0,-1,0,1,0.7198688388,1
2656,1789335617856170164,0,-1,0,1,0.7300404906,1
2657,1789335617866137954,0,-1,0,1,0.7396438718,1
2658,1789335617876137763,0,-1,0,1,0.7483943105,1
2659,1789335617886125639,0,-1,0,1,0.7575680614,1
2660,1789335617896130958,0,-1,0,1,0.7671536803,1
2661,1789335617906131547,0,-1,0,1,0.776589334,1
2662,1789335617916140926,0,-1,0,1,0.7857977748,1
2663,1789335617926196537,0,-1,0,1,0.7953487635,1
2664,1789335617936188590,0,-1,0,1,0.8036637306,1
2665,1789335617946160605,0,-1,0,1,0.813410759,1
2666,1789335617956248737,0,-1,0,1,0.8219031096,1
2667,1789335617966157724,0,-1,0,1,0.8318946958,1
2668,1789335617976126203,0,-1,0,1,0.8409820199,1
2669,1789335617986127706,0,-1,0,1,0.8495619893,1
2670,1789335617996159526,0,-1,0,1,0.8588833213,1
2671,1789335618006165674,0,-1,0,1,0.8685051799,1
2672,1789335618016131839,0,-1,0,1,0.8774636388,1
2673,1789335618026143000,0,-1,0,1,0.8866519928,1
2674,1789335618036122681,0,-1,0,1,0.895559907,1
2675,1789335618046168090,0,-1,0,1,0.9046912193,1
2676,1789335618056191408,0,-1,0,1,0.9139419794,1
2677,1789335618066155771,0,-1,0,1,0.923437953,1
2678,1789335618076130562,0,-1,0,1,0.9324390292,1
2679,1789335618086122317,0,-1,0,1,0.9414703846,1
2680,1789335618096166916,0,-1,0,1,0.9507868886,1
2681,1789335618106139760,0,-1,0,1,0.9612674713,1
2682,1789335618116165816,0,-1,0,1,0.9692495465,1
2683,1789335618126230420,0,-1,0,1,0.9773462415,1
2684,1789335618136142677,0,-1,0,1,0.9868949652,1
2685,1789335618146138852,0,-1,0,1,0.9958203435,1
2686,1789335618156159981,0,-1,0,1,1.004580736,1
2687,1789335618166146447,0,-1,0,1,1.012876511,1
2688,1789335618176211970,0,-1,0,1,1.022263169,1
2689,1789335618186136221,0,-1,0,1,1.031960487,1
2690,1789335618196180743,0,-1,0,1,1.040789127,1
2691,1789335618206191535,0,-1,0,1,1.049656987,1
2692,1789335618216231100,0,-1,0,1,1.058946013,1
2693,1789335618226201871,0,-1,0,1,1.067478061,1
2694,1789335618236167925,0,-1,0,1,1.076920867,1
2695,1789335618246177368,0,-1,0,1,1.085242987,1
2696,1789335618256247803,0,-1,0,1,1.094407201,1
2697,1789335618266190962,0,-1,0,1,1.103836775,1
2698,1789335618276282449,0,-1,0,1,1.113033175,1
2699,1789335618286128099,0,-1,0,1,1.1226542,1
2700,1789335618296129787,0,-1,0,1,1.130282879,1
2701,1789335618306133747,0,-1,0,1,1.138942003,1
2702,1789335618316136545,0,-1,0,1,1.148456693,1
2703,1789335618326195306,0,-1,0,1,1.1574049,1
2704,1789335618336204270,0,-1,0,1,1.167674899,1
2705,1789335618346136812,0,-1,0,1,1.176675081,1
2706,1789335618356131689,0,-1,0,1,1.185182095,1
2707,1789335618366158784,0,-1,0,1,1.194599271,1
2708,1789335618376148762,0,-1,0,1,1.203068614,1
2709,1789335618386125919,0,-1,0,1,1.212160587,1
2710,1789335618396145030,0,-1,0,1,1.220798492,1
2711,1789335618406167080,0,-1,0,1,1.230115652,1
2712,1789335618416239945,0,-1,0,1,1.240206242,1
2713,1789335618426173260,0,-1,0,1,1.250328541,1
2714,1789335618436198864,0,-1,0,1,1.259662032,1
2715,1789335618446213124,0,-1,0,1,1.268387556,1
2716,1789335618456152742,0,-1,0,1,1.278016329,1
2717,1789335618466148319,0,-1,0,1,1.287206531,1
2718,1789335618476130231,0,-1,0,1,1.297256231,1
2719,1789335618486150878,0,-1,0,1,1.30587697,1
2720,1789335618496145066,0,-1,0,1,1.315371513,1
2721,1789335618506140701,0,-1,0,1,1.325306654,1
2722,1789335618516160551,0,-1,0,1,1.33431983,1
2723,1789335618526211640,0,-1,0,1,1.343579888,1
2724,1789335618536122828,0,-1,0,1,1.353105783,1
2725,1789335618546159241,0,-1,0,1,1.362555623,1
2726,1789335618556145004,0,-1,0,1,1.37199676,1
2727,1789335618566155233,0,-1,0,1,1.380978584,1
2728,1789335618576127141,0,-1,0,1,1.39008975,1
2729,1789335618586127467,0,-1,0,1,1.400836229,1
2730,1789335618596165838,0,-1,0,1,1.410513163,1
2731,1789335618606180251,0,-1,0,1,1.421002865,1
2732,1789335618616220333,0,-1,0,1,1.429899931,1
2733,1789335618626128041,0,-1,0,1,1.439438105,1
2734,1789335618636125988,0,-1,0,1,1.448401451,1
2735,1789335618646182983,0,-1,0,1,1.458021045,1
2736,1789335618656169162,0,-1,0,1,1.468063116,1
2737,1789335618666185633,0,-1,0,1,1.477821589,1
2738,1789335618676156111,0,-1,0,1,1.488044024,1
2739,1789335618686722533,0,-1,0,1,1.506489038,1
2740,1789335618696149499,0,-1,0,1,1.506489038,1
2741,1789335618706150039,0,-1,0,1,1.515241742,1
2742,1789335618716163130,0,-1,0,1,1.523535728,1
2743,1789335618726153748,0,-1,0,0,1.532808065,1
2744,1789335618736135869,0,-1,0,0,1.541060328,1
2745,1789335618746138006,0,-1,0,0,1.55035305,1
2746,1789335618756159855,0,-1,0,0,1.558489919,1
2747,1789335618766150324,0,-1,0,0,1.566637754,1
2748,1789335618776143469,0,-1,0,0,1.574682117,1
2749,1789335618786142021,0,-1,0,0,1.581956625,1
2750,1789335618796191159,0,-1,0,0,1.589745879,1
2751,1789335618806205421,0,-1,0,0,1.596957803,1
2752,1789335618816216616,0,-1,0,0,1.604667664,1
2753,1789335618826191029,0,-1,0,0,1.611720204,1
2754,1789335618836139488,0,-1,0,0,1.618259072,1
2755,1789335618846138220,0,-1,0,0,1.625480652,1
2756,1789335618856176141,0,-1,0,0,1.632276535,1
2757,1789335618866148072,0,-1,0,0,1.638367295,1
2758,1789335618876146343,0,-1,0,0,1.64484489,1
2759,1789335618886137050,0,-1,0,0,1.649439931,1
2760,1789335618896127686,0,-1,0,0,1.656010628,1
2761,1789335618906124587,0,-1,0,0,1.661115408,1
2762,1789335618916132794,0,-1,0,0,1.666682243,1
2763,1789335618926121593,0,-1,1,0,1.671569586,1
2764,1789335618936125653,0,-1,1,0,1.675731301,1
2765,1789335618946153575,0,-1,1,0,1.680230975,1
2766,1789335618956143317,0,-1,1,0,1.684409142,1
2767,1789335618966141732,0,-1,1,0,1.688515425,1
2768,1789335618976157314,0,-1,1,0,1.692237496,1
2769,1789335618986148753,0,-1,1,0,1.696438789,1
2770,1789335618996157022,0,-1,1,0,1.699818611,1
2771,1789335619006133815,0,-1,1,0,1.703228474,1
2772,1789335619016200130,0,-1,1,0,1.707001328,1
2773,1789335619026146068,0,-1,1,0,1.709040284,1
2774,1789335619036134548,0,-1,1,0,1.71227634,1
2775,1789335619046210286,0,-1,1,0,1.714762926,1
2776,1789335619056154538,0,-1,1,0,1.718006611,1
2777,1789335619066162421,0,-1,1,0,1.721060395,1
2778,1789335619076185510,0,-1,1,0,1.72333622,1
2779,1789335619086124338,0,-1,1,0,1.726073384,1
2780,1789335619096129514,0,-1,1,0,1.727980494,1
2781,1789335619106130787,0,-1,1,0,1.730056167,1
2782,1789335619116134932,0,-1,1,0,1.731819272,1
2783,1789335619126225244,0,-1,1,0,1.734319687,1
2784,1789335619136189466,0,-1,1,0,1.736471891,1
2785,1789335619146219407,0,-1,1,0,1.7389009,1
2786,1789335619156138132,0,-1,1,0,1.741086721,1
2787,1789335619166137322,0,-1,1,0,1.74366796,1
2788,1789335619176133754,0,-1,1,0,1.745257974,1
2789,1789335619186144301,0,-1,1,0,1.746647716,1
2790,1789335619196163464,0,-1,1,0,1.747834563,1
2791,1789335619206132224,0,-1,1,0,1.74891603,1
2792,1789335619216136276,0,-1,1,0,1.751531601,1
2793,1789335619226198023,0,-1,1,0,1.753623605,1
2794,1789335619236124304,0,-1,1,0,1.755767107,1
2795,1789335619246198159,0,-1,1,0,1.7572577,1
2796,1789335619256355880,0,-1,1,0,1.758978486,1
2797,1789335619266172868,0,-1,1,0,1.759808421,1
2798,1789335619276127380,0,-1,1,0,1.76055634,1
2799,1789335619286126081,0,-1,1,0,1.762095213,1
2800,1789335619296136945,0,-1,1,0,1.763927221,1
2801,1789335619306160110,0,-1,1,0,1.765161514,1
2802,1789335619316174514,0,-1,1,0,1.766363859,1
2803,1789335619326165107,0,-1,1,0,1.768712401,1
2804,1789335619336205142,0,-1,1,0,1.770032048,1
2805,1789335619346205512,0,-1,1,0,1.770869851,1
2806,1789335619356168825,0,-1,1,0,1.772129297,1
2807,1789335619366148779,0,-1,1,0,1.773371458,1
2808,1789335619376128727,0,-1,1,0,1.774706721,1
2809,1789335619386125612,0,-1,1,0,1.776379228,1
2810,1789335619396132607,0,-1,1,0,1.777918458,1
2811,1789335619406150583,0,-1,1,0,1.77924633,1
2812,1789335619416159408,0,-1,1,0,1.780110359,1
2813,1789335619426139868,0,-1,1,0,1.781511545,1
2814,1789335619436255959,0,-1,1,0,1.782770157,1
2815,1789335619446146445,0,-1,1,0,1.783295274,1
2816,1789335619456167950,0,-1,1,0,1.783933043,1
2817,1789335619466175935,0,-1,1,0,1.784657717,1
2818,1789335619476130826,0,-1,1,0,1.785455942,1
2819,1789335619486128935,0,-1,1,0,1.786552191,1
2820,1789335619496136418,0,-1,1,0,1.787717819,1
2821,1789335619506207563,0,-1,1,0,1.788218975,1
2822,1789335619516226176,0,-1,1,0,1.78799355,1
2823,1789335619526163506,0,-1,1,0,1.788359761,1
2824,1789335619536157578,0,-1,1,0,1.788830042,1
2825,1789335619546153049,0,-1,1,0,1.790356278,1
2826,1789335619556122447,0,-1,1,0,1.79075706,1
2827,1789335619566129228,0,-1,1,0,1.791418314,1
2828,1789335619576136998,0,-1,1,0,1.792279959,1
2829,1789335619586133946,0,-1,1,0,1.792512536,1
2830,1789335619596171360,0,-1,1,0,1.792770863,1
2831,1789335619606127929,0,-1,1,0,1.792552471,1
2832,1789335619616131773,0,-1,1,0,1.793904662,1
2833,1789335619626210739,0,-1,1,0,1.794256091,1
2834,1789335619636214648,0,-1,1,0,1.795093656,1
2835,1789335619646159743,0,-1,1,0,1.796338797,1
2836,1789335619656184814,0,-1,1,0,1.795941114,1
2837,1789335619666187751,0,-1,1,0,1.796623349,1
2838,1789335619676152520,0,-1,1,0,1.796057343,1
2839,1789335619686154201,0,-1,1,0,1.796707749,1
2840,1789335619696136831,0,-1,1,0,1.796940804,1
2841,1789335619706153448,0,-1,1,0,1.797213554,1
2842,1789335619716165486,0,-1,1,0,1.798792839,1
2843,1789335619726184581,0,-1,1,0,1.798230529,1
2844,1789335619736167082,0,-1,1,0,1.798762083,1
2845,1789335619746157787,0,-1,1,0,1.798614264,1
2846,1789335619756172477,0,-1,1,0,1.798939109,1
2847,1789335619766151290,0,-1,1,0,1.799191952,1
2848,1789335619776129250,0,-1,1,0,1.799675107,1
2849,1789335619786138734,0,-1,1,0,1.801464677,1
2850,1789335619796133739,0,-1,1,0,1.801868558,1
2851,1789335619806135494,0,-1,1,0,1.802515268,1
2852,1789335619816215003,0,-1,1,0,1.803031087,1
2853,1789335619826203146,0,-1,1,0,1.80301404,1
2854,1789335619836209072,0,-1,1,0,1.803501964,1
2855,1789335619846157764,0,-1,1,0,1.803456426,1
2856,1789335619856161482,0,-1,1,0,1.804394364,1
2857,1789335619866152409,0,-1,1,0,1.80474937,1
2858,1789335619876137332,0,-1,1,0,1.805483699,1
2859,1789335619886128861,0,-1,1,0,1.806692362,1
2860,1789335619896135356,0,-1,1,0,1.80757606,1
2861,1789335619906129486,0,-1,1,0,1.808517575,1
2862,1789335619916167497,0,-1,1,0,1.807911396,1
2863,1789335619926196068,0,-1,1,0,1.807547212,1
2864,1789335619936229487,0,-1,1,0,1.807827473,1
2865,1789335619946217929,0,-1,1,0,1.808150649,1
2866,1789335619956145326,0,-1,1,0,1.809262514,1
2867,1789335619966143387,0,-1,1,0,1.810283899,1
2868,1789335619976133829,0,-1,1,0,1.811590433,1
2869,1789335619986124078,0,-1,1,0,1.812218666,1
2870,1789335619996132397,0,-1,1,0,1.812821984,1
2871,1789335620006136777,0,-1,1,0,1.813435674,1
2872,1789335620016237513,0,-1,1,0,1.813259482,1
2873,1789335620026196841,0,-1,1,0,1.814385176,1
2874,1789335620036172524,0,-1,1,0,1.81521523,1
2875,1789335620046171586,0,-1,1,0,1.816179633,1
2876,1789335620056133590,0,-1,1,0,1.816292524,1
2877,1789335620066160989,0,-1,1,0,1.81711483,1
2878,1789335620076128106,0,-1,1,0,1.817142963,1
2879,1789335620086132792,0,-1,1,0,1.816496491,1
2880,1789335620096134140,0,-1,1,0,1.816736341,1
2881,1789335620106131593,0,-1,1,0,1.816729546,1
2882,1789335620116148055,0,-1,1,0,1.817822337,1
2883,1789335620126179900,0,-1,1,0,1.818923235,1
2884,1789335620136164807,0,-1,1,0,1.819829106,1
2885,1789335620146368749,0,-1,1,0,1.820385814,1
2886,1789335620156150450,0,-1,1,0,1.820595026,1
2887,1789335620166162580,0,-1,1,0,1.821955085,1
2888,1789335620176152593,0,-1,1,0,1.822326303,1
2889,1789335620186148562,0,-1,1,0,1.822264075,1
2890,1789335620196154670,0,-1,1,0,1.823074818,1
2891,1789335620206154530,0,-1,1,0,1.824058652,1
2892,1789335620216191865,0,-1,1,0,1.825981498,1
2893,1789335620226235180,0,-1,1,0,1.827636123,1
2894,1789335620236211351,0,-1,1,0,1.828451514,1
2895,1789335620246150947,0,-1,1,0,1.828953743,1
2896,1789335620256174111,0,-1,1,0,1.829583049,1
2897,1789335620266142903,0,-1,1,0,1.830053926,1
2898,1789335620276134723,0,-1,1,0,1.830570221,1
2899,1789335620286126624,0,-1,1,0,1.831525087,1
2900,1789335620296137399,0,-1,1,0,1.832051277,1
2901,1789335620306153295,0,-1,1,0,1.833157897,1
2902,1789335620316203283,0,-1,1,0,1.833751082,1
2903,1789335620326167260,0,-1,1,0,1.833841205,1
2904,1789335620336144802,0,-1,1,0,1.83417809,1
2905,1789335620346179101,0,-1,1,0,1.834361076,1
2906,1789335620356146310,0,-1,1,0,1.836151123,1
2907,1789335620366163489,0,-1,1,0,1.836520314,1
2908,1789335620376146124,0,-1,1,0,1.837811708,1
2909,1789335620386166867,0,-1,1,0,1.838576555,1
2910,1789335620396147302,0,-1,1,0,1.838411331,1
2911,1789335620406153882,0,-1,1,0,1.839737654,1
2912,1789335620416151517,0,-1,1,0,1.839886189,1
2913,1789335620426216613,0,-1,1,0,1.840972066,1
2914,1789335620436146279,0,-1,1,0,1.84084475,1
2915,1789335620446142933,0,-1,1,0,1.840748906,1
2916,1789335620456146751,0,-1,1,0,1.841675282,1
2917,1789335620466183643,0,-1,1,0,1.841605425,1
2918,1789335620476203462,0,-1,1,0,1.842801213,1
2919,1789335620486149324,0,-1,1,0,1.843449831,1
2920,1789335620496129282,0,-1,1,0,1.844019175,1
2921,1789335620506128578,0,-1,1,0,1.844456077,1
2922,1789335620516204830,0,-1,1,0,1.844600558,1
2923,1789335620526166762,0,-1,1,0,1.845836878,1
2924,1789335620536199855,0,-1,1,0,1.846234083,1
2925,1789335620546135328,0,-1,1,0,1.847057819,1
2926,1789335620556210659,0,-1,1,0,1.847691894,1
2927,1789335620566181693,0,-1,1,0,1.847822666,1
2928,1789335620576150477,0,-1,1,0,1.848427534,1
2929,1789335620586144375,0,-1,1,0,1.848032713,1
2930,1789335620596136779,0,-1,1,0,1.848879457,1
2931,1789335620606156522,0,-1,1,0,1.849166989,1
