tick,event_time_ns,time_kst,seconds_from_detection,v_ref,v_act,stopline_detected,remaining_m,distance_known,signal
3546,1789335626756143160,06:40:26.756,0.9299945831298828,1.07000089,1.681411624,0,0.338063,1,2
3547,1789335626766129837,06:40:26.766,0.9399814605712891,1.0550009,1.672175646,0,0.321364,1,2
3548,1789335626776124667,06:40:26.776,0.9499762058258057,1.04000092,1.662056088,0,0.304752,1,2
3549,1789335626786141502,06:40:26.786,0.9599928855895996,1.02500093,1.651643872,0,0.288208,1,2
3550,1789335626796170119,06:40:26.796,0.9700217247009277,1.01000094,1.642047644,0,0.27174,1,2
3551,1789335626806172388,06:40:26.806,0.9800238609313965,0.995000958,1.632258773,0,0.255414,1,2
3552,1789335626816168036,06:40:26.816,0.9900193214416504,0.980000973,1.622312546,0,0.239198,1,2
3553,1789335626826139927,06:40:26.826,0.9999914169311523,0.965000987,1.61184144,0,0.223125,1,2
3554,1789335626836175539,06:40:26.836,1.0100271701812744,0.950001001,1.6017766,0,0.20705,1,2
3555,1789335626846157617,06:40:26.846,1.0200090408325195,0.935001016,1.591776013,0,0.191161,1,2
3556,1789335626856155013,06:40:26.856,1.0300066471099854,0.92000103,1.580813169,0,0.175357,1,2
3557,1789335626866142699,06:40:26.866,1.039994239807129,0.905001044,1.570203781,0,0.159674,1,2
3558,1789335626876135655,06:40:26.876,1.0499870777130127,0.890001059,1.559618592,0,0.144089,1,2
3559,1789335626886158798,06:40:26.886,1.0600104331970215,0.875001073,1.550023437,0,0.128554,1,2
3560,1789335626896150341,06:40:26.896,1.0700018405914307,0.860001087,1.539497614,0,0.113171,1,2
3561,1789335626906157188,06:40:26.906,1.0800087451934814,0.845001101,1.529007912,0,0.0978702,1,2
3562,1789335626916130924,06:40:26.916,1.089982271194458,0.830001116,1.519448638,0,0.0827158,1,2
3563,1789335626926129225,06:40:26.926,1.0999805927276611,0.81500113,1.509421349,0,0.067624,1,2
3564,1789335626936127394,06:40:26.936,1.1099789142608643,0.800001144,1.499221683,0,0.0526345,1,2
3565,1789335626946135556,06:40:26.946,1.1199870109558105,0.785001159,1.488838911,0,0.0377339,1,2
3566,1789335626956146974,06:40:26.956,1.1299984455108643,0.770001173,1.479009748,0,0.022927,1,2
3567,1789335626966133884,06:40:26.966,1.1399853229522705,0.755001187,1.469619155,0,0.00825002,1,2
3568,1789335626976144727,06:40:26.976,1.149996042251587,0.740001202,1.459452152,0,-0.00636022,1,2
3569,1789335626986138228,06:40:26.986,1.159989595413208,0.725001216,1.449511766,0,-0.020846,1,2
3570,1789335626996156106,06:40:26.996,1.1700077056884766,0.71000123,1.440163255,0,-0.0352734,1,2
3571,1789335627006724836,06:40:27.006,1.1805763244628906,0.695001245,1.429145455,0,-0.0503777,1,2
3572,1789335627016156749,06:40:27.016,1.1900081634521484,0.680001259,1.419934392,0,-0.0637703,1,2
3573,1789335627026145397,06:40:27.026,1.1999967098236084,0.665001273,1.409570217,0,-0.07785,1,2
3574,1789335627036185422,06:40:27.036,1.2100367546081543,0.650001287,1.399768472,0,-0.0919038,1,2
3575,1789335627046167081,06:40:27.046,1.2200186252593994,0.635001302,1.389557958,0,-0.105774,1,2
3576,1789335627056170414,06:40:27.056,1.2300219535827637,0.620001316,1.379062295,0,-0.119569,1,2
3577,1789335627066138344,06:40:27.066,1.2399897575378418,0.60500133,1.368582964,0,-0.133211,1,2
3578,1789335627076149566,06:40:27.076,1.2500009536743164,0.590001345,1.358820796,0,-0.146814,1,2
3579,1789335627086156395,06:40:27.086,1.2600078582763672,0.575001359,1.348675132,0,-0.16031,1,2
3580,1789335627096150512,06:40:27.096,1.2700021266937256,0.560001373,1.338552594,0,-0.173688,1,2
3581,1789335627106145175,06:40:27.106,1.2799968719482422,0.545001388,1.327755094,0,-0.186959,1,2
3582,1789335627116141167,06:40:27.116,1.2899925708770752,0.530001402,1.318050146,0,-0.200134,1,2
3583,1789335627126146835,06:40:27.126,1.2999982833862305,0.515001416,1.308380723,0,-0.213225,1,2
3584,1789335627136153545,06:40:27.136,1.3100051879882812,0.500001431,1.29772675,0,-0.226211,1,2
3585,1789335627146154820,06:40:27.146,1.3200061321258545,0.485001445,1.287798405,0,-0.239091,1,2
3586,1789335627156184995,06:40:27.156,1.3300366401672363,0.470001459,1.278065681,0,-0.25191,1,2
3587,1789335627166144178,06:40:27.166,1.3399958610534668,0.455001473,1.268313646,0,-0.264541,1,2
3588,1789335627176142260,06:40:27.176,1.3499939441680908,0.440001488,1.258351922,0,-0.277122,1,2
3589,1789335627186143546,06:40:27.186,1.359994888305664,0.425001502,1.248556495,0,-0.289609,1,2
3590,1789335627196145546,06:40:27.196,1.369997262954712,0.410001516,1.238269448,0,-0.301995,1,2
3591,1789335627206149794,06:40:27.206,1.3800013065338135,0.395001531,1.238269448,0,-0.314383,1,2
3592,1789335627216174070,06:40:27.216,1.3900256156921387,0.380001545,1.217452168,0,-0.326587,1,2
3593,1789335627226208482,06:40:27.226,1.4000599384307861,0.365001559,1.207159758,0,-0.3387,1,2
3594,1789335627236197483,06:40:27.236,1.4100489616394043,0.350001574,1.197240233,0,-0.350659,1,2
3595,1789335627246188599,06:40:27.246,1.4200401306152344,0.335001588,1.187483668,0,-0.362523,1,2
3596,1789335627256155867,06:40:27.256,1.4300074577331543,0.320001602,1.17688632,0,-0.374254,1,2
3597,1789335627266144846,06:40:27.266,1.4399962425231934,0.305001616,1.165557146,0,-0.385896,1,2
3598,1789335627276136135,06:40:27.276,1.4499876499176025,0.290001631,1.156114817,0,-0.397447,1,2
3599,1789335627286127978,06:40:27.286,1.4599792957305908,0.275001645,1.144739389,0,-0.408885,1,2
3600,1789335627296159537,06:40:27.296,1.4700109958648682,0.260001659,1.133754969,0,-0.420259,1,2
3601,1789335627306156952,06:40:27.306,1.480008602142334,0.245001659,1.124644279,0,-0.431502,1,2
3602,1789335627316155501,06:40:27.316,1.490006923675537,0.230001658,1.113329768,0,-0.442634,1,2
3603,1789335627326135643,06:40:27.326,1.4999871253967285,0.215001658,1.103093863,0,-0.453643,1,2
3604,1789335627336174372,06:40:27.336,1.5100257396697998,0.200001657,1.092830181,0,-0.464614,1,2
3605,1789335627346175801,06:40:27.346,1.5200271606445312,0.185001656,1.082036972,0,-0.475436,1,2
3606,1789335627356158869,06:40:27.356,1.530010461807251,0.170001656,1.073313117,0,-0.486151,1,2
3607,1789335627366146361,06:40:27.366,1.5399978160858154,0.155001655,1.062135458,0,-0.496759,1,2
3608,1789335627376357578,06:40:27.376,1.5502090454101562,0.140001655,1.051824093,0,-0.507499,1,2
3609,1789335627386134269,06:40:27.386,1.559985876083374,0.125001654,1.041747332,0,-0.517684,1,2
3610,1789335627396163257,06:40:27.396,1.5700147151947021,0.110001653,1.031730771,0,-0.528031,1,2
3611,1789335627406158002,06:40:27.406,1.5800094604492188,0.0950016528,1.022731423,0,-0.538253,1,2
3612,1789335627416153250,06:40:27.416,1.5900049209594727,0.0800016522,1.011260033,0,-0.548361,1,2
3613,1789335627426137856,06:40:27.426,1.599989414215088,0.0650016516,1.001817822,0,-0.558364,1,2
3614,1789335627436167268,06:40:27.436,1.6100187301635742,0.050001651,0.9922218919,0,-0.568315,1,2
3615,1789335627446152417,06:40:27.446,1.6200039386749268,0.0350016505,0.9823961258,0,-0.578124,1,2
3616,1789335627456151243,06:40:27.456,1.630002737045288,0.0200016499,0.9708433151,0,-0.587832,1,2
3617,1789335627466143783,06:40:27.466,1.6399953365325928,0.00500165019,0.961605072,0,-0.59744,1,2
3618,1789335627476142321,06:40:27.476,1.649993896484375,0.0,0.9510833025,0,-0.60695,1,2
3619,1789335627486144632,06:40:27.486,1.6599960327148438,0.0,0.9411897659,0,-0.616364,1,2
3620,1789335627496145963,06:40:27.496,1.6699974536895752,0.0,0.930549264,0,-0.625671,1,2
3621,1789335627506147138,06:40:27.506,1.6799986362457275,0.0,0.9213767052,0,-0.634886,1,2
3622,1789335627516139306,06:40:27.516,1.689990758895874,0.0,0.9112379551,0,-0.643991,1,2
3623,1789335627526200214,06:40:27.526,1.7000517845153809,0.0,0.9018396139,0,-0.653064,1,2
3624,1789335627536274409,06:40:27.536,1.7101259231567383,0.0,0.8906365037,0,-0.662037,1,2
3625,1789335627546131709,06:40:27.546,1.7199831008911133,0.0,0.880667448,0,-0.670718,1,2
3626,1789335627556147763,06:40:27.556,1.729999303817749,0.0,0.8707283139,0,-0.679439,1,2
3627,1789335627566149367,06:40:27.566,1.7400009632110596,0.0,0.8616595268,0,-0.688057,1,2
3628,1789335627576153013,06:40:27.576,1.750004529953003,0.0,0.8499773741,0,-0.69656,1,2
3629,1789335627586124837,06:40:27.586,1.7599763870239258,0.0,0.8407685161,0,-0.704944,1,2
3630,1789335627596142813,06:40:27.596,1.7699942588806152,0.0,0.8308837414,0,-0.713268,1,2
3631,1789335627606150623,06:40:27.606,1.7800021171569824,0.0,0.8204008937,0,-0.721478,1,2
3632,1789335627616136930,06:40:27.616,1.7899885177612305,0.0,0.810883522,0,-0.729576,1,2
3633,1789335627626344981,06:40:27.626,1.8001964092254639,0.0,0.7995823622,0,-0.737738,1,2
3634,1789335627636157384,06:40:27.636,1.8100090026855469,0.0,0.7898260355,0,-0.745488,1,2
3635,1789335627646148560,06:40:27.646,1.820000171661377,0.0,0.7802729011,0,-0.753284,1,2
3636,1789335627656151342,06:40:27.656,1.830002784729004,0.0,0.7695608139,0,-0.760982,1,2
3637,1789335627666151811,06:40:27.666,1.840003490447998,0.0,0.7596641183,0,-0.768579,1,2
3638,1789335627676132286,06:40:27.676,1.8499839305877686,0.0,0.748758018,0,-0.776052,1,2
3639,1789335627686129631,06:40:27.686,1.8599810600280762,0.0,0.7391950488,0,-0.783442,1,2
3640,1789335627696424877,06:40:27.696,1.8702764511108398,0.0,0.7283927798,0,-0.790941,1,2
3641,1789335627706138272,06:40:27.706,1.8799898624420166,0.0,0.7169293761,0,-0.797904,1,2
3642,1789335627716136807,06:40:27.716,1.8899881839752197,0.0,0.7080013752,0,-0.804983,1,2
3643,1789335627726193148,06:40:27.726,1.9000446796417236,0.0,0.6963560581,0,-0.811986,1,2
3644,1789335627736124373,06:40:27.736,1.9099760055541992,0.0,0.6856180429,0,-0.818795,1,2
3645,1789335627746199882,06:40:27.746,1.9200513362884521,0.0,0.6749145389,0,-0.825595,1,2
3646,1789335627756151201,06:40:27.756,1.9300026893615723,0.0,0.6652415991,0,-0.832215,1,2
3647,1789335627766146471,06:40:27.766,1.9399981498718262,0.0,0.6541223526,0,-0.838753,1,2
3648,1789335627776151046,06:40:27.776,1.9500024318695068,0.0,0.6443933845,0,-0.8452,1,2
3649,1789335627786127949,06:40:27.786,1.9599792957305908,0.0,0.63270998,0,-0.851513,1,2
3650,1789335627796153251,06:40:27.796,1.9700047969818115,0.0,0.63270998,0,-0.857856,1,2
3651,1789335627806161037,06:40:27.806,1.9800126552581787,0.0,0.6114068627,0,-0.863975,1,2
3652,1789335627816165470,06:40:27.816,1.9900169372558594,0.0,0.6009088159,0,-0.869986,1,2
3653,1789335627826140682,06:40:27.826,1.9999921321868896,0.0,0.5895265341,0,-0.875867,1,2
3654,1789335627836159073,06:40:27.836,2.0100104808807373,0.0,0.5800321102,0,-0.881678,1,2
3655,1789335627846149430,06:40:27.846,2.02000093460083,0.0,0.5686932206,0,-0.88736,1,2
3656,1789335627856151120,06:40:27.856,2.0300025939941406,0.0,0.5575120449,0,-0.892936,1,2
3657,1789335627866149096,06:40:27.866,2.0400006771087646,0.0,0.5454842448,0,-0.898389,1,2
3658,1789335627876131439,06:40:27.876,2.049982786178589,0.0,0.5356309414,0,-0.903736,1,2
3659,1789335627886297625,06:40:27.886,2.0601491928100586,0.0,0.5246049762,0,-0.909069,1,2
3660,1789335627896154518,06:40:27.896,2.0700061321258545,0.0,0.513702333,0,-0.914133,1,2
3661,1789335627906150063,06:40:27.906,2.0800015926361084,0.0,0.5023031235,0,-0.919154,1,2
3662,1789335627916163849,06:40:27.916,2.090015411376953,0.0,0.4911557138,0,-0.924072,1,2
3663,1789335627926924201,06:40:27.926,2.100775718688965,0.0,0.4911557138,0,-0.929357,1,2
3664,1789335627936161280,06:40:27.936,2.1100127696990967,0.0,0.469097048,0,-0.93369,1,2
3665,1789335627946210338,06:40:27.946,2.1200618743896484,0.0,0.4575144053,0,-0.938288,1,2
3666,1789335627956189017,06:40:27.956,2.130040407180786,0.0,0.4456526935,0,-0.942735,1,2
3667,1789335627966139913,06:40:27.966,2.139991283416748,0.0,0.4342099428,0,-0.947056,1,2
3668,1789335627976330119,06:40:27.976,2.150181770324707,0.0,0.4230963886,0,-0.951367,1,2
3669,1789335627986147521,06:40:27.986,2.159999132156372,0.0,0.411257863,0,-0.955405,1,2
3670,1789335627996153612,06:40:27.996,2.1700050830841064,0.0,0.4002873302,0,-0.95941,1,2
3671,1789335628006157555,06:40:28.006,2.180009126663208,0.0,0.3890935779,0,-0.963302,1,2
3672,1789335628016144622,06:40:28.016,2.1899962425231934,0.0,0.3770365417,0,-0.967068,1,2
3673,1789335628026143472,06:40:28.026,2.1999950408935547,0.0,0.3660311997,0,-0.970728,1,2
3674,1789335628036154512,06:40:28.036,2.21000599861145,0.0,0.3547513783,0,-0.974279,1,2
3675,1789335628046140954,06:40:28.046,2.2199923992156982,0.0,0.3428734541,0,-0.977703,1,2
3676,1789335628056153945,06:40:28.056,2.2300052642822266,0.0,0.331722796,0,-0.981025,1,2
3677,1789335628066190225,06:40:28.066,2.240041732788086,0.0,0.320661962,0,-0.984243,1,2
3678,1789335628076147233,06:40:28.076,2.2499988079071045,0.0,0.3088021278,0,-0.987318,1,2
3679,1789335628086148878,06:40:28.086,2.260000467300415,0.0,0.2981565595,0,-0.9903,1,2
3680,1789335628096184554,06:40:28.096,2.270035982131958,0.0,0.2875981629,0,-0.993186,1,2
3681,1789335628106167486,06:40:28.106,2.2800190448760986,0.0,0.276232034,0,-0.995944,1,2
3682,1789335628116132261,06:40:28.116,2.2899837493896484,0.0,0.2652128637,0,-0.998586,1,2
3683,1789335628126126237,06:40:28.126,2.2999777793884277,0.0,0.2546819746,0,-1.00113,1,2
3684,1789335628136146575,06:40:28.136,2.3099982738494873,0.0,0.24386397,0,-1.00358,1,2
3685,1789335628146126809,06:40:28.146,2.3199782371520996,0.0,0.2334200293,0,-1.0059,1,2
3686,1789335628156130260,06:40:28.156,2.329981803894043,0.0,0.2236516476,0,-1.00814,1,2
3687,1789335628166138609,06:40:28.166,2.3399901390075684,0.0,0.2142521292,0,-1.01029,1,2
3688,1789335628176155423,06:40:28.176,2.3500068187713623,0.0,0.2046244293,0,-1.01234,1,2
3689,1789335628186154832,06:40:28.186,2.360006332397461,0.0,0.1948439181,0,-1.01428,1,2
3690,1789335628196188773,06:40:28.196,2.37004017829895,0.0,0.1857060641,0,-1.01615,1,2
3691,1789335628206197083,06:40:28.206,2.3800485134124756,0.0,0.176853627,0,-1.01792,1,2
3692,1789335628218422553,06:40:28.218,2.3922739028930664,0.0,0.1679527462,0,-1.01997,1,2
3693,1789335628226155098,06:40:28.226,2.4000065326690674,0.0,0.1591729671,0,-1.0212,1,2
3694,1789335628236337778,06:40:28.236,2.410189151763916,0.0,0.1591729671,0,-1.02282,1,2
3695,1789335628246151623,06:40:28.246,2.4200031757354736,0.0,0.1431848705,0,-1.02423,1,2
3696,1789335628256159628,06:40:28.256,2.43001127243042,0.0,0.1353435963,0,-1.02558,1,2
3697,1789335628266186085,06:40:28.266,2.440037488937378,0.0,0.1280894428,0,-1.02687,1,2
3698,1789335628276152385,06:40:28.276,2.4500038623809814,0.0,0.1210427433,0,-1.02807,1,2
3699,1789335628286149209,06:40:28.286,2.460000514984131,0.0,0.1137742698,0,-1.02921,1,2
3700,1789335628296142414,06:40:28.296,2.469993829727173,0.0,0.1068285406,0,-1.03028,1,2
3701,1789335628306131363,06:40:28.306,2.479982852935791,0.0,0.1004009917,0,-1.03128,1,2
3702,1789335628316129661,06:40:28.316,2.489980936050415,0.0,0.09416279942,0,-1.03222,1,2
3703,1789335628326154639,06:40:28.326,2.5000061988830566,0.0,0.08799917996,0,-1.0331,1,2
3704,1789335628336149606,06:40:28.336,2.5100009441375732,0.0,0.08214680105,0,-1.03393,1,2
3705,1789335628346146705,06:40:28.346,2.51999831199646,0.0,0.07659839094,0,-1.03469,1,2
3706,1789335628356149033,06:40:28.356,2.5300004482269287,0.0,0.07129637897,0,-1.0354,1,2
3707,1789335628366151882,06:40:28.366,2.540003538131714,0.0,0.06589865685,0,-1.03606,1,2
3708,1789335628376150492,06:40:28.376,2.550002098083496,0.0,0.06104148179,0,-1.03667,1,2
3709,1789335628386146019,06:40:28.386,2.55999755859375,0.0,0.05647527426,0,-1.03724,1,2
3710,1789335628396313193,06:40:28.396,2.570164680480957,0.0,0.0521563068,0,-1.03777,1,2
3711,1789335628406140225,06:40:28.406,2.579991579055786,0.0,0.04799893871,0,-1.03824,1,2
3712,1789335628416138348,06:40:28.416,2.58998966217041,0.0,0.04413507134,0,-1.03868,1,2
3713,1789335628426132503,06:40:28.426,2.5999839305877686,0.0,0.04041085392,0,-1.03909,1,2
3714,1789335628436134357,06:40:28.436,2.609985828399658,0.0,0.03697591275,0,-1.03946,1,2
3715,1789335628446123170,06:40:28.446,2.6199748516082764,0.0,0.03368800506,0,-1.03979,1,2
3716,1789335628456149010,06:40:28.456,2.630000591278076,0.0,0.03078110702,0,-1.0401,1,2
3717,1789335628466119880,06:40:28.466,2.6399714946746826,0.0,0.02783127688,0,-1.04038,1,2
3718,1789335628476168375,06:40:28.476,2.650019884109497,0.0,0.0249432344,0,-1.04063,1,2
3719,1789335628486149177,06:40:28.486,2.6600005626678467,0.0,0.02240920067,0,-1.04085,1,2
3720,1789335628496226298,06:40:28.496,2.6700778007507324,0.0,0.01991762221,0,-1.04105,1,2
3721,1789335628506167916,06:40:28.506,2.6800193786621094,0.0,0.01763840951,0,-1.04123,1,2
3722,1789335628516150612,06:40:28.516,2.690001964569092,0.0,0.01569986902,0,-1.04139,1,2
3723,1789335628526189998,06:40:28.526,2.7000415325164795,0.0,0.0139712682,0,-1.04153,1,2
3724,1789335628536146495,06:40:28.536,2.7099978923797607,0.0,0.01211978961,0,-1.04165,1,2
3725,1789335628546145436,06:40:28.546,2.719996929168701,0.0,0.01042275876,0,-1.04175,1,2
3726,1789335628556150670,06:40:28.556,2.7300021648406982,0.0,0.009138363414,0,-1.04184,1,2
3727,1789335628566141156,06:40:28.566,2.739992618560791,0.0,0.007891428657,0,-1.04192,1,2
3728,1789335628576142196,06:40:28.576,2.7499935626983643,0.0,0.006828091573,0,-1.04199,1,2
3729,1789335628586152093,06:40:28.586,2.7600035667419434,0.0,0.005830675829,0,-1.04205,1,2
3730,1789335628596186616,06:40:28.596,2.77003812789917,0.0,0.00480798725,0,-1.0421,1,2
3731,1789335628606136167,06:40:28.606,2.7799875736236572,0.0,0.003920133691,0,-1.04214,1,2
3732,1789335628616132206,06:40:28.616,2.7899835109710693,0.0,0.003176218132,0,-1.04217,1,2
3733,1789335628626134013,06:40:28.626,2.799985408782959,0.0,0.003176218132,0,-1.0422,1,2
3734,1789335628636151898,06:40:28.636,2.8100032806396484,0.0,0.001867117593,0,-1.04222,1,2
3735,1789335628646147135,06:40:28.646,2.8199985027313232,0.0,0.001213582815,0,-1.04223,1,2
3736,1789335628656124807,06:40:28.656,2.8299763202667236,0.0,0.0005651383544,0,-1.04223,1,3
