stamp_s,lat,lon,quality,idx,cross_track_m,at_end,fix_age_s,heading_deg,heading_src,imu_yaw_deg,offset_deg,go,route_index,route_id,sequence_id,route_connecting,station_m,station_window_low_m,station_window_high_m,station_v_ref,station_sample_time_s,preview_requested_station_m,preview_station_m,preview_snapped
1789220010.397,37.3041613,127.9075415,5,0,1.636,0,0.131,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220010.497,37.3041613,127.9075413,5,0,1.629,0,0.097,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220010.597,37.3041615,127.9075412,5,0,1.606,0,0.071,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220010.697,37.3041615,127.9075410,5,0,1.599,0,0.049,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220010.797,37.3041615,127.9075408,5,0,1.593,0,0.025,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220010.897,37.3041615,127.9075408,5,0,1.593,0,0.125,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220010.997,37.3041615,127.9075407,5,0,1.586,0,0.099,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220011.097,37.3041617,127.9075407,5,0,1.569,0,0.074,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220011.197,37.3041617,127.9075405,5,0,1.563,0,0.048,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220011.297,37.3041617,127.9075403,5,0,1.557,0,0.025,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220011.397,37.3041617,127.9075403,5,0,1.557,0,0.124,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220011.497,37.3041617,127.9075403,5,0,1.557,0,0.098,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220011.597,37.3041617,127.9075402,5,0,1.550,0,0.073,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220011.697,37.3041617,127.9075402,5,0,1.550,0,0.050,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220011.797,37.3041615,127.9075400,5,0,1.561,0,0.023,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220011.897,37.3041615,127.9075400,5,0,1.561,0,0.123,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220011.997,37.3041615,127.9075400,5,0,1.561,0,0.098,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220012.097,37.3041615,127.9075400,5,0,1.561,0,0.077,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220012.197,37.3041615,127.9075398,5,0,1.555,0,0.043,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220012.297,37.3041615,127.9075398,5,0,1.555,0,0.025,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220012.397,37.3041615,127.9075398,5,0,1.555,0,0.125,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220012.497,37.3041615,127.9075398,5,0,1.555,0,0.098,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220012.597,37.3041613,127.9075397,5,0,1.566,0,0.076,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220012.697,37.3041613,127.9075397,5,0,1.566,0,0.048,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
