stamp_s,counter,x,y,yaw,v,str,str_ref
1789220661.477,426,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000
1789220661.487,427,0.0000,0.0000,0.0000,0.0000,-0.0006,0.0000
1789220661.497,428,0.0000,0.0000,0.0000,0.0000,-0.0004,0.0000
1789220661.507,429,0.0000,0.0000,0.0000,0.0000,-0.0006,0.0000
1789220661.517,430,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000
1789220661.527,431,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000
1789220661.537,432,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000
1789220661.547,433,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000
1789220661.558,434,0.0000,0.0000,0.0000,0.0000,0.0021,0.0000
1789220661.567,435,0.0000,0.0000,0.0000,0.0000,0.0022,0.0000
1789220661.577,436,0.0000,0.0000,0.0000,0.0000,0.0048,0.0000
1789220661.587,437,0.0000,0.0000,0.0000,0.0000,0.0051,0.0000
1789220661.597,438,0.0000,0.0000,0.0000,0.0000,0.0057,0.0000
1789220661.607,439,0.0000,0.0000,0.0000,0.0000,0.0045,0.0000
1789220661.617,440,0.0000,0.0000,0.0000,0.0000,0.0033,0.0000
1789220661.628,441,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220661.637,442,0.0000,0.0000,0.0000,0.0000,0.0032,0.0000
1789220661.647,443,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000
1789220661.657,444,0.0000,0.0000,0.0000,0.0000,-0.0008,0.0000
1789220661.668,445,0.0000,0.0000,0.0000,0.0000,-0.0023,0.0000
1789220661.677,446,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000
1789220661.687,447,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000
1789220661.697,448,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220661.707,449,0.0000,0.0000,0.0000,0.0000,0.0029,0.0000
1789220661.717,450,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000
1789220661.728,451,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000
1789220661.737,452,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000
1789220661.748,453,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000
1789220661.757,454,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000
1789220661.768,455,0.0000,0.0000,0.0000,0.0000,0.0017,0.0000
1789220661.777,456,0.0000,0.0000,0.0000,0.0000,0.0030,0.0000
1789220661.787,457,0.0000,0.0000,0.0000,0.0000,0.0033,0.0000
1789220661.797,458,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000
1789220661.807,459,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000
1789220661.817,460,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000
1789220661.827,461,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000
1789220661.837,462,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000
1789220661.847,463,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000
1789220661.857,464,0.0000,0.0000,0.0000,0.0000,0.0015,0.0000
1789220661.867,465,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000
1789220661.877,466,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000
1789220661.887,467,0.0000,0.0000,0.0000,0.0000,0.0024,0.0000
1789220661.897,468,0.0000,0.0000,0.0000,0.0000,0.0022,0.0000
1789220661.907,469,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000
1789220661.917,470,0.0000,0.0000,0.0000,0.0000,0.0015,0.0000
1789220661.927,471,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000
1789220661.937,472,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000
1789220661.947,473,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000
1789220661.957,474,0.0000,0.0000,0.0000,0.0000,0.0031,0.0000
1789220661.967,475,0.0000,0.0000,0.0000,0.0000,0.0048,0.0000
1789220661.977,476,0.0000,0.0000,0.0000,0.0000,0.0024,0.0000
1789220661.987,477,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000
1789220661.997,478,0.0000,0.0000,0.0000,0.0000,-0.0014,0.0000
1789220662.007,479,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000
1789220662.017,480,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000
1789220662.027,481,0.0000,0.0000,0.0000,0.0000,0.0030,0.0000
1789220662.037,482,0.0000,0.0000,0.0000,0.0000,0.0021,0.0000
1789220662.048,483,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000
1789220662.058,484,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000
1789220662.067,485,0.0000,0.0000,0.0000,0.0000,0.0015,0.0000
1789220662.077,486,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000
1789220662.088,487,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000
1789220662.097,488,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000
1789220662.107,489,0.0000,0.0000,0.0000,0.0000,0.0031,0.0000
1789220662.117,490,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000
1789220662.127,491,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000
1789220662.137,492,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000
1789220662.148,493,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000
1789220662.157,494,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000
1789220662.167,495,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000
1789220662.177,496,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000
1789220662.187,497,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000
1789220662.197,498,0.0000,0.0000,0.0000,0.0000,0.0031,0.0000
1789220662.207,499,0.0000,0.0000,0.0000,0.0000,0.0030,0.0000
1789220662.217,500,0.0000,0.0000,0.0000,0.0000,0.0021,0.0000
1789220662.227,501,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000
1789220662.237,502,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000
1789220662.247,503,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000
1789220662.257,504,0.0000,0.0000,0.0000,0.0000,0.0017,0.0000
1789220662.267,505,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000
1789220662.277,506,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000
1789220662.287,507,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1789220662.297,508,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000
1789220662.307,509,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000
1789220662.317,510,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000
1789220662.327,511,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000
1789220662.337,512,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000
1789220662.347,513,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000
1789220662.357,514,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220662.367,515,0.0000,0.0000,0.0000,0.0000,0.0036,0.0000
1789220662.377,516,0.0000,0.0000,0.0000,0.0000,0.0034,0.0000
1789220662.387,517,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000
1789220662.397,518,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000
1789220662.408,519,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000
1789220662.417,520,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000
1789220662.427,521,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000
1789220662.437,522,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000
1789220662.447,523,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000
1789220662.457,524,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000
1789220662.467,525,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000
1789220662.477,526,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000
1789220662.487,527,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000
1789220662.497,528,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000
1789220662.507,529,0.0000,0.0000,0.0000,0.0000,0.0032,0.0000
1789220662.517,530,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000
1789220662.527,531,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000
1789220662.537,532,0.0000,0.0000,0.0000,0.0000,-0.0005,0.0000
1789220662.547,533,0.0000,0.0000,0.0000,0.0000,-0.0011,0.0000
1789220662.557,534,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000
1789220662.567,535,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000
1789220662.577,536,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000
1789220662.587,537,0.0000,0.0000,0.0000,0.0000,-0.0003,0.0000
1789220662.597,538,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000
1789220662.607,539,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000
1789220662.617,540,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000
1789220662.627,541,0.0000,0.0000,0.0000,0.0000,0.0021,0.0000
1789220662.637,542,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000
1789220662.647,543,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000
1789220662.657,544,0.0000,0.0000,0.0000,0.0000,0.0021,0.0000
1789220662.667,545,0.0000,0.0000,0.0000,0.0000,0.0024,0.0000
1789220662.678,546,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000
1789220662.687,547,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000
1789220662.697,548,0.0000,0.0000,0.0000,0.0000,0.0033,0.0000
1789220662.707,549,0.0000,0.0000,0.0000,0.0000,0.0029,0.0000
1789220662.717,550,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000
1789220662.727,551,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000
1789220662.737,552,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000
1789220662.748,553,0.0000,0.0000,0.0000,0.0000,0.0033,0.0000
1789220662.757,554,0.0000,0.0000,0.0000,0.0000,0.0026,0.0000
1789220662.767,555,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000
1789220662.777,556,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000
1789220662.787,557,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000
1789220662.797,558,0.0000,0.0000,0.0000,0.0000,0.0015,0.0000
1789220662.807,559,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000
1789220662.817,560,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000
1789220662.827,561,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000
1789220662.837,562,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000
1789220662.847,563,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000
1789220662.857,564,0.0000,0.0000,0.0000,0.0000,0.0056,0.0000
1789220662.867,565,0.0000,0.0000,0.0000,0.0000,0.0045,0.0000
1789220662.877,566,0.0000,0.0000,0.0000,0.0000,0.0017,0.0000
1789220662.887,567,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000
1789220662.897,568,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000
1789220662.907,569,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000
1789220662.917,570,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000
1789220662.927,571,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000
1789220662.937,572,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000
1789220662.947,573,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000
1789220662.957,574,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000
1789220662.967,575,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000
1789220662.977,576,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000
1789220662.987,577,0.0000,0.0000,0.0000,0.0000,-0.0004,0.0000
1789220662.997,578,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000
1789220663.007,579,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000
1789220663.017,580,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000
1789220663.027,581,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000
1789220663.037,582,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000
1789220663.047,583,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000
1789220663.057,584,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000
1789220663.067,585,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000
1789220663.077,586,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000
1789220663.087,587,0.0000,0.0000,0.0000,0.0000,-0.0008,0.0000
1789220663.097,588,0.0000,0.0000,0.0000,0.0000,-0.0023,0.0000
1789220663.107,589,0.0000,0.0000,0.0000,0.0000,-0.0009,0.0000
1789220663.117,590,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000
1789220663.127,591,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000
1789220663.138,592,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000
1789220663.147,593,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000
1789220663.158,594,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000
1789220663.167,595,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000
1789220663.177,596,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000
1789220663.187,597,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000
1789220663.197,598,0.0000,0.0000,0.0000,0.0000,0.0061,0.0000
1789220663.207,599,0.0000,0.0000,0.0000,0.0000,0.0036,0.0000
1789220663.217,600,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000
1789220663.227,601,0.0000,0.0000,0.0000,0.0000,-0.0004,0.0000
1789220663.237,602,0.0000,0.0000,0.0000,0.0000,-0.0002,0.0000
1789220663.247,603,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000
1789220663.257,604,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000
1789220663.267,605,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000
1789220663.277,606,0.0000,0.0000,0.0000,0.0000,0.0024,0.0000
1789220663.287,607,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000
1789220663.297,608,0.0000,0.0000,0.0000,0.0000,0.0035,0.0000
1789220663.307,609,0.0000,0.0000,0.0000,0.0000,0.0024,0.0000
1789220663.317,610,0.0000,0.0000,0.0000,0.0000,0.0033,0.0000
1789220663.327,611,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000
1789220663.337,612,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000
1789220663.347,613,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000
1789220663.357,614,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000
1789220663.367,615,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000
1789220663.377,616,0.0000,0.0000,0.0000,0.0000,0.0031,0.0000
1789220663.387,617,0.0000,0.0000,0.0000,0.0000,0.0038,0.0000
1789220663.397,618,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000
1789220663.407,619,0.0000,0.0000,0.0000,0.0000,-0.0010,0.0000
1789220663.417,620,0.0000,0.0000,0.0000,0.0000,-0.0005,0.0000
1789220663.427,621,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000
1789220663.437,622,0.0000,0.0000,0.0000,0.0000,0.0033,0.0000
1789220663.447,623,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000
1789220663.457,624,0.0000,0.0000,0.0000,0.0000,-0.0015,0.0000
1789220663.467,625,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000
1789220663.477,626,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000
1789220663.487,627,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000
1789220663.497,628,0.0000,0.0000,0.0000,0.0000,-0.0002,0.0000
1789220663.507,629,0.0000,0.0000,0.0000,0.0000,0.0015,0.0000
1789220663.517,630,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000
1789220663.527,631,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000
1789220663.537,632,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000
1789220663.547,633,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000
1789220663.557,634,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000
1789220663.567,635,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000
1789220663.577,636,0.0000,0.0000,0.0000,0.0000,0.0026,0.0000
1789220663.587,637,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000
1789220663.597,638,0.0000,0.0000,0.0000,0.0000,0.0026,0.0000
1789220663.607,639,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000
1789220663.617,640,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000
1789220663.627,641,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000
1789220663.637,642,0.0000,0.0000,0.0000,0.0000,0.0036,0.0000
1789220663.647,643,0.0000,0.0000,0.0000,0.0000,0.0049,0.0000
1789220663.658,644,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000
1789220663.667,645,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000
1789220663.677,646,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000
1789220663.687,647,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000
1789220663.697,648,0.0000,0.0000,0.0000,0.0000,0.0021,0.0000
1789220663.707,649,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000
1789220663.717,650,0.0000,0.0000,0.0000,0.0000,0.0021,0.0000
1789220663.727,651,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000
1789220663.737,652,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000
1789220663.747,653,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000
1789220663.757,654,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000
1789220663.767,655,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000
1789220663.777,656,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000
1789220663.788,657,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000
1789220663.797,658,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000
1789220663.807,659,0.0000,0.0000,0.0000,0.0000,0.0024,0.0000
1789220663.817,660,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000
1789220663.827,661,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000
1789220663.837,662,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000
1789220663.847,663,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
1789220663.857,664,0.0000,0.0000,0.0000,0.0000,-0.0010,0.0000
1789220663.867,665,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000
1789220663.877,666,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000
1789220663.887,667,0.0000,0.0000,0.0000,0.0000,0.0015,0.0000
1789220663.897,668,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000
1789220663.907,669,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000
1789220663.917,670,0.0000,0.0000,0.0000,0.0000,0.0015,0.0000
1789220663.927,671,0.0000,0.0000,0.0000,0.0000,0.0030,0.0000
1789220663.937,672,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000
1789220663.947,673,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000
1789220663.957,674,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000
1789220663.967,675,0.0000,0.0000,0.0000,0.0000,0.0022,0.0000
1789220663.977,676,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000
1789220663.987,677,0.0000,0.0000,0.0000,0.0000,0.0021,0.0000
1789220663.997,678,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000
1789220664.007,679,0.0000,0.0000,0.0000,0.0000,0.0032,0.0000
1789220664.017,680,0.0000,0.0000,0.0000,0.0000,0.0024,0.0000
1789220664.027,681,0.0000,0.0000,0.0000,0.0000,0.0038,0.0000
1789220664.037,682,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000
1789220664.047,683,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
1789220664.057,684,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1789220664.067,685,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1789220664.077,686,0.0000,0.0000,0.0000,0.0000,0.0021,0.0000
1789220664.087,687,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000
1789220664.097,688,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000
1789220664.107,689,0.0000,0.0000,0.0000,0.0000,0.0023,0.0000
1789220664.117,690,0.0000,0.0000,0.0000,0.0000,0.0026,0.0000
1789220664.127,691,0.0000,0.0000,0.0000,0.0000,0.0036,0.0000
1789220664.137,692,0.0000,0.0000,0.0000,0.0000,0.0033,0.0000
1789220664.147,693,0.0000,0.0000,0.0000,0.0000,0.0026,0.0000
1789220664.158,694,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000
1789220664.167,695,0.0000,0.0000,0.0000,0.0000,0.0021,0.0000
1789220664.177,696,0.0000,0.0000,0.0000,0.0000,0.0022,0.0000
1789220664.187,697,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000
1789220664.197,698,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000
1789220664.207,699,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000
1789220664.217,700,0.0000,0.0000,0.0000,0.0000,-0.0005,0.0000
1789220664.227,701,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000
1789220664.237,702,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000
1789220664.247,703,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000
1789220664.257,704,0.0000,0.0000,0.0000,0.0000,0.0031,0.0000
1789220664.267,705,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220664.277,706,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000
1789220664.287,707,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000
1789220664.297,708,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000
1789220664.307,709,0.0000,0.0000,0.0000,0.0000,0.0032,0.0000
1789220664.317,710,0.0000,0.0000,0.0000,0.0000,0.0040,0.0000
1789220664.327,711,0.0000,0.0000,0.0000,0.0000,0.0029,0.0000
1789220664.337,712,0.0000,0.0000,0.0000,0.0000,0.0024,0.0000
1789220664.347,713,0.0000,0.0000,0.0000,0.0000,0.0017,0.0000
1789220664.358,714,0.0000,0.0000,0.0000,0.0000,0.0030,0.0000
1789220664.367,715,0.0000,0.0000,0.0000,0.0000,0.0030,0.0000
1789220664.377,716,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000
1789220664.387,717,0.0000,0.0000,0.0000,0.0000,0.0015,0.0000
1789220664.397,718,0.0000,0.0000,0.0000,0.0000,0.0029,0.0000
1789220664.408,719,0.0000,0.0000,0.0000,0.0000,0.0038,0.0000
1789220664.417,720,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220664.427,721,0.0000,0.0000,0.0000,0.0000,0.0022,0.0000
1789220664.437,722,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000
1789220664.447,723,0.0000,0.0000,0.0000,0.0000,0.0023,0.0000
1789220664.457,724,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1789220664.467,725,0.0000,0.0000,0.0000,0.0000,-0.0009,0.0000
1789220664.477,726,0.0000,0.0000,0.0000,0.0000,-0.0021,0.0000
1789220664.487,727,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000
1789220664.497,728,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000
1789220664.507,729,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220664.517,730,0.0000,0.0000,0.0000,0.0000,0.0024,0.0000
1789220664.527,731,0.0000,0.0000,0.0000,0.0000,0.0034,0.0000
1789220664.537,732,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000
1789220664.547,733,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000
1789220664.557,734,0.0000,0.0000,0.0000,0.0000,-0.0007,0.0000
1789220664.567,735,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000
1789220664.577,736,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000
1789220664.587,737,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000
1789220664.597,738,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000
1789220664.607,739,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000
1789220664.617,740,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000
1789220664.627,741,0.0000,0.0000,0.0000,0.0000,-0.0008,0.0000
1789220664.637,742,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
1789220664.648,743,0.0000,0.0000,0.0000,0.0000,-0.0003,0.0000
1789220664.657,744,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000
1789220664.667,745,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000
1789220664.677,746,0.0000,0.0000,0.0000,0.0000,0.0017,0.0000
1789220664.687,747,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000
1789220664.697,748,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000
1789220664.707,749,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000
1789220664.717,750,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000
1789220664.727,751,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000
1789220664.737,752,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000
1789220664.747,753,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000
1789220664.757,754,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000
1789220664.767,755,0.0000,0.0000,0.0000,0.0000,-0.0009,0.0000
1789220664.777,756,0.0000,0.0000,0.0000,0.0000,-0.0027,0.0000
1789220664.788,757,0.0000,0.0000,0.0000,0.0000,-0.0009,0.0000
1789220664.797,758,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000
1789220664.807,759,0.0000,0.0000,0.0000,0.0000,0.0029,0.0000
1789220664.817,760,0.0000,0.0000,0.0000,0.0000,0.0022,0.0000
1789220664.827,761,0.0000,0.0000,0.0000,0.0000,0.0021,0.0000
1789220664.837,762,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000
1789220664.847,763,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000
1789220664.857,764,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000
1789220664.867,765,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000
1789220664.877,766,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000
1789220664.887,767,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000
1789220664.897,768,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000
1789220664.907,769,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000
1789220664.917,770,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000
1789220664.927,771,0.0000,0.0000,0.0000,0.0000,-0.0008,0.0000
1789220664.937,772,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000
1789220664.947,773,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000
1789220664.957,774,0.0000,0.0000,0.0000,0.0000,0.0017,0.0000
1789220664.967,775,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000
1789220664.977,776,0.0000,0.0000,0.0000,0.0000,0.0026,0.0000
1789220664.987,777,0.0000,0.0000,0.0000,0.0000,0.0023,0.0000
1789220664.997,778,0.0000,0.0000,0.0000,0.0000,0.0022,0.0000
1789220665.007,779,0.0000,0.0000,0.0000,0.0000,-0.0004,0.0000
1789220665.017,780,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000
1789220665.027,781,0.0000,0.0000,0.0000,0.0000,-0.0007,0.0000
1789220665.037,782,0.0000,0.0000,0.0000,0.0000,-0.0002,0.0000
