stamp_s,counter,x,y,yaw,v,str,str_ref
1789220303.138,30155,0.0000,0.0000,0.0000,0.0000,0.0030,0.0000
1789220303.148,30156,0.0000,0.0000,0.0000,0.0000,0.0029,0.0000
1789220303.158,30157,0.0000,0.0000,0.0000,0.0000,0.0032,0.0000
1789220303.168,30158,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000
1789220303.178,30159,0.0000,0.0000,0.0000,0.0000,0.0049,0.0000
1789220303.188,30160,0.0000,0.0000,0.0000,0.0000,0.0045,0.0000
1789220303.198,30161,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000
1789220303.208,30162,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000
1789220303.218,30163,0.0000,0.0000,0.0000,0.0000,0.0023,0.0000
1789220303.228,30164,0.0000,0.0000,0.0000,0.0000,0.0030,0.0000
1789220303.238,30165,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000
1789220303.248,30166,0.0000,0.0000,0.0000,0.0000,0.0045,0.0000
1789220303.258,30167,0.0000,0.0000,0.0000,0.0000,0.0022,0.0000
1789220303.268,30168,0.0000,0.0000,0.0000,0.0000,0.0021,0.0000
1789220303.278,30169,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000
1789220303.288,30170,0.0000,0.0000,0.0000,0.0000,0.0039,0.0000
1789220303.298,30171,0.0000,0.0000,0.0000,0.0000,0.0040,0.0000
1789220303.308,30172,0.0000,0.0000,0.0000,0.0000,0.0057,0.0000
1789220303.318,30173,0.0000,0.0000,0.0000,0.0000,0.0046,0.0000
1789220303.328,30174,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000
1789220303.338,30175,0.0000,0.0000,0.0000,0.0000,0.0052,0.0000
1789220303.348,30176,0.0000,0.0000,0.0000,0.0000,0.0035,0.0000
1789220303.358,30177,0.0000,0.0000,0.0000,0.0000,0.0035,0.0000
1789220303.368,30178,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000
1789220303.378,30179,0.0000,0.0000,0.0000,0.0000,0.0029,0.0000
1789220303.388,30180,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000
1789220303.398,30181,0.0000,0.0000,0.0000,0.0000,0.0032,0.0000
1789220303.408,30182,0.0000,0.0000,0.0000,0.0000,0.0033,0.0000
1789220303.418,30183,0.0000,0.0000,0.0000,0.0000,0.0049,0.0000
1789220303.428,30184,0.0000,0.0000,0.0000,0.0000,0.0068,0.0000
1789220303.438,30185,0.0000,0.0000,0.0000,0.0000,0.0067,0.0000
1789220303.448,30186,0.0000,0.0000,0.0000,0.0000,0.0052,0.0000
1789220303.458,30187,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000
1789220303.468,30188,0.0000,0.0000,0.0000,0.0000,0.0021,0.0000
1789220303.478,30189,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000
1789220303.488,30190,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000
1789220303.498,30191,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000
1789220303.508,30192,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220303.518,30193,0.0000,0.0000,0.0000,0.0000,0.0036,0.0000
1789220303.528,30194,0.0000,0.0000,0.0000,0.0000,0.0040,0.0000
1789220303.538,30195,0.0000,0.0000,0.0000,0.0000,0.0045,0.0000
1789220303.548,30196,0.0000,0.0000,0.0000,0.0000,0.0023,0.0000
1789220303.558,30197,0.0000,0.0000,0.0000,0.0000,0.0024,0.0000
1789220303.568,30198,0.0000,0.0000,0.0000,0.0000,0.0021,0.0000
1789220303.578,30199,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220303.588,30200,0.0000,0.0000,0.0000,0.0000,0.0034,0.0000
1789220303.598,30201,0.0000,0.0000,0.0000,0.0000,0.0030,0.0000
1789220303.608,30202,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220303.618,30203,0.0000,0.0000,0.0000,0.0000,0.0045,0.0000
1789220303.628,30204,0.0000,0.0000,0.0000,0.0000,0.0050,0.0000
1789220303.638,30205,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000
1789220303.648,30206,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000
1789220303.658,30207,0.0000,0.0000,0.0000,0.0000,0.0021,0.0000
1789220303.668,30208,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000
1789220303.678,30209,0.0000,0.0000,0.0000,0.0000,0.0047,0.0000
1789220303.688,30210,0.0000,0.0000,0.0000,0.0000,0.0050,0.0000
1789220303.698,30211,0.0000,0.0000,0.0000,0.0000,0.0051,0.0000
1789220303.708,30212,0.0000,0.0000,0.0000,0.0000,0.0061,0.0000
1789220303.718,30213,0.0000,0.0000,0.0000,0.0000,0.0045,0.0000
1789220303.728,30214,0.0000,0.0000,0.0000,0.0000,0.0054,0.0000
1789220303.738,30215,0.0000,0.0000,0.0000,0.0000,0.0041,0.0000
1789220303.748,30216,0.0000,0.0000,0.0000,0.0000,0.0055,0.0000
1789220303.758,30217,0.0000,0.0000,0.0000,0.0000,0.0056,0.0000
1789220303.768,30218,0.0000,0.0000,0.0000,0.0000,0.0064,0.0000
1789220303.778,30219,0.0000,0.0000,0.0000,0.0000,0.0070,0.0000
1789220303.788,30220,0.0000,0.0000,0.0000,0.0000,0.0057,0.0000
1789220303.798,30221,0.0000,0.0000,0.0000,0.0000,0.0053,0.0000
1789220303.808,30222,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000
1789220303.818,30223,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000
1789220303.828,30224,0.0000,0.0000,0.0000,0.0000,0.0041,0.0000
1789220303.838,30225,0.0000,0.0000,0.0000,0.0000,0.0040,0.0000
1789220303.848,30226,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000
1789220303.858,30227,0.0000,0.0000,0.0000,0.0000,0.0022,0.0000
1789220303.868,30228,0.0000,0.0000,0.0000,0.0000,0.0024,0.0000
1789220303.878,30229,0.0000,0.0000,0.0000,0.0000,0.0026,0.0000
1789220303.888,30230,0.0000,0.0000,0.0000,0.0000,0.0023,0.0000
1789220303.898,30231,0.0000,0.0000,0.0000,0.0000,0.0039,0.0000
1789220303.908,30232,0.0000,0.0000,0.0000,0.0000,0.0050,0.0000
1789220303.918,30233,0.0000,0.0000,0.0000,0.0000,0.0047,0.0000
1789220303.928,30234,0.0000,0.0000,0.0000,0.0000,0.0035,0.0000
1789220303.938,30235,0.0000,0.0000,0.0000,0.0000,0.0048,0.0000
1789220303.948,30236,0.0000,0.0000,0.0000,0.0000,0.0067,0.0000
1789220303.958,30237,0.0000,0.0000,0.0000,0.0000,0.0061,0.0000
1789220303.968,30238,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220303.978,30239,0.0000,0.0000,0.0000,0.0000,0.0017,0.0000
1789220303.988,30240,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000
1789220303.998,30241,0.0000,0.0000,0.0000,0.0000,0.0029,0.0000
1789220304.008,30242,0.0000,0.0000,0.0000,0.0000,0.0051,0.0000
1789220304.018,30243,0.0000,0.0000,0.0000,0.0000,0.0048,0.0000
1789220304.028,30244,0.0000,0.0000,0.0000,0.0000,0.0059,0.0000
1789220304.038,30245,0.0000,0.0000,0.0000,0.0000,0.0048,0.0000
1789220304.048,30246,0.0000,0.0000,0.0000,0.0000,0.0048,0.0000
1789220304.058,30247,0.0000,0.0000,0.0000,0.0000,0.0041,0.0000
1789220304.068,30248,0.0000,0.0000,0.0000,0.0000,0.0059,0.0000
1789220304.078,30249,0.0000,0.0000,0.0000,0.0000,0.0052,0.0000
1789220304.088,30250,0.0000,0.0000,0.0000,0.0000,0.0070,0.0000
1789220304.098,30251,0.0000,0.0000,0.0000,0.0000,0.0060,0.0000
1789220304.108,30252,0.0000,0.0000,0.0000,0.0000,0.0075,0.0000
1789220304.118,30253,0.0000,0.0000,0.0000,0.0000,0.0051,0.0000
1789220304.128,30254,0.0000,0.0000,0.0000,0.0000,0.0023,0.0000
1789220304.138,30255,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000
1789220304.148,30256,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000
1789220304.158,30257,0.0000,0.0000,0.0000,0.0000,0.0032,0.0000
1789220304.168,30258,0.0000,0.0000,0.0000,0.0000,0.0040,0.0000
1789220304.178,30259,0.0000,0.0000,0.0000,0.0000,0.0058,0.0000
1789220304.188,30260,0.0000,0.0000,0.0000,0.0000,0.0060,0.0000
1789220304.198,30261,0.0000,0.0000,0.0000,0.0000,0.0057,0.0000
1789220304.208,30262,0.0000,0.0000,0.0000,0.0000,0.0053,0.0000
1789220304.218,30263,0.0000,0.0000,0.0000,0.0000,0.0051,0.0000
1789220304.228,30264,0.0000,0.0000,0.0000,0.0000,0.0056,0.0000
1789220304.238,30265,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000
1789220304.248,30266,0.0000,0.0000,0.0000,0.0000,0.0030,0.0000
1789220304.258,30267,0.0000,0.0000,0.0000,0.0000,0.0022,0.0000
1789220304.268,30268,0.0000,0.0000,0.0000,0.0000,0.0041,0.0000
1789220304.278,30269,0.0000,0.0000,0.0000,0.0000,0.0039,0.0000
1789220304.288,30270,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220304.298,30271,0.0000,0.0000,0.0000,0.0000,0.0039,0.0000
1789220304.308,30272,0.0000,0.0000,0.0000,0.0000,0.0034,0.0000
1789220304.318,30273,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220304.328,30274,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220304.338,30275,0.0000,0.0000,0.0000,0.0000,0.0046,0.0000
1789220304.348,30276,0.0000,0.0000,0.0000,0.0000,0.0043,0.0000
1789220304.358,30277,0.0000,0.0000,0.0000,0.0000,0.0043,0.0000
1789220304.368,30278,0.0000,0.0000,0.0000,0.0000,0.0047,0.0000
1789220304.378,30279,0.0000,0.0000,0.0000,0.0000,0.0052,0.0000
1789220304.388,30280,0.0000,0.0000,0.0000,0.0000,0.0049,0.0000
1789220304.398,30281,0.0000,0.0000,0.0000,0.0000,0.0050,0.0000
1789220304.408,30282,0.0000,0.0000,0.0000,0.0000,0.0052,0.0000
1789220304.418,30283,0.0000,0.0000,0.0000,0.0000,0.0045,0.0000
1789220304.428,30284,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220304.438,30285,0.0000,0.0000,0.0000,0.0000,0.0041,0.0000
1789220304.448,30286,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000
1789220304.458,30287,0.0000,0.0000,0.0000,0.0000,-0.0058,0.0000
1789220304.468,30288,0.0000,0.0000,0.0000,0.0000,-0.0130,0.0000
1789220304.478,30289,0.0000,0.0000,0.0000,0.0000,-0.0168,0.0000
1789220304.488,30290,0.0000,0.0000,0.0000,0.0000,-0.0181,0.0000
1789220304.498,30291,0.0000,0.0000,0.0000,0.0000,-0.0176,0.0000
1789220304.508,30292,0.0000,0.0000,0.0000,0.0000,-0.0176,0.0000
1789220304.518,30293,0.0000,0.0000,0.0000,0.0000,-0.0123,0.0000
1789220304.528,30294,0.0000,0.0000,0.0000,0.0000,-0.0111,0.0000
1789220304.538,30295,0.0000,0.0000,0.0000,0.0000,-0.0068,0.0000
1789220304.548,30296,0.0000,0.0000,0.0000,0.0000,-0.0065,0.0000
1789220304.558,30297,0.0000,0.0000,0.0000,0.0000,-0.0033,0.0000
1789220304.568,30298,0.0000,0.0000,0.0000,0.0000,-0.0032,0.0000
1789220304.578,30299,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1789220304.588,30300,0.0000,0.0000,0.0000,0.0000,0.0073,0.0000
1789220304.598,30301,0.0000,0.0000,0.0000,0.0000,0.0149,0.0000
1789220304.608,30302,0.0000,0.0000,0.0000,0.0000,0.0212,0.0000
1789220304.618,30303,0.0000,0.0000,0.0000,0.0000,0.0215,0.0000
1789220304.628,30304,0.0000,0.0000,0.0000,0.0000,0.0212,0.0000
1789220304.638,30305,0.0000,0.0000,0.0000,0.0000,0.0208,0.0000
1789220304.648,30306,0.0000,0.0000,0.0000,0.0000,0.0180,0.0000
1789220304.658,30307,0.0000,0.0000,0.0000,0.0000,0.0170,0.0000
1789220304.668,30308,0.0000,0.0000,0.0000,0.0000,0.0137,0.0000
1789220304.678,30309,0.0000,0.0000,0.0000,0.0000,0.0136,0.0000
1789220304.688,30310,0.0000,0.0000,0.0000,0.0000,0.0101,0.0000
1789220304.698,30311,0.0000,0.0000,0.0000,0.0000,0.0087,0.0000
1789220304.708,30312,0.0000,0.0000,0.0000,0.0000,0.0066,0.0000
1789220304.718,30313,0.0000,0.0000,0.0000,0.0000,0.0077,0.0000
1789220304.728,30314,0.0000,0.0000,0.0000,0.0000,0.0073,0.0000
1789220304.738,30315,0.0000,0.0000,0.0000,0.0000,0.0065,0.0000
1789220304.748,30316,0.0000,0.0000,0.0000,0.0000,0.0071,0.0000
1789220304.758,30317,0.0000,0.0000,0.0000,0.0000,0.0064,0.0000
1789220304.768,30318,0.0000,0.0000,0.0000,0.0000,0.0063,0.0000
1789220304.778,30319,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000
1789220304.788,30320,0.0000,0.0000,0.0000,0.0000,0.0049,0.0000
1789220304.798,30321,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000
1789220304.808,30322,0.0000,0.0000,0.0000,0.0000,0.0048,0.0000
1789220304.818,30323,0.0000,0.0000,0.0000,0.0000,0.0053,0.0000
1789220304.828,30324,0.0000,0.0000,0.0000,0.0000,0.0074,0.0000
1789220304.838,30325,0.0000,0.0000,0.0000,0.0000,0.0058,0.0000
1789220304.848,30326,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000
1789220304.858,30327,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000
1789220304.868,30328,0.0000,0.0000,0.0000,0.0000,0.0057,0.0000
1789220304.878,30329,0.0000,0.0000,0.0000,0.0000,0.0065,0.0000
1789220304.888,30330,0.0000,0.0000,0.0000,0.0000,0.0060,0.0000
1789220304.898,30331,0.0000,0.0000,0.0000,0.0000,0.0057,0.0000
1789220304.908,30332,0.0000,0.0000,0.0000,0.0000,0.0061,0.0000
1789220304.918,30333,0.0000,0.0000,0.0000,0.0000,0.0060,0.0000
1789220304.928,30334,0.0000,0.0000,0.0000,0.0000,0.0059,0.0000
1789220304.938,30335,0.0000,0.0000,0.0000,0.0000,0.0045,0.0000
1789220304.948,30336,0.0000,0.0000,0.0000,0.0000,0.0026,0.0000
1789220304.958,30337,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000
1789220304.968,30338,0.0000,0.0000,0.0000,0.0000,0.0029,0.0000
1789220304.978,30339,0.0000,0.0000,0.0000,0.0000,0.0032,0.0000
1789220304.988,30340,0.0000,0.0000,0.0000,0.0000,0.0021,0.0000
1789220304.998,30341,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000
1789220305.008,30342,0.0000,0.0000,0.0000,0.0000,0.0043,0.0000
1789220305.018,30343,0.0000,0.0000,0.0000,0.0000,0.0055,0.0000
1789220305.028,30344,0.0000,0.0000,0.0000,0.0000,0.0043,0.0000
1789220305.038,30345,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000
1789220305.048,30346,0.0000,0.0000,0.0000,0.0000,0.0041,0.0000
1789220305.058,30347,0.0000,0.0000,0.0000,0.0000,0.0054,0.0000
1789220305.068,30348,0.0000,0.0000,0.0000,0.0000,0.0026,0.0000
1789220305.078,30349,0.0000,0.0000,0.0000,0.0000,0.0021,0.0000
1789220305.088,30350,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000
1789220305.098,30351,0.0000,0.0000,0.0000,0.0000,0.0054,0.0000
1789220305.108,30352,0.0000,0.0000,0.0000,0.0000,0.0062,0.0000
1789220305.118,30353,0.0000,0.0000,0.0000,0.0000,0.0054,0.0000
1789220305.128,30354,0.0000,0.0000,0.0000,0.0000,0.0051,0.0000
1789220305.138,30355,0.0000,0.0000,0.0000,0.0000,0.0053,0.0000
1789220305.148,30356,0.0000,0.0000,0.0000,0.0000,0.0053,0.0000
1789220305.158,30357,0.0000,0.0000,0.0000,0.0000,0.0057,0.0000
1789220305.168,30358,0.0000,0.0000,0.0000,0.0000,0.0063,0.0000
1789220305.178,30359,0.0000,0.0000,0.0000,0.0000,0.0060,0.0000
1789220305.188,30360,0.0000,0.0000,0.0000,0.0000,0.0059,0.0000
1789220305.198,30361,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220305.208,30362,0.0000,0.0000,0.0000,0.0000,0.0056,0.0000
1789220305.218,30363,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000
1789220305.228,30364,0.0000,0.0000,0.0000,0.0000,0.0048,0.0000
1789220305.238,30365,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220305.248,30366,0.0000,0.0000,0.0000,0.0000,0.0041,0.0000
1789220305.258,30367,0.0000,0.0000,0.0000,0.0000,0.0039,0.0000
1789220305.268,30368,0.0000,0.0000,0.0000,0.0000,0.0036,0.0000
1789220305.278,30369,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000
1789220305.288,30370,0.0000,0.0000,0.0000,0.0000,0.0047,0.0000
1789220305.298,30371,0.0000,0.0000,0.0000,0.0000,0.0035,0.0000
1789220305.308,30372,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000
1789220305.318,30373,0.0000,0.0000,0.0000,0.0000,0.0021,0.0000
1789220305.328,30374,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000
1789220305.338,30375,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000
1789220305.348,30376,0.0000,0.0000,0.0000,0.0000,0.0032,0.0000
1789220305.358,30377,0.0000,0.0000,0.0000,0.0000,0.0048,0.0000
1789220305.368,30378,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000
1789220305.378,30379,0.0000,0.0000,0.0000,0.0000,0.0055,0.0000
1789220305.388,30380,0.0000,0.0000,0.0000,0.0000,0.0056,0.0000
1789220305.398,30381,0.0000,0.0000,0.0000,0.0000,0.0057,0.0000
1789220305.408,30382,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000
1789220305.418,30383,0.0000,0.0000,0.0000,0.0000,0.0032,0.0000
1789220305.428,30384,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000
1789220305.438,30385,0.0000,0.0000,0.0000,0.0000,0.0029,0.0000
1789220305.448,30386,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000
1789220305.458,30387,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000
1789220305.468,30388,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000
1789220305.478,30389,0.0000,0.0000,0.0000,0.0000,0.0055,0.0000
1789220305.488,30390,0.0000,0.0000,0.0000,0.0000,0.0053,0.0000
1789220305.498,30391,0.0000,0.0000,0.0000,0.0000,0.0054,0.0000
1789220305.508,30392,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000
1789220305.518,30393,0.0000,0.0000,0.0000,0.0000,0.0031,0.0000
1789220305.528,30394,0.0000,0.0000,0.0000,0.0000,0.0034,0.0000
1789220305.538,30395,0.0000,0.0000,0.0000,0.0000,0.0055,0.0000
1789220305.548,30396,0.0000,0.0000,0.0000,0.0000,0.0049,0.0000
1789220305.558,30397,0.0000,0.0000,0.0000,0.0000,0.0048,0.0000
1789220305.568,30398,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000
1789220305.578,30399,0.0000,0.0000,0.0000,0.0000,0.0052,0.0000
1789220305.588,30400,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000
1789220305.598,30401,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000
1789220305.608,30402,0.0000,0.0000,0.0000,0.0000,0.0031,0.0000
1789220305.618,30403,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000
1789220305.628,30404,0.0000,0.0000,0.0000,0.0000,0.0048,0.0000
1789220305.638,30405,0.0000,0.0000,0.0000,0.0000,0.0041,0.0000
1789220305.648,30406,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000
1789220305.658,30407,0.0000,0.0000,0.0000,0.0000,0.0043,0.0000
1789220305.668,30408,0.0000,0.0000,0.0000,0.0000,0.0033,0.0000
1789220305.678,30409,0.0000,0.0000,0.0000,0.0000,0.0036,0.0000
1789220305.688,30410,0.0000,0.0000,0.0000,0.0000,0.0057,0.0000
1789220305.698,30411,0.0000,0.0000,0.0000,0.0000,0.0071,0.0000
1789220305.708,30412,0.0000,0.0000,0.0000,0.0000,0.0069,0.0000
1789220305.718,30413,0.0000,0.0000,0.0000,0.0000,0.0063,0.0000
1789220305.728,30414,0.0000,0.0000,0.0000,0.0000,0.0054,0.0000
1789220305.738,30415,0.0000,0.0000,0.0000,0.0000,0.0036,0.0000
1789220305.748,30416,0.0000,0.0000,0.0000,0.0000,0.0038,0.0000
1789220305.758,30417,0.0000,0.0000,0.0000,0.0000,0.0035,0.0000
1789220305.768,30418,0.0000,0.0000,0.0000,0.0000,0.0048,0.0000
1789220305.778,30419,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220305.788,30420,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000
1789220305.798,30421,0.0000,0.0000,0.0000,0.0000,0.0040,0.0000
1789220305.808,30422,0.0000,0.0000,0.0000,0.0000,0.0038,0.0000
1789220305.818,30423,0.0000,0.0000,0.0000,0.0000,0.0031,0.0000
1789220305.828,30424,0.0000,0.0000,0.0000,0.0000,0.0036,0.0000
1789220305.838,30425,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000
1789220305.848,30426,0.0000,0.0000,0.0000,0.0000,0.0053,0.0000
1789220305.858,30427,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000
1789220305.868,30428,0.0000,0.0000,0.0000,0.0000,0.0052,0.0000
1789220305.878,30429,0.0000,0.0000,0.0000,0.0000,0.0045,0.0000
1789220305.888,30430,0.0000,0.0000,0.0000,0.0000,0.0052,0.0000
1789220305.898,30431,0.0000,0.0000,0.0000,0.0000,0.0053,0.0000
1789220305.908,30432,0.0000,0.0000,0.0000,0.0000,0.0054,0.0000
1789220305.918,30433,0.0000,0.0000,0.0000,0.0000,0.0047,0.0000
1789220305.928,30434,0.0000,0.0000,0.0000,0.0000,0.0031,0.0000
1789220305.938,30435,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220305.948,30436,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000
1789220305.958,30437,0.0000,0.0000,0.0000,0.0000,0.0038,0.0000
1789220305.968,30438,0.0000,0.0000,0.0000,0.0000,0.0033,0.0000
1789220305.978,30439,0.0000,0.0000,0.0000,0.0000,0.0036,0.0000
1789220305.988,30440,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000
1789220305.998,30441,0.0000,0.0000,0.0000,0.0000,0.0047,0.0000
1789220306.008,30442,0.0000,0.0000,0.0000,0.0000,0.0035,0.0000
1789220306.018,30443,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000
1789220306.028,30444,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220306.038,30445,0.0000,0.0000,0.0000,0.0000,0.0041,0.0000
1789220306.048,30446,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000
1789220306.058,30447,0.0000,0.0000,0.0000,0.0000,0.0029,0.0000
1789220306.068,30448,0.0000,0.0000,0.0000,0.0000,0.0031,0.0000
1789220306.078,30449,0.0000,0.0000,0.0000,0.0000,0.0047,0.0000
1789220306.088,30450,0.0000,0.0000,0.0000,0.0000,0.0030,0.0000
1789220306.098,30451,0.0000,0.0000,0.0000,0.0000,0.0045,0.0000
1789220306.108,30452,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000
1789220306.118,30453,0.0000,0.0000,0.0000,0.0000,0.0051,0.0000
1789220306.128,30454,0.0000,0.0000,0.0000,0.0000,0.0043,0.0000
1789220306.138,30455,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000
1789220306.148,30456,0.0000,0.0000,0.0000,0.0000,0.0058,0.0000
1789220306.158,30457,0.0000,0.0000,0.0000,0.0000,0.0053,0.0000
1789220306.168,30458,0.0000,0.0000,0.0000,0.0000,0.0059,0.0000
1789220306.178,30459,0.0000,0.0000,0.0000,0.0000,0.0034,0.0000
1789220306.188,30460,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220306.198,30461,0.0000,0.0000,0.0000,0.0000,0.0034,0.0000
1789220306.208,30462,0.0000,0.0000,0.0000,0.0000,0.0056,0.0000
1789220306.218,30463,0.0000,0.0000,0.0000,0.0000,0.0052,0.0000
1789220306.228,30464,0.0000,0.0000,0.0000,0.0000,0.0034,0.0000
1789220306.238,30465,0.0000,0.0000,0.0000,0.0000,0.0022,0.0000
1789220306.248,30466,0.0000,0.0000,0.0000,0.0000,0.0023,0.0000
1789220306.258,30467,0.0000,0.0000,0.0000,0.0000,0.0043,0.0000
1789220306.268,30468,0.0000,0.0000,0.0000,0.0000,0.0039,0.0000
1789220306.278,30469,0.0000,0.0000,0.0000,0.0000,0.0043,0.0000
1789220306.288,30470,0.0000,0.0000,0.0000,0.0000,0.0041,0.0000
1789220306.298,30471,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000
1789220306.308,30472,0.0000,0.0000,0.0000,0.0000,0.0040,0.0000
1789220306.318,30473,0.0000,0.0000,0.0000,0.0000,0.0043,0.0000
1789220306.328,30474,0.0000,0.0000,0.0000,0.0000,0.0039,0.0000
1789220306.338,30475,0.0000,0.0000,0.0000,0.0000,0.0036,0.0000
1789220306.348,30476,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000
1789220306.358,30477,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000
1789220306.368,30478,0.0000,0.0000,0.0000,0.0000,0.0048,0.0000
1789220306.378,30479,0.0000,0.0000,0.0000,0.0000,0.0048,0.0000
1789220306.388,30480,0.0000,0.0000,0.0000,0.0000,0.0066,0.0000
1789220306.398,30481,0.0000,0.0000,0.0000,0.0000,0.0075,0.0000
1789220306.408,30482,0.0000,0.0000,0.0000,0.0000,0.0062,0.0000
1789220306.418,30483,0.0000,0.0000,0.0000,0.0000,0.0039,0.0000
1789220306.428,30484,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000
1789220306.438,30485,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220306.448,30486,0.0000,0.0000,0.0000,0.0000,0.0043,0.0000
1789220306.458,30487,0.0000,0.0000,0.0000,0.0000,0.0053,0.0000
1789220306.468,30488,0.0000,0.0000,0.0000,0.0000,0.0048,0.0000
1789220306.478,30489,0.0000,0.0000,0.0000,0.0000,0.0055,0.0000
1789220306.488,30490,0.0000,0.0000,0.0000,0.0000,0.0041,0.0000
1789220306.498,30491,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000
1789220306.508,30492,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000
1789220306.518,30493,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000
1789220306.528,30494,0.0000,0.0000,0.0000,0.0000,0.0022,0.0000
1789220306.538,30495,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000
1789220306.548,30496,0.0000,0.0000,0.0000,0.0000,0.0031,0.0000
1789220306.558,30497,0.0000,0.0000,0.0000,0.0000,0.0029,0.0000
1789220306.568,30498,0.0000,0.0000,0.0000,0.0000,0.0024,0.0000
1789220306.578,30499,0.0000,0.0000,0.0000,0.0000,0.0030,0.0000
1789220306.588,30500,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000
1789220306.598,30501,0.0000,0.0000,0.0000,0.0000,0.0040,0.0000
1789220306.608,30502,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
1789220306.618,30503,0.0000,0.0000,0.0000,0.0000,0.0049,0.0000
