frame_idx,wall_time,infer_ms,mode,confidence,x_m,y_m,yaw_deg,curvature,n_points,points_x_min,points_x_max,points_y_min,points_y_max,points_raw,ref_point0_applied,ref_point0_x,raw_y_m,reject_reason,reject_streak,n_left_candidates,n_right_candidates,width_m,left_hit_ratio,left_rms_residual_m,left_c2,left_c1,left_c0,right_hit_ratio,right_rms_residual_m,right_c2,right_c1,right_c0,is_placeholder_homography
927,1789220107.687,34.971,left_only,0.7064,2.5399,-0.2471,-1.563,-0.06016,1,2.54,2.54,-0.247,-0.247,2.540:-0.247:-0.0273:-0.0602,True,2.5399,-0.297,,0,1,1,,1.0,0.05068,-0.05307,0.298045,1.31651,,,,,,False
928,1789220107.769,39.65,left_only,0.6892,2.5254,-0.2407,-2.739,-0.05675,1,2.525,2.525,-0.241,-0.241,2.525:-0.241:-0.0478:-0.0567,True,2.5254,-0.2785,,0,1,1,,1.0,0.05676,-0.024637,0.026623,1.893391,,,,,,False
929,1789220107.887,35.603,left_only,0.7023,2.5577,-0.2594,-1.436,-0.07305,1,2.558,2.558,-0.259,-0.259,2.558:-0.259:-0.0251:-0.0731,True,2.5577,-0.2959,,0,1,1,,1.0,0.05213,-0.055439,0.315966,1.285127,,,,,,False
930,1789220107.971,41.126,left_only,0.7046,2.5815,-0.2706,-0.697,-0.08276,1,2.581,2.581,-0.271,-0.271,2.581:-0.271:-0.0122:-0.0828,True,2.5815,-0.2952,,0,1,1,,1.0,0.05131,-0.052653,0.293817,1.32721,,,,,,False
931,1789220108.064,35.61,both,0.3833,2.5044,-0.2208,-3.382,-0.0353,1,2.504,2.504,-0.221,-0.221,2.504:-0.221:-0.0590:-0.0353,True,2.5044,-0.1882,,0,1,1,3.65,1.0,0.05694,-0.03201,0.091288,1.767137,0.5556,0.15323,0.106877,-0.83322,-0.59146,False
932,1789220108.189,37.836,both,0.3971,2.4972,-0.2065,-3.613,-0.02209,1,2.497,2.497,-0.206,-0.206,2.497:-0.206:-0.0631:-0.0221,True,2.4972,-0.2097,,0,1,1,3.67,1.0,0.05166,-0.055733,0.31607,1.28962,0.6667,0.15774,0.064445,-0.505999,-1.21763,False
933,1789220108.265,35.154,left_only,0.7005,2.5299,-0.2382,-1.606,-0.05163,1,2.53,2.53,-0.238,-0.238,2.530:-0.238:-0.0280:-0.0516,True,2.5299,-0.2946,,0,1,1,,1.0,0.05277,-0.060228,0.360337,1.196466,,,,,,False
934,1789220108.386,37.114,both,0.3643,2.4932,-0.195,-4.487,-0.01259,1,2.493,2.493,-0.195,-0.195,2.493:-0.195:-0.0783:-0.0126,True,2.4932,-0.188,,0,1,1,3.62,1.0,0.05421,-0.030084,0.055986,1.853036,0.5556,0.15547,0.108338,-0.8474,-0.558981,False
935,1789220108.489,39.513,left_only,0.7036,2.5177,-0.2296,-2.261,-0.04432,1,2.518,2.518,-0.23,-0.23,2.518:-0.230:-0.0395:-0.0443,True,2.5177,-0.2947,,0,1,1,,1.0,0.05166,-0.059211,0.350385,1.217052,,,,,,False
936,1789220108.587,35.408,left_only,0.7023,2.5489,-0.2504,-1.096,-0.06376,1,2.549,2.549,-0.25,-0.25,2.549:-0.250:-0.0191:-0.0638,True,2.5489,-0.2926,,0,1,1,,1.0,0.05215,-0.054496,0.309412,1.299576,,,,,,False
937,1789220108.667,35.941,left_only,0.7033,2.5822,-0.2647,-0.231,-0.07988,1,2.582,2.582,-0.265,-0.265,2.582:-0.265:-0.0040:-0.0799,True,2.5822,-0.2918,,0,1,1,,1.0,0.05178,-0.058706,0.339322,1.248607,,,,,,False
938,1789220108.788,36.736,left_only,0.6929,2.5522,-0.2542,-1.78,-0.07222,1,2.552,2.552,-0.254,-0.254,2.552:-0.254:-0.0311:-0.0722,True,2.5522,-0.2799,,0,1,1,,1.0,0.05545,-0.027356,0.039865,1.876749,,,,,,False
939,1789220108.887,38.877,both,0.3692,2.4949,-0.2051,-4.639,-0.0246,1,2.495,2.495,-0.205,-0.205,2.495:-0.205:-0.0810:-0.0246,True,2.4949,-0.1886,,0,1,1,3.63,1.0,0.05488,-0.024829,0.019491,1.915575,0.5556,0.15653,0.110787,-0.863716,-0.533628,False
940,1789220108.964,34.377,left_only,0.7049,2.5148,-0.2324,-3.0,-0.04698,1,2.515,2.515,-0.232,-0.232,2.515:-0.232:-0.0524:-0.0470,True,2.5148,-0.2961,,0,1,1,,1.0,0.05122,-0.04964,0.265479,1.384212,,,,,,False
941,1789220109.066,34.962,left_only,0.6892,2.5074,-0.2276,-4.003,-0.04592,1,2.507,2.507,-0.228,-0.228,2.507:-0.228:-0.0699:-0.0459,True,2.5074,-0.2778,,0,1,1,,1.0,0.05674,-0.022055,-0.001216,1.954299,,,,,,False
942,1789220109.188,39.847,both,0.3588,2.4931,-0.1879,-6.328,-0.00735,1,2.493,2.493,-0.188,-0.188,2.493:-0.188:-0.1104:-0.0073,True,2.4931,-0.1922,,0,1,1,3.61,1.0,0.05143,-0.031081,0.065293,1.824986,0.5556,0.15714,0.114057,-0.894827,-0.467568,False
943,1789220109.266,36.278,left_only,0.6868,2.4918,-0.1947,-6.32,-0.01814,1,2.492,2.492,-0.195,-0.195,2.492:-0.195:-0.1103:-0.0181,True,2.4918,-0.2729,,0,1,1,,1.0,0.05762,-0.022063,-0.000509,1.957171,,,,,,False
944,1789220109.37,40.945,left_only,0.6914,2.4941,-0.2087,-5.546,-0.03127,1,2.494,2.494,-0.209,-0.209,2.494:-0.209:-0.0968:-0.0313,True,2.4941,-0.2815,,0,1,1,,1.0,0.05598,-0.031295,0.090996,1.757133,,,,,,False
945,1789220109.465,35.201,left_only,0.6957,2.4962,-0.2136,-5.5,-0.0383,1,2.496,2.496,-0.214,-0.214,2.496:-0.214:-0.0960:-0.0383,True,2.4962,-0.2791,,0,1,1,,1.0,0.05446,-0.027731,0.044219,1.86787,,,,,,False
946,1789220109.57,40.253,left_only,0.7018,2.5267,-0.2431,-3.127,-0.06146,1,2.527,2.527,-0.243,-0.243,2.527:-0.243:-0.0546:-0.0615,True,2.5267,-0.2965,,0,1,1,,1.0,0.05231,-0.057589,0.336349,1.242785,,,,,,False
947,1789220109.666,34.315,left_only,0.6903,2.5213,-0.2389,-3.622,-0.06044,1,2.521,2.521,-0.239,-0.239,2.521:-0.239:-0.0632:-0.0604,True,2.5213,-0.2767,,0,1,1,,1.0,0.05637,-0.029306,0.063478,1.826578,,,,,,False
948,1789220109.771,40.772,left_only,0.7022,2.5548,-0.2588,-1.982,-0.07564,1,2.555,2.555,-0.259,-0.259,2.555:-0.259:-0.0346:-0.0756,True,2.5548,-0.2949,,0,1,1,,1.0,0.05218,-0.05536,0.319956,1.273425,,,,,,False
949,1789220109.867,36.542,left_only,0.6991,2.536,-0.249,-3.049,-0.06975,1,2.536,2.536,-0.249,-0.249,2.536:-0.249:-0.0532:-0.0697,True,2.536,-0.2799,,0,1,1,,1.0,0.05324,-0.028335,0.043611,1.874284,,,,,,False
950,1789220109.964,35.923,both,0.3839,2.4944,-0.2071,-5.017,-0.0268,1,2.494,2.494,-0.207,-0.207,2.494:-0.207:-0.0876:-0.0268,True,2.4944,-0.1935,,0,1,1,3.65,1.0,0.0554,-0.032896,0.10806,1.718735,0.5556,0.15423,0.105955,-0.822799,-0.619072,False
951,1789220110.065,34.705,both,0.3949,2.4926,-0.1927,-5.162,-0.01286,1,2.493,2.493,-0.193,-0.193,2.493:-0.193:-0.0901:-0.0129,True,2.4926,-0.206,,0,1,1,3.67,1.0,0.0541,-0.046948,0.233625,1.462562,0.6667,0.15749,0.066824,-0.525592,-1.177565,False
952,1789220110.163,33.566,left_only,0.7012,2.5126,-0.2281,-2.841,-0.04291,1,2.513,2.513,-0.228,-0.228,2.513:-0.228:-0.0496:-0.0429,True,2.5126,-0.2975,,0,1,1,,1.0,0.05252,-0.056598,0.330408,1.250688,,,,,,False
953,1789220110.266,35.821,left_only,0.697,2.5259,-0.2392,-2.448,-0.05476,1,2.526,2.526,-0.239,-0.239,2.526:-0.239:-0.0427:-0.0548,True,2.5259,-0.2848,,0,1,1,,1.0,0.05401,-0.041262,0.183049,1.56741,,,,,,False
954,1789220110.364,34.385,both,0.3657,2.4925,-0.1911,-5.419,-0.01041,1,2.492,2.492,-0.191,-0.191,2.492:-0.191:-0.0946:-0.0104,True,2.4925,-0.1823,,0,1,1,3.63,1.0,0.05682,-0.025198,0.020864,1.91862,0.5556,0.15821,0.118135,-0.925561,-0.405589,False
955,1789220110.47,39.291,left_only,0.703,2.5091,-0.2251,-3.103,-0.04032,1,2.509,2.509,-0.225,-0.225,2.509:-0.225:-0.0542:-0.0403,True,2.5091,-0.294,,0,1,1,,1.0,0.05189,-0.055191,0.31798,1.278771,,,,,,False
956,1789220110.571,40.844,left_only,0.6977,2.5409,-0.2476,-1.619,-0.06159,1,2.541,2.541,-0.248,-0.248,2.541:-0.248:-0.0283:-0.0616,True,2.5409,-0.2914,,0,1,1,,1.0,0.05374,-0.055523,0.317476,1.285834,,,,,,False
957,1789220110.665,34.702,left_only,0.6984,2.5776,-0.2645,-0.47,-0.07882,1,2.578,2.578,-0.264,-0.264,2.578:-0.264:-0.0082:-0.0788,True,2.5776,-0.2933,,0,1,1,,1.0,0.05351,-0.059438,0.35027,1.220812,,,,,,False
958,1789220110.77,40.125,left_only,0.7036,2.5993,-0.274,-0.013,-0.08807,1,2.599,2.599,-0.274,-0.274,2.599:-0.274:-0.0002:-0.0881,True,2.5993,-0.2957,,0,1,1,,1.0,0.05169,-0.054815,0.307331,1.305643,,,,,,False
959,1789220110.871,40.749,left_only,0.7018,2.6135,-0.2803,0.274,-0.0935,1,2.613,2.613,-0.28,-0.28,2.613:-0.280:0.0048:-0.0935,True,2.6135,-0.2954,,0,1,1,,1.0,0.05229,-0.053091,0.296877,1.3218,,,,,,False
960,1789220110.97,40.129,left_only,0.6858,2.6043,-0.2758,-0.241,-0.09312,1,2.604,2.604,-0.276,-0.276,2.604:-0.276:-0.0042:-0.0931,True,2.6043,-0.2833,,0,1,1,,1.0,0.05795,-0.046111,0.213037,1.522603,,,,,,False
961,1789220111.064,34.603,left_only,0.7018,2.6257,-0.2839,0.364,-0.09947,1,2.626,2.626,-0.284,-0.284,2.626:-0.284:0.0064:-0.0995,True,2.6257,-0.297,,0,1,1,,1.0,0.05232,-0.057158,0.335799,1.240035,,,,,,False
962,1789220111.167,36.581,left_only,0.7009,2.6408,-0.2882,0.754,-0.10391,1,2.641,2.641,-0.288,-0.288,2.641:-0.288:0.0132:-0.1039,True,2.6408,-0.2943,,0,1,1,,1.0,0.05263,-0.05717,0.334525,1.24661,,,,,,False
963,1789220111.265,33.962,left_only,0.7026,2.6546,-0.2927,1.071,-0.10786,1,2.655,2.655,-0.293,-0.293,2.655:-0.293:0.0187:-0.1079,True,2.6546,-0.2986,,0,1,1,,1.0,0.05203,-0.058606,0.346092,1.220597,,,,,,False
964,1789220111.37,39.584,left_only,0.6898,2.603,-0.2769,-0.563,-0.09502,1,2.603,2.603,-0.277,-0.277,2.603:-0.277:-0.0098:-0.0950,True,2.603,-0.2779,,0,1,1,,1.0,0.05655,-0.032482,0.07968,1.805438,,,,,,False
965,1789220111.466,35.768,left_only,0.7017,2.6282,-0.2852,0.211,-0.10209,1,2.628,2.628,-0.285,-0.285,2.628:-0.285:0.0037:-0.1021,True,2.6282,-0.297,,0,1,1,,1.0,0.05235,-0.05928,0.352391,1.209331,,,,,,False
966,1789220111.566,36.06,left_only,0.7038,2.6381,-0.2889,0.534,-0.10429,1,2.638,2.638,-0.289,-0.289,2.638:-0.289:0.0093:-0.1043,True,2.6381,-0.2957,,0,1,1,,1.0,0.05159,-0.054732,0.31363,1.285973,,,,,,False
967,1789220111.67,40.08,left_only,0.6988,2.6451,-0.2901,0.715,-0.10633,1,2.645,2.645,-0.29,-0.29,2.645:-0.290:0.0125:-0.1063,True,2.6451,-0.2923,,0,1,1,,1.0,0.05336,-0.055573,0.315544,1.291256,,,,,,False
968,1789220111.765,34.548,left_only,0.7027,2.6341,-0.2857,0.393,-0.10375,1,2.634,2.634,-0.286,-0.286,2.634:-0.286:0.0069:-0.1038,True,2.6341,-0.2852,,0,1,1,,1.0,0.05198,-0.048852,0.248382,1.439322,,,,,,False
969,1789220111.87,39.818,left_only,0.7011,2.6477,-0.2904,0.792,-0.10704,1,2.648,2.648,-0.29,-0.29,2.648:-0.290:0.0138:-0.1070,True,2.6477,-0.2968,,0,1,1,,1.0,0.05254,-0.057403,0.337352,1.237802,,,,,,False
970,1789220111.964,33.945,left_only,0.6891,2.5873,-0.2711,-1.071,-0.09012,1,2.587,2.587,-0.271,-0.271,2.587:-0.271:-0.0187:-0.0901,True,2.5873,-0.2733,,0,1,1,,1.0,0.05679,-0.025358,0.021558,1.920292,,,,,,False
971,1789220112.068,40.214,both,0.357,2.505,-0.2193,-3.815,-0.04057,1,2.505,2.505,-0.219,-0.219,2.505:-0.219:-0.0666:-0.0406,True,2.505,-0.1892,,0,1,1,3.61,1.0,0.05437,-0.034649,0.088986,1.792911,0.5556,0.15622,0.108885,-0.852891,-0.547698,False
972,1789220112.165,34.666,left_only,0.7003,2.5235,-0.2373,-2.817,-0.05564,1,2.523,2.523,-0.237,-0.237,2.523:-0.237:-0.0492:-0.0556,True,2.5235,-0.2898,,0,1,1,,1.0,0.05284,-0.045424,0.222588,1.481258,,,,,,False
973,1789220112.265,34.591,left_only,0.6973,2.5198,-0.2359,-3.507,-0.05775,1,2.52,2.52,-0.236,-0.236,2.520:-0.236:-0.0612:-0.0578,True,2.5198,-0.2837,,0,1,1,,1.0,0.0539,-0.031643,0.0695,1.822619,,,,,,False
974,1789220112.36,30.238,both,0.397,2.503,-0.2149,-3.78,-0.03672,1,2.503,2.503,-0.215,-0.215,2.503:-0.215:-0.0660:-0.0367,True,2.503,-0.2064,,0,1,1,3.67,1.0,0.05166,-0.053397,0.297539,1.324301,0.6667,0.15782,0.065708,-0.518197,-1.185986,False
975,1789220112.466,35.101,left_only,0.6928,2.5028,-0.2173,-4.382,-0.04204,1,2.503,2.503,-0.217,-0.217,2.503:-0.217:-0.0765:-0.0420,True,2.5028,-0.2799,,0,1,1,,1.0,0.05549,-0.02757,0.036709,1.888061,,,,,,False
976,1789220112.57,40.037,left_only,0.704,2.5298,-0.2406,-2.722,-0.06133,1,2.53,2.53,-0.241,-0.241,2.530:-0.241:-0.0475:-0.0613,True,2.5298,-0.291,,0,1,1,,1.0,0.05152,-0.053076,0.291525,1.342094,,,,,,False
977,1789220112.667,36.497,left_only,0.7008,2.5653,-0.2607,-1.269,-0.07732,1,2.565,2.565,-0.261,-0.261,2.565:-0.261:-0.0221:-0.0773,True,2.5653,-0.296,,0,1,1,,1.0,0.05265,-0.057167,0.3355,1.241967,,,,,,False
978,1789220112.764,35.852,both,0.3766,2.4959,-0.2082,-4.398,-0.0257,1,2.496,2.496,-0.208,-0.208,2.496:-0.208:-0.0768:-0.0257,True,2.4959,-0.1864,,0,1,1,3.64,1.0,0.05558,-0.023954,0.018863,1.909061,0.5556,0.15481,0.118081,-0.923136,-0.416133,False
979,1789220112.863,34.585,both,0.3841,2.4987,-0.1741,-6.506,0.00733,1,2.499,2.499,-0.174,-0.174,2.499:-0.174:-0.1136:0.0073,True,2.4987,-0.1837,,0,1,1,3.65,1.0,0.05518,-0.029428,0.068531,1.811359,0.5556,0.15419,0.114822,-0.896316,-0.46399,False
980,1789220112.967,36.173,left_only,0.7075,2.4968,-0.2106,-4.092,-0.02538,1,2.497,2.497,-0.211,-0.211,2.497:-0.211:-0.0714:-0.0254,True,2.4968,-0.2955,,0,1,1,,1.0,0.0503,-0.051343,0.284053,1.344416,,,,,,False
981,1789220113.064,34.878,both,0.3787,2.4996,-0.1741,-6.539,0.00979,1,2.5,2.5,-0.174,-0.174,2.500:-0.174:-0.1141:0.0098,True,2.4996,-0.1844,,0,1,1,3.65,1.0,0.05629,-0.019191,-0.016336,1.974759,0.5556,0.15855,0.112129,-0.878244,-0.49631,False
982,1789220113.165,35.172,left_only,0.7021,2.4984,-0.2124,-3.799,-0.02689,1,2.498,2.498,-0.212,-0.212,2.498:-0.212:-0.0663:-0.0269,True,2.4984,-0.2931,,0,1,1,,1.0,0.0522,-0.056757,0.329765,1.258395,,,,,,False
983,1789220113.273,42.823,left_only,0.684,2.5051,-0.2212,-3.725,-0.03973,1,2.505,2.505,-0.221,-0.221,2.505:-0.221:-0.0650:-0.0397,True,2.5051,-0.2799,,0,1,1,,1.0,0.05857,-0.035055,0.113932,1.723805,,,,,,False
984,1789220113.365,35.258,left_only,0.6945,2.535,-0.2437,-2.163,-0.06122,1,2.535,2.535,-0.244,-0.244,2.535:-0.244:-0.0377:-0.0612,True,2.535,-0.2901,,0,1,1,,1.0,0.05487,-0.055613,0.310807,1.308025,,,,,,False
985,1789220113.469,40.195,both,0.3703,2.4924,-0.1944,-5.273,-0.01266,1,2.492,2.492,-0.194,-0.194,2.492:-0.194:-0.0920:-0.0127,True,2.4924,-0.1847,,0,1,1,3.63,1.0,0.05752,-0.014643,-0.056204,2.056025,0.5556,0.15266,0.115056,-0.895534,-0.473901,False
986,1789220113.564,34.547,both,0.3884,2.4931,-0.1847,-5.069,-0.00521,1,2.493,2.493,-0.185,-0.185,2.493:-0.185:-0.0885:-0.0052,True,2.4931,-0.201,,0,1,1,3.66,1.0,0.05265,-0.058619,0.342504,1.237734,0.6667,0.15896,0.070966,-0.564677,-1.08441,False
987,1789220113.67,41.745,both,0.3681,2.4982,-0.168,-5.978,0.00785,1,2.498,2.498,-0.168,-0.168,2.498:-0.168:-0.1043:0.0079,True,2.4982,-0.1942,,0,1,1,3.63,1.0,0.05581,-0.028396,0.055492,1.842028,0.6667,0.15668,0.06731,-0.534042,-1.145008,False
988,1789220113.767,36.2,left_only,0.7031,2.5013,-0.2101,-3.319,-0.0293,1,2.501,2.501,-0.21,-0.21,2.501:-0.210:-0.0579:-0.0293,True,2.5013,-0.2966,,0,1,1,,1.0,0.05185,-0.058388,0.343083,1.229595,,,,,,False
989,1789220113.864,35.886,both,0.3982,2.4974,-0.2028,-3.284,-0.01967,1,2.497,2.497,-0.203,-0.203,2.497:-0.203:-0.0573:-0.0197,True,2.4974,-0.2144,,0,1,1,3.67,1.0,0.05232,-0.057798,0.340118,1.234886,0.6667,0.15602,0.060625,-0.466691,-1.309443,False
990,1789220113.963,34.447,both,0.3509,2.4966,-0.1722,-5.557,0.0073,1,2.497,2.497,-0.172,-0.172,2.497:-0.172:-0.0970:0.0073,True,2.4966,-0.1878,,0,1,1,3.6,1.0,0.05491,-0.037942,0.115848,1.741863,0.5556,0.15518,0.108731,-0.85023,-0.551345,False
991,1789220114.066,34.968,left_only,0.702,2.499,-0.2081,-3.505,-0.02585,1,2.499,2.499,-0.208,-0.208,2.499:-0.208:-0.0612:-0.0258,True,2.499,-0.2929,,0,1,1,,1.0,0.05223,-0.05196,0.2825,1.357286,,,,,,False
992,1789220114.162,31.12,left_only,0.6871,2.4965,-0.208,-4.542,-0.02892,1,2.496,2.496,-0.208,-0.208,2.496:-0.208:-0.0793:-0.0289,True,2.4965,-0.2743,,0,1,1,,1.0,0.0575,-0.018325,-0.030512,2.012165,,,,,,False
993,1789220114.266,34.755,left_only,0.7016,2.5248,-0.2372,-2.52,-0.05442,1,2.525,2.525,-0.237,-0.237,2.525:-0.237:-0.0440:-0.0544,True,2.5248,-0.2935,,0,1,1,,1.0,0.05237,-0.056907,0.327949,1.264829,,,,,,False
994,1789220114.366,35.994,left_only,0.6998,2.5626,-0.2581,-1.048,-0.0736,1,2.563,2.563,-0.258,-0.258,2.563:-0.258:-0.0183:-0.0736,True,2.5626,-0.2939,,0,1,1,,1.0,0.05302,-0.059047,0.349116,1.220168,,,,,,False
995,1789220114.465,34.337,left_only,0.7005,2.5928,-0.2712,-0.204,-0.08594,1,2.593,2.593,-0.271,-0.271,2.593:-0.271:-0.0036:-0.0859,True,2.5928,-0.2953,,0,1,1,,1.0,0.05278,-0.057336,0.333328,1.250786,,,,,,False
996,1789220114.567,36.198,left_only,0.6919,2.5809,-0.2671,-0.816,-0.08385,1,2.581,2.581,-0.267,-0.267,2.581:-0.267:-0.0142:-0.0839,True,2.5809,-0.2821,,0,1,1,,1.0,0.05581,-0.039531,0.162517,1.616148,,,,,,False
997,1789220114.666,35.395,left_only,0.6892,2.5708,-0.2622,-1.412,-0.08266,1,2.571,2.571,-0.262,-0.262,2.571:-0.262:-0.0247:-0.0827,True,2.5708,-0.2803,,0,1,1,,1.0,0.05676,-0.040032,0.154905,1.645247,,,,,,False
998,1789220114.763,34.775,both,0.3675,2.5006,-0.2111,-4.113,-0.03513,1,2.501,2.501,-0.211,-0.211,2.501:-0.211:-0.0718:-0.0351,True,2.5006,-0.1838,,0,1,1,3.62,1.0,0.05702,-0.023462,0.005607,1.950942,0.5556,0.14923,0.098511,-0.772451,-0.693413,False
999,1789220114.867,36.775,left_only,0.7025,2.5306,-0.2392,-2.275,-0.05826,1,2.531,2.531,-0.239,-0.239,2.531:-0.239:-0.0397:-0.0583,True,2.5306,-0.2944,,0,1,1,,1.0,0.05205,-0.056033,0.321473,1.275487,,,,,,False
1000,1789220114.963,32.236,left_only,0.7023,2.5609,-0.2566,-1.172,-0.07356,1,2.561,2.561,-0.257,-0.257,2.561:-0.257:-0.0204:-0.0736,True,2.5609,-0.2922,,0,1,1,,1.0,0.05212,-0.054539,0.307981,1.304703,,,,,,False
1001,1789220115.072,41.672,left_only,0.7026,2.5825,-0.2681,-0.586,-0.08277,1,2.582,2.582,-0.268,-0.268,2.582:-0.268:-0.0102:-0.0828,True,2.5825,-0.2958,,0,1,1,,1.0,0.05202,-0.052097,0.286432,1.343824,,,,,,False
1002,1789220115.165,34.929,both,0.3715,2.5115,-0.2234,-2.962,-0.04277,1,2.511,2.511,-0.223,-0.223,2.511:-0.223:-0.0517:-0.0428,True,2.5115,-0.1937,,0,1,1,3.64,1.0,0.05805,-0.018667,-0.031832,2.021109,0.6667,0.15766,0.068677,-0.544084,-1.13087,False
1003,1789220115.271,41.258,left_only,0.7018,2.5487,-0.2495,-1.315,-0.06565,1,2.549,2.549,-0.249,-0.249,2.549:-0.249:-0.0230:-0.0656,True,2.5487,-0.2961,,0,1,1,,1.0,0.05229,-0.059398,0.350722,1.216295,,,,,,False
1004,1789220115.364,34.966,both,0.3852,2.4958,-0.2036,-4.048,-0.0218,1,2.496,2.496,-0.204,-0.204,2.496:-0.204:-0.0706:-0.0218,True,2.4958,-0.185,,0,1,1,3.65,1.0,0.05717,-0.032491,0.099045,1.746581,0.5556,0.15107,0.112565,-0.879572,-0.495744,False
1005,1789220115.469,39.04,both,0.3831,2.4933,-0.1888,-4.445,-0.01038,1,2.493,2.493,-0.189,-0.189,2.493:-0.189:-0.0776:-0.0104,True,2.4933,-0.2003,,0,1,1,3.65,1.0,0.05517,-0.053417,0.281005,1.382122,0.6667,0.15523,0.069763,-0.55073,-1.120719,False
1006,1789220115.566,34.986,left_only,0.7004,2.5167,-0.2252,-2.218,-0.0431,1,2.517,2.517,-0.225,-0.225,2.517:-0.225:-0.0387:-0.0431,True,2.5167,-0.2943,,0,1,1,,1.0,0.05281,-0.059777,0.353703,1.212531,,,,,,False
1007,1789220115.666,35.626,left_only,0.6993,2.5514,-0.248,-0.931,-0.06473,1,2.551,2.551,-0.248,-0.248,2.551:-0.248:-0.0162:-0.0647,True,2.5514,-0.2916,,0,1,1,,1.0,0.05321,-0.057534,0.333318,1.25624,,,,,,False
1008,1789220115.767,35.795,left_only,0.6912,2.5447,-0.2468,-1.758,-0.0664,1,2.545,2.545,-0.247,-0.247,2.545:-0.247:-0.0307:-0.0664,True,2.5447,-0.2814,,0,1,1,,1.0,0.05604,-0.035264,0.114027,1.723924,,,,,,False
1009,1789220115.866,35.493,left_only,0.7032,2.5766,-0.2636,-0.693,-0.08017,1,2.577,2.577,-0.264,-0.264,2.577:-0.264:-0.0121:-0.0802,True,2.5766,-0.2951,,0,1,1,,1.0,0.0518,-0.05607,0.325204,1.263944,,,,,,False
1010,1789220115.97,39.967,left_only,0.702,2.5964,-0.2725,-0.23,-0.08836,1,2.596,2.596,-0.273,-0.273,2.596:-0.273:-0.0040:-0.0884,True,2.5964,-0.2941,,0,1,1,,1.0,0.05224,-0.053728,0.29756,1.326746,,,,,,False
1011,1789220116.066,34.924,left_only,0.6984,2.6204,-0.2804,0.367,-0.09682,1,2.62,2.62,-0.28,-0.28,2.620:-0.280:0.0064:-0.0968,True,2.6204,-0.2934,,0,1,1,,1.0,0.05352,-0.058284,0.341136,1.237736,,,,,,False
1012,1789220116.166,34.907,left_only,0.6983,2.6225,-0.2812,0.295,-0.09859,1,2.623,2.623,-0.281,-0.281,2.623:-0.281:0.0051:-0.0986,True,2.6225,-0.2894,,0,1,1,,1.0,0.05354,-0.051362,0.272066,1.386628,,,,,,False
1013,1789220116.266,35.25,left_only,0.7056,2.6387,-0.2877,0.693,-0.10333,1,2.639,2.639,-0.288,-0.288,2.639:-0.288:0.0121:-0.1033,True,2.6387,-0.2988,,0,1,1,,1.0,0.05096,-0.057232,0.334044,1.244163,,,,,,False
1014,1789220116.364,35.505,both,0.3791,2.5232,-0.2351,-2.16,-0.04959,1,2.523,2.523,-0.235,-0.235,2.523:-0.235:-0.0377:-0.0496,True,2.5232,-0.1858,,0,1,1,3.65,1.0,0.05853,-0.034191,0.116983,1.706115,0.5556,0.15592,0.109694,-0.861521,-0.523562,False
1015,1789220116.466,35.679,left_only,0.7043,2.5562,-0.2551,-0.994,-0.0684,1,2.556,2.556,-0.255,-0.255,2.556:-0.255:-0.0173:-0.0684,True,2.5562,-0.2948,,0,1,1,,1.0,0.05143,-0.056067,0.320646,1.27789,,,,,,False
1016,1789220116.567,36.055,left_only,0.7044,2.5883,-0.2704,-0.138,-0.08243,1,2.588,2.588,-0.27,-0.27,2.588:-0.270:-0.0024:-0.0824,True,2.5883,-0.2988,,0,1,1,,1.0,0.05139,-0.057544,0.335413,1.24286,,,,,,False
1017,1789220116.667,36.8,left_only,0.6929,2.5835,-0.2691,-0.537,-0.08289,1,2.583,2.583,-0.269,-0.269,2.583:-0.269:-0.0094:-0.0829,True,2.5835,-0.2845,,0,1,1,,1.0,0.05545,-0.041996,0.19048,1.552014,,,,,,False
1018,1789220116.765,34.558,left_only,0.7007,2.6119,-0.2779,0.149,-0.09402,1,2.612,2.612,-0.278,-0.278,2.612:-0.278:0.0026:-0.0940,True,2.6119,-0.2927,,0,1,1,,1.0,0.05271,-0.059987,0.349408,1.228982,,,,,,False
1019,1789220116.866,36.142,left_only,0.7038,2.6289,-0.2828,0.536,-0.09991,1,2.629,2.629,-0.283,-0.283,2.629:-0.283:0.0094:-0.0999,True,2.6289,-0.2914,,0,1,1,,1.0,0.05161,-0.056853,0.327736,1.267089,,,,,,False
1020,1789220116.966,35.288,left_only,0.704,2.6403,-0.2865,0.787,-0.10356,1,2.64,2.64,-0.287,-0.287,2.640:-0.287:0.0137:-0.1036,True,2.6403,-0.2932,,0,1,1,,1.0,0.05152,-0.056066,0.322693,1.273336,,,,,,False
1021,1789220117.066,34.783,left_only,0.713,2.6497,-0.2898,0.967,-0.1066,1,2.65,2.65,-0.29,-0.29,2.650:-0.290:0.0169:-0.1066,True,2.6497,-0.2955,,0,1,1,,1.0,0.04835,-0.056893,0.327985,1.262557,,,,,,False
1022,1789220117.172,40.793,left_only,0.7012,2.6355,-0.2867,0.525,-0.10323,1,2.636,2.636,-0.287,-0.287,2.636:-0.287:0.0092:-0.1032,True,2.6355,-0.2897,,0,1,1,,1.0,0.05253,-0.047645,0.238793,1.452754,,,,,,False
