frame_idx,wall_time,infer_ms,mode,confidence,x_m,y_m,yaw_deg,curvature,n_points,points_x_min,points_x_max,points_y_min,points_y_max,points_raw,ref_point0_applied,ref_point0_x,raw_y_m,reject_reason,reject_streak,n_left_candidates,n_right_candidates,width_m,left_hit_ratio,left_rms_residual_m,left_c2,left_c1,left_c0,right_hit_ratio,right_rms_residual_m,right_c2,right_c1,right_c0,is_placeholder_homography
11756,1789221190.178,33.427,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,428,0,0,,,,,,,,,,,,False
11757,1789221190.278,33.737,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,429,0,0,,,,,,,,,,,,False
11758,1789221190.378,33.987,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,430,0,0,,,,,,,,,,,,False
11759,1789221190.478,33.688,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,431,0,0,,,,,,,,,,,,False
11760,1789221190.579,34.354,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,432,0,0,,,,,,,,,,,,False
11761,1789221190.678,33.58,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,433,0,0,,,,,,,,,,,,False
11762,1789221190.784,38.856,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,434,0,0,,,,,,,,,,,,False
11763,1789221190.88,34.345,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,435,0,0,,,,,,,,,,,,False
11764,1789221190.984,38.925,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,436,0,0,,,,,,,,,,,,False
11765,1789221191.082,38.055,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,437,0,0,,,,,,,,,,,,False
11766,1789221191.178,33.426,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,438,0,0,,,,,,,,,,,,False
11767,1789221191.278,34.041,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,439,0,0,,,,,,,,,,,,False
11768,1789221191.379,34.492,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,440,0,0,,,,,,,,,,,,False
11769,1789221191.479,34.159,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,441,0,0,,,,,,,,,,,,False
11770,1789221191.578,33.229,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,442,0,0,,,,,,,,,,,,False
11771,1789221191.679,34.308,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,443,0,0,,,,,,,,,,,,False
11772,1789221191.778,34.605,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,444,0,0,,,,,,,,,,,,False
11773,1789221191.879,34.098,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,445,0,0,,,,,,,,,,,,False
11774,1789221191.989,39.922,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,446,0,0,,,,,,,,,,,,False
11775,1789221192.078,34.041,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,447,0,0,,,,,,,,,,,,False
11776,1789221192.178,33.784,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,448,0,0,,,,,,,,,,,,False
11777,1789221192.278,32.476,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,449,0,0,,,,,,,,,,,,False
11778,1789221192.383,38.134,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,450,0,0,,,,,,,,,,,,False
11779,1789221192.477,33.16,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,451,0,0,,,,,,,,,,,,False
11780,1789221192.583,37.816,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,452,0,0,,,,,,,,,,,,False
11781,1789221192.682,37.403,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,453,0,0,,,,,,,,,,,,False
11782,1789221192.779,33.476,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,454,0,0,,,,,,,,,,,,False
11783,1789221192.882,36.773,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,455,0,0,,,,,,,,,,,,False
11784,1789221192.977,32.728,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,456,0,0,,,,,,,,,,,,False
11785,1789221193.079,34.734,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,457,0,0,,,,,,,,,,,,False
11786,1789221193.177,32.616,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,458,0,0,,,,,,,,,,,,False
11787,1789221193.279,33.566,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,459,0,0,,,,,,,,,,,,False
11788,1789221193.378,32.991,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,460,0,0,,,,,,,,,,,,False
11789,1789221193.482,36.629,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,461,0,0,,,,,,,,,,,,False
11790,1789221193.579,34.887,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,462,0,0,,,,,,,,,,,,False
11791,1789221193.677,33.31,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,463,0,0,,,,,,,,,,,,False
11792,1789221193.783,38.377,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,464,0,0,,,,,,,,,,,,False
11793,1789221193.878,33.595,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,465,0,0,,,,,,,,,,,,False
11794,1789221193.979,34.252,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,466,0,0,,,,,,,,,,,,False
11795,1789221194.078,34.281,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,467,0,0,,,,,,,,,,,,False
11796,1789221194.178,34.033,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,468,0,0,,,,,,,,,,,,False
11797,1789221194.282,38.647,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,469,0,0,,,,,,,,,,,,False
11798,1789221194.384,40.053,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,470,0,0,,,,,,,,,,,,False
11799,1789221194.479,34.962,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,471,0,0,,,,,,,,,,,,False
11800,1789221194.583,39.161,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,472,0,0,,,,,,,,,,,,False
11801,1789221194.683,39.67,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,473,0,0,,,,,,,,,,,,False
11802,1789221194.785,40.851,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,474,0,0,,,,,,,,,,,,False
11803,1789221194.885,40.244,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,475,0,0,,,,,,,,,,,,False
11804,1789221194.984,40.053,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,476,0,0,,,,,,,,,,,,False
11805,1789221195.086,41.976,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,477,0,0,,,,,,,,,,,,False
11806,1789221195.185,40.737,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,478,0,0,,,,,,,,,,,,False
11807,1789221195.285,40.854,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,479,0,0,,,,,,,,,,,,False
11808,1789221195.386,42.798,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,480,0,0,,,,,,,,,,,,False
11809,1789221195.486,40.816,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,481,0,0,,,,,,,,,,,,False
11810,1789221195.586,42.17,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,482,0,0,,,,,,,,,,,,False
11811,1789221195.677,32.817,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,483,0,0,,,,,,,,,,,,False
11812,1789221195.776,31.898,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,484,0,0,,,,,,,,,,,,False
11813,1789221195.878,33.64,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,485,0,0,,,,,,,,,,,,False
11814,1789221195.977,33.13,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,486,0,0,,,,,,,,,,,,False
11815,1789221196.082,37.649,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,487,0,0,,,,,,,,,,,,False
11816,1789221196.179,33.688,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,488,0,0,,,,,,,,,,,,False
11817,1789221196.282,38.068,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,489,0,0,,,,,,,,,,,,False
11818,1789221196.377,32.384,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,490,0,0,,,,,,,,,,,,False
11819,1789221196.477,33.197,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,491,0,0,,,,,,,,,,,,False
11820,1789221196.578,33.163,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,492,0,0,,,,,,,,,,,,False
11821,1789221196.676,32.242,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,493,0,0,,,,,,,,,,,,False
11822,1789221196.777,33.167,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,494,0,0,,,,,,,,,,,,False
11823,1789221196.881,37.021,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,495,0,0,,,,,,,,,,,,False
11824,1789221196.981,36.262,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,496,0,0,,,,,,,,,,,,False
11825,1789221197.077,32.39,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,497,0,0,,,,,,,,,,,,False
11826,1789221197.178,33.786,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,498,0,0,,,,,,,,,,,,False
11827,1789221197.278,34.02,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,499,0,0,,,,,,,,,,,,False
11828,1789221197.377,33.094,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,500,0,0,,,,,,,,,,,,False
11829,1789221197.478,33.57,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,501,0,0,,,,,,,,,,,,False
11830,1789221197.578,33.563,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,502,0,0,,,,,,,,,,,,False
11831,1789221197.677,32.928,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,503,0,0,,,,,,,,,,,,False
11832,1789221197.778,33.995,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,504,0,0,,,,,,,,,,,,False
11833,1789221197.879,33.798,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,505,0,0,,,,,,,,,,,,False
11834,1789221197.978,33.715,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,506,0,0,,,,,,,,,,,,False
11835,1789221198.082,37.993,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,507,0,0,,,,,,,,,,,,False
11836,1789221198.178,34.026,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,508,0,0,,,,,,,,,,,,False
11837,1789221198.278,34.024,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,509,0,0,,,,,,,,,,,,False
11838,1789221198.379,34.409,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,510,0,0,,,,,,,,,,,,False
11839,1789221198.478,33.646,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,511,0,0,,,,,,,,,,,,False
11840,1789221198.578,33.603,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,512,0,0,,,,,,,,,,,,False
11841,1789221198.678,33.752,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,513,0,0,,,,,,,,,,,,False
11842,1789221198.779,34.463,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,514,0,0,,,,,,,,,,,,False
11843,1789221198.878,33.852,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,515,0,0,,,,,,,,,,,,False
11844,1789221198.977,33.001,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,516,0,0,,,,,,,,,,,,False
11845,1789221199.078,34.02,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,517,0,0,,,,,,,,,,,,False
11846,1789221199.179,34.262,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,518,0,0,,,,,,,,,,,,False
11847,1789221199.279,34.988,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,519,0,0,,,,,,,,,,,,False
11848,1789221199.382,38.349,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,520,0,0,,,,,,,,,,,,False
11849,1789221199.482,37.063,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,521,0,0,,,,,,,,,,,,False
11850,1789221199.578,33.276,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,522,0,0,,,,,,,,,,,,False
11851,1789221199.678,33.358,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,523,0,0,,,,,,,,,,,,False
11852,1789221199.776,32.298,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,524,0,0,,,,,,,,,,,,False
11853,1789221199.881,37.067,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,525,0,0,,,,,,,,,,,,False
11854,1789221199.981,36.739,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,526,0,0,,,,,,,,,,,,False
11855,1789221200.078,33.764,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,527,0,0,,,,,,,,,,,,False
11856,1789221200.177,32.816,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,528,0,0,,,,,,,,,,,,False
11857,1789221200.278,33.944,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,529,0,0,,,,,,,,,,,,False
11858,1789221200.378,33.798,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,530,0,0,,,,,,,,,,,,False
11859,1789221200.477,32.054,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,531,0,0,,,,,,,,,,,,False
11860,1789221200.582,36.535,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,532,0,0,,,,,,,,,,,,False
11861,1789221200.678,33.12,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,533,0,0,,,,,,,,,,,,False
11862,1789221200.779,34.538,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,534,0,0,,,,,,,,,,,,False
11863,1789221200.882,37.332,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,535,0,0,,,,,,,,,,,,False
11864,1789221200.982,37.853,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,536,0,0,,,,,,,,,,,,False
11865,1789221201.078,34.683,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,537,0,0,,,,,,,,,,,,False
11866,1789221201.182,37.755,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,538,0,0,,,,,,,,,,,,False
11867,1789221201.283,38.671,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,539,0,0,,,,,,,,,,,,False
11868,1789221201.378,34.025,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,540,0,0,,,,,,,,,,,,False
11869,1789221201.477,32.98,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,541,0,0,,,,,,,,,,,,False
11870,1789221201.578,33.34,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,542,0,0,,,,,,,,,,,,False
11871,1789221201.679,34.126,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,543,0,0,,,,,,,,,,,,False
11872,1789221201.777,32.955,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,544,0,0,,,,,,,,,,,,False
11873,1789221201.878,32.818,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,545,0,0,,,,,,,,,,,,False
11874,1789221201.978,34.153,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,546,0,0,,,,,,,,,,,,False
11875,1789221202.077,32.614,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,547,0,0,,,,,,,,,,,,False
11876,1789221202.183,38.806,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,548,0,0,,,,,,,,,,,,False
11877,1789221202.277,33.116,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,549,0,0,,,,,,,,,,,,False
11878,1789221202.381,37.012,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,550,0,0,,,,,,,,,,,,False
11879,1789221202.477,32.808,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,551,0,0,,,,,,,,,,,,False
11880,1789221202.576,32.254,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,552,0,0,,,,,,,,,,,,False
11881,1789221202.678,33.725,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,553,0,0,,,,,,,,,,,,False
11882,1789221202.779,33.811,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,554,0,0,,,,,,,,,,,,False
11883,1789221202.878,33.721,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,555,0,0,,,,,,,,,,,,False
11884,1789221202.977,33.385,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,556,0,0,,,,,,,,,,,,False
11885,1789221203.078,33.617,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,557,0,0,,,,,,,,,,,,False
11886,1789221203.182,38.223,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,558,0,0,,,,,,,,,,,,False
11887,1789221203.283,38.003,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,559,0,0,,,,,,,,,,,,False
11888,1789221203.383,38.836,none,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0.0,3.000:0.000:0.0000:0.0000,False,3.0,,no_fit,560,0,0,,,,,,,,,,,,False
