tick,t,gps_x,gps_y,gps_position_valid,cross,gps_yaw_error,gps_heading_valid,gps_valid,lidar_valid,lane_conf,go,v,v_valid,obstacle,avoidable,done,avoid_n,avoid_age,avoid_timeout,gps_n,estop,auto_estop,avoid_zone,gps_only_zone,top,nav,avoid,safety,source,v_ref,ref_valid,ref_fresh,ref_age,blocked,route_index,route_connecting,gps_point_x,gps_point_y,gps_point_yaw,gps_point_curvature,avoid_point_x,avoid_point_y,avoid_point_yaw,avoid_point_curvature,target_point_x,target_point_y,target_point_yaw,target_point_curvature,target_n
10,1789471098.630464,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,1789471098.640764,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,1789471098.65047,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,1789471098.66528,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,1789471098.670455,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,1789471098.68161,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,1789471098.690464,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,1789471098.700468,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,1789471098.714896,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,1789471098.720471,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,1789471098.730475,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,1789471098.74055,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,1789471098.754206,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,1789471098.761878,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,1789471098.771487,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,1789471098.780465,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,1789471098.790468,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,1789471098.800506,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1789471098.814967,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,1789471098.820444,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,1789471098.831415,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,1789471098.840446,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,1789471098.851626,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,1789471098.863623,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,1789471098.870651,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,1789471098.880463,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,1789471098.890458,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,1789471098.90049,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,1789471098.910473,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,1789471098.920478,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,1789471098.930483,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,1789471098.940474,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,1789471098.950477,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,1789471098.960474,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,1789471098.970464,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,1789471098.982056,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,1789471098.990476,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,1789471099.000519,0,0,0,0,0,0,0,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,1789471099.010476,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.07056545466184616,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,0.2273391783237457,0.03672362864017487,-3.38774079864379e-05,5.690043053618865e-06,1
49,1789471099.020469,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.08055867999792099,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,0.4546785056591034,0.07344728708267212,-6.775483780074865e-05,1.138008974521654e-05,1
50,1789471099.030958,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.0910470187664032,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,0.6820176839828491,0.110170915722847,-0.0001016322494251654,1.707013325358275e-05,1
51,1789471099.040512,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1006011441349983,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,0.9093570113182068,0.1468945741653442,-0.0001355096756014973,2.276017949043307e-05,1
52,1789471099.050476,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.110565721988678,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,1.136696219444275,0.1836182028055191,-0.000169387087225914,2.845022390829399e-05,1
53,1789471099.060559,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1206479594111443,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,1.364035367965698,0.220341831445694,-0.0002032644988503307,3.414026650716551e-05,1
54,1789471099.070479,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1305684447288513,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,1.591374635696411,0.25706547498703,-0.0002371419395785779,3.983031274401583e-05,1
55,1789471099.080529,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1406179517507553,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,1.818714022636414,0.2937891483306885,-0.0002710193512029946,4.552035898086615e-05,1
56,1789471099.090509,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1505986452102661,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.046053171157837,0.3305127620697021,-0.0003048967628274113,5.121040521771647e-05,1
57,1789471099.100473,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1605623960494995,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.27339243888855,0.3672364056110382,-0.000338774174451828,5.690044781658798e-05,1
58,1789471099.110486,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.05249177664518356,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
59,1789471099.120487,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.06249234825372696,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
60,1789471099.130457,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.0724627748131752,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
61,1789471099.140506,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.08251164108514786,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
62,1789471099.150464,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.09246952831745148,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
63,1789471099.160473,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1024788841605186,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
64,1789471099.170457,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.112463153898716,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
65,1789471099.180506,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1225118562579155,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
66,1789471099.190504,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1325094997882843,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
67,1789471099.20048,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1424862444400787,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
68,1789471099.210491,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.01869948022067547,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
69,1789471099.220463,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.02867127954959869,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
70,1789471099.230471,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.03867935761809349,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
71,1789471099.240507,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.04871530830860138,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
72,1789471099.250469,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.05867458879947662,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
73,1789471099.260473,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.06868132948875427,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
74,1789471099.270467,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.07867465168237686,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
75,1789471099.280455,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.0886630117893219,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
76,1789471099.290465,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.09867318719625473,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
77,1789471099.300475,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1086831837892532,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
78,1789471099.310485,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1186929792165756,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
79,1789471099.320457,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1286647915840149,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
80,1789471099.330484,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1386924684047699,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
81,1789471099.340515,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1487225890159607,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
82,1789471099.350504,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1587123274803162,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
83,1789471099.360469,-2.830558601023403,-2.259796000305982,1,0.4038490653038025,0,0,1,0,0,0,-3.289663573624179e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1686771363019943,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,0,0,0,0,2.500731706619263,0.4039600491523743,-0.0003726516151800752,6.259049405343831e-05,1
