tick,t,gps_x,gps_y,gps_position_valid,cross,gps_yaw_error,gps_heading_valid,gps_valid,lidar_valid,lane_conf,go,v,v_valid,obstacle,avoidable,done,avoid_n,avoid_age,avoid_timeout,gps_n,estop,auto_estop,avoid_zone,gps_only_zone,top,nav,avoid,safety,source,v_ref,ref_valid,ref_fresh,ref_age,blocked,route_index,route_connecting,gps_point_x,gps_point_y,gps_point_yaw,gps_point_curvature,avoid_point_x,avoid_point_y,avoid_point_yaw,avoid_point_curvature,target_point_x,target_point_y,target_point_yaw,target_point_curvature,target_n
70,1789471502.54343,-2.948621524640715,-2.352562666738436,1,0.4216139614582062,-5.629868610412814e-05,0,1,0,0,0,-4.531849460992108e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1857659667730331,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,0,0,0,0,2.045206308364868,0.3451091349124908,-0.0002251379482913762,0.0001371334656141698,1
71,1789471502.55343,-2.948621524640715,-2.352562666738436,1,0.4216139614582062,-5.629868610412814e-05,0,1,0,0,0,-4.531849460992108e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1957657784223557,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,0,0,0,0,2.272451162338257,0.3834545612335205,-0.000250153272645548,0.0001523704995634034,1
72,1789471502.563406,-2.948621524640715,-2.352562666738436,1,0.4216139614582062,-5.629868610412814e-05,0,1,0,0,0,-4.531849460992108e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.07370305061340332,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,0,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,1
73,1789471502.573456,-2.948621524640715,-2.352562666738436,1,0.4216139614582062,-5.629868610412814e-05,0,1,0,0,0,-4.531849460992108e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.08375366777181625,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,0,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,1
74,1789471502.58345,-2.948621524640715,-2.352562666738436,1,0.4216139614582062,-5.629868610412814e-05,0,1,0,0,0,-4.531849460992108e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.09374754875898361,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,0,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,1
75,1789471502.593372,-2.948621524640715,-2.352562666738436,1,0.4216139614582062,-5.629868610412814e-05,0,1,0,0,0,-4.531849460992108e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1036689206957817,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,0,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,1
76,1789471502.603465,-2.948621524640715,-2.352562666738436,1,0.4216139614582062,-5.629868610412814e-05,0,1,0,0,0,-4.531849460992108e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1137617602944374,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,0,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,1
77,1789471502.613464,-2.948621524640715,-2.352562666738436,1,0.4216139614582062,-5.629868610412814e-05,0,1,0,0,0,-4.531849460992108e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1237607449293137,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,0,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,1
78,1789471502.623413,-2.948621524640715,-2.352562666738436,1,0.4216139614582062,-5.629868610412814e-05,0,1,0,0,0,-4.531849460992108e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1337104141712189,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,0,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,1
79,1789471502.633426,-2.948621524640715,-2.352562666738436,1,0.4216139614582062,-5.629868610412814e-05,0,1,0,0,0,-4.531849460992108e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1437233239412308,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,0,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,1
80,1789471502.643405,-2.948621524640715,-2.352562666738436,1,0.4216139614582062,-5.629868610412814e-05,0,1,0,0,0,-4.531849460992108e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1537021547555923,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,0,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,1
81,1789471502.653433,-2.948621524640715,-2.352562666738436,1,0.4216139614582062,-5.629868610412814e-05,0,1,0,0,0,-4.531849460992108e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1637303680181503,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,0,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,1
82,1789471502.663407,-2.948621524640715,-2.352562666738436,1,0.4216139614582062,-5.629868610412814e-05,0,1,0,0,0,-4.531849460992108e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.04415471479296684,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,0,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,1
83,1789471502.673436,-2.948621524640715,-2.352562666738436,1,0.4216139614582062,-5.629868610412814e-05,0,1,0,0,0,-4.531849460992108e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.05418426543474197,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,0,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,1
84,1789471502.683452,-2.948621524640715,-2.352562666738436,1,0.4216139614582062,-5.629868610412814e-05,0,1,0,0,0,-4.531849460992108e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.06420015543699265,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,0,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,1
85,1789471502.693454,-2.948621524640715,-2.352562666738436,1,0.4216139614582062,-5.629868610412814e-05,0,1,0,0,0,-4.531849460992108e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.07420260459184647,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,0,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,1
86,1789471502.703457,-2.948621524640715,-2.352562666738436,1,0.4216139614582062,-5.629868610412814e-05,0,1,0,0,0,-4.531849460992108e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.08420511335134506,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,0,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,1
87,1789471502.713456,-2.948621524640715,-2.352562666738436,1,0.4216139614582062,-5.629868610412814e-05,0,1,0,0,0,-4.531849460992108e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.094204381108284,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,0,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,1
88,1789471502.723413,-2.948621524640715,-2.352562666738436,1,0.4216139614582062,-5.629868610412814e-05,0,1,0,0,0,-4.531849460992108e-15,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1041614785790443,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,0,0,0,0,2.499696493148804,0.4218000471591949,-0.0002751685969997197,0.0001676075626164675,1
