tick,event_time_ns,monotonic_ns,vehicle_speed,vehicle_speed_valid,external_stop,autonomous_enabled,lane_confidence,gps_valid,lidar_valid,avoid_updated,avoid_maneuver_done,avoid_path_n,avoid_generation,avoid_age_s,avoid_timeout_s,obstacle,avoidable,ttc,auto_estop,estop,parking_valid,parking_wall_complete,parking_ready,parking_search,parking_request_id,traffic_fail_safe,avoid_x,avoid_y,avoid_yaw,avoid_k,gps_x,gps_y,gps_heading_valid,rear_clear,red,green,traffic_stop_required
48,1789388655641681716,41554694221977,-0.0001156477229,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1789388655651682311,41554704222570,2.079431579e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1789388655661702059,41554714242332,0.0001242565195,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1789388655671798881,41554724339142,-1.898078699e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1789388655681957672,41554734497946,-0.0001124767659,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1789388655692971928,41554745512203,-9.010681242e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1789388655701702446,41554754242720,-4.824843927e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1789388655711705053,41554764245330,6.287381257e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1789388655721973521,41554774513795,0.0001739960571,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1789388655731702228,41554784242500,0.0001739960571,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1789388655742135088,41554794675362,-0.0001537667413,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1789388655751699142,41554804239416,-0.0001634005748,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1789388655761870473,41554814410747,-0.0001634005748,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1789388655771716485,41554824256754,7.88277539e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1789388655781720983,41554834261254,1.717982741e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1789388655791719340,41554844259604,1.100401164e-06,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1789388655801721090,41554854261358,2.103459337e-06,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1789388655811675768,41554864216041,-6.035993465e-06,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1789388655821730836,41554874271110,-1.417544627e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1789388655831720826,41554884261094,-2.231489816e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,1789388655841709602,41554894249877,-3.045435187e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,1789388655851790449,41554904330721,1.206757224e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1789388655861718101,41554914258367,9.221934306e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1789388655871703923,41554924244195,0.0001871286368,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1789388655881706406,41554934246674,7.628466119e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.282109333,0,0,0,0,0
73,1789388655891716548,41554944256825,6.736328214e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.282109333,0,0,0,0,0
74,1789388655901724344,41554954264621,4.125187115e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.282109333,0,0,0,0,0
75,1789388655911763233,41554964303498,-0.0001017056711,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.282109333,0,0,0,0,0
76,1789388655921720630,41554974260848,-6.793975626e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.282109333,0,0,0,0,0
77,1789388655931727743,41554984268020,4.740970689e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.282109333,0,0,0,0,0
78,1789388655941716740,41554994257002,0.0002056535013,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.282109333,0,0,0,0,0
79,1789388655951726639,41555004266905,5.219261948e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.282109333,0,0,0,0,0
80,1789388655961722802,41555014263081,-6.777123053e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.282109333,0,0,0,0,0
81,1789388655971716954,41555024257223,-7.690030907e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.282109333,0,0,0,0,0
82,1789388655981725369,41555034265635,-0.0001134832419,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
83,1789388655991713104,41555044253378,8.876490028e-06,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
84,1789388656001712279,41555054252544,0.0001007718383,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
85,1789388656011755500,41555064295779,0.0001171922049,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
86,1789388656021713194,41555074253468,-2.060347833e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
87,1789388656031713424,41555084253697,-4.063334563e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
88,1789388656041710987,41555094251263,-5.95699421e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
89,1789388656051721387,41555104261652,-8.073646313e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
90,1789388656061718666,41555114258939,-6.522129843e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
91,1789388656071712832,41555124253088,3.366178134e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
92,1789388656081724816,41555134265093,0.000120447512,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
93,1789388656091724860,41555144265123,4.162633923e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
94,1789388656101725851,41555154266115,-4.890251512e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
95,1789388656111724805,41555164264980,-0.0001284695318,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
96,1789388656121750841,41555174291111,1.341664188e-06,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
97,1789388656131720962,41555184261189,7.064324745e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
98,1789388656141713537,41555194253800,0.0001890401618,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
99,1789388656151723363,41555204263621,0.0001190156981,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
100,1789388656161719661,41555214259939,-1.789742782e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
101,1789388656171708865,41555224249137,-0.0001632126368,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
102,1789388656181715252,41555234255529,-0.0001530605223,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.282109333,0,0,0,0,0
103,1789388656191721435,41555244261646,-9.644909733e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.282109333,0,0,0,0,0
104,1789388656201719050,41555254259320,-5.526368568e-06,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.282109333,0,0,0,0,0
105,1789388656211701212,41555264241487,9.674198373e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.282109333,0,0,0,0,0
106,1789388656221711169,41555274251438,0.0001614220673,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.282109333,0,0,0,0,0
107,1789388656231707865,41555284248138,3.321571785e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.282109333,0,0,0,0,0
108,1789388656241711565,41555294251839,-0.0001237300603,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.282109333,0,0,0,0,0
109,1789388656251706959,41555304247236,-0.0001366374636,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.282109333,0,0,0,0,0
110,1789388656261714500,41555314254770,-0.0001219574406,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.282109333,0,0,0,0,0
111,1789388656271706437,41555324246715,3.904231198e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.282109333,0,0,0,0,0
112,1789388656281714071,41555334254346,0.0002377830533,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
113,1789388656291728847,41555344269117,0.0002633837576,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
114,1789388656301709778,41555354250056,0.0001073482563,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
115,1789388656311718663,41555364258937,-0.0001295823604,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
116,1789388656321714258,41555374254526,-0.0002009934251,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
117,1789388656331717515,41555384257787,-0.0002602498862,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
118,1789388656341731249,41555394271519,-4.107889981e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
119,1789388656351728443,41555404268706,0.0002099175617,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
120,1789388656361718589,41555414258851,0.0001959515066,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
121,1789388656371708461,41555424248736,5.860660622e-06,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
122,1789388656381712611,41555434252887,-0.0002282317291,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
123,1789388656391713391,41555444253663,-0.0002915053337,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
124,1789388656401718024,41555454258294,-0.0001082431918,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
125,1789388656411713239,41555464253517,0.0001299649739,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
126,1789388656421724644,41555474264913,0.0001477104379,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
127,1789388656431712260,41555484252536,6.361868145e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
128,1789388656441707851,41555494248123,-0.0001484249078,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
129,1789388656451713745,41555504254015,-0.0002092248324,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
130,1789388656461721576,41555514261841,-0.0002821025846,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-4.512089774,-4.263556,0,0,0,0,0
