tick,event_time_ns,gps_x,gps_y,gps_position_valid,gps_track_index,vehicle_speed,vehicle_speed_valid,lane_confidence,gps_cross_track,gps_station_yaw_error,gps_heading_valid,avoid_obstacle_detected,avoid_avoidable,avoid_narrow_gap,avoid_maneuver_done,avoid_v_suggest,avoid_ttc,parking_v_suggest,parking_done,parking_path_blocked,traffic_red_active,traffic_green_active,traffic_stopline_detected,traffic_stop_distance,autonomous_enabled,external_stop,camera_available,gps_fixed_ready,lidar_valid,gps_fix_quality,sensor_alive_mask,front_clearance_m,left_clearance_m,right_clearance_m,lane_age_s,lane_timeout_s,gps_age_s,gps_timeout_s,avoid_age_s,avoid_timeout_s,parking_age_s,parking_timeout_s,recovery_age_s,recovery_timeout_s,avoid_points
18663,1789734086526725403,-25.602406406307,-32.713062931773,1,40,0.80677545070648,1,0,0.053408708423376,0.1169598326087,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4740723371506,6.1651501655579,1.4840441942215,-1,1,0.087776951491833,0.5,66.298637390137,0.5,-1,0.5,0,0,0
18664,1789734086536747525,-25.602406406307,-32.713062931773,1,40,0.80756455659866,1,0,0.053408708423376,0.1169598326087,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4740723371506,6.1651501655579,1.4840441942215,-1,1,0.097799271345139,0.5,66.308654785156,0.5,-1,0.5,0,0,0
18665,1789734086546747057,-25.602406406307,-32.713062931773,1,40,0.808917760849,1,0,0.053408708423376,0.1169598326087,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4740723371506,6.1651501655579,1.4840441942215,-1,1,0.10779871046543,0.5,66.318656921387,0.5,-1,0.5,0,0,0
18666,1789734086556747111,-25.602406406307,-32.713062931773,1,40,0.8084602355957,1,0,0.053408708423376,0.1169598326087,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4740723371506,6.1651501655579,1.4840441942215,-1,1,0.11779892444611,0.5,66.328659057617,0.5,-1,0.5,0,0,0
18667,1789734086566717215,-25.602406406307,-32.713062931773,1,40,0.80960661172867,1,0,0.053408708423376,0.12153346836567,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4643667936325,6.1651501655579,1.4840441942215,-1,1,0.12776896357536,0.5,66.33863067627,0.5,-1,0.5,0,0,0
18668,1789734086576744340,-25.602406406307,-32.713062931773,1,40,0.80904763936996,1,0,0.053408708423376,0.12153346836567,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4643667936325,6.1651501655579,1.4840441942215,-1,1,0.13779607415199,0.5,66.348655700684,0.5,-1,0.5,0,0,0
18669,1789734086586749251,-25.602406406307,-32.713062931773,1,40,0.81005567312241,1,0,0.053408708423376,0.12153346836567,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4643667936325,6.1651501655579,1.4840441942215,-1,1,0.1478009968996,0.5,66.358657836914,0.5,-1,0.5,0,0,0
18670,1789734086596726489,-25.602406406307,-32.713062931773,1,40,0.81027376651764,1,0,0.053408708423376,0.12153346836567,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4643667936325,6.1651501655579,1.4840441942215,-1,1,0.15777812898159,0.5,66.368637084961,0.5,-1,0.5,0,0,0
18671,1789734086606744244,-25.602406406307,-32.713062931773,1,40,0.81110239028931,1,0,0.053408708423376,0.12153346836567,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4643667936325,6.1651501655579,1.4840441942215,-1,1,0.16779592633247,0.5,66.37865447998,0.5,-1,0.5,0,0,0
18672,1789734086616723824,-25.602406406307,-32.713062931773,1,40,0.81085485219955,1,0,0.053408708423376,0.12153346836567,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4643667936325,6.1651501655579,1.4840441942215,-1,1,0.17777535319328,0.5,66.388633728027,0.5,-1,0.5,0,0,0
18673,1789734086626720982,-25.602406406307,-32.713062931773,1,40,0.81166273355484,1,0,0.053408708423376,0.12153346836567,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4643667936325,6.1860270500183,1.4693812131882,-1,1,0.1877726316452,0.5,66.398628234863,0.5,-1,0.5,0,0,0
18674,1789734086636735005,-25.602406406307,-32.713062931773,1,40,0.81227886676788,1,0,0.053408708423376,0.12153346836567,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4643667936325,6.1860270500183,1.4693812131882,-1,1,0.19778671860695,0.5,66.408645629883,0.5,-1,0.5,0,0,0
18675,1789734086646728835,-25.602406406307,-32.713062931773,1,40,0.812375664711,1,0,0.053408708423376,0.12153346836567,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4643667936325,6.1860270500183,1.4693812131882,-1,1,0.20778039097786,0.5,66.418640136719,0.5,-1,0.5,0,0,0
18676,1789734086656726766,-25.602406406307,-32.713062931773,1,40,0.81217241287231,1,0,0.053408708423376,0.12153346836567,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4643667936325,6.1860270500183,1.4693812131882,-1,1,0.21777836978436,0.5,66.428634643555,0.5,-1,0.5,0,0,0
18677,1789734086666720504,-25.528616787193,-32.638849598627,1,40,0.8119403719902,1,0,0.046613615006208,0.11962009221315,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4555603265762,6.1860270500183,1.4693812131882,-1,1,0.10159379243851,0.5,66.438629150391,0.5,-1,0.5,0,0,0
18678,1789734086676710929,-25.528616787193,-32.638849598627,1,40,0.81267446279526,1,0,0.046613615006208,0.11962009221315,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4555603265762,6.1860270500183,1.4693812131882,-1,1,0.11158438771963,0.5,66.448623657227,0.5,-1,0.5,0,0,0
18679,1789734086686719515,-25.528616787193,-32.638849598627,1,40,0.8120556473732,1,0,0.046613615006208,0.11962009221315,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4555603265762,6.1860270500183,1.4693812131882,-1,1,0.12159292399883,0.5,66.458625793457,0.5,-1,0.5,0,0,0
18680,1789734086696738229,-25.528616787193,-32.638849598627,1,40,0.81242823600769,1,0,0.046613615006208,0.11962009221315,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4555603265762,6.1860270500183,1.4693812131882,-1,1,0.13161154091358,0.5,66.468650817871,0.5,-1,0.5,0,0,0
18681,1789734086706730242,-25.528616787193,-32.638849598627,1,40,0.81174528598785,1,0,0.046613615006208,0.11962009221315,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4555603265762,6.1860270500183,1.4693812131882,-1,1,0.14160364866257,0.5,66.478637695312,0.5,-1,0.5,0,0,0
18682,1789734086716721121,-25.528616787193,-32.638849598627,1,40,0.81250834465027,1,0,0.046613615006208,0.11962009221315,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4555603265762,6.1860270500183,1.4693812131882,-1,1,0.15159441530704,0.5,66.488632202148,0.5,-1,0.5,0,0,0
18683,1789734086726754047,-25.528616787193,-32.638849598627,1,40,0.81107950210571,1,0,0.046613615006208,0.11962009221315,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4555603265762,6.2221994400024,1.4586455821991,-1,1,0.16162733733654,0.5,66.498664855957,0.5,-1,0.5,0,0,0
18684,1789734086736769518,-25.528616787193,-32.638849598627,1,40,0.8117453455925,1,0,0.046613615006208,0.11962009221315,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4555603265762,6.2221994400024,1.4586455821991,-1,1,0.17164281010628,0.5,66.508682250977,0.5,-1,0.5,0,0,0
18685,1789734086746746696,-25.528616787193,-32.638849598627,1,40,0.81077420711517,1,0,0.046613615006208,0.11962009221315,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4555603265762,6.2221994400024,1.4586455821991,-1,1,0.18162006139755,0.5,66.518653869629,0.5,-1,0.5,0,0,0
18686,1789734086756749928,-25.528616787193,-32.638849598627,1,40,0.81159764528275,1,0,0.046613615006208,0.11962009221315,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4555603265762,6.2221994400024,1.4586455821991,-1,1,0.19162303209305,0.5,66.528656005859,0.5,-1,0.5,0,0,0
18687,1789734086766713804,-25.440069244255,-32.583189598767,1,41,0.80989617109299,1,0,0.015323924832046,0.12375639379025,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4458043575287,6.2221994400024,1.4586455821991,-1,1,0.085523530840874,0.5,66.538619995117,0.5,-1,0.5,0,0,0
18688,1789734086776743091,-25.440069244255,-32.583189598767,1,41,0.81065833568573,1,0,0.015323924832046,0.12375639379025,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4458043575287,6.2221994400024,1.4586455821991,-1,1,0.095552891492844,0.5,66.548652648926,0.5,-1,0.5,0,0,0
18689,1789734086786747554,-25.440069244255,-32.583189598767,1,41,0.80900508165359,1,0,0.015323924832046,0.12375639379025,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4458043575287,6.2221994400024,1.4586455821991,-1,1,0.10555731505156,0.5,66.558654785156,0.5,-1,0.5,0,0,0
18690,1789734086796738154,-25.440069244255,-32.583189598767,1,41,0.81041657924652,1,0,0.015323924832046,0.12375639379025,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4458043575287,6.2221994400024,1.4586455821991,-1,1,0.11554791033268,0.5,66.568649291992,0.5,-1,0.5,0,0,0
18691,1789734086806755003,-25.440069244255,-32.583189598767,1,41,0.80897396802902,1,0,0.015323924832046,0.12375639379025,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4458043575287,6.2221994400024,1.4586455821991,-1,1,0.1255648881197,0.5,66.578666687012,0.5,-1,0.5,0,0,0
18692,1789734086816737010,-25.440069244255,-32.583189598767,1,41,0.80978155136108,1,0,0.015323924832046,0.12375639379025,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4458043575287,6.2861533164978,1.4586455821991,-1,1,0.13554690778255,0.5,66.588645935059,0.5,-1,0.5,0,0,0
18693,1789734086826745305,-25.440069244255,-32.583189598767,1,41,0.80854612588882,1,0,0.015323924832046,0.12375639379025,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4458043575287,6.2861533164978,1.4501614570618,-1,1,0.1455551981926,0.5,66.598655700684,0.5,-1,0.5,0,0,0
18694,1789734086836743011,-25.440069244255,-32.583189598767,1,41,0.80999094247818,1,0,0.015323924832046,0.12375639379025,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4458043575287,6.2861533164978,1.4501614570618,-1,1,0.15555290877819,0.5,66.60865020752,0.5,-1,0.5,0,0,0
18695,1789734086846758913,-25.440069244255,-32.583189598767,1,41,0.8080490231514,1,0,0.015323924832046,0.12375639379025,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4458043575287,6.2861533164978,1.4501614570618,-1,1,0.16556869447231,0.5,66.618667602539,0.5,-1,0.5,0,0,0
18696,1789734086856737739,-25.440069244255,-32.583189598767,1,41,0.80877590179443,1,0,0.015323924832046,0.12375639379025,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4458043575287,6.2861533164978,1.4501614570618,-1,1,0.1755476295948,0.5,66.628646850586,0.5,-1,0.5,0,0,0
18697,1789734086866714048,-25.36627962514,-32.508976265621,1,41,0.80786824226379,1,0,0.0078234542161226,0.12825998663902,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4366799592972,6.2861533164978,1.4501614570618,-1,1,0.047762632369995,0.5,66.638626098633,0.5,-1,0.5,0,0,0
18698,1789734086876740784,-25.36627962514,-32.508976265621,1,41,0.80872547626495,1,0,0.0078234542161226,0.12825998663902,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4366799592972,6.2861533164978,1.4501614570618,-1,1,0.057789370417595,0.5,66.648651123047,0.5,-1,0.5,0,0,0
18699,1789734086886736106,-25.36627962514,-32.508976265621,1,41,0.80713456869125,1,0,0.0078234542161226,0.12825998663902,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4366799592972,6.2861533164978,1.4501614570618,-1,1,0.067784540355206,0.5,66.658645629883,0.5,-1,0.5,0,0,0
18700,1789734086896737035,-25.36627962514,-32.508976265621,1,41,0.80729073286057,1,0,0.0078234542161226,0.12825998663902,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4366799592972,6.2861533164978,1.4501614570618,-1,1,0.077785693109035,0.5,66.668647766113,0.5,-1,0.5,0,0,0
18701,1789734086906738710,-25.36627962514,-32.508976265621,1,41,0.80632895231247,1,0,0.0078234542161226,0.12825998663902,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4366799592972,6.2861533164978,1.4501614570618,-1,1,0.087787307798862,0.5,66.678649902344,0.5,-1,0.5,0,0,0
18702,1789734086916745099,-25.36627962514,-32.508976265621,1,41,0.80691808462143,1,0,0.0078234542161226,0.12825998663902,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4366799592972,6.3125824928284,1.4501614570618,-1,1,0.097793564200401,0.5,66.688652038574,0.5,-1,0.5,0,0,0
18703,1789734086926750029,-25.36627962514,-32.508976265621,1,41,0.80555933713913,1,0,0.0078234542161226,0.12825998663902,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4366799592972,6.3125824928284,1.4455728530884,-1,1,0.1077985689044,0.5,66.698661804199,0.5,-1,0.5,0,0,0
18704,1789734086936713284,-25.36627962514,-32.508976265621,1,41,0.80525922775269,1,0,0.0078234542161226,0.12825998663902,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4366799592972,6.3125824928284,1.4455728530884,-1,1,0.11776173859835,0.5,66.708625793457,0.5,-1,0.5,0,0,0
18705,1789734086946757974,-25.36627962514,-32.508976265621,1,41,0.80498617887497,1,0,0.0078234542161226,0.12825998663902,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4366799592972,6.3125824928284,1.4455728530884,-1,1,0.12780649960041,0.5,66.71866607666,0.5,-1,0.5,0,0,0
18706,1789734086956746153,-25.36627962514,-32.508976265621,1,41,0.80546146631241,1,0,0.0078234542161226,0.12825998663902,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4366799592972,6.3125824928284,1.4455728530884,-1,1,0.13779467344284,0.5,66.728652954102,0.5,-1,0.5,0,0,0
18707,1789734086966713158,-25.292490006025,-32.453316265762,1,41,0.80489188432693,1,0,0.009540157392621,0.11563475430012,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4281430244446,6.3125824928284,1.4455728530884,-1,1,0.031545851379633,0.5,66.738624572754,0.5,-1,0.5,0,0,0
18708,1789734086976745708,-25.292490006025,-32.453316265762,1,41,0.80463457107544,1,0,0.009540157392621,0.11563475430012,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4281430244446,6.3125824928284,1.4455728530884,-1,1,0.041578408330679,0.5,66.748657226562,0.5,-1,0.5,0,0,0
18709,1789734086986775323,-25.292490006025,-32.453316265762,1,41,0.80523836612701,1,0,0.009540157392621,0.11563475430012,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4281430244446,6.3125824928284,1.4455728530884,-1,1,0.051607441157103,0.5,66.758682250977,0.5,-1,0.5,0,0,0
18710,1789734086996737030,-25.292490006025,-32.453316265762,1,41,0.80468755960464,1,0,0.009540157392621,0.11563475430012,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4281430244446,6.3125824928284,1.4455728530884,-1,1,0.061569556593895,0.5,66.768646240234,0.5,-1,0.5,0,0,0
18711,1789734087006770473,-25.292490006025,-32.453316265762,1,41,0.80447149276733,1,0,0.009540157392621,0.11563475430012,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4281430244446,6.3125824928284,1.4455728530884,-1,1,0.071603074669838,0.5,66.778678894043,0.5,-1,0.5,0,0,0
18712,1789734087016773308,-25.292490006025,-32.453316265762,1,41,0.80403304100037,1,0,0.009540157392621,0.11563475430012,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4281430244446,6.3804383277893,1.4455728530884,-1,1,0.081605903804302,0.5,66.788681030273,0.5,-1,0.5,0,0,0
18713,1789734087026743329,-25.292490006025,-32.453316265762,1,41,0.80527925491333,1,0,0.009540157392621,0.11563475430012,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4281430244446,6.3804383277893,1.4510980844498,-1,1,0.091575883328915,0.5,66.798652648926,0.5,-1,0.5,0,0,0
18714,1789734087036731436,-25.292490006025,-32.453316265762,1,41,0.8046669960022,1,0,0.009540157392621,0.11563475430012,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4281430244446,6.3804383277893,1.4510980844498,-1,1,0.10156399011612,0.5,66.808639526367,0.5,-1,0.5,0,0,0
18715,1789734087046741300,-25.292490006025,-32.453316265762,1,41,0.80441224575043,1,0,0.009540157392621,0.11563475430012,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4281430244446,6.3804383277893,1.4510980844498,-1,1,0.1115737259388,0.5,66.818649291992,0.5,-1,0.5,0,0,0
18716,1789734087056805546,-25.292490006025,-32.453316265762,1,41,0.80367404222488,1,0,0.009540157392621,0.11563475430012,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4281430244446,6.3804383277893,1.4510980844498,-1,1,0.12163802236319,0.5,66.828712463379,0.5,-1,0.5,0,0,0
18717,1789734087066794163,-25.292490006025,-32.453316265762,1,41,0.80422902107239,1,0,0.009540157392621,0.093991726636887,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4393745660782,6.3804383277893,1.4510980844498,-1,1,0.13162668049335,0.5,66.838706970215,0.5,-1,0.5,0,0,0
18718,1789734087076781392,-25.292490006025,-32.453316265762,1,41,0.80318063497543,1,0,0.009540157392621,0.093991726636887,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4393745660782,6.3804383277893,1.4510980844498,-1,1,0.14161372184753,0.5,66.848693847656,0.5,-1,0.5,0,0,0
18719,1789734087086766811,-25.292490006025,-32.453316265762,1,41,0.80252718925476,1,0,0.009540157392621,0.093991726636887,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4393745660782,6.3804383277893,1.4510980844498,-1,1,0.1515995413065,0.5,66.858673095703,0.5,-1,0.5,0,0,0
18720,1789734087096743525,-25.292490006025,-32.453316265762,1,41,0.80120295286179,1,0,0.009540157392621,0.093991726636887,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4393745660782,6.3804383277893,1.4510980844498,-1,1,0.16157603263855,0.5,66.86865234375,0.5,-1,0.5,0,0,0
18721,1789734087106776074,-25.292490006025,-32.453316265762,1,41,0.80143666267395,1,0,0.009540157392621,0.093991726636887,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4393745660782,6.3804383277893,1.4510980844498,-1,1,0.17160861194134,0.5,66.878684997559,0.5,-1,0.5,0,0,0
18722,1789734087116770513,-25.292490006025,-32.453316265762,1,41,0.80128580331802,1,0,0.009540157392621,0.093991726636887,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4393745660782,5.5472912788391,1.4510980844498,-1,1,0.18160299956799,0.5,66.888679504395,0.5,-1,0.5,0,0,0
18723,1789734087126734894,-25.292490006025,-32.453316265762,1,41,0.80135315656662,1,0,0.009540157392621,0.093991726636887,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4393745660782,5.5472912788391,1.4645802974701,-1,1,0.19156749546528,0.5,66.898643493652,0.5,-1,0.5,0,0,0
18724,1789734087136785454,-25.292490006025,-32.453316265762,1,41,0.80118823051453,1,0,0.009540157392621,0.093991726636887,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4393745660782,5.5472912788391,1.4645802974701,-1,1,0.20161820948124,0.5,66.90869140625,0.5,-1,0.5,0,0,0
18725,1789734087146728004,-25.292490006025,-32.453316265762,1,41,0.80234235525131,1,0,0.009540157392621,0.093991726636887,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4393745660782,5.5472912788391,1.4645802974701,-1,1,0.21156059205532,0.5,66.918640136719,0.5,-1,0.5,0,0,0
18726,1789734087156808184,-25.292490006025,-32.453316265762,1,41,0.80222523212433,1,0,0.009540157392621,0.093991726636887,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4393745660782,5.5472912788391,1.4645802974701,-1,1,0.22164037823677,0.5,66.928718566895,0.5,-1,0.5,0,0,0
18727,1789734087166777584,-25.218700385652,-32.379102931825,1,42,0.80288761854172,1,0,0.014454388059676,0.056052889674902,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4540356397629,5.5472912788391,1.4645802974701,-1,1,0.09187713265419,0.5,66.938690185547,0.5,-1,0.5,0,0,0
18728,1789734087176793604,-25.218700385652,-32.379102931825,1,42,0.80216062068939,1,0,0.014454388059676,0.056052889674902,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4540356397629,5.5472912788391,1.4645802974701,-1,1,0.10189315676689,0.5,66.948699951172,0.5,-1,0.5,0,0,0
18729,1789734087186749898,-25.218700385652,-32.379102931825,1,42,0.80386853218079,1,0,0.014454388059676,0.056052889674902,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4540356397629,5.5472912788391,1.4645802974701,-1,1,0.11184928566217,0.5,66.958656311035,0.5,-1,0.5,0,0,0
18730,1789734087196726086,-25.218700385652,-32.379102931825,1,42,0.80369555950165,1,0,0.014454388059676,0.056052889674902,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4540356397629,5.5472912788391,1.4645802974701,-1,1,0.1218259036541,0.5,66.968635559082,0.5,-1,0.5,0,0,0
18731,1789734087206738450,-25.218700385652,-32.379102931825,1,42,0.80549454689026,1,0,0.014454388059676,0.056052889674902,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4540356397629,5.5472912788391,1.4645802974701,-1,1,0.13183817267418,0.5,66.978645324707,0.5,-1,0.5,0,0,0
18732,1789734087216716129,-25.218700385652,-32.379102931825,1,42,0.8044256567955,1,0,0.014454388059676,0.056052889674902,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4540356397629,6.3888306617737,1.4645802974701,-1,1,0.14181585609913,0.5,66.988624572754,0.5,-1,0.5,0,0,0
18733,1789734087226734416,-25.218700385652,-32.379102931825,1,42,0.80576330423355,1,0,0.014454388059676,0.056052889674902,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4540356397629,6.3888306617737,1.4850409030914,-1,1,0.15183418989182,0.5,66.998641967773,0.5,-1,0.5,0,0,0
18734,1789734087236743920,-25.218700385652,-32.379102931825,1,42,0.80559039115906,1,0,0.014454388059676,0.056052889674902,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4540356397629,6.3888306617737,1.4850409030914,-1,1,0.16184352338314,0.5,67.008651733398,0.5,-1,0.5,0,0,0
18735,1789734087246729673,-25.218700385652,-32.379102931825,1,42,0.80646389722824,1,0,0.014454388059676,0.056052889674902,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4540356397629,6.3888306617737,1.4850409030914,-1,1,0.17182941734791,0.5,67.01863861084,0.5,-1,0.5,0,0,0
18736,1789734087256748613,-25.218700385652,-32.379102931825,1,42,0.80665743350983,1,0,0.014454388059676,0.056052889674902,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4540356397629,6.3888306617737,1.4850409030914,-1,1,0.18184833228588,0.5,67.028656005859,0.5,-1,0.5,0,0,0
18737,1789734087266747427,-25.15966869036,-32.286336265392,1,42,0.80722635984421,1,0,0.0038139747921377,0.025340382009745,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4770356416702,6.3888306617737,1.4850409030914,-1,1,0.080643482506275,0.5,67.03865814209,0.5,-1,0.5,0,0,0
18738,1789734087276753179,-25.15966869036,-32.286336265392,1,42,0.80836284160614,1,0,0.0038139747921377,0.025340382009745,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4770356416702,6.3888306617737,1.4850409030914,-1,1,0.090649738907814,0.5,67.04866027832,0.5,-1,0.5,0,0,0
18739,1789734087286753562,-25.15966869036,-32.286336265392,1,42,0.8084489107132,1,0,0.0038139747921377,0.025340382009745,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4770356416702,6.3888306617737,1.4850409030914,-1,1,0.10064990073442,0.5,67.058662414551,0.5,-1,0.5,0,0,0
18740,1789734087296753832,-25.15966869036,-32.286336265392,1,42,0.80894905328751,1,0,0.0038139747921377,0.025340382009745,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4770356416702,6.3888306617737,1.4850409030914,-1,1,0.11065022647381,0.5,67.068664550781,0.5,-1,0.5,0,0,0
18741,1789734087306754488,-25.15966869036,-32.286336265392,1,42,0.80943369865417,1,0,0.0038139747921377,0.025340382009745,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4770356416702,6.3888306617737,1.4850409030914,-1,1,0.12065105885267,0.5,67.078666687012,0.5,-1,0.5,0,0,0
18742,1789734087316742913,-25.15966869036,-32.286336265392,1,42,0.8102205991745,1,0,0.0038139747921377,0.025340382009745,1,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,1,0,0,1,1,4,126,1.4770356416702,5.074357509613,1.4850409030914,-1,1,0.1306394636631,0.5,67.088653564453,0.5,-1,0.5,0,0,0
