tick,event_time_ns,gps_x,gps_y,gps_position_valid,gps_track_index,vehicle_speed,vehicle_speed_valid,lane_confidence,gps_cross_track,gps_station_yaw_error,gps_heading_valid,avoid_obstacle_detected,avoid_avoidable,avoid_narrow_gap,avoid_maneuver_done,avoid_v_suggest,avoid_ttc,parking_v_suggest,parking_done,parking_path_blocked,traffic_red_active,traffic_green_active,traffic_stopline_detected,traffic_stop_distance,autonomous_enabled,external_stop,camera_available,gps_fixed_ready,lidar_valid,gps_fix_quality,sensor_alive_mask,front_clearance_m,left_clearance_m,right_clearance_m,lane_age_s,lane_timeout_s,gps_age_s,gps_timeout_s,avoid_age_s,avoid_timeout_s,parking_age_s,parking_timeout_s,recovery_age_s,recovery_timeout_s,avoid_points
8734,1789733987236777001,-14.843879912946,-15.3656962654,1,86,0.40494602918625,1,0,0.21015329658985,-0.047076769173145,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.1796464920044,2.2438817024231,1.4457641839981,-1,1,0.16150435805321,0.5,0.16150464117527,0.5,-1,0.5,0,0,1
8735,1789733987246741707,-14.843879912946,-15.3656962654,1,86,0.41562125086784,1,0,0.21015329658985,-0.047076769173145,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.1796464920044,2.2438817024231,1.4457641839981,-1,1,0.17146892845631,0.5,0.17146921157837,0.5,-1,0.5,0,0,1
8736,1789733987256747869,-14.843879912946,-15.3656962654,1,86,0.42527157068253,1,0,0.21015329658985,-0.047076769173145,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.1796464920044,2.2438817024231,1.4457641839981,-1,1,0.18147496879101,0.5,0.18147525191307,0.5,-1,0.5,0,0,1
8737,1789733987266785873,-14.858637836769,-15.402802931973,1,86,0.43560090661049,1,0,0.19479708373547,-0.077862620353699,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.1796464920044,2.2438817024231,1.4457641839981,-1,1,0.073646567761898,0.5,0.19151329994202,0.5,-1,0.5,0,0,1
8738,1789733987276717515,-14.858637836769,-15.402802931973,1,86,0.44518956542015,1,0,0.19479708373547,-0.077862620353699,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.1796464920044,2.2438817024231,1.4457641839981,-1,1,0.083578310906887,0.5,0.20144504308701,0.5,-1,0.5,0,0,1
8739,1789733987286775987,-14.858637836769,-15.402802931973,1,86,0.45429196953773,1,0,0.19479708373547,-0.077862620353699,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.1796464920044,2.2438817024231,1.4236549139023,-1,1,0.093636706471443,0.5,0.21150343120098,0.5,-1,0.5,0,0,1
8740,1789733987296743625,-14.858637836769,-15.402802931973,1,86,0.46404260396957,1,0,0.19479708373547,-0.077862620353699,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.1796464920044,2.2438817024231,1.4236549139023,-1,1,0.10360433161259,0.5,0.22147105634212,0.5,-1,0.5,0,0,1
8741,1789733987306777936,-14.858637836769,-15.402802931973,1,86,0.47430303692818,1,0,0.19479708373547,-0.077862620353699,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.1796464920044,2.2438817024231,1.4236549139023,-1,1,0.11363882571459,0.5,0.12649704515934,0.5,-1,0.5,0,0,1
8742,1789733987316731650,-14.858637836769,-15.402802931973,1,86,0.4842737019062,1,0,0.19479708373547,-0.077862620353699,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.1796464920044,2.2438817024231,1.4236549139023,-1,1,0.12359246611595,0.5,0.13645069301128,0.5,-1,0.5,0,0,1
8743,1789733987326736610,-14.858637836769,-15.402802931973,1,86,0.49354395270348,1,0,0.19479708373547,-0.077862620353699,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.1548216342926,2.2438817024231,1.4236549139023,-1,1,0.13359734416008,0.5,0.14645557105541,0.5,-1,0.5,0,0,1
8744,1789733987336789871,-14.858637836769,-15.402802931973,1,86,0.50389158725739,1,0,0.19479708373547,-0.077862620353699,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.1548216342926,2.2181992530823,1.4236549139023,-1,1,0.14365056157112,0.5,0.15650878846645,0.5,-1,0.5,0,0,1
8745,1789733987346743900,-14.858637836769,-15.402802931973,1,86,0.51273626089096,1,0,0.19479708373547,-0.077862620353699,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.1548216342926,2.2181992530823,1.4236549139023,-1,1,0.15360464155674,0.5,0.16646286845207,0.5,-1,0.5,0,0,1
8746,1789733987356784010,-14.858637836769,-15.402802931973,1,86,0.52315872907639,1,0,0.19479708373547,-0.077862620353699,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.1548216342926,2.2181992530823,1.4236549139023,-1,1,0.16364467144012,0.5,0.17650289833546,0.5,-1,0.5,0,0,1
8747,1789733987366793743,-14.888153684415,-15.477016265119,1,86,0.53278762102127,1,0,0.1655692756176,-0.11070925742388,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.1548216342926,2.2181992530823,1.4236549139023,-1,1,0.052275780588388,0.5,0.18651252985001,0.5,-1,0.5,0,0,1
8748,1789733987376797459,-14.888153684415,-15.477016265119,1,86,0.54328048229218,1,0,0.1655692756176,-0.11070925742388,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.1548216342926,2.2181992530823,1.4236549139023,-1,1,0.062279552221298,0.5,0.19651630520821,0.5,-1,0.5,0,0,1
8749,1789733987386755303,-14.888153684415,-15.477016265119,1,86,0.55351936817169,1,0,0.1655692756176,-0.11070925742388,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.1548216342926,2.2181992530823,1.2737131118774,-1,1,0.072237357497215,0.5,0.20647411048412,0.5,-1,0.5,0,0,1
8750,1789733987396778712,-14.888153684415,-15.477016265119,1,86,0.56244879961014,1,0,0.1655692756176,-0.11070925742388,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.1548216342926,2.2181992530823,1.2737131118774,-1,1,0.082260891795158,0.5,0.21649764478207,0.5,-1,0.5,0,0,1
8751,1789733987406771227,-14.888153684415,-15.477016265119,1,86,0.57156074047089,1,0,0.1655692756176,-0.11070925742388,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.1548216342926,2.2181992530823,1.2737131118774,-1,1,0.092253342270851,0.5,0.12696135044098,0.5,-1,0.5,0,0,1
8752,1789733987416789626,-14.888153684415,-15.477016265119,1,86,0.58236730098724,1,0,0.1655692756176,-0.11070925742388,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.1548216342926,2.2181992530823,1.2737131118774,-1,1,0.10227170586586,0.5,0.13697971403599,0.5,-1,0.5,0,0,1
8753,1789733987426757950,-14.888153684415,-15.477016265119,1,86,0.5915744304657,1,0,0.1655692756176,-0.11070925742388,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.0574333667755,2.2181992530823,1.2737131118774,-1,1,0.11224005371332,0.5,0.14694806933403,0.5,-1,0.5,0,0,1
8754,1789733987436770088,-14.888153684415,-15.477016265119,1,86,0.60136502981186,1,0,0.1655692756176,-0.11070925742388,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.0574333667755,2.1423816680908,1.2737131118774,-1,1,0.1222523227334,0.5,0.15696033835411,0.5,-1,0.5,0,0,1
8755,1789733987446775967,-14.888153684415,-15.477016265119,1,86,0.61043018102646,1,0,0.1655692756176,-0.11070925742388,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.0574333667755,2.1423816680908,1.2737131118774,-1,1,0.13225820660591,0.5,0.1669662296772,0.5,-1,0.5,0,0,1
8756,1789733987456774674,-14.888153684415,-15.477016265119,1,86,0.62077450752258,1,0,0.1655692756176,-0.11070925742388,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.0574333667755,2.1423816680908,1.2737131118774,-1,1,0.14225670695305,0.5,0.17696473002434,0.5,-1,0.5,0,0,1
8757,1789733987466784570,-14.91766953206,-15.551229599056,1,87,0.62931215763092,1,0,0.13675498962402,-0.14824818074703,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.0574333667755,2.1423816680908,1.2737131118774,-1,1,0.030902188271284,0.5,0.18697479367256,0.5,-1,0.5,0,0,1
8758,1789733987476749893,-14.91766953206,-15.551229599056,1,87,0.63875925540924,1,0,0.13675498962402,-0.14824818074703,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.0574333667755,2.1423816680908,1.2737131118774,-1,1,0.040867432951927,0.5,0.19694003462791,0.5,-1,0.5,0,0,1
8759,1789733987486767678,-14.91766953206,-15.551229599056,1,87,0.64752411842346,1,0,0.13675498962402,-0.14824818074703,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.0574333667755,2.1423816680908,1.1900743246078,-1,1,0.050885409116745,0.5,0.20695801079273,0.5,-1,0.5,0,0,1
8760,1789733987496739706,-14.91766953206,-15.551229599056,1,87,0.65644854307175,1,0,0.13675498962402,-0.14824818074703,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.0574333667755,2.1423816680908,1.1900743246078,-1,1,0.060857314616442,0.5,0.21692991256714,0.5,-1,0.5,0,0,1
8761,1789733987506738075,-14.91766953206,-15.551229599056,1,87,0.66541713476181,1,0,0.13675498962402,-0.14824818074703,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.0574333667755,2.1423816680908,1.1900743246078,-1,1,0.070855587720871,0.5,0.12750923633575,0.5,-1,0.5,0,0,1
8762,1789733987516736687,-14.91766953206,-15.551229599056,1,87,0.67388355731964,1,0,0.13675498962402,-0.14824818074703,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,1.0574333667755,2.1423816680908,1.1900743246078,-1,1,0.080854319036007,0.5,0.13750796020031,0.5,-1,0.5,0,0,1
8763,1789733987526788895,-14.91766953206,-15.551229599056,1,87,0.6837357878685,1,0,0.13675498962402,-0.14824818074703,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.99727672338486,2.1423816680908,1.1900743246078,-1,1,0.090906508266926,0.5,0.14756014943123,0.5,-1,0.5,0,0,1
8764,1789733987536821491,-14.91766953206,-15.551229599056,1,87,0.69139808416367,1,0,0.13675498962402,-0.14824818074703,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.99727672338486,2.0488729476929,1.1900743246078,-1,1,0.10093878209591,0.5,0.15759243071079,0.5,-1,0.5,0,0,1
8765,1789733987546746292,-14.91766953206,-15.551229599056,1,87,0.69928640127182,1,0,0.13675498962402,-0.14824818074703,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.99727672338486,2.0488729476929,1.1900743246078,-1,1,0.11086387932301,0.5,0.16751751303673,0.5,-1,0.5,0,0,1
8766,1789733987556788641,-14.91766953206,-15.551229599056,1,87,0.70793634653091,1,0,0.13675498962402,-0.14824818074703,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.99727672338486,2.0488729476929,1.1900743246078,-1,1,0.12090618908405,0.5,0.17755983769894,0.5,-1,0.5,0,0,1
8767,1789733987566782380,-14.961943303529,-15.625442932202,1,87,0.71585017442703,1,0,0.1187626644969,-0.18650516867638,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.99727672338486,2.0488729476929,1.1900743246078,-1,1,0.0084684118628502,0.5,0.1875533759594,0.5,-1,0.5,0,0,1
8768,1789733987576782756,-14.961943303529,-15.625442932202,1,87,0.72365385293961,1,0,0.1187626644969,-0.18650516867638,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.99727672338486,2.0488729476929,1.1900743246078,-1,1,0.018469141796231,0.5,0.19755411148071,0.5,-1,0.5,0,0,1
8769,1789733987586735277,-14.961943303529,-15.625442932202,1,87,0.73086255788803,1,0,0.1187626644969,-0.18650516867638,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.99727672338486,2.0488729476929,1.0878870487213,-1,1,0.028421582654119,0.5,0.2075065523386,0.5,-1,0.5,0,0,1
8770,1789733987596739815,-14.961943303529,-15.625442932202,1,87,0.73842072486877,1,0,0.1187626644969,-0.18650516867638,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.99727672338486,2.0488729476929,1.0878870487213,-1,1,0.038426112383604,0.5,0.21751107275486,0.5,-1,0.5,0,0,1
8771,1789733987606775098,-14.961943303529,-15.625442932202,1,87,0.74466770887375,1,0,0.1187626644969,-0.18650516867638,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.99727672338486,2.0488729476929,1.0878870487213,-1,1,0.048461563885212,0.5,0.12816758453846,0.5,-1,0.5,0,0,1
8772,1789733987616784412,-14.961943303529,-15.625442932202,1,87,0.75156486034393,1,0,0.1187626644969,-0.18650516867638,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.99727672338486,2.0488729476929,1.0878870487213,-1,1,0.058470688760281,0.5,0.13817670941353,0.5,-1,0.5,0,0,1
8773,1789733987626785401,-14.961943303529,-15.625442932202,1,87,0.75699889659882,1,0,0.1187626644969,-0.18650516867638,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.93532252311707,2.0488729476929,1.0878870487213,-1,1,0.068471744656563,0.5,0.14817775785923,0.5,-1,0.5,0,0,1
8774,1789733987636777699,-14.961943303529,-15.625442932202,1,87,0.76259028911591,1,0,0.1187626644969,-0.18650516867638,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.93532252311707,2.0275316238403,1.0878870487213,-1,1,0.078463666141033,0.5,0.15816968679428,0.5,-1,0.5,0,0,1
8775,1789733987646758803,-14.961943303529,-15.625442932202,1,87,0.76944243907928,1,0,0.1187626644969,-0.18650516867638,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.93532252311707,2.0275316238403,1.0878870487213,-1,1,0.088445082306862,0.5,0.16815111041069,0.5,-1,0.5,0,0,1
8776,1789733987656735945,-14.961943303529,-15.625442932202,1,87,0.77411323785782,1,0,0.1187626644969,-0.18650516867638,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.93532252311707,2.0275316238403,1.0878870487213,-1,1,0.098422281444073,0.5,0.17812830209732,0.5,-1,0.5,0,0,1
8777,1789733987666770468,-14.961943303529,-15.625442932202,1,87,0.77913808822632,1,0,0.1187626644969,-0.22655691206455,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.93532252311707,2.0275316238403,1.0878870487213,-1,1,0.10845679789782,0.5,0.18816281855106,0.5,-1,0.5,0,0,1
8778,1789733987676772228,-14.961943303529,-15.625442932202,1,87,0.78466457128525,1,0,0.1187626644969,-0.22655691206455,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.93532252311707,2.0275316238403,1.0878870487213,-1,1,0.11845873296261,0.5,0.19816474616528,0.5,-1,0.5,0,0,1
8779,1789733987686733474,-14.961943303529,-15.625442932202,1,87,0.79060578346252,1,0,0.1187626644969,-0.22655691206455,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.93532252311707,2.0275316238403,0.9686918258667,-1,1,0.12841980159283,0.5,0.20812582969666,0.5,-1,0.5,0,0,1
8780,1789733987696743949,-14.961943303529,-15.625442932202,1,87,0.79648745059967,1,0,0.1187626644969,-0.22655691206455,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.93532252311707,2.0275316238403,0.9686918258667,-1,1,0.13843025267124,0.5,0.21813626587391,0.5,-1,0.5,0,0,1
8781,1789733987706779352,-14.961943303529,-15.625442932202,1,87,0.80082035064697,1,0,0.1187626644969,-0.22655691206455,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.93532252311707,2.0275316238403,0.9686918258667,-1,1,0.14846557378769,0.5,0.14846563339233,0.5,-1,0.5,0,0,1
8782,1789733987716775127,-14.961943303529,-15.625442932202,1,87,0.80532342195511,1,0,0.1187626644969,-0.22655691206455,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.93532252311707,2.0275316238403,0.9686918258667,-1,1,0.15846164524555,0.5,0.1584617048502,0.5,-1,0.5,0,0,1
8783,1789733987726760246,-14.961943303529,-15.625442932202,1,87,0.80997747182846,1,0,0.1187626644969,-0.22655691206455,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.84625107049942,2.0275316238403,0.9686918258667,-1,1,0.16844612360001,0.5,0.16844618320465,0.5,-1,0.5,0,0,1
8784,1789733987736718425,-14.961943303529,-15.625442932202,1,87,0.81418216228485,1,0,0.1187626644969,-0.22655691206455,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.84625107049942,1.9465078115463,0.9686918258667,-1,1,0.17840495705605,0.5,0.17840501666069,0.5,-1,0.5,0,0,1
8785,1789733987746725965,-14.961943303529,-15.625442932202,1,87,0.81898492574692,1,0,0.1187626644969,-0.22655691206455,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.84625107049942,1.9465078115463,0.9686918258667,-1,1,0.18841226398945,0.5,0.18841232359409,0.5,-1,0.5,0,0,1
8786,1789733987756771433,-14.961943303529,-15.625442932202,1,87,0.82208919525146,1,0,0.1187626644969,-0.22655691206455,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.84625107049942,1.9465078115463,0.9686918258667,-1,1,0.19845794141293,0.5,0.19845800101757,0.5,-1,0.5,0,0,1
8787,1789733987766780788,-14.991459151175,-15.718209598635,1,87,0.82642728090286,1,0,0.075709730386734,-0.26653695106506,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.84625107049942,1.9465078115463,0.9686918258667,-1,1,0.081566885113716,0.5,0.20846721529961,0.5,-1,0.5,0,0,1
8788,1789733987776770814,-14.991459151175,-15.718209598635,1,87,0.82966905832291,1,0,0.075709730386734,-0.26653695106506,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.84625107049942,1.9465078115463,0.9686918258667,-1,1,0.091557063162327,0.5,0.2184574007988,0.5,-1,0.5,0,0,1
8789,1789733987786733107,-14.991459151175,-15.718209598635,1,87,0.83282768726349,1,0,0.075709730386734,-0.26653695106506,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.84625107049942,1.9465078115463,0.93638026714325,-1,1,0.10151936858892,0.5,0.2284197062254,0.5,-1,0.5,0,0,1
8790,1789733987796739659,-14.991459151175,-15.718209598635,1,87,0.83601951599121,1,0,0.075709730386734,-0.26653695106506,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.84625107049942,1.9465078115463,0.93638026714325,-1,1,0.11152590066195,0.5,0.23842623829842,0.5,-1,0.5,0,0,1
8791,1789733987806743162,-14.991459151175,-15.718209598635,1,87,0.83844137191772,1,0,0.075709730386734,-0.26653695106506,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.84625107049942,1.9465078115463,0.93638026714325,-1,1,0.12152929604053,0.5,0.12910068035126,0.5,-1,0.5,0,0,1
8792,1789733987816731134,-14.991459151175,-15.718209598635,1,87,0.84224516153336,1,0,0.075709730386734,-0.26653695106506,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.84625107049942,1.9465078115463,0.93638026714325,-1,1,0.13151730597019,0.5,0.13908869028091,0.5,-1,0.5,0,0,1
8793,1789733987826718619,-14.991459151175,-15.718209598635,1,87,0.84403574466705,1,0,0.075709730386734,-0.26653695106506,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.77194434404373,1.9315882921219,0.93638026714325,-1,1,0.14150473475456,0.5,0.14907611906528,0.5,-1,0.5,0,0,1
8794,1789733987836734817,-14.991459151175,-15.718209598635,1,87,0.84689408540726,1,0,0.075709730386734,-0.26653695106506,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.77194434404373,1.9315882921219,0.93638026714325,-1,1,0.15152096748352,0.5,0.15909235179424,0.5,-1,0.5,0,0,1
8795,1789733987846750084,-14.991459151175,-15.718209598635,1,87,0.84928786754608,1,0,0.075709730386734,-0.26653695106506,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.77194434404373,1.9315882921219,0.93638026714325,-1,1,0.16153614223003,0.5,0.16910752654076,0.5,-1,0.5,0,0,1
8796,1789733987856767819,-14.991459151175,-15.718209598635,1,87,0.85142540931702,1,0,0.075709730386734,-0.26653695106506,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.77194434404373,1.9315882921219,0.93638026714325,-1,1,0.1715539842844,0.5,0.17912536859512,0.5,-1,0.5,0,0,1
8797,1789733987866772079,-15.020974998821,-15.810976265858,1,88,0.85320943593979,1,0,0.031771048903465,-0.30773261189461,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.77194434404373,1.9315882921219,0.93638026714325,-1,1,0.052641216665506,0.5,0.18912948668003,0.5,-1,0.5,0,0,1
8798,1789733987876766289,-15.020974998821,-15.810976265858,1,88,0.85536134243011,1,0,0.031771048903465,-0.30773261189461,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.77194434404373,1.9315882921219,0.93638026714325,-1,1,0.062635615468025,0.5,0.19912388920784,0.5,-1,0.5,0,0,1
8799,1789733987886750428,-15.020974998821,-15.810976265858,1,88,0.85776001214981,1,0,0.031771048903465,-0.30773261189461,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.77194434404373,1.9315882921219,0.92967569828033,-1,1,0.072619587182999,0.5,0.20910786092281,0.5,-1,0.5,0,0,1
8800,1789733987896741551,-15.020974998821,-15.810976265858,1,88,0.85981756448746,1,0,0.031771048903465,-0.30773261189461,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.77194434404373,1.9315882921219,0.92967569828033,-1,1,0.082610659301281,0.5,0.21909892559052,0.5,-1,0.5,0,0,1
8801,1789733987906742373,-15.020974998821,-15.810976265858,1,88,0.86182701587677,1,0,0.031771048903465,-0.30773261189461,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.77194434404373,1.9315882921219,0.92967569828033,-1,1,0.092611595988274,0.5,0.12946696579456,0.5,-1,0.5,0,0,1
8802,1789733987916717703,-15.020974998821,-15.810976265858,1,88,0.86326086521149,1,0,0.031771048903465,-0.30773261189461,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.70366245508194,1.9315882921219,0.92967569828033,-1,1,0.10258682072163,0.5,0.13944217562675,0.5,-1,0.5,0,0,1
8803,1789733987926768484,-15.020974998821,-15.810976265858,1,88,0.86677622795105,1,0,0.031771048903465,-0.30773261189461,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.70366245508194,1.8810352087021,0.92967569828033,-1,1,0.11263780295849,0.5,0.14949315786362,0.5,-1,0.5,0,0,1
8804,1789733987936710878,-15.020974998821,-15.810976265858,1,88,0.86843580007553,1,0,0.031771048903465,-0.30773261189461,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.70366245508194,1.8810352087021,0.92967569828033,-1,1,0.12258022278547,0.5,0.15943558514118,0.5,-1,0.5,0,0,1
8805,1789733987946758050,-15.020974998821,-15.810976265858,1,88,0.87008184194565,1,0,0.031771048903465,-0.30773261189461,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.70366245508194,1.8810352087021,0.92967569828033,-1,1,0.13262724876404,0.5,0.16948261857033,0.5,-1,0.5,0,0,1
8806,1789733987956767769,-15.020974998821,-15.810976265858,1,88,0.8724981546402,1,0,0.031771048903465,-0.30773261189461,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.70366245508194,1.8810352087021,0.92967569828033,-1,1,0.14263701438904,0.5,0.17949238419533,0.5,-1,0.5,0,0,1
8807,1789733987966750064,-15.050490846467,-15.922296265577,1,88,0.87424033880234,1,0,0.025167245417833,-0.3445591032505,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.70366245508194,1.8810352087021,0.92967569828033,-1,1,0.032071523368359,0.5,0.1894746273756,0.5,-1,0.5,0,0,1
8808,1789733987976771085,-15.050490846467,-15.922296265577,1,88,0.87544840574265,1,0,0.025167245417833,-0.3445591032505,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.70366245508194,1.8810352087021,0.69128042459488,-1,1,0.042092546820641,0.5,0.19949565827847,0.5,-1,0.5,0,0,1
8809,1789733987986770968,-15.050490846467,-15.922296265577,1,88,0.87483698129654,1,0,0.025167245417833,-0.3445591032505,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.70366245508194,1.8810352087021,0.69128042459488,-1,1,0.052092589437962,0.5,0.20949570834637,0.5,-1,0.5,0,0,1
8810,1789733987996723729,-15.050490846467,-15.922296265577,1,88,0.87556821107864,1,0,0.025167245417833,-0.3445591032505,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.70366245508194,1.8810352087021,0.69128042459488,-1,1,0.062045130878687,0.5,0.21944823861122,0.5,-1,0.5,0,0,1
8811,1789733988006770807,-15.050490846467,-15.922296265577,1,88,0.87731093168259,1,0,0.025167245417833,-0.3445591032505,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.70366245508194,1.8810352087021,0.69128042459488,-1,1,0.07209238409996,0.5,0.13023632764816,0.5,-1,0.5,0,0,1
8812,1789733988016774195,-15.050490846467,-15.922296265577,1,88,0.87774789333344,1,0,0.025167245417833,-0.3445591032505,1,1,1,0,0,1,1000000000,0,0,0,0,0,0,0,1,0,1,1,1,4,127,0.65195536613464,1.8810352087021,0.69128042459488,-1,1,0.082095384597778,0.5,0.14023932814598,0.5,-1,0.5,0,0,1
