stamp_s,lat,lon,quality,idx,cross_track_m,at_end,fix_age_s,heading_deg,heading_src,imu_yaw_deg,offset_deg,go,route_index,route_id,sequence_id,route_connecting,station_m,station_window_low_m,station_window_high_m,station_v_ref,station_sample_time_s,preview_requested_station_m,preview_station_m,preview_index,preview_snapped
1789733927.363,37.3037392,127.9070123,4,86,0.215,0,0.053,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733927.463,37.3037392,127.9070123,4,86,0.215,0,0.027,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733927.563,37.3037392,127.9070123,4,86,0.215,0,0.001,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733927.663,37.3037392,127.9070123,4,86,0.215,0,0.101,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733927.763,37.3037392,127.9070123,4,86,0.215,0,0.075,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733927.863,37.3037392,127.9070123,4,86,0.215,0,0.047,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733927.963,37.3037392,127.9070123,4,86,0.215,0,0.026,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733928.063,37.3037392,127.9070123,4,86,0.215,0,0.126,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733928.164,37.3037392,127.9070123,4,86,0.215,0,0.087,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733928.263,37.3037392,127.9070123,4,86,0.215,0,0.075,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733928.363,37.3037392,127.9070123,4,86,0.215,0,0.055,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733928.463,37.3037392,127.9070123,4,86,0.215,0,0.029,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733928.563,37.3037392,127.9070123,4,86,0.215,0,0.001,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733928.663,37.3037392,127.9070123,4,86,0.215,0,0.101,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733928.763,37.3037392,127.9070123,4,86,0.215,0,0.069,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733928.863,37.3037392,127.9070123,4,86,0.215,0,0.043,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733928.963,37.3037392,127.9070123,4,86,0.215,0,0.025,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733929.063,37.3037392,127.9070123,4,86,0.215,0,0.125,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733929.163,37.3037392,127.9070123,4,86,0.215,0,0.087,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733929.263,37.3037392,127.9070123,4,86,0.215,0,0.078,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733929.363,37.3037392,127.9070123,4,86,0.215,0,0.048,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733929.463,37.3037392,127.9070123,4,86,0.215,0,0.027,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733929.563,37.3037392,127.9070123,4,86,0.215,0,0.127,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733929.663,37.3037393,127.9070123,4,86,0.228,0,0.098,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.307963,20.821241,21.821241,0.000000,0.100000,23.807963,23.807963,96,0
1789733929.763,37.3037392,127.9070123,4,86,0.215,0,0.076,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.807963,21.807963,0.000000,0.100000,23.821241,23.821241,96,0
1789733929.863,37.3037392,127.9070123,4,86,0.215,0,0.046,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733929.963,37.3037392,127.9070123,4,86,0.215,0,0.024,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733930.063,37.3037392,127.9070123,4,86,0.215,0,0.124,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733930.164,37.3037393,127.9070123,4,86,0.228,0,0.096,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.307963,20.821241,21.821241,0.000000,0.100000,23.807963,23.807963,96,0
1789733930.263,37.3037392,127.9070123,4,86,0.215,0,0.071,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.807963,21.807963,0.000000,0.100000,23.821241,23.821241,96,0
1789733930.363,37.3037392,127.9070123,4,86,0.215,0,0.047,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733930.463,37.3037392,127.9070123,4,86,0.215,0,0.024,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733930.563,37.3037392,127.9070123,4,86,0.215,0,0.004,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733930.663,37.3037392,127.9070123,4,86,0.215,0,0.104,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733930.763,37.3037393,127.9070123,4,86,0.228,0,0.077,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.307963,20.821241,21.821241,0.000000,0.100000,23.807963,23.807963,96,0
1789733930.863,37.3037392,127.9070123,4,86,0.215,0,0.049,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.807963,21.807963,0.000000,0.100000,23.821241,23.821241,96,0
1789733930.963,37.3037392,127.9070123,4,86,0.215,0,0.032,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733931.063,37.3037392,127.9070123,4,86,0.215,0,0.132,-135.3,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733931.163,37.3037392,127.9070123,4,86,0.215,0,0.094,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733931.264,37.3037392,127.9070123,4,86,0.215,0,0.078,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733931.364,37.3037392,127.9070123,4,86,0.215,0,0.054,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733931.463,37.3037392,127.9070123,4,86,0.215,0,0.030,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733931.563,37.3037392,127.9070123,4,86,0.215,0,0.004,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733931.663,37.3037392,127.9070123,4,86,0.215,0,0.104,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733931.763,37.3037392,127.9070123,4,86,0.215,0,0.077,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733931.863,37.3037392,127.9070123,4,86,0.215,0,0.052,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733931.963,37.3037392,127.9070123,4,86,0.215,0,0.029,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733932.063,37.3037392,127.9070123,4,86,0.215,0,0.129,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733932.163,37.3037392,127.9070123,4,86,0.215,0,0.094,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733932.264,37.3037392,127.9070123,4,86,0.215,0,0.077,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733932.363,37.3037392,127.9070123,4,86,0.215,0,0.051,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733932.463,37.3037393,127.9070123,4,86,0.228,0,0.026,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.307963,20.821241,21.821241,0.000000,0.100000,23.807963,23.807963,96,0
1789733932.563,37.3037392,127.9070123,4,86,0.215,0,0.000,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.807963,21.807963,0.000000,0.100000,23.821241,23.821241,96,0
1789733932.663,37.3037392,127.9070123,4,86,0.215,0,0.100,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.807963,21.807963,0.000000,0.100000,23.821241,23.821241,96,0
1789733932.763,37.3037392,127.9070123,4,86,0.215,0,0.073,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733932.863,37.3037392,127.9070123,4,86,0.215,0,0.048,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733932.970,37.3037392,127.9070123,4,86,0.215,0,0.031,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733933.063,37.3037392,127.9070123,4,86,0.215,0,0.125,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733933.166,37.3037392,127.9070123,4,86,0.215,0,0.093,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733933.263,37.3037392,127.9070123,4,86,0.215,0,0.069,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733933.363,37.3037393,127.9070123,4,86,0.228,0,0.051,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.307963,20.821241,21.821241,0.000000,0.100000,23.807963,23.807963,96,0
1789733933.463,37.3037393,127.9070123,4,86,0.228,0,0.026,-135.4,융합,-5.4,-130.1,1,0,04,14378461398811817291,0,21.307963,20.807963,21.807963,0.000000,0.100000,23.807963,23.807963,96,0
1789733933.563,37.3037393,127.9070123,4,86,0.228,0,0.126,-135.4,융합,-5.4,-130.1,1,0,04,14378461398811817291,0,21.307963,20.807963,21.807963,0.000000,0.100000,23.807963,23.807963,96,0
1789733933.663,37.3037393,127.9070123,4,86,0.228,0,0.096,-135.4,융합,-5.4,-130.1,1,0,04,14378461398811817291,0,21.307963,20.807963,21.807963,0.000000,0.100000,23.807963,23.807963,96,0
1789733933.763,37.3037392,127.9070123,4,86,0.215,0,0.077,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.807963,21.807963,0.000000,0.100000,23.821241,23.821241,96,0
1789733933.863,37.3037392,127.9070123,4,86,0.215,0,0.043,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733933.963,37.3037392,127.9070123,4,86,0.215,0,0.021,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733934.063,37.3037392,127.9070123,4,86,0.215,0,0.121,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733934.167,37.3037392,127.9070123,4,86,0.215,0,0.080,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733934.263,37.3037392,127.9070123,4,86,0.215,0,0.068,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733934.363,37.3037392,127.9070123,4,86,0.215,0,0.047,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733934.464,37.3037392,127.9070123,4,86,0.215,0,0.028,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733934.563,37.3037392,127.9070123,4,86,0.215,0,0.010,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733934.663,37.3037392,127.9070123,4,86,0.215,0,0.110,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733934.763,37.3037392,127.9070123,4,86,0.215,0,0.078,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733934.863,37.3037393,127.9070123,4,86,0.228,0,0.050,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.307963,20.821241,21.821241,0.000000,0.100000,23.807963,23.807963,96,0
1789733934.963,37.3037392,127.9070123,4,86,0.215,0,0.030,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.807963,21.807963,0.000000,0.100000,23.821241,23.821241,96,0
1789733935.063,37.3037392,127.9070123,4,86,0.215,0,0.130,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.807963,21.807963,0.000000,0.100000,23.821241,23.821241,96,0
1789733935.163,37.3037392,127.9070123,4,86,0.215,0,0.096,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733935.263,37.3037392,127.9070123,4,86,0.215,0,0.080,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733935.363,37.3037393,127.9070123,4,86,0.228,0,0.049,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.307963,20.821241,21.821241,0.000000,0.100000,23.807963,23.807963,96,0
1789733935.463,37.3037393,127.9070123,4,86,0.228,0,0.029,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.307963,20.807963,21.807963,0.000000,0.100000,23.807963,23.807963,96,0
1789733935.563,37.3037393,127.9070123,4,86,0.228,0,0.129,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.307963,20.807963,21.807963,0.000000,0.100000,23.807963,23.807963,96,0
1789733935.663,37.3037392,127.9070123,4,86,0.215,0,0.097,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.807963,21.807963,0.000000,0.100000,23.821241,23.821241,96,0
1789733935.763,37.3037392,127.9070123,4,86,0.215,0,0.073,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733935.863,37.3037392,127.9070123,4,86,0.215,0,0.048,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733935.963,37.3037392,127.9070123,4,86,0.215,0,0.027,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733936.064,37.3037392,127.9070123,4,86,0.215,0,0.128,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733936.163,37.3037392,127.9070123,4,86,0.215,0,0.087,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733936.263,37.3037393,127.9070123,4,86,0.228,0,0.072,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.307963,20.821241,21.821241,0.000000,0.100000,23.807963,23.807963,96,0
1789733936.363,37.3037393,127.9070123,4,86,0.228,0,0.053,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.307963,20.807963,21.807963,0.000000,0.100000,23.807963,23.807963,96,0
1789733936.463,37.3037392,127.9070123,4,86,0.215,0,0.025,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.807963,21.807963,0.000000,0.100000,23.821241,23.821241,96,0
1789733936.563,37.3037392,127.9070123,4,86,0.215,0,0.125,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.807963,21.807963,0.000000,0.100000,23.821241,23.821241,96,0
1789733936.663,37.3037392,127.9070123,4,86,0.215,0,0.099,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733936.763,37.3037392,127.9070123,4,86,0.215,0,0.075,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733936.863,37.3037392,127.9070123,4,86,0.215,0,0.046,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733936.963,37.3037392,127.9070123,4,86,0.215,0,0.025,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733937.063,37.3037392,127.9070123,4,86,0.215,0,0.125,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733937.163,37.3037392,127.9070123,4,86,0.215,0,0.090,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733937.263,37.3037392,127.9070123,4,86,0.215,0,0.076,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733937.363,37.3037392,127.9070123,4,86,0.215,0,0.055,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733937.463,37.3037392,127.9070123,4,86,0.215,0,0.027,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733937.563,37.3037392,127.9070123,4,86,0.215,0,0.000,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733937.663,37.3037392,127.9070123,4,86,0.215,0,0.100,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733937.763,37.3037393,127.9070123,4,86,0.228,0,0.074,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.307963,20.821241,21.821241,0.000000,0.100000,23.807963,23.807963,96,0
1789733937.864,37.3037393,127.9070123,4,86,0.228,0,0.048,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.307963,20.807963,21.807963,0.000000,0.100000,23.807963,23.807963,96,0
1789733937.963,37.3037392,127.9070123,4,86,0.215,0,0.025,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.807963,21.807963,0.000000,0.100000,23.821241,23.821241,96,0
1789733938.063,37.3037392,127.9070123,4,86,0.215,0,0.125,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.807963,21.807963,0.000000,0.100000,23.821241,23.821241,96,0
1789733938.163,37.3037393,127.9070123,4,86,0.228,0,0.086,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.307963,20.821241,21.821241,0.000000,0.100000,23.807963,23.807963,96,0
1789733938.263,37.3037393,127.9070123,4,86,0.228,0,0.078,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.307963,20.807963,21.807963,0.000000,0.100000,23.807963,23.807963,96,0
1789733938.363,37.3037392,127.9070123,4,86,0.215,0,0.050,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.807963,21.807963,0.000000,0.100000,23.821241,23.821241,96,0
1789733938.463,37.3037392,127.9070123,4,86,0.215,0,0.025,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733938.563,37.3037392,127.9070123,4,86,0.215,0,0.126,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733938.663,37.3037392,127.9070123,4,86,0.215,0,0.097,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733938.763,37.3037392,127.9070123,4,86,0.215,0,0.073,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733938.863,37.3037392,127.9070123,4,86,0.215,0,0.046,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733938.963,37.3037392,127.9070123,4,86,0.215,0,0.025,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733939.063,37.3037392,127.9070123,4,86,0.215,0,0.125,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733939.163,37.3037392,127.9070123,4,86,0.215,0,0.098,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733939.263,37.3037392,127.9070123,4,86,0.215,0,0.073,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733939.363,37.3037392,127.9070123,4,86,0.215,0,0.047,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733939.463,37.3037392,127.9070123,4,86,0.215,0,0.025,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733939.563,37.3037392,127.9070123,4,86,0.215,0,0.125,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733939.663,37.3037392,127.9070123,4,86,0.215,0,0.098,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.821241,21.821241,0.000000,0.100000,23.821241,23.821241,96,0
1789733939.763,37.3037393,127.9070123,4,86,0.228,0,0.073,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.307963,20.821241,21.821241,0.000000,0.100000,23.807963,23.807963,96,0
1789733939.863,37.3037392,127.9070123,4,86,0.215,0,0.046,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.807963,21.807963,0.000000,0.100000,23.821241,23.821241,96,0
1789733939.963,37.3037393,127.9070123,4,86,0.228,0,0.030,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.307963,20.821241,21.821241,0.000000,0.100000,23.807963,23.807963,96,0
1789733940.064,37.3037393,127.9070123,4,86,0.228,0,0.130,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.307963,20.821241,21.821241,0.000000,0.100000,23.807963,23.807963,96,0
1789733940.165,37.3037392,127.9070123,4,86,0.215,0,0.080,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.321241,20.807963,21.807963,0.000000,0.100000,23.821241,23.821241,96,0
1789733940.266,37.3037393,127.9070123,4,86,0.228,0,0.069,-135.4,융합,-5.3,-130.1,1,0,04,14378461398811817291,0,21.307963,20.821241,21.821241,0.000000,0.100000,23.807963,23.807963,96,0
