generation,time_ns,zone_id,zone_valid,raw_in,stable_in,enter_count,exit_count,x,y,position_valid,track_index,previous_track_index,position_step_m,heading_rad,heading_valid,boundary_endpoint_distance_m,calibration_state
1789733906078078843,1789733906166790895,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3325261218320215,1,0,1
1789733906195231024,1789733906266726552,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3325371941772808,1,0,1
1789733906315999385,1789733906366733743,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3325488593524151,1,0,1
1789733906438077005,1789733906466723039,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.332651372192081,1,0,1
1789733906565234039,1789733906666747894,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3324671569684976,1,0,1
1789733906686295843,1789733906766748804,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3323709326994297,1,0,1
1789733906818969328,1789733906866747641,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3324462831206403,1,0,1
1789733906940256908,1789733906966761337,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3325004470851511,1,0,1
1789733907077602447,1789733907166746766,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3324163544293826,1,0,1
1789733907190981902,1789733907266724484,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3325706025750113,1,0,1
1789733907315978381,1789733907366774546,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3325596328530196,1,0,1
1789733907439039689,1789733907466751262,0,1,1,1,0,0,-13.486150917458454,-13.862876265239663,1,78,78,0.014757923822958929,-2.3323783794027526,1,0,1
1789733907558352565,1789733907566742587,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0.014757923822958929,-2.3324607542632472,1,0,1
1789733907695109143,1789733907766778351,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3324542510883193,1,0,1
1789733907820266115,1789733907867522918,0,1,1,1,0,0,-13.486150917458454,-13.862876265239663,1,78,78,0.014757923822958929,-2.3325154782298849,1,0,1
1789733907942245958,1789733907966704527,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0.014757923822958929,-2.3324402138750271,1,0,1
1789733908083009792,1789733908166739624,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3322766346951274,1,0,1
1789733908198870853,1789733908266756974,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3322305972444619,1,0,1
1789733908318231518,1789733908366739202,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3321998341567647,1,0,1
1789733908436886076,1789733908466766899,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3322182496073345,1,0,1
1789733908569805505,1789733908666719099,0,1,1,1,0,0,-13.486150917458454,-13.862876265239663,1,78,78,0.014757923822958929,-2.3321626806801423,1,0,1
1789733908693308845,1789733908766741951,0,1,1,1,0,0,-13.486150917458454,-13.862876265239663,1,78,78,0,-2.3321319176069886,1,0,1
1789733908819328847,1789733908866739440,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0.014757923822958929,-2.332250524595497,1,0,1
1789733908939112559,1789733908966773357,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3321905050380844,1,0,1
1789733909077161968,1789733909166778615,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3320985288510871,1,0,1
1789733909194022570,1789733909266731082,0,1,1,1,0,0,-13.486150917458454,-13.862876265239663,1,78,78,0.014757923822958929,-2.3320222974803073,1,0,1
1789733909316134024,1789733909366729716,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0.014757923822958929,-2.332048224687187,1,0,1
1789733909444256173,1789733909466739430,0,1,1,1,0,0,-13.486150917458454,-13.862876265239663,1,78,78,0.014757923822958929,-2.3320594827454721,1,0,1
1789733909570207583,1789733909666798967,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0.014757923822958929,-2.3320746104866061,1,0,1
1789733909693054477,1789733909766749929,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3320645663220079,1,0,1
1789733909827293095,1789733909866776934,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3320971164446163,1,0,1
1789733909948197001,1789733909966739923,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3321581331348136,1,0,1
1789733910091187870,1789733910166734145,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3321165304829514,1,0,1
1789733910199235685,1789733910266772529,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3320140142578163,1,0,1
1789733910316774605,1789733910366780081,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.332018615518717,1,0,1
1789733910442313670,1789733910466772053,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3319873505335718,1,0,1
1789733910569238056,1789733910666733857,0,1,1,1,0,0,-13.486150917458454,-13.881429598526154,1,78,78,0.023707013553036609,-2.3319317307465326,1,0,1
1789733910696196107,1789733910766776673,0,1,1,1,0,0,-13.486150917458454,-13.881429598526154,1,78,78,0,-2.3319484121395329,1,0,1
1789733910824939609,1789733910866776957,0,1,1,1,0,0,-13.486150917458454,-13.881429598526154,1,78,78,0,-2.3320165359263121,1,0,1
1789733910942195066,1789733910966748512,0,1,1,1,0,0,-13.486150917458454,-13.862876265239663,1,78,78,0.01855333328649067,-2.332041962833638,1,0,1
1789733911078120351,1789733911166774084,0,1,1,1,0,0,-13.486150917458454,-13.862876265239663,1,78,78,0,-2.3318860089374538,1,0,1
1789733911185533501,1789733911266772336,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0.014757923822958929,-2.3319399798752292,1,0,1
1789733911317899358,1789733911366745402,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3319724125021715,1,0,1
1789733911443500814,1789733911466736509,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3320406615181946,1,0,1
1789733911569403398,1789733911666716639,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3319914982044128,1,0,1
1789733911693205537,1789733911766747962,0,1,1,1,0,0,-13.486150917458454,-13.862876265239663,1,78,78,0.014757923822958929,-2.3320238891105642,1,0,1
1789733911819012212,1789733911866730259,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0.014757923822958929,-2.332091581059943,1,0,1
1789733911942919307,1789733911966743150,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3320739175314102,1,0,1
1789733912068736044,1789733912166738610,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.332184062779961,1,0,1
1789733912194789711,1789733912266739801,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3316966075353274,1,0,1
1789733912322312304,1789733912366721079,0,1,1,1,0,0,-13.500908841281413,-13.862876265239663,1,78,78,0,-2.3321396704922988,1,0,1
1789733912442032584,1789733912466718142,0,1,1,1,0,0,-13.500908841281413,-13.881429598526154,1,78,78,0.01855333328649067,-2.3324258075675681,1,0,1
1789733912569517016,1789733912666768583,0,1,1,1,0,0,-13.515666765104372,-13.899982931812644,1,78,78,0.023707013553036609,-2.3364177107959194,1,0,1
1789733912695902253,1789733912766711130,0,1,1,1,0,0,-13.559940536573247,-13.937089599176602,1,78,78,0.057767392211675615,-2.3462465190685418,1,0,1
1789733912823179491,1789733912866717781,0,1,1,1,0,0,-13.604214308042122,-13.992749599036074,1,78,78,0.071121040659108722,-2.3430961668140462,1,0,1
1789733912936845102,1789733912966758265,0,1,1,1,0,0,-13.648488079510997,-14.066962932182037,1,79,78,0.086416350632920233,-2.329058129082243,1,0,1
1789733913081999147,1789733913166787624,0,1,1,1,0,0,-13.707519774802829,-14.122622932041509,1,79,79,0.08113431230610231,-2.3335725070765148,1,0,1
1789733913203931779,1789733913266783510,0,1,1,1,0,0,-13.781309393917622,-14.196836265187471,1,79,79,0.10465432005292399,-2.3371554628115407,1,0,1
1789733913322096268,1789733913366779784,0,1,1,1,0,0,-13.855099014290749,-14.289602932410901,1,80,79,0.11853506916753656,-2.3385870910868283,1,0,1
1789733913448751453,1789733913466776844,0,1,1,1,0,0,-13.92888863340554,-14.382369598843354,1,80,80,0.11853506776518083,-2.3354123264388256,1,0,1
1789733913574154855,1789733913666789941,0,1,1,1,0,0,-14.002678252520333,-14.456582931989317,1,81,80,0.10465432005292399,-2.3382640966945352,1,0,1
1789733913696636728,1789733913766745800,0,1,1,1,0,0,-14.076467871635124,-14.54934959842177,1,81,81,0.11853506776518083,-2.333284295035511,1,0,1
1789733913815873748,1789733913866748523,0,1,1,1,0,0,-14.150257490749915,-14.623562932358709,1,82,81,0.10465432061382628,-2.3414065902783014,1,0,1
1789733913943931730,1789733913966767813,0,1,1,1,0,0,-14.224047109864706,-14.716329598791162,1,82,82,0.11853506776518083,-2.3416876336180121,1,0,1
1789733914079933068,1789733914166712992,0,1,1,1,0,0,-14.297836730237835,-14.790542931937125,1,83,82,0.10465432094015072,-2.358046100003524,1,0,1
1789733914192848560,1789733914266793396,0,1,1,1,0,0,-14.371626349352626,-14.864756265083088,1,83,83,0.10465432005292273,-2.3650135959212482,1,0,1
1789733914316987698,1789733914366714905,0,1,1,1,0,0,-14.460173892290376,-14.957522932306517,1,84,83,0.12824321388695464,-2.369593110479828,1,0,1
1789733914444973395,1789733914466738097,0,1,1,1,0,0,-14.533963511405169,-15.03173626545248,1,84,84,0.10465432005292399,-2.3700259386502562,1,0,1
1789733914571379469,1789733914666783164,0,1,1,1,0,0,-14.60775313051996,-15.105949598598443,1,84,84,0.10465432005292273,-2.3586061780845831,1,0,1
1789733914694530164,1789733914766751612,0,1,1,1,0,0,-14.666784825811792,-15.180162931744405,1,85,84,0.094828054212144214,-2.3626600289931172,1,0,1
1789733914814003055,1789733914866792350,0,1,1,1,0,0,-14.725816521103626,-15.235822932394854,1,85,85,0.081134312848731405,-2.3611708361699204,1,0,1
1789733914937748813,1789733914966783145,0,1,1,1,0,0,-14.755332368749542,-15.272929598967835,1,85,85,0.047414027106072107,-2.3414612129246488,1,0,1
1789733915075125487,1789733915166777330,0,1,1,1,0,0,-14.78484821639546,-15.291482932254326,1,85,85,0.034862751444724463,-2.3638034120453844,1,0,1
1789733915198151439,1789733915266737292,0,1,1,1,0,0,-14.799606141476755,-15.310036265540816,1,86,85,0.023707014336366915,-2.3615558726671777,1,0,1
1789733915317901539,1789733915366755215,0,1,1,1,0,0,-14.799606141476755,-15.328589598827307,1,86,86,0.01855333328649067,-2.3615352666311296,1,0,1
1789733915448187545,1789733915466759478,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0.014757923822957153,-2.3618322793034894,1,0,1
1789733915569932381,1789733915666737747,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3615710346322256,1,0,1
1789733915688780700,1789733915766781829,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.361686340292227,1,0,1
1789733915817202204,1789733915866771764,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3615202700676092,1,0,1
1789733915938828379,1789733915966737076,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3614944082607017,1,0,1
1789733916084806477,1789733916166802421,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3615208251773412,1,0,1
1789733916195905689,1789733916266783373,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3614659210788722,1,0,1
1789733916313940289,1789733916366748221,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3614955705191187,1,0,1
1789733916437306699,1789733916466791810,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3614834357909413,1,0,1
1789733916556296700,1789733916566786909,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3615348517981016,1,0,1
1789733916690068780,1789733916766772405,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3615231728500827,1,0,1
1789733916816137913,1789733916866761987,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3615387651080453,1,0,1
1789733916936782746,1789733916966777317,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3615614601400248,1,0,1
1789733917073713325,1789733917166776609,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.361620372853205,1,0,1
1789733917188532313,1789733917266774077,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3616638507840606,1,0,1
1789733917313615594,1789733917366785819,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3617003976830739,1,0,1
1789733917432794081,1789733917466786164,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.361750995292577,1,0,1
1789733917568655028,1789733917666735253,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3615872100976754,1,0,1
1789733917694993690,1789733917766733899,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3616712924856911,1,0,1
1789733917818916229,1789733917866730196,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3616786913782213,1,0,1
1789733917941095961,1789733917966729883,0,1,1,1,0,0,-14.814364065299712,-15.310036265540816,1,86,86,0.01855333328649067,-2.3616002506492744,1,0,1
1789733918084172225,1789733918166787602,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0.01855333328649067,-2.361649758315707,1,0,1
1789733918196101966,1789733918266734891,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3616922569420704,1,0,1
1789733918309132615,1789733918366783053,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3617416291089937,1,0,1
1789733918434162818,1789733918466804627,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3617839325095855,1,0,1
1789733918559005752,1789733918566771489,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3616979485644682,1,0,1
1789733918685165027,1789733918766787451,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3617397782917249,1,0,1
1789733918812671671,1789733918866786193,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3617318455179501,1,0,1
1789733918933747692,1789733918966733814,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.361817129808601,1,0,1
1789733919078167797,1789733919166791321,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.361942055422225,1,0,1
1789733919192811006,1789733919266753536,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3620126749589136,1,0,1
1789733919310852222,1789733919366733058,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3620260814869471,1,0,1
1789733919434702859,1789733919466775697,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3619316930123215,1,0,1
1789733919562254994,1789733919566777015,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3619518318426675,1,0,1
1789733919689165862,1789733919766736887,0,1,1,1,0,0,-14.814364065299712,-15.310036265540816,1,86,86,0.01855333328649067,-2.3620995803711544,1,0,1
1789733919821841410,1789733919866739641,0,1,1,1,0,0,-14.814364065299712,-15.310036265540816,1,86,86,0,-2.3621914894962481,1,0,1
1789733919941051225,1789733919966718165,0,1,1,1,0,0,-14.814364065299712,-15.310036265540816,1,86,86,0,-2.3621188965977842,1,0,1
1789733920084023675,1789733920166773402,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0.01855333328649067,-2.362137601375351,1,0,1
1789733920190950403,1789733920266743580,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3620862182119136,1,0,1
1789733920316072394,1789733920366716667,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3622976965978557,1,0,1
1789733920438750046,1789733920466765323,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3622387575142048,1,0,1
1789733920566065558,1789733920666776936,0,1,1,1,0,0,-14.814364065299712,-15.310036265540816,1,86,86,0.01855333328649067,-2.3621555259335918,1,0,1
1789733920690993194,1789733920766740248,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0.01855333328649067,-2.3621467824083968,1,0,1
1789733920816670371,1789733920866755474,0,1,1,1,0,0,-14.814364065299712,-15.310036265540816,1,86,86,0.01855333328649067,-2.3621153454668358,1,0,1
1789733920937651912,1789733920966737616,0,1,1,1,0,0,-14.814364065299712,-15.310036265540816,1,86,86,0,-2.3620705373569084,1,0,1
1789733921064861497,1789733921166741305,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0.01855333328649067,-2.3621593692148561,1,0,1
1789733921189916042,1789733921266749988,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.362128534782582,1,0,1
1789733921315620349,1789733921366788123,0,1,1,1,0,0,-14.814364065299712,-15.310036265540816,1,86,86,0.01855333328649067,-2.3622839644142308,1,0,1
1789733921438329593,1789733921466772685,0,1,1,1,0,0,-14.814364065299712,-15.310036265540816,1,86,86,0,-2.3623385821265588,1,0,1
1789733921564717946,1789733921666744729,0,1,1,1,0,0,-14.814364065299712,-15.310036265540816,1,86,86,0,-2.3619719841514502,1,0,1
1789733921688923727,1789733921766741124,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0.01855333328649067,-2.3622409205001977,1,0,1
1789733921815212337,1789733921866739381,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3622318366724757,1,0,1
1789733921931782231,1789733921966779595,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3620993601086311,1,0,1
1789733922077811321,1789733922166787516,0,1,1,1,0,0,-14.814364065299712,-15.310036265540816,1,86,86,0.01855333328649067,-2.3622238958234201,1,0,1
1789733922189707461,1789733922266784560,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0.01855333328649067,-2.3621290069529768,1,0,1
1789733922311985315,1789733922366764802,0,1,1,1,0,0,-14.814364065299712,-15.310036265540816,1,86,86,0.01855333328649067,-2.3621482006204242,1,0,1
1789733922435900108,1789733922466738821,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0.01855333328649067,-2.3622243244863164,1,0,1
1789733922563481313,1789733922666770812,0,1,1,1,0,0,-14.814364065299712,-15.310036265540816,1,86,86,0.01855333328649067,-2.3621488866800946,1,0,1
1789733922688957645,1789733922766722239,0,1,1,1,0,0,-14.814364065299712,-15.310036265540816,1,86,86,0,-2.3621178675472092,1,0,1
1789733922812479821,1789733922866736330,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0.01855333328649067,-2.362158617343435,1,0,1
1789733922936038025,1789733922966735168,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0,-2.3621993258630756,1,0,1
1789733923073983495,1789733923166778907,0,1,1,1,0,0,-14.814364065299712,-15.310036265540816,1,86,86,0.01855333328649067,-2.3622580828308073,1,0,1
1789733923187251409,1789733923266766960,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0.01855333328649067,-2.3622900408445586,1,0,1
1789733923313107732,1789733923366789940,0,1,1,1,0,0,-14.814364065299712,-15.310036265540816,1,86,86,0.01855333328649067,-2.3622521478654055,1,0,1
1789733923438211160,1789733923466742691,0,1,1,1,0,0,-14.814364065299712,-15.310036265540816,1,86,86,0,-2.3624283241905717,1,0,1
1789733923563993164,1789733923666787370,0,1,1,1,0,0,-14.814364065299712,-15.310036265540816,1,86,86,0,-2.3624949130250346,1,0,1
1789733923688686700,1789733923766789791,0,1,1,1,0,0,-14.814364065299712,-15.310036265540816,1,86,86,0,-2.3626212011683436,1,0,1
1789733923816257625,1789733923866777571,0,1,1,1,0,0,-14.814364065299712,-15.310036265540816,1,86,86,0,-2.3623837693438445,1,0,1
1789733923938850990,1789733923966736283,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0.01855333328649067,-2.3624243719900009,1,0,1
1789733924077945903,1789733924166741992,0,1,1,1,0,0,-14.814364065299712,-15.310036265540816,1,86,86,0.01855333328649067,-2.3622772807842827,1,0,1
1789733924196683687,1789733924266766824,0,1,1,1,0,0,-14.814364065299712,-15.328589598827307,1,86,86,0.01855333328649067,-2.3624250161631712,1,0,1
