tick,t,gps_x,gps_y,gps_position_valid,cross,gps_yaw_error,gps_heading_valid,gps_valid,lidar_valid,lane_conf,go,v,v_valid,obstacle,avoidable,done,avoid_n,avoid_age,avoid_timeout,gps_n,estop,auto_estop,avoid_zone,gps_only_zone,top,nav,avoid,safety,source,v_ref,ref_valid,ref_fresh,ref_age,blocked,route_index,route_connecting,gps_point_x,gps_point_y,gps_point_yaw,gps_point_curvature,avoid_point_x,avoid_point_y,avoid_point_yaw,avoid_point_curvature,target_point_x,target_point_y,target_point_yaw,target_point_curvature,target_n
13,1789473941.876027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,1789473941.88553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,1789473941.899213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,1789473941.905629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,1789473941.917323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,1789473941.927576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,1789473941.936924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,1789473941.94556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,1789473941.957757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,1789473941.965522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,1789473941.976412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,1789473941.986933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,1789473941.995518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,1789473942.005541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,1789473942.015525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1789473942.025522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,1789473942.03552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,1789473942.04552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,1789473942.055525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,1789473942.065918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,1789473942.075522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,1789473942.085523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,1789473942.095628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,1789473942.105523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,1789473942.115526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,1789473942.125505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,1789473942.135858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,1789473942.14551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,1789473942.155501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,1789473942.165462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,1789473942.175605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,1789473942.185507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,1789473942.195507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,1789473942.205505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,1789473942.215705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,1789473942.225518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,1789473942.235523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,1789473942.245561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,1789473942.255524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,1789473942.265517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,1789473942.2756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,1789473942.287138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,1789473942.295519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,1789473942.305523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,1789473942.315522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,1789473942.325528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,1789473942.335699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,1789473942.345587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,1789473942.355527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,1789473942.365554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,1789473942.375518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,1789473942.385515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,1789473942.395519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,1789473942.405596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,1789473942.415522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,1789473942.425518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,1789473942.43552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,1789473942.445524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,1789473942.45552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,1789473942.465521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,1789473942.475528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,1789473942.485535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,1789473942.495527,30.86267044898076,34.19750399940142,1,46.06488418579102,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.06587447226047516,0,0,0,48.54874038696289,1.192457795143127,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,4.413520336151123,0.1084052249789238,-4.146015475381404e-11,8.33474608774587e-12,1
76,1789473942.50553,30.86267044898076,34.19750399940142,1,46.06488418579102,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.07587786018848419,0,0,0,48.54874038696289,1.192457795143127,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,8.827043533325195,0.2168105095624924,-8.292033726320369e-11,1.666949737966217e-11,1
77,1789473942.515526,30.86267044898076,34.19750399940142,1,46.06488418579102,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.08587384968996048,0,0,0,48.54874038696289,1.192457795143127,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,13.24056434631348,0.3252157270908356,-1.243804920170177e-10,2.500424346740804e-11,1
78,1789473942.525522,30.86267044898076,34.19750399940142,1,46.06488418579102,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.09586989879608154,0,0,0,48.54874038696289,1.192457795143127,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,17.65408706665039,0.4336210191249847,-1.658406745264074e-10,3.333899475932434e-11,1
79,1789473942.535523,30.86267044898076,34.19750399940142,1,46.06488418579102,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1058708503842354,0,0,0,48.54874038696289,1.192457795143127,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,22.06760787963867,0.5420262217521667,-2.073008292802214e-10,4.167374084707021e-11,1
80,1789473942.545556,30.86267044898076,34.19750399940142,1,46.06488418579102,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1159038171172142,0,0,0,48.54874038696289,1.192457795143127,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,26.48112869262695,0.6504314541816711,-2.487609840340355e-10,5.000848693481608e-11,1
81,1789473942.555552,30.86267044898076,34.19750399940142,1,46.06488418579102,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1258989870548248,0,0,0,48.54874038696289,1.192457795143127,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,30.8946533203125,0.7588367462158203,-2.902211804212129e-10,5.834323996145585e-11,1
82,1789473942.565523,30.86267044898076,34.19750399940142,1,46.06488418579102,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1358709335327148,0,0,0,48.54874038696289,1.192457795143127,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,35.30817413330078,0.8672420382499695,-3.316813490528148e-10,6.667798951864867e-11,1
83,1789473942.575521,30.86267044898076,34.19750399940142,1,46.06488418579102,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1458687782287598,0,0,0,48.54874038696289,1.192457795143127,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,39.72169494628906,0.9756472706794739,-3.731415176844166e-10,7.501273213694759e-11,1
84,1789473942.585512,30.86267044898076,34.19750399940142,1,46.06488418579102,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.02910174615681171,0,0,0,48.54874038696289,1.192457795143127,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,44.13521575927734,1.084052443504333,-4.146016585604428e-10,8.334748169414041e-11,1
85,1789473942.595561,30.86267044898076,34.19750399940142,1,46.06488418579102,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.03915052115917206,0,0,0,48.54874038696289,1.192457795143127,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,44.13521575927734,1.084052443504333,-4.146016585604428e-10,8.334748169414041e-11,1
86,1789473942.605526,30.86267044898076,34.19750399940142,1,46.06488418579102,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.0491158552467823,0,0,0,48.54874038696289,1.192457795143127,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,44.13521575927734,1.084052443504333,-4.146016585604428e-10,8.334748169414041e-11,1
87,1789473942.615519,30.86267044898076,34.19750399940142,1,46.06488418579102,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.0591086819767952,0,0,0,48.54874038696289,1.192457795143127,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,44.13521575927734,1.084052443504333,-4.146016585604428e-10,8.334748169414041e-11,1
88,1789473942.625523,30.86267044898076,34.19750399940142,1,46.06488418579102,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.06911245733499527,0,0,0,48.54874038696289,1.192457795143127,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,44.13521575927734,1.084052443504333,-4.146016585604428e-10,8.334748169414041e-11,1
89,1789473942.635522,30.86267044898076,34.19750399940142,1,46.06488418579102,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.07911156862974167,0,0,0,48.54874038696289,1.192457795143127,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,44.13521575927734,1.084052443504333,-4.146016585604428e-10,8.334748169414041e-11,1
90,1789473942.645589,30.86267044898076,34.19750399940142,1,46.06488418579102,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.08917880058288574,0,0,0,48.54874038696289,1.192457795143127,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,44.13521575927734,1.084052443504333,-4.146016585604428e-10,8.334748169414041e-11,1
91,1789473942.655544,30.86267044898076,34.19750399940142,1,46.06488418579102,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.09913336485624313,0,0,0,48.54874038696289,1.192457795143127,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,44.13521575927734,1.084052443504333,-4.146016585604428e-10,8.334748169414041e-11,1
92,1789473942.665542,30.86267044898076,34.19750399940142,1,46.06488418579102,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1091321110725403,0,0,0,48.54874038696289,1.192457795143127,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,44.13521575927734,1.084052443504333,-4.146016585604428e-10,8.334748169414041e-11,1
93,1789473942.675512,30.86267044898076,34.19750399940142,1,46.06488418579102,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1191018521785736,0,0,0,48.54874038696289,1.192457795143127,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,44.13521575927734,1.084052443504333,-4.146016585604428e-10,8.334748169414041e-11,1
94,1789473942.685563,30.86267044898076,34.19750399940142,1,46.06488418579102,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1291529834270477,0,0,0,48.54874038696289,1.192457795143127,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,44.13521575927734,1.084052443504333,-4.146016585604428e-10,8.334748169414041e-11,1
95,1789473942.695565,30.86267044898076,34.17895066611493,1,46.05111312866211,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.01581530831754208,0,0,0,48.53529357910156,1.179674863815308,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,48.53529357910156,1.179674863815308,-4.560618549476203e-10,9.168223125133323e-11,1
96,1789473942.705523,30.86267044898076,34.17895066611493,1,46.05111312866211,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.0257727038115263,0,0,0,48.53529357910156,1.179674863815308,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,48.53529357910156,1.179674863815308,-4.560618549476203e-10,9.168223125133323e-11,1
97,1789473942.715524,30.86267044898076,34.17895066611493,1,46.05111312866211,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.03577389940619469,0,0,0,48.53529357910156,1.179674863815308,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,48.53529357910156,1.179674863815308,-4.560618549476203e-10,9.168223125133323e-11,1
98,1789473942.725556,30.86267044898076,34.17895066611493,1,46.05111312866211,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.04580620676279068,0,0,0,48.53529357910156,1.179674863815308,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,48.53529357910156,1.179674863815308,-4.560618549476203e-10,9.168223125133323e-11,1
99,1789473942.735533,30.86267044898076,34.17895066611493,1,46.05111312866211,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.05578262731432915,0,0,0,48.53529357910156,1.179674863815308,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,48.53529357910156,1.179674863815308,-4.560618549476203e-10,9.168223125133323e-11,1
100,1789473942.745552,30.86267044898076,34.17895066611493,1,46.05111312866211,0,0,1,0,0,0,0,0,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.06580209732055664,0,0,0,48.53529357910156,1.179674863815308,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,48.53529357910156,1.179674863815308,-4.560618549476203e-10,9.168223125133323e-11,1
