tick,t,gps_x,gps_y,gps_position_valid,cross,gps_yaw_error,gps_heading_valid,gps_valid,lidar_valid,lane_conf,go,v,v_valid,obstacle,avoidable,done,avoid_n,avoid_age,avoid_timeout,gps_n,estop,auto_estop,avoid_zone,gps_only_zone,top,nav,avoid,safety,source,v_ref,ref_valid,ref_fresh,ref_age,blocked,route_index,route_connecting,gps_point_x,gps_point_y,gps_point_yaw,gps_point_curvature,avoid_point_x,avoid_point_y,avoid_point_yaw,avoid_point_curvature,target_point_x,target_point_y,target_point_yaw,target_point_curvature,target_n
30,1789473920.465671,0,0,0,0,0,0,0,0,0,0,2.655829413109465e-18,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,1789473920.476654,0,0,0,0,0,0,0,0,0,0,2.655829413109465e-18,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,1789473920.485674,0,0,0,0,0,0,0,0,0,0,2.655829413109465e-18,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,1789473920.497129,0,0,0,0,0,0,0,0,0,0,2.655829413109465e-18,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,1789473920.506799,0,0,0,0,0,0,0,0,0,0,2.655829413109465e-18,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,1789473920.515668,0,0,0,0,0,0,0,0,0,0,2.655829413109465e-18,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,1789473920.534821,0,0,0,0,0,0,0,0,0,0,2.655829413109465e-18,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,1789473920.535977,0,0,0,0,0,0,0,0,0,0,2.655829413109465e-18,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,1789473920.548041,0,0,0,0,0,0,0,0,0,0,2.655829413109465e-18,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,1789473920.555656,0,0,0,0,0,0,0,0,0,0,2.655829413109465e-18,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,1789473920.566108,0,0,0,0,0,0,0,0,0,0,2.655829413109465e-18,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,1789473920.575677,0,0,0,0,0,0,0,0,0,0,2.655829413109465e-18,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,1789473920.585685,0,0,0,0,0,0,0,0,0,0,2.655829413109465e-18,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,1789473920.595676,0,0,0,0,0,0,0,0,0,0,2.655829413109465e-18,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,1789473920.60568,0,0,0,0,0,0,0,0,0,0,2.655829413109465e-18,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,1789473920.615751,0,0,0,0,0,0,0,0,0,0,2.723588977460167e-06,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,1789473920.625676,0,0,0,0,0,0,0,0,0,0,-0.0001096120904549025,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,1789473920.635672,0,0,0,0,0,0,0,0,0,0,-0.0002219477610196918,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,1789473920.645674,0,0,0,0,0,0,0,0,0,0,-0.000334283453412354,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,1789473920.655711,0,0,0,0,0,0,0,0,0,0,-0.000334283453412354,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,1789473920.66568,0,0,0,0,0,0,0,0,0,0,-0.000334283453412354,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,1789473920.675658,0,0,0,0,0,0,0,0,0,0,-0.0003884140460286289,1,0,0,0,0,-1,0.5,0,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,1789473920.685681,31.18734492663546,33.77077733302116,1,45.9686393737793,0,0,1,0,0,0,-0.0004425446677487344,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1329324245452881,0,0,0,48.46315383911133,0.6631337404251099,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,4.405739784240723,0.06028486788272858,-4.146015475381404e-11,8.33474608774587e-12,1
53,1789473920.695675,31.18734492663546,33.77077733302116,1,45.9686393737793,0,0,1,0,0,0,-0.0004425446677487344,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1429269909858704,0,0,0,48.46315383911133,0.6631337404251099,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,8.811482429504395,0.1205697730183601,-8.292033726320369e-11,1.666949737966217e-11,1
54,1789473920.707235,31.18734492663546,33.77077733302116,1,45.9686393737793,0,0,1,0,0,0,-0.0005585926701314747,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1544869393110275,0,0,0,48.46315383911133,0.6631337404251099,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,13.21722316741943,0.1808546483516693,-1.243804920170177e-10,2.500424346740804e-11,1
55,1789473920.715679,31.18734492663546,33.77077733302116,1,45.9686393737793,0,0,1,0,0,0,-0.0006746407016180456,1,0,0,0,0,-1,0.5,1,1,0,0,0,0,1,0,0,1,0,1,1,0.1629312187433243,0,0,0,48.46315383911133,0.6631337404251099,-4.560618549476203e-10,9.168223125133323e-11,0,0,0,0,17.62296485900879,0.2411395460367203,-1.658406745264074e-10,3.333899475932434e-11,1
