path_id,idx,lat,lon,east_m,north_m,yaw_rad,yaw_deg,s_m,zone_id,inside_zone,state
3,0,37.2889094,127.1069424,-62.8,-7,-0.398522446,-22.8336542,0,0,0,0
3,1,37.2889084,127.1069455,-62.528571,-7.114286,-0.398522446,-22.8336542,0.294508,0,0,0
3,2,37.2889074,127.1069485,-62.257143,-7.228571,-0.398522446,-22.8336542,0.589015,0,0,0
3,3,37.2889063,127.1069516,-61.985714,-7.342857,-0.398522446,-22.8336542,0.883523,0,0,0
3,4,37.2889053,127.1069547,-61.714286,-7.457143,-0.398522446,-22.8336542,1.17803,0,0,0
3,5,37.2889043,127.1069577,-61.442857,-7.571429,-0.398522446,-22.8336542,1.472538,0,0,0
3,6,37.2889033,127.1069608,-61.171429,-7.685714,-0.398522446,-22.8336542,1.767045,0,0,0
3,7,37.2889022,127.1069639,-60.9,-7.8,-0.398522446,-22.8336542,2.061553,0,0,0
3,8,37.2889012,127.1069669,-60.628571,-7.914286,-0.398522446,-22.8336542,2.356061,0,0,0
3,9,37.2889002,127.10697,-60.357143,-8.028571,-0.398522446,-22.8336542,2.650568,0,0,0
3,10,37.2888992,127.1069731,-60.085714,-8.142857,-0.398522446,-22.8336542,2.945076,0,0,0
3,11,37.2888981,127.1069761,-59.814286,-8.257143,-0.398522446,-22.8336542,3.239583,0,0,0
3,12,37.2888971,127.1069792,-59.542857,-8.371429,-0.398522446,-22.8336542,3.534091,0,0,0
3,13,37.2888961,127.1069823,-59.271429,-8.485714,-0.398522446,-22.8336542,3.828598,0,0,0
3,14,37.288895,127.1069853,-59,-8.6,-0.381202486,-21.84129359,4.123106,1,1,0
3,15,37.288894,127.1069886,-58.708256,-8.711438,-0.331216647,-18.97731598,4.435408,1,1,0
3,16,37.2888932,127.106992,-58.409677,-8.803003,-0.263910849,-15.12097782,4.747712,1,1,0
3,17,37.2888926,127.1069954,-58.105616,-8.87428,-0.19660505,-11.2646396,5.060016,1,1,0
3,18,37.2888921,127.1069989,-57.79745,-8.924945,-0.129299251,-7.408301377,5.372319,1,1,0
3,19,37.2888919,127.1070024,-57.486574,-8.95477,-0.061993453,-3.551963214,5.684622,1,1,0
3,20,37.2888918,127.1070059,-57.174396,-8.96362,0.005312346,0.304375005,5.996925,1,1,0
3,21,37.2888919,127.1070095,-56.86233,-8.951454,0.072618144,4.160713167,6.309229,1,1,0
3,22,37.2888922,127.107013,-56.551789,-8.918328,0.151696196,8.691551799,6.621531,1,1,0
3,23,37.2888927,127.1070162,-56.262541,-8.859764,0.259613486,14.87475705,6.916649,1,1,0
3,24,37.2888935,127.1070194,-55.982355,-8.767082,0.379303028,21.73246266,7.211766,1,1,0
3,25,37.2888947,127.1070224,-55.715241,-8.641608,0.498992571,28.59016833,7.506882,1,1,0
3,26,37.2888961,127.1070252,-55.46502,-8.485136,0.618682114,35.44787399,7.801999,1,1,0
3,27,37.2888977,127.1070278,-55.235272,-8.299907,0.738371657,42.30557966,8.097116,1,1,0
3,28,37.2888996,127.1070302,-55.029285,-8.088571,0.858061199,49.16328527,8.392232,1,1,0
3,29,37.2889017,127.1070322,-54.850006,-7.85415,0.977750742,56.02099093,8.687349,1,1,0
3,30,37.288904,127.1070339,-54.7,-7.6,1.068113542,61.198398,8.982466,1,1,0
3,31,37.2889065,127.1070355,-54.56,-7.326667,1.097440285,62.8786966,9.289567,0,0,0
3,32,37.2889089,127.107037,-54.42,-7.053333,1.097440285,62.8786966,9.596669,0,0,0
3,33,37.2889114,127.1070386,-54.28,-6.78,1.097440285,62.8786966,9.903769,0,0,0
3,34,37.2889138,127.1070402,-54.14,-6.506667,1.097440285,62.8786966,10.21087,0,0,0
3,35,37.2889163,127.1070418,-54,-6.233333,1.097440285,62.8786966,10.517972,0,0,0
3,36,37.2889188,127.1070434,-53.86,-5.96,1.097440285,62.8786966,10.825073,0,0,0
3,37,37.2889212,127.1070449,-53.72,-5.686667,1.097440285,62.8786966,11.132174,0,0,0
3,38,37.2889237,127.1070465,-53.58,-5.413333,1.097440285,62.8786966,11.439276,0,0,0
3,39,37.2889261,127.1070481,-53.44,-5.14,1.097440285,62.8786966,11.746376,0,0,0
3,40,37.2889286,127.1070497,-53.3,-4.866667,1.097440285,62.8786966,12.053477,0,0,0
3,41,37.288931,127.1070513,-53.16,-4.593333,1.097440285,62.8786966,12.360579,0,0,0
3,42,37.2889335,127.1070528,-53.02,-4.32,1.097440285,62.8786966,12.66768,0,0,0
3,43,37.2889359,127.1070544,-52.88,-4.046667,1.097440285,62.8786966,12.974781,0,0,0
3,44,37.2889384,127.107056,-52.74,-3.773333,1.097440285,62.8786966,13.281882,0,0,0
3,45,37.2889409,127.1070576,-52.6,-3.5,1.097440285,62.8786966,13.588983,0,0,0
3,46,37.2889433,127.1070592,-52.46,-3.226667,1.097440285,62.8786966,13.896084,0,0,0
3,47,37.2889458,127.1070607,-52.32,-2.953333,1.097440285,62.8786966,14.203186,0,0,0
3,48,37.2889482,127.1070623,-52.18,-2.68,1.097440285,62.8786966,14.510287,0,0,0
3,49,37.2889507,127.1070639,-52.04,-2.406667,1.097440285,62.8786966,14.817387,0,0,0
3,50,37.2889531,127.1070655,-51.9,-2.133333,1.097440285,62.8786966,15.124489,0,0,0
3,51,37.2889556,127.1070671,-51.76,-1.86,1.097440285,62.8786966,15.43159,0,0,0
3,52,37.288958,127.1070687,-51.62,-1.586667,1.097440285,62.8786966,15.738691,0,0,0
3,53,37.2889605,127.1070702,-51.48,-1.313333,1.097440285,62.8786966,16.045793,0,0,0
3,54,37.288963,127.1070718,-51.34,-1.04,1.097440285,62.8786966,16.352893,0,0,0
3,55,37.2889654,127.1070734,-51.2,-0.766667,1.097440285,62.8786966,16.659994,0,0,0
3,56,37.2889679,127.107075,-51.06,-0.493333,1.097440285,62.8786966,16.967096,0,0,0
3,57,37.2889703,127.1070766,-50.92,-0.22,1.097440285,62.8786966,17.274197,0,0,0
3,58,37.2889728,127.1070781,-50.78,0.053333,1.097440285,62.8786966,17.581298,0,0,0
3,59,37.2889752,127.1070797,-50.64,0.326667,1.097440285,62.8786966,17.888399,0,0,0
3,60,37.2889777,127.1070813,-50.5,0.6,1.075334131,61.61210727,18.1955,1,1,0
3,61,37.28898,127.1070829,-50.355561,0.852992,1.006620322,57.67509602,18.486821,1,1,0
3,62,37.2889821,127.1070848,-50.188771,1.091842,0.915800359,52.47149545,18.778142,1,1,0
3,63,37.2889841,127.1070869,-50.001007,1.31458,0.824980395,47.26789482,19.069463,1,1,0
3,64,37.2889859,127.1070893,-49.793815,1.519371,0.734160432,42.06429424,19.360783,1,1,0
3,65,37.2889876,127.1070918,-49.568904,1.704526,0.643340469,36.86069366,19.652103,1,1,0
