path_id,idx,lat,lon,east_m,north_m,yaw_rad,yaw_deg,s_m,zone_id,inside_zone,state
6,0,37.2888286,127.1074155,-20.9,-16,-0.387523806,-22.20347855,0,1,1,0
6,1,37.2888276,127.1074189,-20.60449,-16.10945,-0.323162999,-18.51587594,0.315128,1,1,0
6,2,37.2888268,127.1074223,-20.302661,-16.200051,-0.26231923,-15.02978476,0.630261,1,1,0
6,3,37.2888261,127.1074257,-19.996037,-16.272823,-0.206318856,-11.82119968,0.945403,1,1,0
6,4,37.2888256,127.1074292,-19.685957,-16.329125,-0.155763858,-8.924611664,1.260553,1,1,0
6,5,37.2888252,127.1074328,-19.373539,-16.370578,-0.110964815,-6.357815574,1.575709,1,1,0
6,6,37.288825,127.1074363,-19.059652,-16.39891,-0.071963882,-4.123226716,1.890872,1,1,0
6,7,37.2888248,127.1074398,-18.744941,-16.415892,-0.038690698,-2.216813702,2.206041,1,1,0
6,8,37.2888248,127.1074434,-18.429855,-16.423289,-0.010972798,-0.628695015,2.521214,1,1,0
6,9,37.2888248,127.107447,-18.114679,-16.422808,0.011418107,0.654209341,2.83639,1,1,0
6,10,37.2888248,127.1074505,-17.799571,-16.416092,0.028699251,1.644345957,3.151569,1,1,0
6,11,37.2888249,127.1074541,-17.484596,-16.40472,0.041061511,2.352651281,3.46675,1,1,0
6,12,37.2888251,127.1074576,-17.169747,-16.390216,0.048662291,2.788143896,3.781933,1,1,0
6,13,37.2888252,127.1074612,-16.854979,-16.374058,0.051607151,2.956871945,4.097115,1,1,0
6,14,37.2888254,127.1074647,-16.54022,-16.357699,0.049944146,2.861588777,4.412299,1,1,0
6,15,37.2888255,127.1074683,-16.2254,-16.342588,0.043664426,2.501787325,4.727481,1,1,0
6,16,37.2888256,127.1074719,-15.910463,-16.330184,0.032704804,1.873847239,5.042663,1,1,0
6,17,37.2888257,127.1074754,-15.59539,-16.321976,0.016955937,0.971503628,5.357842,1,1,0
6,18,37.2888257,127.107479,-15.280223,-16.319496,-0.003737398,-0.214137132,5.673019,1,1,0
6,19,37.2888257,127.1074825,-14.965085,-16.324332,-0.029559674,-1.693644564,5.988194,1,1,0
6,20,37.2888255,127.1074861,-14.650217,-16.338125,-0.060696987,-3.477681184,6.303364,1,1,0
6,21,37.2888253,127.1074896,-14.336001,-16.362562,-0.097305883,-5.575216418,6.618529,1,1,0
6,22,37.288825,127.1074932,-14.022995,-16.39935,-0.139470381,-7.991064198,6.933689,1,1,0
6,23,37.2888245,127.1074967,-13.711966,-16.450165,-0.187149298,-10.72286491,7.248842,1,1,0
6,24,37.2888239,127.1075002,-13.403899,-16.516586,-0.240117773,-13.75773498,7.563988,1,1,0
6,25,37.2888232,127.1075036,-13.1,-16.6,-0.282525557,-16.18752202,7.879127,0,0,0
6,26,37.2888224,127.107507,-12.8,-16.691892,-0.297232308,-17.03015678,8.192885,0,0,0
6,27,37.2888215,127.1075104,-12.5,-16.783784,-0.297232308,-17.03015678,8.506643,0,0,0
6,28,37.2888207,127.1075137,-12.2,-16.875676,-0.297232308,-17.03015678,8.820401,0,0,0
6,29,37.2888199,127.1075171,-11.9,-16.967568,-0.297232308,-17.03015678,9.134159,0,0,0
6,30,37.2888191,127.1075205,-11.6,-17.059459,-0.297232308,-17.03015678,9.447917,0,0,0
6,31,37.2888182,127.1075239,-11.3,-17.151351,-0.297232308,-17.03015678,9.761675,0,0,0
6,32,37.2888174,127.1075273,-11,-17.243243,-0.297232308,-17.03015678,10.075433,0,0,0
6,33,37.2888166,127.1075307,-10.7,-17.335135,-0.297232308,-17.03015678,10.389191,0,0,0
6,34,37.2888158,127.1075341,-10.4,-17.427027,-0.297232308,-17.03015678,10.70295,0,0,0
6,35,37.2888149,127.1075375,-10.1,-17.518919,-0.297232308,-17.03015678,11.016708,0,0,0
6,36,37.2888141,127.1075408,-9.8,-17.610811,-0.297232308,-17.03015678,11.330466,0,0,0
6,37,37.2888133,127.1075442,-9.5,-17.702703,-0.297232308,-17.03015678,11.644224,0,0,0
6,38,37.2888124,127.1075476,-9.2,-17.794595,-0.297232308,-17.03015678,11.957982,0,0,0
6,39,37.2888116,127.107551,-8.9,-17.886486,-0.297232308,-17.03015678,12.27174,0,0,0
6,40,37.2888108,127.1075544,-8.6,-17.978378,-0.297232308,-17.03015678,12.585498,0,0,0
6,41,37.28881,127.1075578,-8.3,-18.07027,-0.297232308,-17.03015678,12.899256,0,0,0
6,42,37.2888091,127.1075612,-8,-18.162162,-0.297232308,-17.03015678,13.213014,0,0,0
6,43,37.2888083,127.1075646,-7.7,-18.254054,-0.297232308,-17.03015678,13.526772,0,0,0
6,44,37.2888075,127.1075679,-7.4,-18.345946,-0.297232308,-17.03015678,13.84053,0,0,0
6,45,37.2888067,127.1075713,-7.1,-18.437838,-0.297232308,-17.03015678,14.154288,0,0,0
6,46,37.2888058,127.1075747,-6.8,-18.52973,-0.297232308,-17.03015678,14.468046,0,0,0
6,47,37.288805,127.1075781,-6.5,-18.621622,-0.297232308,-17.03015678,14.781804,0,0,0
6,48,37.2888042,127.1075815,-6.2,-18.713514,-0.297232308,-17.03015678,15.095563,0,0,0
6,49,37.2888034,127.1075849,-5.9,-18.805405,-0.297232308,-17.03015678,15.40932,0,0,0
6,50,37.2888025,127.1075883,-5.6,-18.897297,-0.297232308,-17.03015678,15.723078,0,0,0
6,51,37.2888017,127.1075917,-5.3,-18.989189,-0.297232308,-17.03015678,16.036837,0,0,0
6,52,37.2888009,127.107595,-5,-19.081081,-0.297232308,-17.03015678,16.350595,0,0,0
6,53,37.2888001,127.1075984,-4.7,-19.172973,-0.297232308,-17.03015678,16.664353,0,0,0
6,54,37.2887992,127.1076018,-4.4,-19.264865,-0.297232308,-17.03015678,16.978111,0,0,0
6,55,37.2887984,127.1076052,-4.1,-19.356757,-0.297232308,-17.03015678,17.291869,0,0,0
6,56,37.2887976,127.1076086,-3.8,-19.448649,-0.297232308,-17.03015678,17.605627,0,0,0
6,57,37.2887968,127.107612,-3.5,-19.540541,-0.297232308,-17.03015678,17.919385,0,0,0
6,58,37.2887959,127.1076154,-3.2,-19.632432,-0.297232308,-17.03015678,18.233143,0,0,0
6,59,37.2887951,127.1076188,-2.9,-19.724324,-0.297232308,-17.03015678,18.546901,0,0,0
6,60,37.2887943,127.1076221,-2.6,-19.816216,-0.297232308,-17.03015678,18.860659,0,0,0
6,61,37.2887935,127.1076255,-2.3,-19.908108,-0.297232308,-17.03015678,19.174417,0,0,0
6,62,37.2887926,127.1076289,-2,-20,-0.297232308,-17.03015678,19.488175,0,0,0
