path_id,idx,lat,lon,east_m,north_m,yaw_rad,yaw_deg,s_m,zone_id,inside_zone,state
4,0,37.2885896,127.1072868,-32.3,-42.6,1.163540479,66.66595874,0,1,1,0
4,1,37.2885922,127.1072882,-32.177778,-42.316667,1.163540479,66.66595874,0.308571,1,1,0
4,2,37.2885947,127.1072896,-32.055556,-42.033333,1.163540479,66.66595874,0.617142,1,1,0
4,3,37.2885973,127.1072909,-31.933333,-41.75,1.163540479,66.66595874,0.925713,1,1,0
4,4,37.2885998,127.1072923,-31.811111,-41.466667,1.163540479,66.66595874,1.234284,1,1,0
4,5,37.2886023,127.1072937,-31.688889,-41.183333,1.163540479,66.66595874,1.542855,1,1,0
4,6,37.2886049,127.1072951,-31.566667,-40.9,1.163540479,66.66595874,1.851426,1,1,0
4,7,37.2886074,127.1072965,-31.444444,-40.616667,1.163540479,66.66595874,2.159997,1,1,0
4,8,37.28861,127.1072978,-31.322222,-40.333333,1.163540479,66.66595874,2.468568,1,1,0
4,9,37.2886125,127.1072992,-31.2,-40.05,1.163540479,66.66595874,2.777139,1,1,0
4,10,37.2886151,127.1073006,-31.077778,-39.766667,1.163540479,66.66595874,3.085709,1,1,0
4,11,37.2886176,127.107302,-30.955556,-39.483333,1.163540479,66.66595874,3.394281,1,1,0
4,12,37.2886202,127.1073034,-30.833333,-39.2,1.163540479,66.66595874,3.702852,1,1,0
4,13,37.2886227,127.1073047,-30.711111,-38.916667,1.163540479,66.66595874,4.011422,1,1,0
4,14,37.2886253,127.1073061,-30.588889,-38.633333,1.163540479,66.66595874,4.319994,1,1,0
4,15,37.2886278,127.1073075,-30.466667,-38.35,1.163540479,66.66595874,4.628565,1,1,0
4,16,37.2886303,127.1073089,-30.344444,-38.066667,1.163540479,66.66595874,4.937136,1,1,0
4,17,37.2886329,127.1073103,-30.222222,-37.783333,1.163540479,66.66595874,5.245707,1,1,0
4,18,37.2886354,127.1073116,-30.1,-37.5,1.140904131,65.36899154,5.554278,1,1,0
4,19,37.2886378,127.1073131,-29.972608,-37.238908,1.070180387,61.31681949,5.844791,1,1,0
