idx,utc,lat,lon,height_m,east_m,north_m,quality
0,103731.50,37.3041678,127.9075235,182.600,0.000,0.000,4
1,103939.75,37.3041655,127.9075212,182.600,-0.207,-0.260,4
2,103941.12,37.3041637,127.9075185,182.600,-0.443,-0.464,4
3,103942.25,37.3041618,127.9075160,182.600,-0.664,-0.668,4
4,103943.62,37.3041600,127.9075130,182.500,-0.930,-0.872,4
5,103944.87,37.3041580,127.9075105,182.600,-1.151,-1.095,4
6,103946.12,37.3041562,127.9075078,182.500,-1.387,-1.299,4
7,103947.25,37.3041542,127.9075053,182.600,-1.609,-1.521,4
8,103948.37,37.3041522,127.9075030,182.600,-1.815,-1.744,4
9,103949.50,37.3041502,127.9075005,182.600,-2.037,-1.967,4
10,103950.37,37.3041478,127.9074978,182.500,-2.273,-2.226,4
11,103951.00,37.3041457,127.9074952,182.600,-2.509,-2.468,4
12,103951.62,37.3041438,127.9074923,182.600,-2.760,-2.672,4
13,103952.25,37.3041417,127.9074897,182.600,-2.996,-2.913,4
14,103952.87,37.3041397,127.9074868,182.600,-3.247,-3.136,4
15,103953.50,37.3041377,127.9074840,182.600,-3.498,-3.358,4
16,103954.12,37.3041357,127.9074813,182.600,-3.734,-3.581,4
17,103954.75,37.3041337,127.9074785,182.600,-3.985,-3.803,4
18,103955.37,37.3041317,127.9074758,182.600,-4.221,-4.026,4
19,103956.00,37.3041297,127.9074730,182.600,-4.472,-4.249,4
20,103956.62,37.3041275,127.9074703,182.600,-4.708,-4.490,4
21,103957.25,37.3041255,127.9074675,182.600,-4.959,-4.713,4
22,103957.87,37.3041233,127.9074647,182.600,-5.210,-4.954,4
23,103958.50,37.3041213,127.9074620,182.600,-5.446,-5.176,4
24,103959.12,37.3041193,127.9074592,182.600,-5.697,-5.399,4
25,103959.75,37.3041172,127.9074563,182.600,-5.947,-5.640,4
26,104000.37,37.3041152,127.9074537,182.500,-6.184,-5.863,4
27,104001.00,37.3041130,127.9074510,182.500,-6.420,-6.104,4
28,104001.62,37.3041107,127.9074483,182.600,-6.656,-6.364,4
29,104002.25,37.3041087,127.9074457,182.500,-6.892,-6.586,4
30,104002.87,37.3041062,127.9074432,182.600,-7.113,-6.865,4
31,104003.50,37.3041040,127.9074405,182.600,-7.349,-7.106,4
32,104004.12,37.3041017,127.9074378,182.600,-7.586,-7.366,4
33,104004.75,37.3040993,127.9074352,182.600,-7.822,-7.625,4
34,104005.37,37.3040973,127.9074325,182.600,-8.058,-7.848,4
35,104006.00,37.3040952,127.9074297,182.600,-8.309,-8.089,4
36,104006.62,37.3040930,127.9074268,182.600,-8.560,-8.330,4
37,104007.25,37.3040908,127.9074240,182.600,-8.810,-8.572,4
38,104007.87,37.3040887,127.9074212,182.600,-9.061,-8.813,4
39,104008.50,37.3040863,127.9074185,182.600,-9.297,-9.073,4
40,104009.12,37.3040842,127.9074158,182.600,-9.534,-9.314,4
41,104009.75,37.3040820,127.9074132,182.600,-9.770,-9.555,4
42,104010.37,37.3040795,127.9074108,182.600,-9.976,-9.833,4
43,104011.00,37.3040772,127.9074080,182.600,-10.227,-10.093,4
44,104011.62,37.3040748,127.9074053,182.600,-10.463,-10.353,4
45,104012.25,37.3040725,127.9074027,182.600,-10.699,-10.613,4
46,104012.87,37.3040703,127.9073997,182.600,-10.965,-10.854,4
47,104013.50,37.3040680,127.9073968,182.600,-11.216,-11.113,4
48,104014.12,37.3040658,127.9073943,182.600,-11.437,-11.355,4
49,104014.75,37.3040635,127.9073917,182.600,-11.673,-11.614,4
