path_id,idx,lat,lon,east_m,north_m,yaw_rad,yaw_deg,s_m,zone_id,inside_zone,state
2,0,37.2889454,127.1076459,-0.5,-3,2.814494557,161.2586596,0,0,0,0
2,1,37.2889463,127.1076425,-0.797872,-2.898936,2.814494557,161.2586596,0.31455,0,0,0
2,2,37.2889472,127.1076391,-1.095745,-2.797872,2.814494557,161.2586596,0.629101,0,0,0
2,3,37.2889481,127.1076358,-1.393617,-2.696809,2.814494557,161.2586596,0.94365,0,0,0
2,4,37.288949,127.1076324,-1.691489,-2.595745,2.814494557,161.2586596,1.2582,0,0,0
2,5,37.2889499,127.107629,-1.989362,-2.494681,2.814494557,161.2586596,1.572751,0,0,0
2,6,37.2889508,127.1076257,-2.287234,-2.393617,2.814494557,161.2586596,1.887301,0,0,0
2,7,37.2889517,127.1076223,-2.585106,-2.292553,2.814494557,161.2586596,2.201851,0,0,0
2,8,37.2889526,127.1076189,-2.882979,-2.191489,2.814494557,161.2586596,2.516402,0,0,0
2,9,37.2889535,127.1076156,-3.180851,-2.090426,2.814494557,161.2586596,2.830952,0,0,0
2,10,37.2889544,127.1076122,-3.478723,-1.989362,2.814494557,161.2586596,3.145502,0,0,0
2,11,37.2889553,127.1076089,-3.776596,-1.888298,2.814494557,161.2586596,3.460052,0,0,0
2,12,37.2889562,127.1076055,-4.074468,-1.787234,2.814494557,161.2586596,3.774602,0,0,0
2,13,37.2889572,127.1076021,-4.37234,-1.68617,2.814494557,161.2586596,4.089152,0,0,0
2,14,37.2889581,127.1075988,-4.670213,-1.585106,2.814494557,161.2586596,4.403703,0,0,0
2,15,37.288959,127.1075954,-4.968085,-1.484043,2.814494557,161.2586596,4.718253,0,0,0
2,16,37.2889599,127.107592,-5.265957,-1.382979,2.814494557,161.2586596,5.032803,0,0,0
2,17,37.2889608,127.1075887,-5.56383,-1.281915,2.814494557,161.2586596,5.347354,0,0,0
2,18,37.2889617,127.1075853,-5.861702,-1.180851,2.814494557,161.2586596,5.661904,0,0,0
2,19,37.2889626,127.107582,-6.159574,-1.079787,2.814494557,161.2586596,5.976453,0,0,0
2,20,37.2889635,127.1075786,-6.457447,-0.978723,2.814494557,161.2586596,6.291004,0,0,0
2,21,37.2889644,127.1075752,-6.755319,-0.87766,2.814494557,161.2586596,6.605554,0,0,0
2,22,37.2889653,127.1075719,-7.053191,-0.776596,2.814494557,161.2586596,6.920104,0,0,0
2,23,37.2889662,127.1075685,-7.351064,-0.675532,2.814494557,161.2586596,7.234655,0,0,0
2,24,37.2889671,127.1075651,-7.648936,-0.574468,2.814494557,161.2586596,7.549205,0,0,0
2,25,37.288968,127.1075618,-7.946809,-0.473404,2.814494557,161.2586596,7.863756,0,0,0
2,26,37.288969,127.1075584,-8.244681,-0.37234,2.814494557,161.2586596,8.178306,0,0,0
2,27,37.2889699,127.107555,-8.542553,-0.271277,2.814494557,161.2586596,8.492855,0,0,0
2,28,37.2889708,127.1075517,-8.840426,-0.170213,2.814494557,161.2586596,8.807406,0,0,0
2,29,37.2889717,127.1075483,-9.138298,-0.069149,2.814494557,161.2586596,9.121956,0,0,0
2,30,37.2889726,127.107545,-9.43617,0.031915,2.814494557,161.2586596,9.436506,0,0,0
2,31,37.2889735,127.1075416,-9.734043,0.132979,2.814494557,161.2586596,9.751057,0,0,0
2,32,37.2889744,127.1075382,-10.031915,0.234043,2.814494557,161.2586596,10.065607,0,0,0
2,33,37.2889753,127.1075349,-10.329787,0.335106,2.814494557,161.2586596,10.380156,0,0,0
2,34,37.2889762,127.1075315,-10.62766,0.43617,2.814494557,161.2586596,10.694707,0,0,0
2,35,37.2889771,127.1075281,-10.925532,0.537234,2.814494557,161.2586596,11.009257,0,0,0
2,36,37.288978,127.1075248,-11.223404,0.638298,2.814494557,161.2586596,11.323807,0,0,0
2,37,37.2889789,127.1075214,-11.521277,0.739362,2.814494557,161.2586596,11.638358,0,0,0
2,38,37.2889798,127.107518,-11.819149,0.840426,2.814494557,161.2586596,11.952908,0,0,0
2,39,37.2889808,127.1075147,-12.117021,0.941489,2.814494557,161.2586596,12.267457,0,0,0
2,40,37.2889817,127.1075113,-12.414894,1.042553,2.814494557,161.2586596,12.582008,0,0,0
2,41,37.2889826,127.107508,-12.712766,1.143617,2.814494557,161.2586596,12.896558,0,0,0
2,42,37.2889835,127.1075046,-13.010638,1.244681,2.814494557,161.2586596,13.211108,0,0,0
2,43,37.2889844,127.1075012,-13.308511,1.345745,2.814494557,161.2586596,13.525659,0,0,0
