idx,utc,lat,lon,height_m,east_m,north_m,quality
0,080522.37,37.3041558,127.9075208,193.900,0.000,0.000,5
1,080525.62,37.3041355,127.9075377,196.600,1.491,-2.264,4
2,080529.75,37.3041337,127.9075348,196.600,1.240,-2.468,4
3,080531.12,37.3041320,127.9075320,196.600,0.989,-2.653,4
4,080532.50,37.3041300,127.9075293,196.500,0.753,-2.876,4
5,080533.75,37.3041280,127.9075268,196.500,0.531,-3.098,4
6,080534.87,37.3041260,127.9075245,196.500,0.325,-3.321,4
7,080536.00,37.3041240,127.9075220,196.600,0.103,-3.544,4
8,080537.12,37.3041220,127.9075197,196.500,-0.103,-3.766,4
9,080538.25,37.3041198,127.9075172,196.600,-0.325,-4.008,4
10,080539.37,37.3041178,127.9075147,196.600,-0.546,-4.230,4
11,080540.50,37.3041158,127.9075123,196.600,-0.753,-4.453,4
12,080541.62,37.3041138,127.9075100,196.700,-0.959,-4.675,4
13,080542.75,37.3041118,127.9075075,196.700,-1.181,-4.898,4
14,080543.87,37.3041098,127.9075052,196.700,-1.387,-5.121,4
15,080544.87,37.3041080,127.9075027,196.700,-1.609,-5.325,4
16,080546.00,37.3041060,127.9074998,196.800,-1.859,-5.547,4
17,080547.25,37.3041040,127.9074973,196.700,-2.081,-5.770,4
18,080548.25,37.3041020,127.9074950,196.800,-2.287,-5.993,4
19,080549.50,37.3041002,127.9074922,196.800,-2.538,-6.197,4
20,080550.62,37.3040980,127.9074898,196.800,-2.745,-6.438,4
21,080551.75,37.3040960,127.9074872,196.800,-2.981,-6.661,4
22,080552.87,37.3040942,127.9074845,196.800,-3.217,-6.865,4
23,080554.00,37.3040923,127.9074820,196.800,-3.439,-7.069,4
24,080555.12,37.3040902,127.9074795,196.900,-3.660,-7.310,4
25,080556.25,37.3040883,127.9074770,196.800,-3.881,-7.514,4
26,080557.37,37.3040862,127.9074745,196.800,-4.103,-7.755,4
27,080558.62,37.3040840,127.9074720,196.800,-4.324,-7.996,4
28,080559.75,37.3040818,127.9074697,196.900,-4.531,-8.238,4
29,080600.87,37.3040800,127.9074672,196.800,-4.752,-8.442,4
30,080602.00,37.3040778,127.9074647,197.000,-4.973,-8.683,4
31,080603.12,37.3040757,127.9074623,196.900,-5.180,-8.924,4
32,080604.25,37.3040737,127.9074598,197.000,-5.401,-9.147,4
33,080605.37,37.3040718,127.9074572,197.000,-5.638,-9.351,4
34,080606.50,37.3040698,127.9074548,197.000,-5.844,-9.574,4
35,080607.62,37.3040680,127.9074523,197.000,-6.065,-9.778,4
36,080608.75,37.3040660,127.9074498,197.000,-6.287,-10.000,4
37,080609.87,37.3040640,127.9074473,197.000,-6.508,-10.223,4
38,080611.00,37.3040620,127.9074450,197.000,-6.715,-10.446,4
39,080612.12,37.3040600,127.9074425,197.100,-6.936,-10.668,4
40,080613.25,37.3040580,127.9074400,197.000,-7.158,-10.891,4
41,080614.37,37.3040560,127.9074375,197.100,-7.379,-11.113,4
42,080615.50,37.3040538,127.9074350,197.100,-7.600,-11.355,4
43,080616.62,37.3040517,127.9074325,197.100,-7.822,-11.596,4
44,080617.75,37.3040498,127.9074300,197.100,-8.043,-11.800,4
45,080618.87,37.3040478,127.9074275,197.100,-8.264,-12.023,4
46,080620.00,37.3040458,127.9074250,197.100,-8.486,-12.245,4
47,080621.12,37.3040437,127.9074227,197.100,-8.692,-12.486,4
48,080622.25,37.3040418,127.9074200,197.100,-8.929,-12.690,4
49,080623.37,37.3040398,127.9074177,197.100,-9.135,-12.913,4
50,080624.37,37.3040378,127.9074153,197.100,-9.342,-13.136,4
51,080625.50,37.3040358,127.9074130,197.200,-9.548,-13.358,4
52,080626.50,37.3040338,127.9074107,197.200,-9.755,-13.581,4
53,080627.62,37.3040317,127.9074083,197.200,-9.962,-13.822,4
54,080628.62,37.3040297,127.9074060,197.200,-10.168,-14.045,4
55,080629.75,37.3040277,127.9074037,197.300,-10.375,-14.268,4
56,080630.87,37.3040257,127.9074013,197.300,-10.581,-14.490,4
57,080632.00,37.3040237,127.9073990,197.300,-10.788,-14.713,4
58,080633.12,37.3040217,127.9073965,197.300,-11.009,-14.935,4
59,080634.25,37.3040197,127.9073942,197.300,-11.216,-15.158,4
60,080635.37,37.3040177,127.9073917,197.300,-11.437,-15.381,4
61,080636.50,37.3040155,127.9073893,197.300,-11.644,-15.622,4
62,080637.62,37.3040135,127.9073870,197.300,-11.851,-15.845,4
63,080638.87,37.3040112,127.9073847,197.400,-12.057,-16.104,4
64,080640.00,37.3040090,127.9073823,197.400,-12.264,-16.345,4
65,080641.12,37.3040070,127.9073800,197.400,-12.470,-16.568,4
66,080642.25,37.3040050,127.9073777,197.400,-12.677,-16.791,4
67,080643.37,37.3040030,127.9073753,197.400,-12.884,-17.013,4
68,080644.50,37.3040008,127.9073728,197.400,-13.105,-17.255,4
69,080645.62,37.3039987,127.9073703,197.400,-13.326,-17.496,4
70,080646.75,37.3039967,127.9073678,197.400,-13.548,-17.718,4
71,080647.87,37.3039945,127.9073653,197.400,-13.769,-17.960,4
72,080649.00,37.3039925,127.9073630,197.500,-13.976,-18.182,4
73,080650.12,37.3039903,127.9073607,197.500,-14.182,-18.423,4
74,080651.25,37.3039882,127.9073583,197.500,-14.389,-18.665,4
75,080652.37,37.3039862,127.9073560,197.500,-14.596,-18.887,4
76,080653.50,37.3039843,127.9073535,197.400,-14.817,-19.091,4
77,080654.62,37.3039822,127.9073512,197.500,-15.024,-19.333,4
78,080655.75,37.3039800,127.9073487,197.500,-15.245,-19.574,4
79,080656.87,37.3039780,127.9073463,197.500,-15.451,-19.796,4
80,080658.00,37.3039760,127.9073438,197.500,-15.673,-20.019,4
81,080659.12,37.3039740,127.9073413,197.500,-15.894,-20.242,4
82,080700.25,37.3039720,127.9073390,197.500,-16.101,-20.464,4
83,080701.50,37.3039698,127.9073363,197.500,-16.337,-20.706,4
84,080704.37,37.3039648,127.9073303,197.400,-16.868,-21.262,5
85,080705.37,37.3039872,127.9073335,182.300,-16.588,-18.776,4
86,080706.50,37.3039852,127.9073312,182.200,-16.794,-18.999,4
87,080707.75,37.3039830,127.9073285,182.200,-17.031,-19.240,4
88,080708.87,37.3039810,127.9073262,182.200,-17.237,-19.462,4
89,080710.00,37.3039788,127.9073237,182.200,-17.459,-19.704,4
90,080711.12,37.3039768,127.9073212,182.200,-17.680,-19.926,4
91,080712.25,37.3039747,127.9073187,182.200,-17.901,-20.167,4
92,080713.37,37.3039732,127.9073157,182.200,-18.167,-20.334,4
93,080714.50,37.3039723,127.9073122,182.200,-18.477,-20.427,4
94,080715.62,37.3039718,127.9073085,182.200,-18.802,-20.483,4
95,080716.75,37.3039717,127.9073047,182.200,-19.141,-20.501,4
96,080717.75,37.3039723,127.9073013,182.300,-19.436,-20.427,4
97,080718.75,37.3039732,127.9072980,182.300,-19.731,-20.334,4
98,080719.75,37.3039733,127.9072945,182.300,-20.041,-20.316,4
99,080720.75,37.3039723,127.9072912,182.200,-20.336,-20.427,4
100,080721.75,37.3039708,127.9072882,182.200,-20.602,-20.594,4
101,080722.87,37.3039687,127.9072857,182.200,-20.823,-20.835,4
102,080724.00,37.3039662,127.9072840,182.200,-20.971,-21.114,4
103,080725.12,37.3039633,127.9072833,182.200,-21.030,-21.429,4
104,080726.25,37.3039607,127.9072827,182.200,-21.089,-21.726,4
105,080727.37,37.3039578,127.9072828,182.200,-21.074,-22.041,4
106,080728.62,37.3039548,127.9072830,182.200,-21.059,-22.375,4
107,080729.87,37.3039520,127.9072837,182.200,-21.000,-22.691,4
108,080731.00,37.3039492,127.9072840,182.200,-20.971,-23.006,4
109,080732.12,37.3039463,127.9072845,182.200,-20.927,-23.322,4
110,080733.25,37.3039433,127.9072850,182.200,-20.882,-23.655,4
111,080734.37,37.3039403,127.9072855,182.200,-20.838,-23.989,4
112,080735.50,37.3039373,127.9072860,182.200,-20.794,-24.323,4
