idx,utc,lat,lon,height_m,east_m,north_m,quality
90,081146.25,37.3039738,127.9073408,182.600,-18.182,-20.780,4
91,081147.37,37.3039713,127.9073392,182.600,-18.329,-21.058,4
92,081148.50,37.3039693,127.9073367,182.600,-18.551,-21.281,4
93,081149.75,37.3039677,127.9073337,182.600,-18.816,-21.466,4
94,081151.00,37.3039667,127.9073302,182.600,-19.126,-21.578,4
95,081152.25,37.3039665,127.9073267,182.600,-19.436,-21.596,4
96,081153.50,37.3039667,127.9073232,182.600,-19.746,-21.578,4
97,081154.75,37.3039677,127.9073197,182.600,-20.056,-21.466,4
98,081155.87,37.3039692,127.9073167,182.600,-20.322,-21.299,4
99,081157.00,37.3039708,127.9073135,182.600,-20.602,-21.114,4
100,081158.00,37.3039723,127.9073103,182.600,-20.882,-20.947,4
101,081159.00,37.3039738,127.9073073,182.600,-21.148,-20.780,4
102,081200.00,37.3039753,127.9073038,182.600,-21.458,-20.613,4
103,081201.00,37.3039758,127.9073003,182.600,-21.768,-20.557,4
104,081202.00,37.3039755,127.9072967,182.600,-22.093,-20.594,4
105,081203.12,37.3039747,127.9072932,182.600,-22.402,-20.687,4
106,081204.12,37.3039732,127.9072903,182.600,-22.653,-20.854,4
107,081205.25,37.3039713,127.9072878,182.600,-22.875,-21.058,4
108,081206.37,37.3039690,127.9072858,182.600,-23.052,-21.318,4
109,081207.62,37.3039663,127.9072845,182.600,-23.170,-21.615,4
110,081208.75,37.3039637,127.9072838,182.600,-23.229,-21.911,4
111,081210.00,37.3039607,127.9072842,182.600,-23.199,-22.245,4
112,081211.12,37.3039580,127.9072848,182.600,-23.140,-22.542,4
113,081212.25,37.3039552,127.9072852,182.600,-23.111,-22.858,4
114,081213.50,37.3039522,127.9072853,182.600,-23.096,-23.192,4
115,081214.62,37.3039495,127.9072845,182.600,-23.170,-23.489,4
116,081215.62,37.3039470,127.9072830,182.600,-23.303,-23.767,4
117,081216.75,37.3039447,127.9072808,182.600,-23.495,-24.027,4
