path_id,idx,lat,lon,east_m,north_m,yaw_rad,yaw_deg,s_m,zone_id,inside_zone,state
7,0,37.2888286,127.1074155,-20.9,-16,-0.387523806,-22.20347855,0,1,1,0
7,1,37.2888275,127.1074187,-20.619878,-16.119051,-0.415393126,-23.80027296,0.304371,1,1,0
7,2,37.2888264,127.1074218,-20.343077,-16.245636,-0.441196237,-25.27868232,0.608743,1,1,0
7,3,37.2888252,127.1074249,-20.069465,-16.378979,-0.46447799,-26.6126285,0.913118,1,1,0
7,4,37.2888239,127.1074279,-19.798854,-16.518312,-0.485206236,-27.80026952,1.217492,1,1,0
7,5,37.2888226,127.107431,-19.531002,-16.662882,-0.503370693,-28.84101624,1.521869,1,1,0
7,6,37.2888213,127.107434,-19.265627,-16.811953,-0.518976565,-29.73516684,1.826247,1,1,0
7,7,37.2888199,127.1074369,-19.002415,-16.964812,-0.532038868,-30.48358167,2.130626,1,1,0
7,8,37.2888185,127.1074399,-18.741024,-17.120766,-0.542577565,-31.08740453,2.435006,1,1,0
7,9,37.2888171,127.1074428,-18.481091,-17.279139,-0.550613577,-31.54783411,2.739385,1,1,0
7,10,37.2888156,127.1074458,-18.222239,-17.439274,-0.55616564,-31.86594388,3.043766,1,1,0
7,11,37.2888142,127.1074487,-17.96408,-17.600524,-0.559247885,-32.04254351,3.348147,1,1,0
7,12,37.2888127,127.1074516,-17.70622,-17.762251,-0.559868011,-32.07807412,3.652527,1,1,0
7,13,37.2888113,127.1074545,-17.448261,-17.923822,-0.558027321,-31.97261035,3.956909,1,1,0
7,14,37.2888098,127.1074574,-17.189807,-18.084599,-0.553720389,-31.72584132,4.261289,1,1,0
7,15,37.2888084,127.1074603,-16.930466,-18.243941,-0.546934765,-31.3370537,4.56567,1,1,0
7,16,37.288807,127.1074633,-16.669855,-18.401195,-0.537652584,-30.80522391,4.87005,1,1,0
7,17,37.2888056,127.1074662,-16.407602,-18.555695,-0.525852507,-30.1291293,5.174429,1,1,0
7,18,37.2888043,127.1074692,-16.143354,-18.706755,-0.511512457,-29.30750495,5.478808,1,1,0
7,19,37.2888029,127.1074722,-15.876781,-18.853669,-0.494613197,-28.33924868,5.783184,1,1,0
7,20,37.2888017,127.1074753,-15.607581,-18.995712,-0.475142776,-27.22367573,6.08756,1,1,0
7,21,37.2888004,127.1074783,-15.335492,-19.132137,-0.453101846,-25.96082347,6.391935,1,1,0
7,22,37.2887993,127.1074815,-15.060297,-19.262178,-0.428509757,-24.55180056,6.696308,1,1,0
7,23,37.2887982,127.1074846,-14.781832,-19.385059,-0.401411261,-22.9991711,7.00068,1,1,0
7,24,37.2887971,127.1074878,-14.5,-19.5,-0.379650032,-21.75234453,7.30505,1,1,0
7,25,37.2887961,127.1074911,-14.208333,-19.613889,-0.372269331,-21.32946151,7.618164,0,0,0
7,26,37.2887951,127.1074944,-13.916667,-19.727778,-0.372269331,-21.32946151,7.931277,0,0,0
7,27,37.2887941,127.1074977,-13.625,-19.841667,-0.372269331,-21.32946151,8.244391,0,0,0
7,28,37.288793,127.107501,-13.333333,-19.955556,-0.372269331,-21.32946151,8.557505,0,0,0
7,29,37.288792,127.1075042,-13.041667,-20.069444,-0.372269331,-21.32946151,8.870617,0,0,0
7,30,37.288791,127.1075075,-12.75,-20.183333,-0.372269331,-21.32946151,9.183731,0,0,0
7,31,37.28879,127.1075108,-12.458333,-20.297222,-0.372269331,-21.32946151,9.496845,0,0,0
7,32,37.2887889,127.1075141,-12.166667,-20.411111,-0.372269331,-21.32946151,9.809958,0,0,0
7,33,37.2887879,127.1075174,-11.875,-20.525,-0.372269331,-21.32946151,10.123072,0,0,0
7,34,37.2887869,127.1075207,-11.583333,-20.638889,-0.372269331,-21.32946151,10.436186,0,0,0
7,35,37.2887859,127.107524,-11.291667,-20.752778,-0.372269331,-21.32946151,10.749299,0,0,0
7,36,37.2887849,127.1075273,-11,-20.866667,-0.372269331,-21.32946151,11.062413,0,0,0
7,37,37.2887838,127.1075306,-10.708333,-20.980556,-0.372269331,-21.32946151,11.375527,0,0,0
7,38,37.2887828,127.1075339,-10.416667,-21.094444,-0.372269331,-21.32946151,11.68864,0,0,0
7,39,37.2887818,127.1075372,-10.125,-21.208333,-0.372269331,-21.32946151,12.001754,0,0,0
7,40,37.2887808,127.1075405,-9.833333,-21.322222,-0.372269331,-21.32946151,12.314868,0,0,0
7,41,37.2887797,127.1075438,-9.541667,-21.436111,-0.372269331,-21.32946151,12.627981,0,0,0
7,42,37.2887787,127.1075471,-9.25,-21.55,-0.372269331,-21.32946151,12.941094,0,0,0
7,43,37.2887777,127.1075504,-8.958333,-21.663889,-0.372269331,-21.32946151,13.254208,0,0,0
7,44,37.2887767,127.1075536,-8.666667,-21.777778,-0.372269331,-21.32946151,13.567321,0,0,0
7,45,37.2887756,127.1075569,-8.375,-21.891667,-0.372269331,-21.32946151,13.880435,0,0,0
7,46,37.2887746,127.1075602,-8.083333,-22.005556,-0.372269331,-21.32946151,14.193549,0,0,0
7,47,37.2887736,127.1075635,-7.791667,-22.119444,-0.372269331,-21.32946151,14.506662,0,0,0
7,48,37.2887726,127.1075668,-7.5,-22.233333,-0.372269331,-21.32946151,14.819776,0,0,0
7,49,37.2887716,127.1075701,-7.208333,-22.347222,-0.372269331,-21.32946151,15.13289,0,0,0
7,50,37.2887705,127.1075734,-6.916667,-22.461111,-0.372269331,-21.32946151,15.446003,0,0,0
7,51,37.2887695,127.1075767,-6.625,-22.575,-0.372269331,-21.32946151,15.759117,0,0,0
7,52,37.2887685,127.10758,-6.333333,-22.688889,-0.372269331,-21.32946151,16.072231,0,0,0
7,53,37.2887675,127.1075833,-6.041667,-22.802778,-0.372269331,-21.32946151,16.385344,0,0,0
7,54,37.2887664,127.1075866,-5.75,-22.916667,-0.372269331,-21.32946151,16.698458,0,0,0
7,55,37.2887654,127.1075899,-5.458333,-23.030556,-0.372269331,-21.32946151,17.011572,0,0,0
7,56,37.2887644,127.1075932,-5.166667,-23.144444,-0.372269331,-21.32946151,17.324684,0,0,0
7,57,37.2887634,127.1075965,-4.875,-23.258333,-0.372269331,-21.32946151,17.637798,0,0,0
7,58,37.2887623,127.1075997,-4.583333,-23.372222,-0.372269331,-21.32946151,17.950912,0,0,0
7,59,37.2887613,127.107603,-4.291667,-23.486111,-0.372269331,-21.32946151,18.264025,0,0,0
7,60,37.2887603,127.1076063,-4,-23.6,-0.372269331,-21.32946151,18.577139,0,0,0
