path_id,idx,lat,lon,east_m,north_m,yaw_rad,yaw_deg,s_m,zone_id,inside_zone,state
5,0,37.2887082,127.10735,-26.7,-29.4,2.843093722,162.897271,0,0,0,0
5,1,37.288709,127.1073468,-26.988889,-29.311111,2.843093722,162.897271,0.302255,0,0,0
5,2,37.2887098,127.1073435,-27.277778,-29.222222,2.843093722,162.897271,0.60451,0,0,0
5,3,37.2887106,127.1073402,-27.566667,-29.133333,2.843093722,162.897271,0.906765,0,0,0
5,4,37.2887114,127.107337,-27.855556,-29.044444,2.843093722,162.897271,1.20902,0,0,0
5,5,37.2887122,127.1073337,-28.144444,-28.955556,2.843093722,162.897271,1.511274,0,0,0
5,6,37.288713,127.1073305,-28.433333,-28.866667,2.843093722,162.897271,1.813529,0,0,0
5,7,37.2887138,127.1073272,-28.722222,-28.777778,2.843093722,162.897271,2.115784,0,0,0
5,8,37.2887146,127.1073239,-29.011111,-28.688889,2.843093722,162.897271,2.418039,0,0,0
5,9,37.2887154,127.1073207,-29.3,-28.6,2.843093722,162.897271,2.720294,0,0,0
5,10,37.2887162,127.1073174,-29.588889,-28.511111,2.843093722,162.897271,3.022549,1,1,0
5,11,37.288717,127.1073141,-29.877778,-28.422222,2.843093722,162.897271,3.324804,1,1,0
5,12,37.2887178,127.1073109,-30.166667,-28.333333,2.843093722,162.897271,3.627059,1,1,0
5,13,37.2887186,127.1073076,-30.455556,-28.244444,2.843093722,162.897271,3.929314,1,1,0
5,14,37.2887194,127.1073044,-30.744444,-28.155556,2.843093722,162.897271,4.231568,1,1,0
5,15,37.2887202,127.1073011,-31.033333,-28.066667,2.843093722,162.897271,4.533823,1,1,0
5,16,37.288721,127.1072978,-31.322222,-27.977778,2.843093722,162.897271,4.836078,1,1,0
5,17,37.2887218,127.1072946,-31.611111,-27.888889,2.843093722,162.897271,5.138333,1,1,0
5,18,37.2887226,127.1072913,-31.9,-27.8,2.825328107,161.8793763,5.440588,1,1,0
5,19,37.2887234,127.1072882,-32.178079,-27.703349,2.771082707,158.7713438,5.734985,1,1,0
5,20,37.2887245,127.1072851,-32.448483,-27.586942,2.699071692,154.6454166,6.029381,1,1,0
5,21,37.2887257,127.1072822,-32.709812,-27.45138,2.627060678,150.5194894,6.323778,1,1,0
5,22,37.2887271,127.1072793,-32.960709,-27.297368,2.555049663,146.3935621,6.618174,1,1,0
5,23,37.2887286,127.1072766,-33.199875,-27.125704,2.483038648,142.2676349,6.91257,1,1,0
5,24,37.2887303,127.1072741,-33.42607,-26.937276,2.411027633,138.1417077,7.206966,1,1,0
5,25,37.2887322,127.1072717,-33.638122,-26.733062,2.339016618,134.0157804,7.501363,1,1,0
5,26,37.2887341,127.1072695,-33.834932,-26.514121,2.267005604,129.8898532,7.79576,1,1,0
