tick,event_time_ns,monotonic_ns,vehicle_speed,vehicle_speed_valid,external_stop,autonomous_enabled,lane_confidence,gps_valid,lidar_valid,avoid_updated,avoid_maneuver_done,avoid_path_n,avoid_generation,avoid_age_s,avoid_timeout_s,obstacle,avoidable,ttc,auto_estop,estop,parking_valid,parking_wall_complete,parking_ready,parking_search,parking_request_id,traffic_fail_safe,avoid_x,avoid_y,avoid_yaw,avoid_k,gps_x,gps_y,gps_heading_valid,rear_clear,red,green,traffic_stop_required
1844,1789390354851706569,43253904246836,-3.880823749e-15,1,1,0,0.6825109124,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1845,1789390354861723026,43253914263288,-3.880823749e-15,1,1,0,0.6825109124,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1846,1789390354871694467,43253924234718,-3.880823749e-15,1,1,0,0.6825109124,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1847,1789390354881766698,43253934306961,-3.880823749e-15,1,1,0,0.6825109124,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1848,1789390354891698705,43253944238975,-3.880823749e-15,1,1,0,0.6825109124,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1849,1789390354901704187,43253954244446,-3.880823749e-15,1,1,0,0.6876939535,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1850,1789390354911694764,43253964235039,-3.880823749e-15,1,1,0,0.6876939535,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1851,1789390354921696390,43253974236649,-3.880823749e-15,1,1,0,0.6876939535,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1852,1789390354931693943,43253984234216,-3.880823749e-15,1,1,0,0.6876939535,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1853,1789390354941692886,43253994233141,-3.880823749e-15,1,1,0,0.6876939535,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1854,1789390354951704294,43254004244553,-3.880823749e-15,1,1,0,0.6876939535,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1855,1789390354961693396,43254014233668,-3.880823749e-15,1,1,0,0.6876939535,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1856,1789390354971699520,43254024239794,-3.880823749e-15,1,1,0,0.6876939535,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1857,1789390354981720955,43254034261229,-3.880823749e-15,1,1,0,0.6876939535,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1858,1789390354991690224,43254044230490,-3.880823749e-15,1,1,0,0.6876939535,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1859,1789390355001697649,43254054237920,-3.880823749e-15,1,1,0,0.6837789416,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1860,1789390355011689665,43254064229937,-3.880823749e-15,1,1,0,0.6837789416,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1861,1789390355021781813,43254074322089,-3.880823749e-15,1,1,0,0.6837789416,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1862,1789390355031711333,43254084251607,-3.880823749e-15,1,1,0,0.6837789416,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1863,1789390355041703904,43254094244168,-3.880823749e-15,1,1,0,0.6837789416,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1864,1789390355051683073,43254104223343,-3.880823749e-15,1,1,0,0.6837789416,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1865,1789390355061681600,43254114221871,-3.880823749e-15,1,1,0,0.6837789416,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1866,1789390355071677047,43254124217320,-3.880823749e-15,1,1,0,0.6837789416,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1867,1789390355081699684,43254134239953,-3.880823749e-15,1,1,0,0.6837789416,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1868,1789390355091696543,43254144236814,-3.880823749e-15,1,1,0,0.6837789416,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1869,1789390355101701488,43254154241655,-3.880823749e-15,1,1,0,0.6839230657,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1870,1789390355111800181,43254164340448,-3.880823749e-15,1,1,0,0.6839230657,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1871,1789390355121696892,43254174237154,-3.880823749e-15,1,1,0,0.6839230657,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1872,1789390355131754039,43254184294308,-3.880823749e-15,1,1,0,0.6839230657,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1873,1789390355141720822,43254194261090,-3.880823749e-15,1,1,0,0.6839230657,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1874,1789390355151713151,43254204253411,-3.880823749e-15,1,1,0,0.6839230657,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1875,1789390355161694195,43254214234449,-3.880823749e-15,1,1,0,0.6839230657,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1876,1789390355171701592,43254224241857,-3.880823749e-15,1,1,0,0.6839230657,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1877,1789390355181696147,43254234236420,-3.880823749e-15,1,1,0,0.6839230657,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1878,1789390355191692274,43254244232545,-3.880823749e-15,1,1,0,0.6839230657,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1879,1789390355201678558,43254254218830,-3.880823749e-15,1,1,0,0.68246454,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1880,1789390355211674768,43254264215044,-3.880823749e-15,1,1,0,0.68246454,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1881,1789390355221694153,43254274234426,-3.880823749e-15,1,1,0,0.68246454,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1882,1789390355231688075,43254284228350,-3.880823749e-15,1,1,0,0.68246454,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1883,1789390355241678854,43254294219130,-3.880823749e-15,1,1,0,0.68246454,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1884,1789390355251697703,43254304237977,-3.880823749e-15,1,1,0,0.68246454,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1885,1789390355261674636,43254314214906,-3.880823749e-15,1,1,0,0.68246454,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1886,1789390355271681714,43254324221986,-3.880823749e-15,1,1,0,0.68246454,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1887,1789390355281680481,43254334220757,-3.880823749e-15,1,1,0,0.68246454,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1888,1789390355291671321,43254344211595,-3.880823749e-15,1,1,0,0.68246454,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1889,1789390355301681743,43254354222017,-3.880823749e-15,1,1,0,0.6844918728,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1890,1789390355311685462,43254364225736,-3.880823749e-15,1,1,0,0.6844918728,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1891,1789390355321721440,43254374261714,-3.880823749e-15,1,1,0,0.6844918728,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1892,1789390355331681791,43254384222062,-3.880823749e-15,1,1,0,0.6844918728,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1893,1789390355341674266,43254394214537,-3.880823749e-15,1,1,0,0.6844918728,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1894,1789390355351690625,43254404230896,-3.880823749e-15,1,1,0,0.6844918728,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1895,1789390355361669476,43254414209750,-3.880823749e-15,1,1,0,0.6844918728,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1896,1789390355371682445,43254424222715,-3.880823749e-15,1,1,0,0.6844918728,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1897,1789390355381673414,43254434213674,-3.880823749e-15,1,1,0,0.6844918728,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1898,1789390355391681892,43254444222166,-3.880823749e-15,1,1,0,0.6844918728,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1899,1789390355401678233,43254454218505,-3.880823749e-15,1,1,0,0.6858350039,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1900,1789390355411681659,43254464221933,-3.880823749e-15,1,1,0,0.6858350039,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1901,1789390355421681061,43254474221333,-3.880823749e-15,1,1,0,0.6858350039,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1902,1789390355431673362,43254484213641,-3.880823749e-15,1,1,0,0.6858350039,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1903,1789390355441773186,43254494313458,-3.880823749e-15,1,1,0,0.6858350039,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1904,1789390355451680078,43254504220351,-3.880823749e-15,1,1,0,0.6858350039,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1905,1789390355461673305,43254514213579,-3.880823749e-15,1,1,0,0.6858350039,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1906,1789390355471685750,43254524226026,-3.880823749e-15,1,1,0,0.6858350039,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1907,1789390355481678168,43254534218442,-3.880823749e-15,1,1,0,0.6858350039,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1908,1789390355491679578,43254544219855,-3.880823749e-15,1,1,0,0.6858350039,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1909,1789390355502125484,43254554665756,-3.880823749e-15,1,1,0,0.6860450506,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1910,1789390355511673680,43254564213952,-3.880823749e-15,1,1,0,0.6860450506,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1911,1789390355521671693,43254574211964,-3.880823749e-15,1,1,0,0.6860450506,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1912,1789390355531681762,43254584222033,-3.880823749e-15,1,1,0,0.6860450506,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1913,1789390355541669323,43254594209595,-3.880823749e-15,1,1,0,0.6860450506,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1914,1789390355551743247,43254604283523,-3.880823749e-15,1,1,0,0.6860450506,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1915,1789390355561680578,43254614220851,-3.880823749e-15,1,1,0,0.6860450506,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1916,1789390355571675687,43254624215961,-3.880823749e-15,1,1,0,0.6860450506,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1917,1789390355581679752,43254634220025,-3.880823749e-15,1,1,0,0.6860450506,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1918,1789390355591688387,43254644228662,-3.880823749e-15,1,1,0,0.6902305484,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1919,1789390355601677158,43254654217433,-3.880823749e-15,1,1,0,0.6902305484,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1920,1789390355611772724,43254664312912,-3.880823749e-15,1,1,0,0.6902305484,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1921,1789390355621673236,43254674213512,-3.880823749e-15,1,1,0,0.6902305484,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1922,1789390355631732984,43254684273240,-3.880823749e-15,1,1,0,0.6902305484,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1923,1789390355641746857,43254694287134,-3.880823749e-15,1,1,0,0.6902305484,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1924,1789390355651689336,43254704229608,-3.880823749e-15,1,1,0,0.6902305484,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1925,1789390355661677553,43254714217807,-3.880823749e-15,1,1,0,0.6902305484,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1926,1789390355671670248,43254724210522,-3.880823749e-15,1,1,0,0.6902305484,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1927,1789390355681691398,43254734231674,-3.880823749e-15,1,1,0,0.6902305484,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.626613925,-3.539976,0,0,0,0,0
1928,1789390355691676439,43254744216714,-3.880823749e-15,1,1,0,0.6833162308,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1929,1789390355701679642,43254754219916,-3.880823749e-15,1,1,0,0.6833162308,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1930,1789390355711672706,43254764212982,-3.880823749e-15,1,1,0,0.6833162308,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1931,1789390355721668159,43254774208433,-3.880823749e-15,1,1,0,0.6833162308,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1932,1789390355731690645,43254784230919,-3.880823749e-15,1,1,0,0.6833162308,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1933,1789390355741676274,43254794216536,-3.880823749e-15,1,1,0,0.6833162308,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1934,1789390355751748134,43254804288358,-3.880823749e-15,1,1,0,0.6833162308,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1935,1789390355761677938,43254814218214,-3.880823749e-15,1,1,0,0.6833162308,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1936,1789390355771674034,43254824214308,-3.880823749e-15,1,1,0,0.6833162308,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1937,1789390355781672909,43254834213186,-3.880823749e-15,1,1,0,0.6833162308,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1938,1789390355791676654,43254844216929,-3.880823749e-15,1,1,0,0.6871575117,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1939,1789390355801667419,43254854207694,-3.880823749e-15,1,1,0,0.6871575117,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1940,1789390355811670466,43254864210744,-3.880823749e-15,1,1,0,0.6871575117,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1941,1789390355821671254,43254874211529,-3.880823749e-15,1,1,0,0.6871575117,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1942,1789390355831679978,43254884220250,-3.880823749e-15,1,1,0,0.6871575117,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1943,1789390355841675795,43254894216070,-3.880823749e-15,1,1,0,0.6871575117,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1944,1789390355851719553,43254904259826,-3.880823749e-15,1,1,0,0.6871575117,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1945,1789390355861681340,43254914221611,-3.880823749e-15,1,1,0,0.6871575117,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1946,1789390355871740276,43254924280552,-3.880823749e-15,1,1,0,0.6871575117,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1947,1789390355881673648,43254934213922,-3.880823749e-15,1,1,0,0.6871575117,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1948,1789390355891671517,43254944211793,-3.880823749e-15,1,1,0,0.6871575117,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1949,1789390355901684515,43254954224784,-3.880823749e-15,1,1,0,0.6853020787,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1950,1789390355911710812,43254964250975,-3.880823749e-15,1,1,0,0.6853020787,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1951,1789390355921689128,43254974229341,-3.880823749e-15,1,1,0,0.6853020787,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1952,1789390355931694130,43254984234397,-3.880823749e-15,1,1,0,0.6853020787,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1953,1789390355941697324,43254994237582,-3.880823749e-15,1,1,0,0.6853020787,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1954,1789390355951689987,43255004230257,-3.880823749e-15,1,1,0,0.6853020787,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1955,1789390355961695461,43255014235728,-3.880823749e-15,1,1,0,0.6853020787,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1956,1789390355971692720,43255024232982,-3.880823749e-15,1,1,0,0.6853020787,1,1,1,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1957,1789390355981706866,43255034247135,-3.880823749e-15,1,1,0,0.6853020787,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1958,1789390355991693718,43255044233987,-3.880823749e-15,1,1,0,0.6850274205,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1959,1789390356001722810,43255054262885,-3.880823749e-15,1,1,0,0.6850274205,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1960,1789390356011698344,43255064238603,-3.880823749e-15,1,1,0,0.6850274205,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1961,1789390356021697227,43255074237506,-3.880823749e-15,1,1,0,0.6850274205,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
1962,1789390356032899210,43255085439482,-3.880823749e-15,1,1,0,0.6850274205,1,1,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-3.611855994,-3.539976,0,0,0,0,0
