segment,index,map_x,map_y
exit_path_straight2,0,1.6309280011966993,3.0032980028263783
exit_path_straight2,1,1.773149848803312,1.0083611752392574
exit_path_arc,0,1.773149848803312,1.0083611752392576
exit_path_arc,1,1.7760564185564256,0.9298904332821808
exit_path_arc,2,1.7736011796149138,0.8514042734018308
exit_path_arc,3,1.7657955794361064,0.7732686343062652
exit_path_arc,4,1.75267601133125,0.6958478204138379
exit_path_arc,5,1.73430364478309,0.6195028032978274
exit_path_arc,6,1.7107641402455063,0.5445895386703341
exit_path_arc,7,1.6821672497549338,0.4714573067524309
exit_path_arc,8,1.6486463052157048,0.40044708376854066
exit_path_arc,9,1.6103575967451638,0.33188995215787753
exit_path_arc,10,1.5674796439769934,0.26610555691528015
exit_path_arc,11,1.520212363720272,0.2034006152586898
exit_path_arc,12,1.4687761378550277,0.14406748657189794
exit_path_arc,13,1.4134107858101794,0.08838280929013664
exit_path_arc,14,1.354374446414655,0.036606211083994644
exit_path_arc,15,1.2919423743350071,-0.011020901644633652
exit_path_arc,16,1.2264056567110968,-0.05427646931063079
exit_path_arc,17,1.1580698559734761,-0.0929588144899498
exit_path_arc,18,1.087253585170282,-0.12688758223286212
exit_path_arc,19,1.0142870224461293,-0.15590458096198945
exit_path_arc,20,0.9395103715991852,-0.1798745200344598
exit_path_arc,21,0.863272275894013,-0.19868564052934112
exit_path_arc,22,0.78592819252574,-0.2122502363193164
exit_path_arc,23,0.7078387353145201,-0.22050506299713923
exit_path_straight1,0,0.7078387353145204,-0.22050506299713946
exit_path_straight1,1,-1.2870980922725994,-0.36272691060375206
exit_path_points:start,0,1.6309280011966993,3.0032980028263783
exit_path_points:P0,0,1.773149848803312,1.0083611752392574
exit_path_points:E,0,0.7078387353145204,-0.22050506299713946
exit_path_points:end,0,-1.2870980922725994,-0.36272691060375206
