segment,index,map_x,map_y
path_straight1,0,5.974391771555288,-0.34243402242885146
path_straight1,1,2.974857649781477,-0.28956576811104684
path_arc,0,2.974857649781477,-0.28956576811104684
path_arc,1,2.8964383067025947,-0.28550225705528276
path_arc,2,2.8184790810135345,-0.2760966937555116
path_arc,3,2.741343454611913,-0.2613929312896224
path_arc,4,2.665391069395279,-0.24145952538576654
path_arc,5,2.590976050444571,-0.21638941478390494
path_arc,6,2.5184453549295176,-0.18629948791250106
path_arc,7,2.4481371544341513,-0.15133003790070854
path_arc,8,2.380379258244778,-0.11164410846704298
path_arc,9,2.315487584951759,-0.06742673373429953
path_arc,10,2.2537646894912102,-0.018884075515058774
path_arc,11,2.1954983524942255,0.033757537909851254
path_arc,12,2.140960238520729,0.0902526670382785
path_arc,13,2.09040462943389,0.15033790549900639
path_arc,14,2.0440672388206966,0.21373310817384716
path_arc,15,2.0021641129864047,0.2801426973635067
path_arc,16,1.9648906236469286,0.34925704090725906
path_arc,17,1.932420557015718,0.42075389583101436
path_arc,18,1.9049053035322039,0.4942999107928174
path_arc,19,1.8824731520096885,0.5695521803206844
path_arc,20,1.8652286914936749,0.6461598435962048
path_arc,21,1.8532523236194585,0.7237657203296409
path_arc,22,1.8465998877425869,0.8020079760993201
path_arc,23,1.8453024005900078,0.8805218093907387
path_straight2,0,1.8453024005900078,0.8805218093907392
path_straight2,1,1.8805479034685442,2.8802112239066133
path_points:P0,0,1.8453024005900078,0.8805218093907392
path_points:E,0,2.974857649781477,-0.28956576811104684
path_points:S,0,5.974391771555288,-0.34243402242885146
path_points:goal,0,1.8805479034685442,2.8802112239066133
