stamp_s,state,stop_count,pose_x,pose_y,pose_yaw,ref_x,ref_y,ref_yaw,ref_curvature,target_str,act_str,v_ref,act_v,dx,dy,dyaw
1788451057.5655763,idle,0,,,,,,,,0.0,-0.0018780612153932452,,0.00014027452562004328,,,
1788451057.5754561,idle,0,,,,,,,,0.0,-0.0010524812387302518,,3.334723805892281e-05,,,
1788451057.5863464,idle,0,,,,,,,,0.0,-0.002171008847653866,,-0.00013703544391319156,,,
1788451057.5955043,idle,0,,,,,,,,0.0,-0.001984587637707591,,-0.00030741814407519996,,,
1788451057.6054964,idle,0,,,,,,,,0.0,-0.0017182715237140656,,-0.00021703861420974135,,,
1788451057.6154654,idle,0,,,,,,,,0.0,-0.0006796387024223804,,-8.312312274938449e-05,,,
1788451057.6254492,idle,0,,,,,,,,0.0,-0.0018514295807108283,,4.282111331121996e-05,,,
1788451057.635444,idle,0,,,,,,,,0.0,-0.003023220458999276,,4.4434946175897494e-05,,,
1788451057.6454794,idle,0,,,,,,,,0.0,-0.003955326974391937,,-2.103889528370928e-05,,,
1788451057.655804,idle,0,,,,,,,,0.0,-0.0034759577829390764,,-8.229930244851857e-05,,,
1788451057.6695266,idle,0,,,,,,,,0.0,-0.0034226947464048862,,-1.5083491234690882e-05,,,
1788451057.6775138,idle,0,,,,,,,,0.0,-0.002543851500377059,,-2.3189843432191992e-06,,,
1788451057.6857343,idle,0,,,,,,,,0.0,-0.0017449031583964825,,2.6457648800715106e-06,,,
1788451057.6954517,idle,0,,,,,,,,0.0,-0.0010524812387302518,,1.2572127161547542e-05,,,
1788451057.7054956,idle,0,,,,,,,,0.0,-0.0016117451013997197,,-3.11989824695047e-05,,,
1788451057.7154608,idle,0,,,,,,,,0.0,-0.0017182715237140656,,-7.410543184960261e-05,,,
1788451057.7254565,idle,0,,,,,,,,0.0,-0.003209641668945551,,-0.00011701188486767933,,,
1788451057.7356503,idle,0,,,,,,,,0.0,-0.003209641668945551,,-0.00011701188486767933,,,
1788451057.7494247,idle,0,,,,,,,,0.0,-0.003955326974391937,,8.208169310819358e-05,,,
1788451057.755496,idle,0,,,,,,,,0.0,-0.002703641075640917,,0.00021198658214416355,,,
1788451057.765588,idle,0,,,,,,,,0.0,-0.0018247979460284114,,0.00018858228577300906,,,
1788451057.7754676,idle,0,,,,,,,,0.0,-0.0019046928500756621,,9.669805876910686e-05,,,
1788451057.7874656,idle,0,,,,,,,,0.0,-0.0019046928500756621,,9.669805876910686e-05,,,
1788451057.795485,idle,0,,,,,,,,0.0,-0.0005997438565827906,,-0.00022263763821683824,,,
1788451057.805461,idle,0,,,,,,,,0.0,-0.0001203748834086582,,-0.00012762290134560317,,,
1788451057.81554,idle,0,,,,,,,,0.0,-0.0001203748834086582,,-0.00012762290134560317,,,
1788451057.8255448,idle,0,,,,,,,,0.0,-0.0012655341997742653,,0.00021252871374599636,,,
1788451057.835464,idle,0,,,,,,,,0.0,-0.002064482541754842,,0.00022369732323568314,,,
1788451057.8455615,idle,0,,,,,,,,0.0,-0.002064482541754842,,0.00022369732323568314,,,
1788451057.8558636,idle,0,,,,,,,,0.0,-0.003103115363046527,,5.439946562546538e-06,,,
1788451057.8673556,idle,0,,,,,,,,0.0,-0.0035025894176214933,,-0.00016798249271232635,,,
1788451057.8761106,idle,0,,,,,,,,0.0,-0.0028367992490530014,,-5.4349886340787634e-05,,,
1788451057.8859005,idle,0,,,,,,,,0.0,-0.00307648372836411,,8.7039552454371e-05,,,
1788451057.8954704,idle,0,,,,,,,,0.0,-0.003049852093681693,,0.00022085197269916534,,,
1788451057.9055629,idle,0,,,,,,,,0.0,-0.002650377806276083,,0.0001851420965977013,,,
1788451057.9165602,idle,0,,,,,,,,0.0,-0.002650377806276083,,0.0001851420965977013,,,
1788451057.9254732,idle,0,,,,,,,,0.0,-0.0028900625184178352,,6.497815775219351e-05,,,
1788451057.9354649,idle,0,,,,,,,,0.0,-0.0038221688009798527,,6.922916782059474e-06,,,
1788451057.9458804,idle,0,,,,,,,,0.0,-0.004541222471743822,,6.918445251358207e-06,,,
1788451057.9555278,idle,0,,,,,,,,0.0,-0.0022509037517011166,,-4.752489985548891e-06,,,
1788451057.9677267,idle,0,,,,,,,,0.0,-0.0022509037517011166,,-4.752489985548891e-06,,,
1788451057.9754655,idle,0,,,,,,,,0.0,-0.0007861651247367263,,0.00010359945736126974,,,
1788451057.9864523,idle,0,,,,,,,,0.0,-0.0007861651247367263,,0.00010359945736126974,,,
1788451057.996516,idle,0,,,,,,,,0.0,-0.0015584818320348859,,0.00017671652312856168,,,
1788451058.0063908,idle,0,,,,,,,,0.0,-0.0012389025650918484,,0.000218801069422625,,,
1788451058.0158074,idle,0,,,,,,,,0.0,-0.0011590076610445976,,0.0001719239226076752,,,
1788451058.0263712,idle,0,,,,,,,,0.0,-0.0011590076610445976,,0.0001719239226076752,,,
1788451058.0383537,idle,0,,,,,,,,0.0,-0.0006796387024223804,,8.07454198366031e-05,,,
1788451058.0454636,idle,0,,,,,,,,0.0,-0.0007861651247367263,,3.6507386539597064e-05,,,
1788451058.057031,idle,0,,,,,,,,0.0,-0.0007861651247367263,,3.6507386539597064e-05,,,
1788451058.0654504,idle,0,,,,,,,,0.0,-0.0015851134667173028,,-5.196868005441502e-05,,,
1788451058.0765498,idle,0,,,,,,,,0.0,-0.0015851134667173028,,-5.196868005441502e-05,,,
