map_x,map_y
-3.4833202362060547,-0.6736709475517273
-2.4578659534454346,-0.5911720991134644
-2.489762306213379,-0.6200898289680481
-2.4994754791259766,-0.6768790483474731
-2.541334867477417,-0.7505629062652588
-3.017062187194824,-1.098880648612976
-3.0011534690856934,-1.153480887413025
-1.739142894744873,-3.5820271968841553
-1.6394253969192505,-3.5820982456207275
-1.5429742336273193,-3.5840108394622803
-1.4605345726013184,-3.609541177749634
-1.3900361061096191,-3.6161887645721436
-0.9864270091056824,-3.623422145843506
-0.6655483841896057,-3.62243914604187
-0.5893695950508118,-3.6302287578582764
-0.517111599445343,-3.6284637451171875
-0.19921228289604187,-3.652278423309326
-0.13081257045269012,-3.6507413387298584
-0.036388371139764786,-3.660721778869629
0.366127610206604,-2.6426022052764893
0.588671088218689,-3.6644275188446045
0.6787822246551514,-3.650973320007324
0.7629263401031494,-3.6341617107391357
0.8335180878639221,-3.6233673095703125
1.089920163154602,-3.634956121444702
1.2386072874069214,-3.6034107208251953
1.31564199924469,-3.6407477855682373
1.3922607898712158,-3.6390459537506104
1.6885048151016235,-2.9145047664642334
1.708125114440918,-2.843353509902954
1.7284042835235596,-2.7705752849578857
1.7526962757110596,-2.6941096782684326
1.8050776720046997,-2.6183693408966064
1.8730742931365967,-2.6469526290893555
1.9510747194290161,-2.6494357585906982
2.0249340534210205,-2.6571617126464844
3.461421251296997,1.040968418121338
2.6073319911956787,0.9799387454986572
2.536442279815674,0.9996151924133301
2.5085666179656982,1.1392797231674194
2.4924774169921875,1.409259557723999
2.503432512283325,1.84635591506958
2.52272367477417,1.9569778442382812
2.5728437900543213,2.0683555603027344
2.5186848640441895,2.1076977252960205
-1.4706141948699951,3.67401123046875
-1.2184218168258667,2.3511126041412354
-1.3128423690795898,2.344341278076172
-3.0657238960266113,1.0683043003082275
-3.0128273963928223,0.9632409811019897
-3.046278715133667,0.8512956500053406
-3.1047451496124268,0.782564103603363
-3.1464035511016846,0.748760461807251
-3.199259042739868,0.692694365978241
-3.2643940448760986,0.6447237730026245
-3.3338685035705566,0.5967671275138855
-3.743698835372925,0.5365278124809265
-0.9085195064544678,-3.623105049133301
1.5459299087524414,-3.6361968517303467
2.523571252822876,2.040121555328369
-1.5439753532409668,3.6697280406951904
-1.3483535051345825,2.2530972957611084
-3.706105947494507,0.5950427055358887
-2.983649969100952,-1.216926097869873
-2.563375949859619,3.0561044216156006
-2.6144027709960938,3.008802890777588
-2.5915310382843018,2.789517879486084
-3.0502190589904785,0.9973688125610352
-3.403322219848633,0.5410751104354858
-3.481551170349121,-0.7382907867431641
-2.510540246963501,-0.815397322177887
-1.3196873664855957,-3.617879629135132
-0.352007120847702,-3.6307713985443115
-2.625918388366699,2.9075465202331543
-0.27707019448280334,-3.6419403553009033
-1.1617916822433472,2.4047672748565674
0.7762404084205627,-3.6874444484710693
2.5720677375793457,1.9307708740234375
-3.096975326538086,1.132797360420227
-0.7685114145278931,-3.595235824584961
-2.676054000854492,2.844797372817993
-1.8142776489257812,-3.563026189804077
0.2711333930492401,-2.748213529586792
2.731513500213623,0.9803059101104736
0.28150609135627747,-2.6762092113494873
