stamp_s,ref_x,ref_y,ref_yaw,ref_curvature,target_str,act_str,v_ref,act_v,dx,dy,dyaw
1788422549.032837,1.0,0.0,0.0,0.0,0.0,-0.0004665858286898583,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.0431116,1.0,0.0,0.0,0.0,0.0,-0.0010791128734126687,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.052866,1.0,0.0,0.0,0.0,0.0,-0.007364172954112291,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.0632281,1.0,0.0,0.0,0.0,0.0,-0.008296279236674309,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.0728543,1.0,0.0,0.0,0.0,0.0,-0.008589226752519608,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.082623,1.0,0.0,0.0,0.0,0.0,-0.002570483135059476,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.0969388,1.0,0.0,0.0,0.0,0.0,-0.0020911141764372587,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.1077013,1.0,0.0,0.0,0.0,0.0,-0.0016117451013997197,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.112786,1.0,0.0,0.0,0.0,0.0,-0.0019313243683427572,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.1250138,1.0,0.0,0.0,0.0,0.0,-0.0017981663113459945,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.1331615,1.0,0.0,0.0,0.0,0.0,-0.0017981663113459945,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.1433647,1.0,0.0,0.0,0.0,0.0,-0.002490588231012225,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.1533995,1.0,0.0,0.0,0.0,0.0,-0.0013187973527237773,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.167527,1.0,0.0,0.0,0.0,0.0,-0.0019046928500756621,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.1727695,1.0,0.0,0.0,0.0,0.0,-0.0011323761427775025,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.1828425,1.0,0.0,0.0,0.0,0.0,-0.004594485741108656,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.1940644,1.0,0.0,0.0,0.0,0.0,-0.004274906124919653,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.2066393,1.0,0.0,0.0,0.0,0.0,-0.0039020637050271034,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.2129858,1.0,0.0,0.0,0.0,0.0,-0.0017449031583964825,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.2240124,1.0,0.0,0.0,0.0,0.0,-0.0009725864510983229,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.234565,1.0,0.0,0.0,0.0,0.0,-0.0009992180857807398,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.2430527,1.0,0.0,0.0,0.0,0.0,-0.0015318503137677908,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.2532597,1.0,0.0,0.0,0.0,0.0,-0.0076304893009364605,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.2675858,1.0,0.0,0.0,0.0,0.0,-0.007710384204983711,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.2755737,1.0,0.0,0.0,0.0,0.0,-0.007843541912734509,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.2839348,1.0,0.0,0.0,0.0,0.0,-0.0010524812387302518,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.29284,1.0,0.0,0.0,0.0,0.0,-0.0016117451013997197,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.3026237,1.0,0.0,0.0,0.0,0.0,-0.0006263754912652075,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.318696,1.0,0.0,0.0,0.0,0.0,-0.0019313243683427572,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.322987,1.0,0.0,0.0,0.0,0.0,-0.0015584818320348859,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.333527,1.0,0.0,0.0,0.0,0.0,-0.0013720606220886111,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.3430052,1.0,0.0,0.0,0.0,0.0,-0.0006530071259476244,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.3558285,1.0,0.0,0.0,0.0,0.0,0.00035706086782738566,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.363558,1.0,0.0,0.0,0.0,0.0,0.0006036498234607279,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.3785145,1.0,0.0,0.0,0.0,0.0,-4.0480048483004794e-05,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.3828397,1.0,0.0,0.0,0.0,0.0,-0.000892691605258733,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.3946977,1.0,0.0,0.0,0.0,0.0,-0.0011856392957270145,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.4061644,1.0,0.0,0.0,0.0,0.0,-0.0015318503137677908,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.4127939,1.0,0.0,0.0,0.0,0.0,-0.0016383767360821366,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.4278536,1.0,0.0,0.0,0.0,0.0,-0.002490588231012225,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.4355724,1.0,0.0,0.0,0.0,0.0,-0.0027569043450057507,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.4428108,1.0,0.0,0.0,0.0,0.0,-0.0026237464044243097,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.4531708,1.0,0.0,0.0,0.0,0.0,-0.0049673281610012054,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.465671,1.0,0.0,0.0,0.0,0.0,-0.004381432663649321,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.473698,1.0,0.0,0.0,0.0,0.0,-0.004834169987589121,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.4830577,1.0,0.0,0.0,0.0,0.0,-0.0027835359796881676,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.4933019,1.0,0.0,0.0,0.0,0.0,-0.0024373249616473913,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.508623,1.0,0.0,0.0,0.0,0.0,-0.0023307986557483673,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.5130184,1.0,0.0,0.0,0.0,0.0,-0.0010791128734126687,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.5229518,1.0,0.0,0.0,0.0,0.0,-0.0013187973527237773,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.5328007,1.0,0.0,0.0,0.0,0.0,-0.0012122709304094315,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.5438256,1.0,0.0,0.0,0.0,0.0,-0.0019313243683427572,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.552838,1.0,0.0,0.0,0.0,0.0,-0.004727643448859453,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.5628939,1.0,0.0,0.0,0.0,0.0,-0.005526592023670673,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.57437,1.0,0.0,0.0,0.0,0.0,-0.0054733287543058395,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.584402,1.0,0.0,0.0,0.0,0.0,-0.00430153775960207,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.5930624,1.0,0.0,0.0,0.0,0.0,-0.0033161682076752186,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
1788422549.6037722,1.0,0.0,0.0,0.0,0.0,-0.003129746997728944,0.30000001192092896,-2.196450241129309e-15,0.0,0.0,0.0
