stamp_s,ref_x,ref_y,ref_yaw,ref_curvature,target_str,act_str,v_ref,act_v,dx,dy,dyaw
1788436431.8562083,,,,,0.0,-0.0038488004356622696,,-7.299704528449143e-16,,,
1788436431.866211,,,,,0.0,-0.0040884846821427345,,-7.299704528449143e-16,,,
1788436431.8762136,,,,,0.0,-0.004328169394284487,,-7.299704528449143e-16,,,
1788436431.8864188,,,,,0.0,-0.004567854106426239,,-7.299704528449143e-16,,,
1788436431.896293,,,,,0.0,-0.005340170580893755,,-7.299704528449143e-16,,,
1788436431.906263,,,,,0.0,-0.004487959202378988,,-7.299704528449143e-16,,,
1788436431.9164107,,,,,0.0,-0.004487959202378988,,-7.299704528449143e-16,,,
1788436431.9282935,,,,,0.0,-0.0024639565963298082,,-7.299704528449143e-16,,,
1788436431.9362037,,,,,0.0,-0.002570483135059476,,-7.299704528449143e-16,,,
1788436431.9483817,,,,,0.0,-0.0034759577829390764,,-7.299704528449143e-16,,,
1788436431.956193,,,,,0.0,-0.004195011220872402,,-7.299704528449143e-16,,,
1788436431.9661963,,,,,0.0,-0.003662379225715995,,-7.299704528449143e-16,,,
1788436431.9763916,,,,,0.0,-0.003662379225715995,,-7.299704528449143e-16,,,
1788436431.9874237,,,,,0.0,-0.0021177458111196756,,-7.299704528449143e-16,,,
1788436431.9964757,,,,,0.0,-0.003236273303627968,,-7.299704528449143e-16,,,
1788436432.0084567,,,,,0.0,-0.004487959202378988,,-7.299704528449143e-16,,,
1788436432.0163715,,,,,0.0,-0.0044080642983317375,,-7.299704528449143e-16,,,
1788436432.0261972,,,,,0.0,-0.0037955371662974358,,-7.299704528449143e-16,,,
1788436432.0363698,,,,,0.0,-0.0034493261482566595,,-7.299704528449143e-16,,,
1788436432.0469203,,,,,0.0,-0.0034493261482566595,,-7.299704528449143e-16,,,
1788436432.0563798,,,,,0.0,-0.0033427998423576355,,-7.299704528449143e-16,,,
1788436432.066384,,,,,0.0,-0.0028634308837354183,,-7.299704528449143e-16,,,
1788436432.0781682,,,,,0.0,-0.0028634308837354183,,-7.299704528449143e-16,,,
1788436432.086368,,,,,0.0,-0.003609115956351161,,-7.299704528449143e-16,,,
1788436432.0962029,,,,,0.0,-0.0049673281610012054,,-7.299704528449143e-16,,,
1788436432.1063485,,,,,0.0,-0.0040884846821427345,,-7.299704528449143e-16,,,
1788436432.1161978,,,,,0.0,-0.003609115956351161,,-7.299704528449143e-16,,,
1788436432.1261864,,,,,0.0,-0.0037955371662974358,,-7.299704528449143e-16,,,
1788436432.136644,,,,,0.0,-0.0037955371662974358,,-7.299704528449143e-16,,,
1788436432.1461902,,,,,0.0,-0.0013720606220886111,,-7.299704528449143e-16,,,
1788436432.1561916,,,,,0.0,-0.00043995422311127186,,-7.299704528449143e-16,,,
1788436432.168448,,,,,0.0,-0.00022690132027491927,,-7.299704528449143e-16,,,
1788436432.1762066,,,,,0.0,-0.0038221688009798527,,-7.299704528449143e-16,,,
1788436432.1862192,,,,,0.0,-0.004567854106426239,,-7.299704528449143e-16,,,
1788436432.1962142,,,,,0.0,-0.004195011220872402,,-7.299704528449143e-16,,,
1788436432.2069242,,,,,0.0,-0.0033694314770400524,,-7.299704528449143e-16,,,
1788436432.2166047,,,,,0.0,-0.0032629049383103848,,-7.299704528449143e-16,,,
1788436432.2265701,,,,,0.0,-0.003689010627567768,,-7.299704528449143e-16,,,
1788436432.2379804,,,,,0.0,-0.003689010627567768,,-7.299704528449143e-16,,,
1788436432.246481,,,,,0.0,-0.004168379586189985,,-7.299704528449143e-16,,,
1788436432.2561927,,,,,0.0,-0.004674380179494619,,-7.299704528449143e-16,,,
1788436432.266356,,,,,0.0,-0.004674380179494619,,-7.299704528449143e-16,,,
1788436432.2771494,,,,,0.0,-0.009095227345824242,,-7.299704528449143e-16,,,
1788436432.2861938,,,,,0.0,-0.008056594990193844,,-7.299704528449143e-16,,,
1788436432.2963386,,,,,0.0,-0.008056594990193844,,-7.299704528449143e-16,,,
1788436432.306255,,,,,0.0,-0.002703641075640917,,-7.299704528449143e-16,,,
1788436432.3162103,,,,,0.0,-0.0038221688009798527,,-7.299704528449143e-16,,,
1788436432.326226,,,,,0.0,-0.0038221688009798527,,-7.299704528449143e-16,,,
1788436432.337483,,,,,0.0,-0.0038221688009798527,,-7.299704528449143e-16,,,
1788436432.3463373,,,,,0.0,-0.004008590243756771,,-7.299704528449143e-16,,,
1788436432.356188,,,,,0.0,-0.0038488004356622696,,-7.299704528449143e-16,,,
1788436432.366325,,,,,0.0,-0.0038488004356622696,,-7.299704528449143e-16,,,
1788436432.3764086,,,,,0.0,-0.003742273896932602,,-7.299704528449143e-16,,,
1788436432.3861706,,,,,0.0,-0.0032895365729928017,,-7.299704528449143e-16,,,
1788436432.396336,,,,,0.0,-0.0032895365729928017,,-7.299704528449143e-16,,,
1788436432.4061937,,,,,0.0,-0.0032895365729928017,,-7.299704528449143e-16,,,
1788436432.4162028,,,,,0.0,-0.002490588231012225,,-7.299704528449143e-16,,,
1788436432.4275045,,,,,0.0,-0.002490588231012225,,-7.299704528449143e-16,,,
1788436432.4361994,,,,,0.0,-0.004008590243756771,,-7.299704528449143e-16,,,
1788436432.44635,,,,,0.0,-0.003582484321668744,,-7.299704528449143e-16,,,
1788436432.4564247,,,,,0.0,-0.003582484321668744,,-7.299704528449143e-16,,,
1788436432.4665172,,,,,0.0,-0.0014253237750381231,,-7.299704528449143e-16,,,
1788436432.476197,,,,,0.0,-0.002650377806276083,,-7.299704528449143e-16,,,
1788436432.4861965,,,,,0.0,-0.0033694314770400524,,-7.299704528449143e-16,,,
1788436432.496438,,,,,0.0,-0.0033694314770400524,,-7.299704528449143e-16,,,
1788436432.5062308,,,,,0.0,-0.003715642262250185,,-7.299704528449143e-16,,,
1788436432.5161552,,,,,0.0,-0.003768905531615019,,-7.299704528449143e-16,,,
1788436432.5302944,,,,,0.0,-0.0034493261482566595,,-7.299704528449143e-16,,,
1788436432.5374436,,,,,0.0,-0.0034493261482566595,,-7.299704528449143e-16,,,
1788436432.5463495,,,,,0.0,-0.003742273896932602,,-7.299704528449143e-16,,,
1788436432.5563283,,,,,0.0,-0.0033960631117224693,,-7.299704528449143e-16,,,
1788436432.566293,,,,,0.0,-0.0040884846821427345,,-7.299704528449143e-16,,,
1788436432.5762465,,,,,0.0,-0.004594485741108656,,-7.299704528449143e-16,,,
1788436432.586139,,,,,0.0,-0.004221642855554819,,-7.299704528449143e-16,,,
1788436432.5983877,1.5,0.0,0.0,0.0,0.0,-0.0026770094409585,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.6061637,1.5,0.0,0.0,0.0,0.0,-0.0026770094409585,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.617128,1.5,0.0,0.0,0.0,0.0,-0.003023220458999276,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.6261995,1.5,0.0,0.0,0.0,0.0,-0.004008590243756771,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.6361704,1.5,0.0,0.0,0.0,0.0,-0.003742273896932602,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.6461809,1.5,0.0,0.0,0.0,0.0,-0.0038221688009798527,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.6562243,1.5,0.0,0.0,0.0,0.0,-0.0038488004356622696,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.6664388,1.5,0.0,0.0,0.0,0.0,-0.0031563786324113607,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.6762013,1.5,0.0,0.0,0.0,0.0,-0.002037850907072425,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.686264,1.5,0.0,0.0,0.0,0.0,-0.002037850907072425,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.6961896,1.5,0.0,0.0,0.0,0.0,-0.0029965888243168592,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.7061994,1.5,0.0,0.0,0.0,0.0,-0.0039020637050271034,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.7161882,1.5,0.0,0.0,0.0,0.0,-0.004274906124919653,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.7262855,1.5,0.0,0.0,0.0,0.0,-0.0038754320703446865,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.736214,1.5,0.0,0.0,0.0,0.0,-0.003049852093681693,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.7462137,1.5,0.0,0.0,0.0,0.0,-0.003049852093681693,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.7594278,1.5,0.0,0.0,0.0,0.0,-0.004061853513121605,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.7661977,1.5,0.0,0.0,0.0,0.0,-0.004381432663649321,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.7766564,1.5,0.0,0.0,0.0,0.0,-0.0041151163168251514,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.7862754,1.5,0.0,0.0,0.0,0.0,-0.0041151163168251514,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.7962105,1.5,0.0,0.0,0.0,0.0,-0.003715642262250185,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.8062663,1.5,0.0,0.0,0.0,0.0,-0.0044080642983317375,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.8165565,1.5,0.0,0.0,0.0,0.0,-0.0044080642983317375,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.8280754,1.5,0.0,0.0,0.0,0.0,-0.003236273303627968,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.8363097,1.5,0.0,0.0,0.0,0.0,-0.003742273896932602,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.8463955,1.5,0.0,0.0,0.0,0.0,-0.0046477485448122025,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.8562088,1.5,0.0,0.0,0.0,0.0,-0.004274906124919653,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.8678916,1.5,0.0,0.0,0.0,0.0,-0.004807538352906704,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.8762174,1.5,0.0,0.0,0.0,0.0,-0.004248274490237236,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.8869638,1.5,0.0,0.0,0.0,0.0,-0.0032629049383103848,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.8961916,1.5,0.0,0.0,0.0,0.0,-0.0023574302904307842,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.9061782,1.5,0.0,0.0,0.0,0.0,-0.003049852093681693,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.9161887,1.5,0.0,0.0,0.0,0.0,-0.003662379225715995,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.9262092,1.5,0.0,0.0,0.0,0.0,-0.003689010627567768,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.9364302,1.5,0.0,0.0,0.0,0.0,-0.0029699571896344423,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.9462004,1.5,0.0,0.0,0.0,0.0,-0.004168379586189985,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.9561956,1.5,0.0,0.0,0.0,0.0,-0.003955326974391937,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.9684274,1.5,0.0,0.0,0.0,0.0,-0.005260275676846504,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.9762874,1.5,0.0,0.0,0.0,0.0,-0.0038488004356622696,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.9862096,1.5,0.0,0.0,0.0,0.0,-0.004141747951507568,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436432.9962108,1.5,0.0,0.0,0.0,0.0,-0.003609115956351161,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436433.006221,1.5,0.0,0.0,0.0,0.0,-0.003609115956351161,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436433.016468,1.5,0.0,0.0,0.0,0.0,-0.003609115956351161,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436433.026237,1.5,0.0,0.0,0.0,0.0,-0.003023220458999276,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436433.0363975,1.5,0.0,0.0,0.0,0.0,-0.003023220458999276,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436433.0471854,1.5,0.0,0.0,0.0,0.0,-0.0031563786324113607,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436433.0562449,1.5,0.0,0.0,0.0,0.0,-0.0039020637050271034,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436433.0694754,1.5,0.0,0.0,0.0,0.0,-0.0039020637050271034,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436433.0772836,1.5,0.0,0.0,0.0,0.0,-0.0038488004356622696,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436433.0862112,1.5,0.0,0.0,0.0,0.0,-0.000892691605258733,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436433.0966017,1.5,0.0,0.0,0.0,0.0,-0.000945954816415906,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436433.1070452,1.5,0.0,0.0,0.0,0.0,-0.0024373249616473913,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436433.117122,1.5,0.0,0.0,0.0,0.0,-0.0027302727103233337,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436433.126264,1.5,0.0,0.0,0.0,0.0,-0.003103115363046527,0.75,-7.299704528449143e-16,0.0,0.0,0.0
1788436433.1362202,1.5,0.0,0.0,0.0,0.0,-0.003103115363046527,0.75,-7.299704528449143e-16,0.0,0.0,0.0
