segment,index,map_x,map_y
path_straight1,0,4.996952914626828,0.08527190935707821
path_straight1,1,3.002016087039708,-0.056949938249534426
path_arc,0,3.002016087039708,-0.056949938249534204
path_arc,1,2.9235453450826316,-0.05985650800264786
path_arc,2,2.8450591852022815,-0.05740126906113607
path_arc,3,2.7669235461067156,-0.04959566888232869
path_arc,4,2.689502732214289,-0.03647610077747232
path_arc,5,2.6131577150982785,-0.01810373422931222
path_arc,6,2.538244450470785,0.00543577030827147
path_arc,7,2.4651122185528815,0.03403266079884415
path_arc,8,2.3941019955689917,0.06755360533807298
path_arc,9,2.3255448639583287,0.10584231380861364
path_arc,10,2.259760468715731,0.14872026657678472
path_arc,11,2.1970555270591405,0.19598754683350628
path_arc,12,2.1377223983723486,0.24742377269875016
path_arc,13,2.0820377210905874,0.3027891247435982
path_arc,14,2.030261122884446,0.3618254641391224
path_arc,15,1.9826340101558175,0.4242575362187706
path_arc,16,1.93937844248982,0.48979425384268105
path_arc,17,1.9006960973105012,0.5581300545803017
path_arc,18,1.866767329567589,0.6289463253834956
path_arc,19,1.837750330838462,0.7019128881076482
path_arc,20,1.8137803917659912,0.776689538954593
path_arc,21,1.7949692712711098,0.8529276346597646
path_arc,22,1.7814046754811346,0.9302717180280377
path_arc,23,1.773149848803312,1.0083611752392576
path_straight2,0,1.773149848803312,1.0083611752392574
path_straight2,1,1.6309280011966993,3.0032980028263774
path_points:P0,0,1.773149848803312,1.0083611752392574
path_points:E,0,3.002016087039708,-0.056949938249534426
path_points:S,0,4.996952914626828,0.08527190935707821
path_points:goal,0,1.6309280011966993,3.0032980028263774
